,time,t2m,d2m,u10,v10,ssrd,tcc
30,2019-01-02 01:00:00,251.14345,247.23001,-0.4437969,-0.06414944,0.0,0.00828591
31,2019-01-02 02:00:00,251.07503,246.86136,-0.44720426,-0.06814037,0.0,0.020737648
32,2019-01-02 03:00:00,250.9451,246.76486,-0.41588908,-0.04385749,0.0,0.15454808
33,2019-01-02 04:00:00,250.64297,246.14366,-0.4097234,-0.031322576,0.0,0.370302
34,2019-01-02 05:00:00,250.94125,246.09541,-0.5008565,-0.0044540167,0.0,0.59722584
35,2019-01-02 06:00:00,250.84055,245.98535,-0.4313033,0.05057594,0.0,0.5148398
36,2019-01-02 07:00:00,250.60146,245.94012,-0.3958236,0.0147137195,0.0,0.6907512
37,2019-01-02 08:00:00,249.90569,245.4207,-0.3666718,0.0007735491,0.0,0.6213053
38,2019-01-02 09:00:00,250.08482,245.84137,-0.3467145,0.013420887,0.0,0.65832484
39,2019-01-02 10:00:00,250.10481,246.21227,-0.33400452,0.024775386,0.0,0.5901912
40,2019-01-02 11:00:00,249.7158,245.81725,-0.34995958,0.050463527,0.0,0.77097034
41,2019-01-02 12:00:00,249.29758,245.60239,-0.39090186,0.093745515,0.0,0.6884318
42,2019-01-02 13:00:00,248.35503,245.01135,-0.47981745,0.11549893,0.0,0.7394748
43,2019-01-02 14:00:00,248.21434,245.21565,-0.48998544,0.1634464,0.0,0.58767337
44,2019-01-02 15:00:00,248.8709,246.01099,-0.4653227,0.20048901,0.0,0.56728673
45,2019-01-02 16:00:00,249.45056,247.11089,-0.43930787,0.18424422,0.0,0.5125662
46,2019-01-02 17:00:00,249.25684,246.792,-0.47019035,0.09256509,0.0,0.51464146
47,2019-01-02 18:00:00,248.33427,246.29745,-0.51432365,0.20341197,0.0,0.39938658
48,2019-01-02 19:00:00,248.53186,246.55377,-0.4947449,0.25512552,0.0,0.5411167
49,2019-01-02 20:00:00,248.64563,246.7528,-0.49014768,0.24894238,0.0,0.5190057
50,2019-01-02 21:00:00,248.48804,246.7543,-0.4172953,0.19453073,0.0,0.49375123
51,2019-01-02 22:00:00,248.37964,246.32988,-0.3484452,0.09228404,0.0,0.6163307
52,2019-01-02 23:00:00,247.77766,246.28163,-0.2985248,-0.005297169,0.0,0.65635633
53,2019-01-03 00:00:00,246.2785,245.10332,-0.23270348,-0.062013444,0.0,0.73567516
54,2019-01-03 01:00:00,245.26292,243.03317,-0.25395885,-0.13351305,0.0,0.79271513
55,2019-01-03 02:00:00,244.35498,241.49452,-0.2545538,-0.21810967,0.0,0.85915494
56,2019-01-03 03:00:00,243.96982,240.9781,-0.27461928,-0.24256118,0.0,0.8627714
57,2019-01-03 04:00:00,243.53545,240.5567,-0.30636713,-0.29781598,0.0,0.88427204
58,2019-01-03 05:00:00,242.36072,239.51936,-0.2802982,-0.32080603,0.0,0.8551264
59,2019-01-03 06:00:00,242.55446,239.7983,-0.23589449,-0.35357666,0.0,0.8731631
60,2019-01-03 07:00:00,242.80124,240.14734,-0.25639266,-0.34323394,0.0,0.86918044
61,2019-01-03 08:00:00,242.90503,240.19107,-0.247685,-0.3612775,0.0,0.8983871
62,2019-01-03 09:00:00,242.73666,240.13754,-0.22751132,-0.35554403,0.0,0.74695194
63,2019-01-03 10:00:00,243.15874,240.31998,-0.16358295,-0.41366556,0.0,0.70521724
64,2019-01-03 11:00:00,243.6154,240.44511,-0.12631842,-0.45239452,0.0,0.42459524
65,2019-01-03 12:00:00,244.00134,240.63962,-0.0852139,-0.50624406,0.0,0.22405505
66,2019-01-03 13:00:00,244.63713,241.1108,-0.11225635,-0.54266834,0.0,0.17565197
67,2019-01-03 14:00:00,244.88776,241.35655,-0.11755669,-0.56897485,0.0,0.14330184
68,2019-01-03 15:00:00,244.23582,240.85674,-0.074288756,-0.58347714,0.0,0.1543192
69,2019-01-03 16:00:00,244.25734,240.91403,-0.05633256,-0.6038815,0.0,0.13799155
70,2019-01-03 17:00:00,242.3469,239.75607,-0.08278009,-0.6814518,0.0,0.0
71,2019-01-03 18:00:00,242.90503,240.22046,-0.018148601,-0.6350782,0.0,0.0
72,2019-01-03 19:00:00,243.46088,240.64792,-0.066933185,-0.5595877,0.0,0.036729574
73,2019-01-03 20:00:00,243.58772,240.63585,-0.08175248,-0.5188914,0.0,0.07774708
74,2019-01-03 21:00:00,243.28558,240.04782,-0.104414046,-0.52389413,0.0,0.10368821
75,2019-01-03 22:00:00,243.11876,239.96414,-0.10100669,-0.4826357,0.0,0.13034654
76,2019-01-03 23:00:00,243.16873,240.02446,-0.07407242,-0.53165114,0.0,0.13231501
77,2019-01-04 00:00:00,243.35478,240.19182,-0.045515567,-0.5487391,0.0,0.14992446
78,2019-01-04 01:00:00,243.51546,240.11945,-0.010089964,-0.5557092,0.0,0.17620131
79,2019-01-04 02:00:00,243.92676,240.4338,-0.034969002,-0.5570582,0.0,0.04957807
80,2019-01-04 03:00:00,243.77454,240.17598,-0.04475838,-0.555653,0.0,0.08269116
81,2019-01-04 04:00:00,243.80222,240.13452,-0.09067649,-0.5367663,0.0,0.06801155
82,2019-01-04 05:00:00,243.57849,240.07045,-0.08359134,-0.52187055,0.0,0.08954269
83,2019-01-04 06:00:00,243.99442,240.49187,-0.14373377,-0.46948248,0.0,0.04995957
84,2019-01-04 07:00:00,244.12434,240.69089,-0.09040606,-0.49365294,0.0,0.024918735
85,2019-01-04 08:00:00,243.49162,240.19257,-0.07894006,-0.55649614,0.0,0.001983732
86,2019-01-04 09:00:00,243.73303,240.519,-0.039349884,-0.6200701,0.0,0.014923781
87,2019-01-04 10:00:00,243.55005,240.37048,-0.034698576,-0.62012625,0.0,0.12450215
88,2019-01-04 11:00:00,243.82759,240.83035,-0.026856273,-0.6490184,0.0,0.2601285
89,2019-01-04 12:00:00,243.77838,240.66977,-0.021610051,-0.6777419,0.0,0.75203335
90,2019-01-04 13:00:00,243.90831,240.53784,-0.019013971,-0.7117492,0.0,0.92022336
91,2019-01-04 14:00:00,244.1451,240.7022,-0.00046283007,-0.74901664,0.0,0.63566446
92,2019-01-04 15:00:00,244.40573,240.88991,0.0053783357,-0.745363,0.0,0.16683197
93,2019-01-04 16:00:00,244.4803,240.83412,0.044806212,-0.7489042,0.0,0.009399831
94,2019-01-04 17:00:00,245.90718,242.53864,0.13869765,-0.9314755,0.0,0.0069583356
95,2019-01-04 18:00:00,246.11398,242.5914,0.13918445,-0.97301507,0.0,0.07316923
96,2019-01-04 19:00:00,246.83359,243.11913,0.121552736,-0.9278219,0.0,0.0
97,2019-01-04 20:00:00,247.91989,243.81042,0.12041697,-0.87627697,0.0,0.014923781
98,2019-01-04 21:00:00,248.43729,244.38713,0.106084436,-0.8642479,0.0,0.49988556
99,2019-01-04 22:00:00,248.75711,244.66003,0.16168377,-0.8653159,0.0,0.92242074
100,2019-01-04 23:00:00,249.31526,245.09427,0.20576295,-0.9284402,0.0,0.96003544
101,2019-01-05 00:00:00,249.49593,245.16664,0.2799134,-0.9870676,0.0,0.96999985
102,2019-01-05 01:00:00,249.7527,245.33174,0.2536281,-1.050473,0.0,1.0
103,2019-01-05 02:00:00,250.12326,245.61821,0.17893681,-1.0495174,0.0,0.99273646
104,2019-01-05 03:00:00,250.38004,245.84212,0.16703817,-1.0239979,0.0,0.99470496
105,2019-01-05 04:00:00,250.37851,245.7999,0.0668188,-0.9485636,0.0,0.99587995
106,2019-01-05 05:00:00,250.91129,246.29218,0.05892238,-0.8533431,0.0,0.98628175
107,2019-01-05 06:00:00,250.18092,245.6431,0.05297306,-0.7812252,0.0,0.99060017
108,2019-01-05 07:00:00,250.04945,245.73506,-0.017066896,-0.61467385,0.0,0.99098164
109,2019-01-05 08:00:00,250.16093,245.87001,-0.119882345,-0.42951688,0.0,0.9788656
110,2019-01-05 09:00:00,250.17323,246.06526,-0.20668861,-0.30315596,0.0,1.0
111,2019-01-05 10:00:00,250.27242,246.13538,-0.2085275,-0.20169623,0.0,1.0
112,2019-01-05 11:00:00,250.64374,246.50403,-0.21550447,-0.15189384,0.0,1.0
113,2019-01-05 12:00:00,251.01736,246.9767,-0.2641809,-0.06347491,0.0,1.0
114,2019-01-05 13:00:00,251.03198,247.3348,-0.3556385,0.023482546,0.0,1.0
115,2019-01-05 14:00:00,250.83978,247.30841,-0.37732655,0.1120701,0.0,1.0
116,2019-01-05 15:00:00,250.90205,247.58432,-0.34076512,0.13151889,0.0,1.0
117,2019-01-05 16:00:00,251.11731,247.77808,-0.2730508,0.16867396,0.0,1.0
118,2019-01-05 17:00:00,250.01102,246.97519,-0.31101844,0.23410282,0.0,1.0
119,2019-01-05 18:00:00,250.21397,247.19456,-0.2845709,0.30161148,0.0,1.0
120,2019-01-05 19:00:00,250.1517,247.27675,-0.28943855,0.3808119,0.0,1.0
121,2019-01-05 20:00:00,250.19322,247.38756,-0.24141115,0.2843549,0.0,1.0
122,2019-01-05 21:00:00,250.26625,247.49536,-0.1096603,0.15703839,0.0,1.0
123,2019-01-05 22:00:00,249.94336,247.27524,-0.052762955,0.080086395,0.0,1.0
124,2019-01-05 23:00:00,249.40982,246.82065,-0.06379628,0.06468475,0.0,1.0
125,2019-01-06 00:00:00,249.22069,246.71284,-0.036916077,0.05675909,0.0,1.0
126,2019-01-06 01:00:00,249.05156,246.57564,-0.07304481,0.050800785,0.0,1.0
127,2019-01-06 02:00:00,248.81784,246.41959,-0.08218515,0.03955871,0.0,1.0
128,2019-01-06 03:00:00,248.85167,246.44446,-0.065202475,-0.038910978,0.0,1.0
129,2019-01-06 04:00:00,248.64795,246.34496,-0.062606394,-0.07050121,0.0,1.0
130,2019-01-06 05:00:00,249.28065,246.99329,-0.013713628,-0.14334986,0.0,1.0
131,2019-01-06 06:00:00,248.90242,246.89981,0.04134479,-0.2785358,0.0,0.99700916
132,2019-01-06 07:00:00,248.66486,246.6352,0.16692999,-0.36701095,0.0,0.9910427
133,2019-01-06 08:00:00,248.46727,246.4927,0.18348,-0.37195745,0.0,0.94708014
134,2019-01-06 09:00:00,247.59161,245.71094,0.2464889,-0.4247952,0.0,0.9094807
135,2019-01-06 10:00:00,246.92046,245.2247,0.25308725,-0.53626037,0.0,0.9048113
136,2019-01-06 11:00:00,245.82953,244.31024,0.2870526,-0.6092777,0.0,0.8779088
137,2019-01-06 12:00:00,246.51068,244.7588,0.31577167,-0.66239643,0.0,0.8750553
138,2019-01-06 13:00:00,246.08632,244.38638,0.29354277,-0.71208644,0.0,0.78761846
139,2019-01-06 14:00:00,245.87643,243.9906,0.32447937,-0.7570548,0.0,0.7209803
140,2019-01-06 15:00:00,244.38342,242.70674,0.34843895,-0.80708206,0.0,0.7380404
141,2019-01-06 16:00:00,243.96213,241.97021,0.39149055,-0.82501316,0.0,0.7008072
142,2019-01-06 17:00:00,244.99539,242.53938,0.3364862,-0.8544674,0.0,0.7427403
143,2019-01-06 18:00:00,244.0959,241.84883,0.37948373,-0.83777285,0.0,0.72433734
144,2019-01-06 19:00:00,244.00902,241.64453,0.38905677,-0.83951545,0.0,0.8138495
145,2019-01-06 20:00:00,244.14125,241.57518,0.3660166,-0.8069134,0.0,0.8172524
146,2019-01-06 21:00:00,244.19891,241.54578,0.3705056,-0.7937602,0.0,0.85514164
147,2019-01-06 22:00:00,244.06668,241.45758,0.3820257,-0.8127593,0.0,0.5918087
148,2019-01-06 23:00:00,244.18816,241.42892,0.37223634,-0.85677195,0.0,0.58639157
149,2019-01-07 00:00:00,243.7238,240.7821,0.41874936,-0.8653159,0.0,0.5245754
150,2019-01-07 01:00:00,244.00902,240.92157,0.4027402,-0.8792561,0.0,0.55198145
151,2019-01-07 02:00:00,244.03055,240.77231,0.40290245,-0.87043107,0.0,0.5049975
152,2019-01-07 03:00:00,243.35094,240.25589,0.3787265,-0.8452488,0.0,0.5006791
153,2019-01-07 04:00:00,242.79124,239.89027,0.3744538,-0.8486215,0.0,0.52829874
154,2019-01-07 05:00:00,244.81395,241.67847,0.32956335,-0.70713997,0.0,0.37880152
155,2019-01-07 06:00:00,245.07304,242.13757,0.2747753,-0.7481173,0.0,0.38284528
156,2019-01-07 07:00:00,244.91083,241.98227,0.27645192,-0.7476677,0.0,0.422993
157,2019-01-07 08:00:00,244.74861,241.99434,0.2550343,-0.7048353,0.0,0.5341126
158,2019-01-07 09:00:00,244.70479,242.20918,0.2189056,-0.68122697,0.0,0.4742496
159,2019-01-07 10:00:00,242.88966,240.50467,0.24178353,-0.6939868,0.0,0.49469733
160,2019-01-07 11:00:00,241.63191,239.58118,0.2370781,-0.7096132,0.0,0.5348298
161,2019-01-07 12:00:00,241.61192,239.44774,0.26357976,-0.71950626,0.0,0.66162086
162,2019-01-07 13:00:00,241.61575,239.2932,0.25627825,-0.7319287,0.0,0.73164666
163,2019-01-07 14:00:00,241.64267,239.24797,0.24124268,-0.7400793,0.0,0.74562436
164,2019-01-07 15:00:00,241.3982,239.10774,0.24032322,-0.7537384,0.0,0.7881526
165,2019-01-07 16:00:00,241.55042,239.20273,0.22025773,-0.78926337,0.0,0.78410876
166,2019-01-07 17:00:00,240.72626,237.99126,0.22647747,-0.71062493,0.0,0.44014466
167,2019-01-07 18:00:00,240.4003,237.75304,0.14800027,-0.6195642,0.0,0.3919857
168,2019-01-07 19:00:00,240.58865,238.06514,0.13880584,-0.6353593,0.0,0.39422888
169,2019-01-07 20:00:00,240.73395,238.2619,0.07055065,-0.6620592,0.0,0.35421848
170,2019-01-07 21:00:00,240.7278,237.97015,0.07098332,-0.66160953,0.0,0.21602857
171,2019-01-07 22:00:00,240.80391,237.92868,0.061626643,-0.6825198,0.0,0.18715763
172,2019-01-07 23:00:00,240.93384,237.99577,0.07498565,-0.71945,0.0,0.20540798
173,2019-01-08 00:00:00,240.74318,237.7485,0.095267445,-0.6904454,0.0,0.20096746
174,2019-01-08 01:00:00,240.53638,237.61658,0.13080123,-0.71939385,0.0,0.29372987
175,2019-01-08 02:00:00,240.13814,236.9803,0.1601694,-0.7465997,0.0,0.2419697
176,2019-01-08 03:00:00,240.19041,237.14389,0.1776388,-0.7535697,0.0,0.18257976
177,2019-01-08 04:00:00,240.3334,237.11751,0.15573439,-0.76149535,0.0,0.18871409
178,2019-01-08 05:00:00,240.55943,237.40248,0.1801267,-0.7707701,0.0,0.18550959
179,2019-01-08 06:00:00,240.21655,236.9803,0.17542133,-0.76098955,0.0,0.18743229
180,2019-01-08 07:00:00,241.11066,237.81937,0.18558928,-0.77852714,0.0,0.29208183
181,2019-01-08 08:00:00,241.49506,238.19179,0.2217721,-0.81506383,0.0,0.24847025
182,2019-01-08 09:00:00,241.62268,238.65315,0.23659137,-0.810567,0.0,0.17748311
183,2019-01-08 10:00:00,241.61884,238.53178,0.26855555,-0.8323767,0.0,0.09048876
184,2019-01-08 11:00:00,240.90231,238.46469,0.3339983,-0.8983115,0.0,0.08958846
185,2019-01-08 12:00:00,240.36493,237.93848,0.4106907,-0.9698111,0.0,0.10233012
186,2019-01-08 13:00:00,240.86157,238.22873,0.43854442,-1.0333288,0.0,0.156425
187,2019-01-08 14:00:00,240.86618,238.21289,0.4476848,-1.0500795,0.0,0.16770178
188,2019-01-08 15:00:00,241.78644,238.97205,0.45476994,-1.0581175,0.0,0.19060627
189,2019-01-08 16:00:00,241.26672,238.50464,0.45249835,-1.0522155,0.0,0.25339904
190,2019-01-08 17:00:00,241.0284,238.37573,0.54611933,-1.1815555,0.0,0.29372987
191,2019-01-08 18:00:00,241.50735,238.72629,0.5818695,-1.1897622,0.0,0.3201288
192,2019-01-08 19:00:00,241.32362,238.70442,0.5698626,-1.2366418,0.0,0.34521538
193,2019-01-08 20:00:00,240.83467,238.39383,0.52702737,-1.1601394,0.0,0.2592129
194,2019-01-08 21:00:00,240.67091,238.22797,0.5096661,-1.133552,0.0,0.32919294
195,2019-01-08 22:00:00,240.47333,238.09303,0.5111805,-1.1354069,0.0,0.3254391
196,2019-01-08 23:00:00,240.5825,238.16238,0.6143204,-1.2065692,0.0,0.35832328
197,2019-01-09 00:00:00,241.44356,238.91098,0.6507195,-1.2536173,0.0,0.3725909
198,2019-01-09 01:00:00,241.36745,238.80469,0.66543067,-1.245523,0.0,0.41174674
199,2019-01-09 02:00:00,241.38666,238.75192,0.6861993,-1.2693561,0.0,0.47386813
200,2019-01-09 03:00:00,240.87772,238.37724,0.68317044,-1.2472655,0.0,0.48551112
201,2019-01-09 04:00:00,240.49332,237.81108,0.6487725,-1.1998801,0.0,0.48151314
202,2019-01-09 05:00:00,240.18657,236.72098,0.709564,-1.0681792,0.0,0.5919308
203,2019-01-09 06:00:00,240.05818,236.56342,0.6687298,-1.1084821,0.0,0.56560814
204,2019-01-09 07:00:00,239.33167,235.704,0.6177819,-1.0338908,0.0,0.58581173
205,2019-01-09 08:00:00,238.77045,235.29991,0.5617498,-0.9888102,0.0,0.61883324
206,2019-01-09 09:00:00,238.1754,234.5679,0.51447964,-0.919559,0.0,0.66491693
207,2019-01-09 10:00:00,238.45831,234.8099,0.43064806,-0.8047211,0.0,0.6810462
208,2019-01-09 11:00:00,237.86633,234.17438,0.33929864,-0.7476114,0.0,0.6176735
209,2019-01-09 12:00:00,237.59956,233.93616,0.2908385,-0.65537024,0.0,0.8366014
210,2019-01-09 13:00:00,237.08217,233.65044,0.23702404,-0.59769833,0.0,0.90581846
211,2019-01-09 14:00:00,237.1137,233.62254,0.19662258,-0.57560766,0.0,0.97143424
212,2019-01-09 15:00:00,237.0491,233.52002,0.15833047,-0.5449168,0.0,0.9873804
213,2019-01-09 16:00:00,236.02277,232.84152,0.12225583,-0.5200718,0.0,0.9990081
214,2019-01-09 17:00:00,237.4927,234.1382,0.13264015,-0.4988805,0.0,0.99587995
215,2019-01-09 18:00:00,237.1998,233.8276,0.07368758,-0.4338451,0.0,0.9868921
216,2019-01-09 19:00:00,237.0176,234.01909,-0.003437519,-0.38258123,0.0,0.98516774
217,2019-01-09 20:00:00,236.50787,234.04094,-0.055304945,-0.35295835,0.0,0.9602796
218,2019-01-09 21:00:00,236.41486,233.95123,-0.006574422,-0.34874257,0.0,0.91347873
219,2019-01-09 22:00:00,236.92456,234.25806,-0.025179654,-0.33322853,0.0,0.8374559
220,2019-01-09 23:00:00,237.52039,234.7428,-0.011063486,-0.3402548,0.0,0.8906963
221,2019-01-10 00:00:00,238.50522,235.68515,0.019873083,-0.36200824,0.0,0.8880259
222,2019-01-10 01:00:00,238.66205,236.00931,-0.0019772053,-0.33137357,0.0,0.889445
223,2019-01-10 02:00:00,238.77583,236.35986,-0.022475392,-0.3228858,0.0,0.9009812
224,2019-01-10 03:00:00,238.84117,236.48425,-0.039458066,-0.30900186,0.0,0.90143895
225,2019-01-10 04:00:00,238.63283,236.20758,-0.056224376,-0.291408,0.0,0.8827766
226,2019-01-10 05:00:00,238.13081,235.86684,-0.07012421,-0.12659916,0.0,0.8236308
227,2019-01-10 06:00:00,238.32838,235.97992,-0.104846716,-0.15706518,0.0,0.85915494
228,2019-01-10 07:00:00,237.24362,235.10617,-0.11496061,-0.15993193,0.0,0.8583004
229,2019-01-10 08:00:00,237.34587,235.17326,-0.060172588,-0.2953427,0.0,0.59631026
230,2019-01-10 09:00:00,237.04604,235.12125,-0.023557097,-0.30422395,0.0,0.4763707
231,2019-01-10 10:00:00,237.47887,235.6942,-0.04735446,-0.28938442,0.0,0.49799338
232,2019-01-10 11:00:00,237.62033,235.69646,-0.08726913,-0.27010426,0.0,0.6728061
233,2019-01-10 12:00:00,238.13081,236.08998,-0.10646927,-0.28410065,0.0,0.74925613
234,2019-01-10 13:00:00,238.05162,235.97539,-0.04740855,-0.33643252,0.0,0.80780673
235,2019-01-10 14:00:00,237.67798,235.51402,-0.014308572,-0.39680246,0.0,0.8424763
236,2019-01-10 15:00:00,237.71565,235.39264,0.010894984,-0.42428932,0.0,0.88372266
237,2019-01-10 16:00:00,237.97781,235.62785,0.037991554,-0.4841534,0.0,0.9229091
238,2019-01-10 17:00:00,237.20364,234.72923,0.02706638,-0.51090956,0.0,0.976241
239,2019-01-10 18:00:00,236.54094,234.31158,0.063411444,-0.53283155,0.0,0.91823965
240,2019-01-10 19:00:00,236.24419,233.72356,0.09115699,-0.53766567,0.0,0.9531534
241,2019-01-10 20:00:00,236.24571,233.6625,0.08088091,-0.57217884,0.0,0.9727008
242,2019-01-10 21:00:00,236.01277,233.42654,0.1511372,-0.5941009,0.0,0.9833061
243,2019-01-10 22:00:00,236.04276,233.51398,0.16698405,-0.6232741,0.0,0.98464894
244,2019-01-10 23:00:00,236.43408,233.71301,0.15546396,-0.6458144,0.0,0.99410987
245,2019-01-11 00:00:00,236.35258,233.3323,0.17590806,-0.6647011,0.0,0.9931179
246,2019-01-11 01:00:00,236.82693,233.64365,0.16498294,-0.65868664,0.0,0.9502541
247,2019-01-11 02:00:00,236.32797,233.80121,0.16682181,-0.6636331,0.0,0.971007
248,2019-01-11 03:00:00,236.27263,233.85925,0.15962854,-0.6469948,0.0,0.9624006
249,2019-01-11 04:00:00,236.3641,233.95349,0.13215336,-0.6308625,0.0,0.9819633
250,2019-01-11 05:00:00,238.3553,235.33685,0.12620404,-0.5693683,0.0,0.90403306
251,2019-01-11 06:00:00,238.66435,235.72435,0.1794236,-0.5695369,0.0,0.7988342
252,2019-01-11 07:00:00,238.70433,235.91055,0.108626455,-0.5164181,0.0,0.81778646
253,2019-01-11 08:00:00,239.12563,236.3365,0.11138478,-0.48274812,0.0,0.84804606
254,2019-01-11 09:00:00,239.40701,236.59659,0.062059313,-0.4490219,0.0,0.8788397
255,2019-01-11 10:00:00,239.72914,236.7647,0.045347065,-0.40641442,0.0,0.8616575
256,2019-01-11 11:00:00,239.88367,237.05946,0.05583957,-0.39944434,0.0,0.7547953
257,2019-01-11 12:00:00,239.89136,236.9984,0.07882568,-0.4057399,0.0,0.8617338
258,2019-01-11 13:00:00,239.62766,236.77751,0.054703802,-0.42968553,0.0,0.7668503
259,2019-01-11 14:00:00,239.42853,236.56493,0.04859218,-0.4436257,0.0,0.6696931
260,2019-01-11 15:00:00,239.10718,236.33499,0.0051620007,-0.45087683,0.0,0.56817174
261,2019-01-11 16:00:00,239.0526,236.23247,-0.026802182,-0.42934826,0.0,0.49597913
262,2019-01-11 17:00:00,238.33453,235.67007,-0.0331842,-0.4404779,0.0,0.5167168
263,2019-01-11 18:00:00,237.95322,235.315,-0.018310845,-0.4420518,0.0,0.38887277
264,2019-01-11 19:00:00,237.76947,235.23131,-0.013605475,-0.48437822,0.0,0.35026628
265,2019-01-11 20:00:00,237.83174,235.39717,-0.044974715,-0.48555863,0.0,0.29374513
266,2019-01-11 21:00:00,237.4166,235.04436,-0.029019684,-0.48280433,0.0,0.16880044
267,2019-01-11 22:00:00,237.17058,234.73602,-0.012469679,-0.46228755,0.0,0.13065174
268,2019-01-11 23:00:00,237.06909,234.65234,-0.0271267,-0.48555863,0.0,0.049654365
269,2019-01-12 00:00:00,237.28745,234.8393,0.03177175,-0.4934843,0.0,0.007950187
270,2019-01-12 01:00:00,237.29974,234.8084,0.039884537,-0.51742995,0.0,0.0
271,2019-01-12 02:00:00,236.96532,234.37944,0.08569446,-0.5680755,0.0,0.0
272,2019-01-12 03:00:00,237.6257,234.7692,0.11695555,-0.60978353,0.0,0.0
273,2019-01-12 04:00:00,236.74928,233.88489,0.14113149,-0.6446903,0.0,0.0
274,2019-01-12 05:00:00,237.41583,234.37642,0.18283096,-0.6391816,0.0,0.0
275,2019-01-12 06:00:00,237.66722,234.57921,0.2146329,-0.75446904,0.0,0.0
276,2019-01-12 07:00:00,237.10907,233.86076,0.18910483,-0.72006834,0.0,0.0
277,2019-01-12 08:00:00,237.10677,233.74995,0.15984485,-0.7315352,0.0,0.0
278,2019-01-12 09:00:00,236.89996,233.39638,0.16336039,-0.68696046,0.0,0.0
279,2019-01-12 10:00:00,236.84692,233.20792,0.14886561,-0.68538654,0.0,0.0
280,2019-01-12 11:00:00,237.11446,233.3308,0.17233846,-0.7125361,0.0,0.0
281,2019-01-12 12:00:00,237.15213,233.2554,0.21160415,-0.7433394,0.0,0.053041995
282,2019-01-12 13:00:00,237.04065,232.99834,0.21122554,-0.79392874,0.0,0.37701616
283,2019-01-12 14:00:00,237.26976,232.98627,0.26174083,-0.8238889,0.0,0.7521554
284,2019-01-12 15:00:00,237.21979,232.8649,0.2633634,-0.83844733,0.0,0.9473853
285,2019-01-12 16:00:00,237.4312,233.0217,0.27239558,-0.83232045,0.0,0.90916026
286,2019-01-12 17:00:00,238.08006,233.52303,0.28002152,-0.77200675,0.0,0.46681824
287,2019-01-12 18:00:00,237.89864,233.37376,0.25416896,-0.77268124,0.0,0.07832694
288,2019-01-12 19:00:00,237.90248,233.52454,0.26628396,-0.80657613,0.0,0.0
289,2019-01-12 20:00:00,237.78409,233.44312,0.19786653,-0.75075924,0.0,0.0
290,2019-01-12 21:00:00,237.79485,233.77106,0.16298178,-0.6886468,0.0,0.021927893
