,time,press,temp,wind,RH,ppt
51,2019-01-03 03:00:00,586.845,3.495,0.41,94.013,0.024
52,2019-01-03 04:00:00,586.447,3.02,0.562,96.11,0.015
53,2019-01-03 05:00:00,585.766,2.706,0.174,96.594,0.012
54,2019-01-03 06:00:00,585.287,2.146,0.468,98.155,0.006
55,2019-01-03 07:00:00,584.862,2.185,0.839,98.284,0.024
56,2019-01-03 08:00:00,585.045,1.998,0.8,98.601,0.006
57,2019-01-03 09:00:00,585.098,1.894,0.82,98.274,0.003
58,2019-01-03 10:00:00,585.483,1.4,0.766,99.011,0.0
59,2019-01-03 11:00:00,585.793,1.888,0.8,96.029,0.0
60,2019-01-03 12:00:00,586.13,3.86,0.635,87.599,0.0
61,2019-01-03 13:00:00,586.326,6.002,0.387,70.121,0.003
62,2019-01-03 14:00:00,586.332,8.103,0.459,65.806,0.062
63,2019-01-03 15:00:00,586.184,9.545,0.681,66.997,0.267
64,2019-01-03 16:00:00,585.631,10.053,0.667,70.206,0.51
65,2019-01-03 17:00:00,584.991,8.654,1.398,78.696,2.135
66,2019-01-03 18:00:00,585.051,7.589,1.618,87.166,2.242
67,2019-01-03 19:00:00,585.126,8.274,1.998,83.079,1.097
68,2019-01-03 20:00:00,584.849,6.533,2.099,84.574,1.106
69,2019-01-03 21:00:00,584.363,7.383,2.526,80.851,0.219
70,2019-01-03 22:00:00,584.68,6.232,2.46,80.637,0.16
71,2019-01-03 23:00:00,585.173,5.232,2.217,80.53,0.089
72,2019-01-04 00:00:00,585.55,4.426,1.969,82.699,0.03
73,2019-01-04 01:00:00,586.238,3.857,1.731,82.616,0.0
74,2019-01-04 02:00:00,586.636,3.468,1.598,82.839,0.018
75,2019-01-04 03:00:00,586.892,3.052,1.485,84.01,0.027
76,2019-01-04 04:00:00,586.751,2.644,1.142,85.617,0.033
77,2019-01-04 05:00:00,586.245,2.326,0.932,86.565,0.036
78,2019-01-04 06:00:00,585.766,2.138,0.769,87.413,0.039
79,2019-01-04 07:00:00,585.254,2.277,1.073,87.434,0.104
80,2019-01-04 08:00:00,585.152,1.796,0.82,90.866,0.107
81,2019-01-04 09:00:00,585.321,1.477,0.623,93.475,0.044
82,2019-01-04 10:00:00,585.746,1.265,0.693,95.855,0.074
83,2019-01-04 11:00:00,586.171,1.639,0.537,93.312,0.169
84,2019-01-04 12:00:00,586.568,2.737,0.916,83.551,0.089
85,2019-01-04 13:00:00,586.885,4.425,1.481,74.262,0.095
86,2019-01-04 14:00:00,586.825,5.859,2.138,66.913,0.172
87,2019-01-04 15:00:00,586.703,6.851,2.466,63.598,0.249
88,2019-01-04 16:00:00,586.535,8.095,2.418,64.729,0.125
89,2019-01-04 17:00:00,585.84,9.067,2.737,66.546,0.249
90,2019-01-04 18:00:00,585.537,8.024,2.772,72.032,1.48
91,2019-01-04 19:00:00,585.227,9.131,3.399,62.124,0.403
92,2019-01-04 20:00:00,584.964,6.687,3.303,68.211,1.675
93,2019-01-04 21:00:00,585.119,5.916,3.144,67.489,0.528
94,2019-01-04 22:00:00,584.937,5.201,2.904,66.026,0.059
95,2019-01-04 23:00:00,585.321,4.424,2.654,68.768,0.012
96,2019-01-05 00:00:00,585.84,3.614,2.028,74.621,0.0
97,2019-01-05 01:00:00,586.514,2.95,1.575,80.079,0.0
98,2019-01-05 02:00:00,586.933,2.521,1.433,81.394,0.003
99,2019-01-05 03:00:00,587.202,2.229,1.149,81.517,0.003
100,2019-01-05 04:00:00,586.987,1.977,0.95,81.684,0.006
101,2019-01-05 05:00:00,586.521,1.667,0.673,83.199,0.024
102,2019-01-05 06:00:00,586.231,1.153,0.621,87.185,0.012
103,2019-01-05 07:00:00,585.8,1.25,1.153,80.133,0.083
104,2019-01-05 08:00:00,585.53,0.997,0.971,81.147,0.044
105,2019-01-05 09:00:00,585.692,0.744,0.916,82.479,0.033
106,2019-01-05 10:00:00,585.962,0.6,0.857,83.446,0.044
107,2019-01-05 11:00:00,586.501,0.838,0.823,79.977,0.03
108,2019-01-05 12:00:00,586.899,2.436,1.281,64.516,0.062
109,2019-01-05 13:00:00,587.088,4.584,1.966,56.044,0.08
110,2019-01-05 14:00:00,587.196,6.301,2.199,52.177,0.113
111,2019-01-05 15:00:00,587.216,7.72,2.556,49.213,0.062
112,2019-01-05 16:00:00,586.798,8.725,2.538,48.337,0.039
113,2019-01-05 17:00:00,586.568,9.751,2.55,48.375,0.027
114,2019-01-05 18:00:00,586.218,10.025,2.969,49.534,0.039
115,2019-01-05 19:00:00,585.854,10.122,3.482,48.399,0.012
116,2019-01-05 20:00:00,585.274,9.101,4.128,51.924,0.469
117,2019-01-05 21:00:00,585.287,7.542,4.286,51.909,0.13
118,2019-01-05 22:00:00,585.631,6.035,3.836,52.5,0.006
119,2019-01-05 23:00:00,586.016,4.442,3.156,55.122,0.003
120,2019-01-06 00:00:00,586.542,3.299,2.554,59.944,0.0
121,2019-01-06 01:00:00,587.061,2.482,2.084,63.134,0.0
122,2019-01-06 02:00:00,587.25,1.861,2.081,64.798,0.0
123,2019-01-06 03:00:00,587.661,1.369,1.67,66.291,0.0
124,2019-01-06 04:00:00,587.486,0.515,1.295,72.093,0.0
125,2019-01-06 05:00:00,586.852,-0.45,1.142,76.662,0.0
126,2019-01-06 06:00:00,586.258,-1.704,1.014,79.874,0.0
127,2019-01-06 07:00:00,586.056,-2.271,1.097,87.166,0.0
128,2019-01-06 08:00:00,585.813,-2.316,1.235,80.235,0.0
129,2019-01-06 09:00:00,585.914,-2.85,1.132,77.897,0.0
130,2019-01-06 10:00:00,586.332,-2.768,1.005,72.944,0.0
131,2019-01-06 11:00:00,586.757,-1.69,0.929,69.169,0.0
132,2019-01-06 12:00:00,587.155,1.992,1.909,45.547,0.0
133,2019-01-06 13:00:00,587.357,4.947,2.703,34.478,0.0
134,2019-01-06 14:00:00,587.337,7.135,3.241,30.885,0.0
135,2019-01-06 15:00:00,587.148,8.81,3.674,29.033,0.0
136,2019-01-06 16:00:00,586.845,9.936,3.894,28.248,0.0
137,2019-01-06 17:00:00,586.703,10.632,4.48,28.363,0.0
138,2019-01-06 18:00:00,586.386,10.757,4.853,29.456,0.0
139,2019-01-06 19:00:00,586.009,10.781,5.132,30.254,0.0
140,2019-01-06 20:00:00,585.645,9.764,4.959,32.792,0.0
141,2019-01-06 21:00:00,585.557,8.617,4.642,34.988,0.0
142,2019-01-06 22:00:00,585.739,7.06,4.117,37.987,0.003
143,2019-01-06 23:00:00,586.076,5.07,3.003,43.404,0.0
144,2019-01-07 00:00:00,586.191,3.214,2.275,53.093,0.0
145,2019-01-07 01:00:00,586.643,1.967,1.863,62.415,0.0
146,2019-01-07 02:00:00,586.771,0.592,1.655,72.692,0.0
147,2019-01-07 03:00:00,586.98,-0.4,1.477,78.821,0.0
148,2019-01-07 04:00:00,586.764,-1.108,1.463,81.622,0.0
149,2019-01-07 05:00:00,586.09,-1.736,1.332,81.32,0.0
150,2019-01-07 06:00:00,585.604,-2.132,1.422,76.732,0.0
151,2019-01-07 07:00:00,585.146,-2.363,1.502,70.954,0.0
152,2019-01-07 08:00:00,585.031,-2.451,1.485,63.412,0.0
153,2019-01-07 09:00:00,585.092,-2.444,1.519,56.432,0.0
154,2019-01-07 10:00:00,585.28,-1.781,1.339,47.788,0.003
155,2019-01-07 11:00:00,585.78,-1.23,1.173,45.029,0.0
156,2019-01-07 12:00:00,586.285,2.336,1.783,35.491,0.0
157,2019-01-07 13:00:00,586.629,5.081,2.397,27.536,0.0
158,2019-01-07 14:00:00,586.643,7.202,2.608,25.668,0.0
159,2019-01-07 15:00:00,586.636,8.996,2.759,24.757,0.0
160,2019-01-07 16:00:00,586.299,10.32,2.783,23.986,0.0
161,2019-01-07 17:00:00,586.049,11.301,3.141,23.511,0.0
162,2019-01-07 18:00:00,585.806,11.742,3.756,23.982,0.0
163,2019-01-07 19:00:00,585.49,11.702,4.069,24.992,0.0
164,2019-01-07 20:00:00,585.26,10.883,4.332,25.579,0.0
165,2019-01-07 21:00:00,585.105,9.417,4.223,26.287,0.0
166,2019-01-07 22:00:00,585.004,7.56,3.805,26.994,0.0
167,2019-01-07 23:00:00,585.287,5.368,3.029,30.637,0.0
168,2019-01-08 00:00:00,585.591,3.341,2.302,39.899,0.0
169,2019-01-08 01:00:00,586.07,1.941,1.946,48.217,0.0
170,2019-01-08 02:00:00,586.299,0.702,1.681,57.044,0.0
171,2019-01-08 03:00:00,586.616,-0.386,1.344,64.428,0.0
172,2019-01-08 04:00:00,586.454,-0.805,1.146,63.898,0.0
173,2019-01-08 05:00:00,586.022,-0.953,0.958,60.881,0.0
174,2019-01-08 06:00:00,585.699,-1.155,0.946,57.781,0.0
175,2019-01-08 07:00:00,585.328,-1.577,0.837,68.543,0.0
176,2019-01-08 08:00:00,585.146,-1.647,0.894,64.093,0.0
177,2019-01-08 09:00:00,585.018,-1.338,0.906,56.385,0.0
178,2019-01-08 10:00:00,585.537,-0.843,0.687,49.768,0.0
179,2019-01-08 11:00:00,585.894,-0.447,0.375,49.549,0.0
180,2019-01-08 12:00:00,586.616,3.104,0.655,33.36,0.0
181,2019-01-08 13:00:00,586.933,6.289,0.829,28.538,0.0
182,2019-01-08 14:00:00,587.128,8.309,0.749,30.777,0.0
183,2019-01-08 15:00:00,586.832,9.779,1.209,32.378,0.0
184,2019-01-08 16:00:00,586.501,11.108,2.556,30.403,0.021
185,2019-01-08 17:00:00,586.164,11.737,3.476,29.191,0.059
186,2019-01-08 18:00:00,586.15,11.828,4.01,28.726,0.033
187,2019-01-08 19:00:00,585.766,11.219,4.383,28.558,0.009
188,2019-01-08 20:00:00,585.598,10.15,4.438,30.416,0.006
189,2019-01-08 21:00:00,585.523,8.376,4.115,32.917,0.0
190,2019-01-08 22:00:00,585.692,6.882,3.444,34.22,0.0
191,2019-01-08 23:00:00,585.962,5.171,2.466,37.457,0.0
192,2019-01-09 00:00:00,586.312,3.797,1.812,44.944,0.0
193,2019-01-09 01:00:00,586.71,2.717,1.681,52.73,0.0
194,2019-01-09 02:00:00,586.757,1.511,1.552,62.797,0.0
195,2019-01-09 03:00:00,587.121,0.526,1.314,70.802,0.0
196,2019-01-09 04:00:00,586.656,0.026,1.103,72.829,0.0
197,2019-01-09 05:00:00,586.076,-0.299,1.006,72.153,0.0
198,2019-01-09 06:00:00,585.557,-0.863,1.083,72.35,0.0
199,2019-01-09 07:00:00,585.119,-1.21,1.257,74.083,0.0
200,2019-01-09 08:00:00,584.964,-1.503,1.105,74.726,0.0
201,2019-01-09 09:00:00,584.66,-1.729,0.877,74.746,0.0
202,2019-01-09 10:00:00,584.923,-1.737,0.769,73.844,0.0
203,2019-01-09 11:00:00,585.287,-1.288,0.662,74.394,0.0
204,2019-01-09 12:00:00,585.726,2.782,1.204,53.198,0.0
205,2019-01-09 13:00:00,585.867,5.894,1.666,45.36,0.0
206,2019-01-09 14:00:00,586.029,8.07,1.659,40.235,0.0
207,2019-01-09 15:00:00,585.806,9.655,1.901,39.576,0.0
208,2019-01-09 16:00:00,585.463,10.903,2.337,38.373,0.0
209,2019-01-09 17:00:00,585.112,11.73,3.047,34.526,0.027
210,2019-01-09 18:00:00,584.572,11.663,4.035,33.165,0.077
211,2019-01-09 19:00:00,584.66,11.082,4.14,35.145,0.009
212,2019-01-09 20:00:00,584.188,9.792,4.346,40.727,0.021
213,2019-01-09 21:00:00,584.154,8.223,4.102,48.335,0.003
214,2019-01-09 22:00:00,584.242,6.613,3.636,53.568,0.0
215,2019-01-09 23:00:00,584.66,4.823,2.951,61.16,0.0
216,2019-01-10 00:00:00,584.889,3.148,2.261,73.62,0.0
217,2019-01-10 01:00:00,585.247,2.168,1.895,83.143,0.0
218,2019-01-10 02:00:00,585.57,1.233,1.524,90.119,0.0
219,2019-01-10 03:00:00,585.8,-0.032,0.993,97.937,0.0
220,2019-01-10 04:00:00,585.557,-0.924,0.82,98.397,0.0
221,2019-01-10 05:00:00,584.991,-1.819,0.668,98.419,0.0
222,2019-01-10 06:00:00,584.431,-2.614,0.707,97.325,0.0
223,2019-01-10 07:00:00,583.898,-1.965,0.669,95.907,0.0
224,2019-01-10 08:00:00,583.514,-2.239,0.613,90.609,0.0
225,2019-01-10 09:00:00,583.446,-2.477,0.706,86.012,0.0
226,2019-01-10 10:00:00,583.797,-2.54,0.73,82.57,0.0
227,2019-01-10 11:00:00,584.229,-2.146,0.643,78.715,0.0
228,2019-01-10 12:00:00,584.626,2.751,0.572,44.818,0.0
229,2019-01-10 13:00:00,584.916,6.305,1.0,25.339,0.0
230,2019-01-10 14:00:00,584.788,8.571,0.997,21.701,0.0
231,2019-01-10 15:00:00,584.923,10.184,1.328,23.68,0.0
232,2019-01-10 16:00:00,584.539,11.296,1.855,25.784,0.012
233,2019-01-10 17:00:00,584.121,11.901,2.411,27.405,0.024
234,2019-01-10 18:00:00,583.763,11.824,3.077,29.657,0.059
235,2019-01-10 19:00:00,583.736,10.682,2.677,33.894,0.125
236,2019-01-10 20:00:00,583.352,10.071,2.967,35.058,0.033
237,2019-01-10 21:00:00,583.291,9.087,2.394,38.094,0.012
238,2019-01-10 22:00:00,583.251,7.498,2.193,42.972,0.0
239,2019-01-10 23:00:00,583.574,5.887,2.297,49.693,0.0
240,2019-01-11 00:00:00,584.202,4.326,1.795,58.812,0.0
241,2019-01-11 01:00:00,584.991,3.205,1.408,62.88,0.0
242,2019-01-11 02:00:00,585.429,2.546,1.292,63.167,0.0
243,2019-01-11 03:00:00,585.705,1.652,0.868,67.316,0.0
244,2019-01-11 04:00:00,585.341,0.998,0.793,71.809,0.0
245,2019-01-11 05:00:00,584.896,0.037,0.473,80.39,0.0
246,2019-01-11 06:00:00,584.647,0.109,0.251,77.206,0.0
247,2019-01-11 07:00:00,584.343,0.546,0.155,81.988,0.018
248,2019-01-11 08:00:00,584.148,-0.121,0.105,87.433,0.0
249,2019-01-11 09:00:00,584.1,-0.502,0.074,88.93,0.003
250,2019-01-11 10:00:00,584.525,-0.753,0.309,89.599,0.056
251,2019-01-11 11:00:00,584.91,-0.159,0.407,84.212,0.012
252,2019-01-11 12:00:00,585.55,2.621,0.63,63.855,0.003
253,2019-01-11 13:00:00,585.793,5.082,0.494,52.085,0.006
254,2019-01-11 14:00:00,585.935,7.082,0.265,51.724,0.03
255,2019-01-11 15:00:00,585.8,8.53,0.576,52.265,0.083
256,2019-01-11 16:00:00,585.422,9.604,0.888,54.639,0.213
257,2019-01-11 17:00:00,584.889,9.683,1.364,59.83,0.457
258,2019-01-11 18:00:00,584.512,8.753,2.762,65.823,0.996
259,2019-01-11 19:00:00,584.647,6.286,3.412,67.609,1.014
260,2019-01-11 20:00:00,584.276,6.3,3.743,67.117,0.421
261,2019-01-11 21:00:00,584.006,5.259,3.144,70.824,0.08
262,2019-01-11 22:00:00,584.154,4.294,2.965,75.269,0.039
263,2019-01-11 23:00:00,584.559,3.294,2.524,79.499,0.024
264,2019-01-12 00:00:00,585.213,2.41,2.276,83.171,0.021
265,2019-01-12 01:00:00,585.753,2.241,1.832,80.874,0.0
266,2019-01-12 02:00:00,586.042,2.11,1.491,77.753,0.0
267,2019-01-12 03:00:00,586.332,1.874,1.24,78.466,0.0
268,2019-01-12 04:00:00,586.07,1.59,1.172,80.757,0.0
269,2019-01-12 05:00:00,585.564,1.401,1.129,81.482,0.0
270,2019-01-12 06:00:00,585.018,1.124,1.017,81.851,0.0
271,2019-01-12 07:00:00,584.552,0.719,0.56,92.141,0.0
272,2019-01-12 08:00:00,584.525,0.785,0.487,91.174,0.0
273,2019-01-12 09:00:00,584.525,0.756,0.427,90.193,0.003
274,2019-01-12 10:00:00,584.755,0.664,0.366,90.775,0.0
275,2019-01-12 11:00:00,585.112,0.912,0.195,87.297,0.0
276,2019-01-12 12:00:00,585.638,2.537,0.422,68.468,0.0
277,2019-01-12 13:00:00,585.678,5.111,0.555,54.583,0.0
278,2019-01-12 14:00:00,585.651,7.192,0.417,51.456,0.036
279,2019-01-12 15:00:00,585.604,8.673,0.484,51.853,0.08
280,2019-01-12 16:00:00,585.375,9.845,0.525,54.064,0.181
281,2019-01-12 17:00:00,584.93,9.36,0.789,63.704,0.513
282,2019-01-12 18:00:00,584.492,8.295,1.563,73.911,1.269
283,2019-01-12 19:00:00,584.363,7.766,2.284,85.869,2.529
284,2019-01-12 20:00:00,584.262,5.543,2.543,91.16,2.841
285,2019-01-12 21:00:00,584.296,4.046,2.367,96.225,2.755
286,2019-01-12 22:00:00,584.33,2.922,1.951,97.925,1.824
287,2019-01-12 23:00:00,584.31,1.848,1.62,97.32,1.263
288,2019-01-13 00:00:00,585.092,1.351,1.382,96.674,0.851
289,2019-01-13 01:00:00,585.57,0.648,1.415,97.185,0.0
290,2019-01-13 02:00:00,585.82,0.26,1.291,96.751,0.338
291,2019-01-13 03:00:00,586.252,0.255,1.037,95.823,0.193
292,2019-01-13 04:00:00,585.955,0.377,0.636,94.703,0.175
293,2019-01-13 05:00:00,585.476,0.291,0.599,88.032,0.371
294,2019-01-13 06:00:00,584.829,-0.062,0.474,89.092,0.231
295,2019-01-13 07:00:00,584.728,-0.458,0.768,96.206,0.243
296,2019-01-13 08:00:00,584.323,-0.715,0.722,96.344,0.347
297,2019-01-13 09:00:00,584.188,-0.993,0.638,96.017,0.255
298,2019-01-13 10:00:00,584.451,-1.118,0.687,94.406,0.19
299,2019-01-13 11:00:00,584.687,-1.052,0.789,93.096,0.142
300,2019-01-13 12:00:00,585.422,0.146,0.783,84.917,0.332
301,2019-01-13 13:00:00,585.523,1.485,0.747,79.252,0.211
302,2019-01-13 14:00:00,585.8,3.072,0.779,74.251,0.225
303,2019-01-13 15:00:00,585.935,4.494,1.003,72.712,0.077
304,2019-01-13 16:00:00,585.746,5.108,1.288,74.927,0.074
305,2019-01-13 17:00:00,585.51,5.43,1.686,78.837,0.208
306,2019-01-13 18:00:00,584.91,4.164,1.839,85.08,1.118
307,2019-01-13 19:00:00,584.977,5.556,2.168,78.664,0.314
308,2019-01-13 20:00:00,584.417,4.631,2.005,85.403,0.901
309,2019-01-13 21:00:00,584.323,3.725,2.217,89.919,0.552
310,2019-01-13 22:00:00,584.411,3.056,2.172,95.249,0.228
311,2019-01-13 23:00:00,584.916,2.483,2.019,95.589,0.142
312,2019-01-14 00:00:00,585.685,1.697,1.524,94.964,0.074
313,2019-01-14 01:00:00,586.117,1.287,1.434,95.085,0.0
314,2019-01-14 02:00:00,586.299,1.078,1.192,95.879,0.036
315,2019-01-14 03:00:00,586.622,0.894,0.913,95.081,0.021
316,2019-01-14 04:00:00,586.373,0.822,0.565,94.013,0.021
317,2019-01-14 05:00:00,585.739,0.569,0.375,94.334,0.015
318,2019-01-14 06:00:00,585.233,0.088,0.117,95.784,0.009
319,2019-01-14 07:00:00,585.011,-0.119,0.266,98.318,0.047
320,2019-01-14 08:00:00,584.519,-0.2,0.498,97.456,0.021
321,2019-01-14 09:00:00,584.62,-0.265,0.679,96.49,0.009
322,2019-01-14 10:00:00,584.775,-0.179,1.077,95.333,0.015
323,2019-01-14 11:00:00,585.395,0.135,1.247,93.624,0.009
324,2019-01-14 12:00:00,586.036,0.864,1.688,85.379,0.009
325,2019-01-14 13:00:00,586.225,3.385,2.008,77.452,0.018
326,2019-01-14 14:00:00,586.191,4.724,2.507,72.871,0.056
327,2019-01-14 15:00:00,586.285,6.306,2.451,68.735,0.08
328,2019-01-14 16:00:00,585.975,7.952,2.195,68.169,0.092
329,2019-01-14 17:00:00,585.564,8.441,2.253,70.665,0.249
330,2019-01-14 18:00:00,585.213,7.612,1.365,74.595,0.587
331,2019-01-14 19:00:00,585.26,8.387,1.339,66.37,0.353
332,2019-01-14 20:00:00,584.667,6.02,0.904,73.886,1.142
333,2019-01-14 21:00:00,584.492,6.268,1.7,71.687,0.231
334,2019-01-14 22:00:00,584.323,5.462,1.822,74.055,0.13
335,2019-01-14 23:00:00,584.869,4.66,1.834,79.22,0.05
336,2019-01-15 00:00:00,585.503,3.515,1.593,87.139,0.276
337,2019-01-15 01:00:00,586.218,3.081,1.272,89.782,0.0
338,2019-01-15 02:00:00,586.595,2.689,1.0,92.162,0.276
339,2019-01-15 03:00:00,586.804,2.249,0.726,95.012,0.015
340,2019-01-15 04:00:00,586.562,1.924,0.78,96.218,0.003
341,2019-01-15 05:00:00,586.231,1.468,0.498,98.0,0.0
342,2019-01-15 06:00:00,585.719,1.078,0.262,98.48,0.012
343,2019-01-15 07:00:00,585.53,0.952,0.444,98.583,0.018
344,2019-01-15 08:00:00,585.368,0.572,0.543,97.832,0.015
345,2019-01-15 09:00:00,585.375,0.446,0.735,96.848,0.012
346,2019-01-15 10:00:00,585.651,0.291,0.976,96.22,0.012
347,2019-01-15 11:00:00,586.11,0.539,1.415,94.453,0.003
348,2019-01-15 12:00:00,586.683,2.064,1.484,89.996,0.006
349,2019-01-15 13:00:00,586.804,4.338,1.687,77.625,0.086
350,2019-01-15 14:00:00,586.865,6.458,1.779,64.748,0.145
351,2019-01-15 15:00:00,586.771,7.871,1.907,62.616,0.157
352,2019-01-15 16:00:00,586.542,8.991,1.767,64.213,0.083
353,2019-01-15 17:00:00,586.103,9.841,1.344,67.167,0.255
354,2019-01-15 18:00:00,585.921,7.783,0.807,77.058,1.936
355,2019-01-15 19:00:00,585.86,7.046,0.64,83.635,1.248
356,2019-01-15 20:00:00,585.321,6.731,1.338,84.472,0.804
357,2019-01-15 21:00:00,585.078,6.048,1.754,85.993,0.474
358,2019-01-15 22:00:00,585.078,4.92,1.807,88.761,0.356
359,2019-01-15 23:00:00,585.806,3.728,1.209,92.669,0.344
360,2019-01-16 00:00:00,586.346,3.088,0.787,96.24,0.356
361,2019-01-16 01:00:00,586.973,2.982,0.731,97.432,0.0
362,2019-01-16 02:00:00,587.243,2.765,0.511,96.574,0.261
363,2019-01-16 03:00:00,587.324,2.522,0.644,96.167,0.009
364,2019-01-16 04:00:00,587.175,2.044,0.4,97.926,0.003
365,2019-01-16 05:00:00,586.838,1.85,0.625,98.65,0.009
366,2019-01-16 06:00:00,586.434,1.779,0.709,97.892,0.009
367,2019-01-16 07:00:00,586.063,1.63,0.764,97.073,0.249
368,2019-01-16 08:00:00,585.739,1.259,0.87,98.395,0.05
369,2019-01-16 09:00:00,585.881,0.501,1.088,99.022,0.006
370,2019-01-16 10:00:00,586.265,0.377,1.245,98.772,0.006
371,2019-01-16 11:00:00,586.542,0.694,1.498,95.606,0.003
372,2019-01-16 12:00:00,587.229,2.425,1.8,93.029,0.006
373,2019-01-16 13:00:00,587.337,4.91,2.205,76.335,0.047
374,2019-01-16 14:00:00,587.553,7.166,2.164,64.372,0.036
375,2019-01-16 15:00:00,587.492,8.904,2.274,62.107,0.039
376,2019-01-16 16:00:00,587.175,9.923,1.954,64.068,0.16
377,2019-01-16 17:00:00,586.703,10.142,1.161,67.907,0.371
378,2019-01-16 18:00:00,586.346,7.7,1.323,80.342,2.295
379,2019-01-16 19:00:00,585.908,6.817,0.628,86.572,1.613
380,2019-01-16 20:00:00,585.82,6.379,0.888,83.648,0.993
381,2019-01-16 21:00:00,585.53,5.153,1.653,87.582,1.456
382,2019-01-16 22:00:00,585.901,4.412,1.274,90.053,0.682
383,2019-01-16 23:00:00,586.204,3.729,1.395,91.035,0.608
384,2019-01-17 00:00:00,586.852,2.474,0.587,97.418,1.892
385,2019-01-17 01:00:00,587.56,2.05,0.904,98.85,0.0
386,2019-01-17 02:00:00,588.018,1.733,0.964,99.206,0.798
387,2019-01-17 03:00:00,588.254,1.578,0.651,98.413,0.611
388,2019-01-17 04:00:00,587.863,1.355,0.12,95.927,0.718
389,2019-01-17 05:00:00,587.56,1.144,0.388,95.984,0.383
390,2019-01-17 06:00:00,586.966,1.0,0.604,95.984,0.866
391,2019-01-17 07:00:00,586.494,1.245,0.571,96.762,0.563
392,2019-01-17 08:00:00,586.171,1.269,0.678,96.442,0.359
393,2019-01-17 09:00:00,586.191,1.214,0.947,96.534,0.228
394,2019-01-17 10:00:00,586.285,1.191,1.068,96.487,0.193
395,2019-01-17 11:00:00,586.798,1.297,1.293,96.136,0.166
396,2019-01-17 12:00:00,587.223,2.099,1.712,92.285,0.086
