,time,ghi,sea,temp,ppt,RH,wind,Discharge,alb,vp_a,LW_in,SW_global,press,SW_direct,SW_diffuse,T_F,e_a
23,2022-05-04 23:00:00,0.0,0.0,5.6,0.0,45.0,2.0,1000000.0,0.739,4.094,234.316,0.0,665.3,0.0,0.0,0.0,0.684
24,2022-05-05 00:00:00,0.0,0.0,5.7,0.0,44.0,2.4,1000000.0,0.735,4.031,234.121,0.0,665.3,0.0,0.0,0.0,0.683
25,2022-05-05 01:00:00,0.0,0.0,3.5,0.0,49.0,3.6,1000000.0,0.731,3.848,225.578,0.0,665.3,0.0,0.0,0.0,0.679
26,2022-05-05 02:00:00,0.0,0.0,4.6,0.0,43.0,5.1,1000000.0,0.727,3.649,227.32,0.0,665.3,0.0,0.0,0.0,0.674
27,2022-05-05 03:00:00,0.0,0.0,5.2,0.0,40.0,5.1,1000000.0,0.722,3.539,228.226,0.0,665.3,0.0,0.0,0.0,0.671
28,2022-05-05 04:00:00,0.0,0.0,6.4,0.0,34.0,6.8,1000000.0,0.718,3.269,229.428,0.0,665.3,0.0,0.0,0.0,0.663
29,2022-05-05 05:00:00,0.0,0.0,6.4,0.0,27.0,5.3,1000000.0,0.714,2.596,221.996,0.0,665.3,0.0,0.0,0.0,0.641
30,2022-05-05 06:00:00,1.767,0.006,6.2,0.0,23.0,4.4,1000000.0,0.71,2.181,215.944,1.767,665.3,1.413,0.353,0.0,0.625
31,2022-05-05 07:00:00,197.823,0.241,9.5,0.0,20.0,3.0,1000000.0,0.706,2.375,228.718,197.823,665.3,158.259,39.565,0.0,0.632
32,2022-05-05 08:00:00,428.18,0.466,14.8,0.0,16.0,2.9,1000000.0,0.702,2.694,250.172,428.18,665.3,342.544,85.636,0.0,0.642
33,2022-05-05 09:00:00,631.034,0.674,16.5,0.0,12.0,2.7,1000000.0,0.698,2.253,249.465,631.034,665.3,504.827,126.207,0.0,0.625
34,2022-05-05 10:00:00,782.125,0.849,16.4,0.0,13.0,4.8,1000000.0,0.694,2.426,251.769,782.125,665.3,625.7,156.425,0.0,0.632
35,2022-05-05 11:00:00,866.43,0.962,16.8,0.0,13.0,4.9,1000000.0,0.69,2.488,254.035,866.43,665.3,693.144,173.286,0.0,0.634
36,2022-05-05 12:00:00,876.102,0.976,16.6,0.0,13.0,6.3,1000000.0,0.686,2.457,252.9,876.102,665.3,700.882,175.22,0.0,0.633
37,2022-05-05 13:00:00,810.264,0.885,16.4,0.0,15.0,6.0,1000000.0,0.682,2.799,256.969,810.264,665.3,648.211,162.053,0.0,0.645
38,2022-05-05 14:00:00,674.998,0.722,15.7,0.0,20.0,6.1,1000000.0,0.679,3.568,263.573,674.998,665.3,539.998,135.0,0.0,0.668
39,2022-05-05 15:00:00,483.45,0.521,14.6,0.0,24.0,5.1,1000000.0,0.675,3.99,263.894,483.45,665.3,386.76,96.69,0.0,0.679
40,2022-05-05 16:00:00,257.024,0.299,13.9,0.0,25.0,4.6,1000000.0,0.671,3.972,261.258,257.024,665.3,205.619,51.405,0.0,0.679
41,2022-05-05 17:00:00,37.292,0.066,12.1,0.0,30.0,0.7,1000000.0,0.667,4.236,257.357,37.292,665.3,29.833,7.458,0.0,0.686
42,2022-05-05 18:00:00,0.0,0.0,9.4,0.0,38.0,3.2,1000000.0,0.664,4.483,250.099,0.0,665.3,0.0,0.0,0.0,0.692
43,2022-05-05 19:00:00,0.0,0.0,8.2,0.0,38.0,4.2,1000000.0,0.66,4.133,243.19,0.0,665.3,0.0,0.0,0.0,0.685
44,2022-05-05 20:00:00,0.0,0.0,7.5,0.0,35.0,4.0,1000000.0,0.656,3.63,236.434,0.0,665.3,0.0,0.0,0.0,0.672
45,2022-05-05 21:00:00,0.0,0.0,6.9,0.0,33.0,3.4,1000000.0,0.653,3.284,231.166,0.0,665.3,0.0,0.0,0.0,0.663
46,2022-05-05 22:00:00,0.0,0.0,7.2,0.0,29.0,4.0,1000000.0,0.649,2.946,228.548,0.0,665.3,0.0,0.0,0.0,0.653
47,2022-05-05 23:00:00,0.0,0.0,6.5,0.0,28.0,4.0,1000000.0,0.646,2.711,223.681,0.0,665.3,0.0,0.0,0.0,0.645
48,2022-05-06 00:00:00,0.0,0.0,6.2,0.0,28.0,4.7,1000000.0,0.642,2.655,222.099,0.0,665.3,0.0,0.0,0.0,0.643
49,2022-05-06 01:00:00,0.0,0.0,7.0,0.0,25.0,5.1,1000000.0,0.639,2.505,222.701,0.0,665.3,0.0,0.0,0.0,0.638
50,2022-05-06 02:00:00,0.0,0.0,7.1,0.0,22.0,4.1,1000000.0,0.635,2.22,219.187,0.0,665.3,0.0,0.0,0.0,0.627
51,2022-05-06 03:00:00,0.0,0.0,5.6,0.0,23.0,3.8,1000000.0,0.632,2.092,212.893,0.0,665.3,0.0,0.0,0.0,0.622
52,2022-05-06 04:00:00,0.0,0.0,4.0,0.0,28.0,3.8,1000000.0,0.629,2.278,210.76,0.0,665.3,0.0,0.0,0.0,0.63
53,2022-05-06 05:00:00,0.0,0.0,3.9,0.0,30.0,4.4,1000000.0,0.625,2.424,212.338,0.0,665.3,0.0,0.0,0.0,0.636
54,2022-05-06 06:00:00,1.421,0.004,6.2,0.0,27.0,4.5,1000000.0,0.622,2.561,220.948,1.421,665.3,1.137,0.284,0.0,0.64
55,2022-05-06 07:00:00,196.092,0.239,8.2,0.0,27.0,1.0,1000000.0,0.619,2.937,231.603,196.092,665.3,156.873,39.218,0.0,0.652
56,2022-05-06 08:00:00,425.778,0.464,14.8,0.0,19.0,1.1,1000000.0,0.615,3.199,256.39,425.778,665.3,340.623,85.156,0.0,0.658
57,2022-05-06 09:00:00,628.079,0.671,15.6,0.0,17.0,2.1,1000000.0,0.612,3.014,256.945,628.079,665.3,502.463,125.616,0.0,0.652
58,2022-05-06 10:00:00,778.74,0.845,16.0,0.0,16.0,3.8,1000000.0,0.609,2.91,257.031,778.74,665.3,622.992,155.748,0.0,0.649
59,2022-05-06 11:00:00,862.763,0.957,16.0,0.0,16.0,4.4,1000000.0,0.606,2.91,257.031,862.763,665.3,690.21,172.553,0.0,0.649
60,2022-05-06 12:00:00,872.32,0.971,16.8,0.0,15.0,5.6,1000000.0,0.603,2.871,259.282,872.32,665.3,697.856,174.464,0.0,0.647
61,2022-05-06 13:00:00,806.543,0.881,16.9,0.0,16.0,5.7,1000000.0,0.6,3.082,262.269,806.543,665.3,645.234,161.309,0.0,0.654
62,2022-05-06 14:00:00,671.515,0.719,16.3,0.0,17.0,5.5,1000000.0,0.597,3.152,261.019,671.515,665.3,537.212,134.303,0.0,0.656
63,2022-05-06 15:00:00,480.377,0.518,15.6,0.0,20.0,4.5,1000000.0,0.593,3.546,262.98,480.377,665.3,384.302,96.075,0.0,0.667
64,2022-05-06 16:00:00,254.541,0.297,14.7,0.0,23.0,3.6,1000000.0,0.59,3.848,262.889,254.541,665.3,203.632,50.908,0.0,0.675
65,2022-05-06 17:00:00,35.844,0.064,13.5,0.0,27.0,1.7,1000000.0,0.587,4.179,261.754,35.844,665.3,28.675,7.169,0.0,0.684
66,2022-05-06 18:00:00,0.0,0.0,11.1,0.0,32.0,2.9,1000000.0,0.584,4.229,253.836,0.0,665.3,0.0,0.0,0.0,0.686
67,2022-05-06 19:00:00,0.0,0.0,8.7,0.0,33.0,3.1,1000000.0,0.582,3.713,241.142,0.0,665.3,0.0,0.0,0.0,0.674
68,2022-05-06 20:00:00,0.0,0.0,8.0,0.0,35.0,2.4,1000000.0,0.579,3.755,239.226,0.0,665.3,0.0,0.0,0.0,0.675
69,2022-05-06 21:00:00,0.0,0.0,7.3,0.0,36.0,3.1,1000000.0,0.576,3.682,236.274,0.0,665.3,0.0,0.0,0.0,0.674
70,2022-05-06 22:00:00,0.0,0.0,6.6,0.0,38.0,3.4,1000000.0,0.573,3.705,234.208,0.0,665.3,0.0,0.0,0.0,0.674
71,2022-05-06 23:00:00,0.0,0.0,6.6,0.0,35.0,3.2,1000000.0,0.57,3.412,231.472,0.0,665.3,0.0,0.0,0.0,0.667
72,2022-05-07 00:00:00,0.0,0.0,6.7,0.0,34.0,3.6,1000000.0,0.567,3.338,231.061,0.0,665.3,0.0,0.0,0.0,0.664
73,2022-05-07 01:00:00,0.0,0.0,5.5,0.0,37.0,3.0,1000000.0,0.564,3.343,227.314,0.0,665.3,0.0,0.0,0.0,0.665
74,2022-05-07 02:00:00,0.0,0.0,6.3,0.0,35.0,3.0,1000000.0,0.562,3.342,229.836,0.0,665.3,0.0,0.0,0.0,0.665
75,2022-05-07 03:00:00,0.0,0.0,5.8,0.0,35.0,3.6,1000000.0,0.559,3.229,227.129,0.0,665.3,0.0,0.0,0.0,0.662
76,2022-05-07 04:00:00,0.0,0.0,4.9,0.0,37.0,4.2,1000000.0,0.556,3.206,224.09,0.0,665.3,0.0,0.0,0.0,0.661
77,2022-05-07 05:00:00,0.0,0.0,4.9,0.0,36.0,4.7,1000000.0,0.553,3.119,223.215,0.0,665.3,0.0,0.0,0.0,0.659
78,2022-05-07 06:00:00,1.103,0.003,6.4,0.0,33.0,5.1,1000000.0,0.551,3.173,228.452,1.103,665.3,0.882,0.221,0.0,0.66
79,2022-05-07 07:00:00,194.355,0.238,10.1,0.0,26.0,0.7,1000000.0,0.548,3.215,240.785,194.355,665.3,155.484,38.871,0.0,0.66
80,2022-05-07 08:00:00,423.377,0.462,14.6,0.0,24.0,0.7,1000000.0,0.545,3.99,263.894,423.377,665.3,338.701,84.675,0.0,0.679
81,2022-05-07 09:00:00,625.133,0.668,15.6,0.0,20.0,2.0,1000000.0,0.543,3.546,262.98,625.133,665.3,500.106,125.027,0.0,0.667
82,2022-05-07 10:00:00,775.376,0.841,14.3,0.0,27.0,2.6,1000000.0,0.54,4.402,266.555,775.376,665.3,620.301,155.075,0.0,0.689
83,2022-05-07 11:00:00,859.129,0.952,13.6,0.0,31.0,1.8,1000000.0,0.538,4.83,267.579,859.129,665.3,687.303,171.826,0.0,0.698
84,2022-05-07 12:00:00,868.583,0.966,15.0,0.0,29.0,3.4,1000000.0,0.535,4.947,273.589,868.583,665.3,694.866,173.717,0.0,0.7
85,2022-05-07 13:00:00,802.879,0.876,15.4,0.0,29.0,4.4,1000000.0,0.533,5.076,276.07,802.879,665.3,642.303,160.576,0.0,0.702
86,2022-05-07 14:00:00,668.098,0.715,14.9,0.0,32.0,4.5,1000000.0,0.53,5.423,276.838,668.098,665.3,534.478,133.62,0.0,0.709
87,2022-05-07 15:00:00,477.374,0.515,14.1,0.0,33.0,5.8,1000000.0,0.528,5.311,273.065,477.374,665.3,381.899,95.475,0.0,0.707
88,2022-05-07 16:00:00,252.127,0.295,12.2,0.0,39.0,2.9,1000000.0,0.525,5.544,267.799,252.127,665.3,201.702,50.425,0.0,0.712
89,2022-05-07 17:00:00,34.457,0.062,9.9,0.0,45.0,3.4,1000000.0,0.523,5.49,259.208,34.457,665.3,27.566,6.891,0.0,0.712
90,2022-05-07 18:00:00,0.0,0.0,8.2,0.0,53.0,0.8,1000000.0,0.52,5.765,255.028,0.0,665.3,0.0,0.0,0.0,0.718
91,2022-05-07 19:00:00,0.0,0.0,6.9,0.0,55.0,0.8,1000000.0,0.518,5.474,248.666,0.0,665.3,0.0,0.0,0.0,0.713
92,2022-05-07 20:00:00,0.0,0.0,5.6,0.0,60.0,2.1,1000000.0,0.516,5.459,244.147,0.0,665.3,0.0,0.0,0.0,0.713
93,2022-05-07 21:00:00,0.0,0.0,6.3,0.0,59.0,0.8,1000000.0,0.513,5.634,247.637,0.0,665.3,0.0,0.0,0.0,0.716
94,2022-05-07 22:00:00,0.0,0.0,5.2,0.0,72.0,2.2,1000000.0,0.511,6.371,248.217,0.0,665.3,0.0,0.0,0.0,0.729
95,2022-05-07 23:00:00,0.0,0.0,3.7,0.0,73.0,3.6,1000000.0,0.509,5.815,239.947,0.0,665.3,0.0,0.0,0.0,0.72
96,2022-05-08 00:00:00,0.0,0.0,4.8,0.0,62.0,2.4,1000000.0,0.506,5.335,240.666,0.0,665.3,0.0,0.0,0.0,0.711
97,2022-05-08 01:00:00,0.0,0.0,4.8,0.0,59.0,1.0,1000000.0,0.504,5.077,238.967,0.0,665.3,0.0,0.0,0.0,0.706
98,2022-05-08 02:00:00,0.0,0.0,2.6,0.0,66.0,3.2,1000000.0,0.502,4.863,230.335,0.0,665.3,0.0,0.0,0.0,0.703
99,2022-05-08 03:00:00,0.0,0.0,2.7,0.0,71.0,2.3,1000000.0,0.5,5.269,233.313,0.0,665.3,0.0,0.0,0.0,0.711
100,2022-05-08 04:00:00,0.0,0.0,1.8,0.0,74.0,3.0,1000000.0,0.498,5.15,229.641,0.0,665.3,0.0,0.0,0.0,0.709
101,2022-05-08 05:00:00,0.0,0.0,2.2,0.0,73.0,3.8,1000000.0,0.495,5.228,231.427,0.0,665.3,0.0,0.0,0.0,0.71
102,2022-05-08 06:00:00,0.816,0.002,1.6,0.0,74.0,3.8,1000000.0,0.493,5.077,228.529,0.816,665.3,0.653,0.163,0.0,0.707
103,2022-05-08 07:00:00,192.614,0.236,5.0,0.0,66.0,1.0,1000000.0,0.491,5.759,243.986,192.614,665.3,154.091,38.523,0.0,0.719
104,2022-05-08 08:00:00,420.976,0.46,9.1,0.0,50.0,2.1,1000000.0,0.489,5.78,258.288,420.976,665.3,336.781,84.195,0.0,0.718
105,2022-05-08 09:00:00,622.198,0.666,10.0,0.0,48.0,1.7,1000000.0,0.487,5.895,262.217,622.198,665.3,497.758,124.44,0.0,0.719
106,2022-05-08 10:00:00,772.035,0.838,11.2,0.0,41.0,2.8,1000000.0,0.485,5.455,263.591,772.035,665.3,617.628,154.407,0.0,0.711
107,2022-05-08 11:00:00,855.53,0.948,12.4,0.0,38.0,4.7,1000000.0,0.483,5.473,268.033,855.53,665.3,684.424,171.106,0.0,0.711
108,2022-05-08 12:00:00,864.893,0.961,12.6,0.0,35.0,5.4,1000000.0,0.481,5.108,266.118,864.893,665.3,691.915,172.979,0.0,0.704
109,2022-05-08 13:00:00,799.272,0.872,12.4,0.0,33.0,5.7,1000000.0,0.479,4.753,262.685,799.272,665.3,639.418,159.854,0.0,0.697
110,2022-05-08 14:00:00,664.747,0.712,12.1,0.0,33.0,5.2,1000000.0,0.477,4.66,260.885,664.747,665.3,531.797,132.949,0.0,0.695
111,2022-05-08 15:00:00,474.442,0.513,11.5,0.0,35.0,4.4,1000000.0,0.475,4.75,259.486,474.442,665.3,379.554,94.888,0.0,0.697
112,2022-05-08 16:00:00,249.784,0.292,10.9,0.0,39.0,3.1,1000000.0,0.473,5.087,259.909,249.784,665.3,199.828,49.957,0.0,0.704
113,2022-05-08 17:00:00,33.131,0.06,9.3,0.0,45.0,2.4,1000000.0,0.471,5.273,255.618,33.131,665.3,26.505,6.626,0.0,0.708
114,2022-05-08 18:00:00,0.0,0.0,7.5,0.0,53.0,2.7,1000000.0,0.469,5.496,250.873,0.0,665.3,0.0,0.0,0.0,0.713
115,2022-05-08 19:00:00,0.0,0.0,5.6,0.0,58.0,3.1,1000000.0,0.467,5.277,242.967,0.0,665.3,0.0,0.0,0.0,0.71
116,2022-05-08 20:00:00,0.0,0.0,5.5,0.0,44.0,3.3,1000000.0,0.465,3.975,233.011,0.0,665.3,0.0,0.0,0.0,0.682
117,2022-05-08 21:00:00,0.0,0.0,6.9,0.0,28.0,3.5,1000000.0,0.463,2.787,225.803,0.0,665.3,0.0,0.0,0.0,0.647
118,2022-05-08 22:00:00,0.0,0.0,5.3,0.0,29.0,3.0,1000000.0,0.461,2.584,218.497,0.0,665.3,0.0,0.0,0.0,0.641
119,2022-05-08 23:00:00,0.0,0.0,3.4,0.0,35.0,4.1,1000000.0,0.459,2.73,214.476,0.0,665.3,0.0,0.0,0.0,0.647
120,2022-05-09 00:00:00,0.0,0.0,3.4,0.0,34.0,4.0,1000000.0,0.457,2.652,213.589,0.0,665.3,0.0,0.0,0.0,0.644
121,2022-05-09 01:00:00,0.0,0.0,3.4,0.0,32.0,4.1,1000000.0,0.456,2.496,211.747,0.0,665.3,0.0,0.0,0.0,0.638
122,2022-05-09 02:00:00,0.0,0.0,2.4,0.0,33.0,4.6,1000000.0,0.454,2.397,207.614,0.0,665.3,0.0,0.0,0.0,0.635
123,2022-05-09 03:00:00,0.0,0.0,2.0,0.0,35.0,4.3,1000000.0,0.452,2.471,207.35,0.0,665.3,0.0,0.0,0.0,0.638
124,2022-05-09 04:00:00,0.0,0.0,1.8,0.0,35.0,4.1,1000000.0,0.45,2.436,206.347,0.0,665.3,0.0,0.0,0.0,0.637
125,2022-05-09 05:00:00,0.0,0.0,2.4,0.0,34.0,3.8,1000000.0,0.448,2.47,208.501,0.0,665.3,0.0,0.0,0.0,0.638
126,2022-05-09 06:00:00,0.564,0.001,1.8,0.0,32.0,4.6,1000000.0,0.447,2.227,203.722,0.564,665.3,0.451,0.113,0.0,0.629
127,2022-05-09 07:00:00,190.869,0.234,4.1,0.0,30.0,2.4,1000000.0,0.445,2.458,213.358,190.869,665.3,152.695,38.174,0.0,0.637
128,2022-05-09 08:00:00,418.579,0.458,11.0,0.0,21.0,1.3,1000000.0,0.443,2.757,238.461,418.579,665.3,334.863,83.716,0.0,0.645
129,2022-05-09 09:00:00,619.276,0.663,11.9,0.0,17.0,3.5,1000000.0,0.441,2.369,236.213,619.276,665.3,495.421,123.855,0.0,0.631
130,2022-05-09 10:00:00,768.718,0.834,12.3,0.0,18.0,3.2,1000000.0,0.44,2.576,240.345,768.718,665.3,614.974,153.744,0.0,0.638
131,2022-05-09 11:00:00,851.969,0.943,13.4,0.0,16.0,3.1,1000000.0,0.438,2.46,242.349,851.969,665.3,681.575,170.394,0.0,0.634
132,2022-05-09 12:00:00,861.253,0.957,14.2,0.0,15.0,4.0,1000000.0,0.436,2.43,244.531,861.253,665.3,689.003,172.251,0.0,0.633
133,2022-05-09 13:00:00,795.726,0.868,14.5,0.0,16.0,4.5,1000000.0,0.435,2.643,248.48,795.726,665.3,636.581,159.145,0.0,0.64
134,2022-05-09 14:00:00,661.464,0.709,14.0,0.0,18.0,5.5,1000000.0,0.433,2.878,249.847,661.464,665.3,529.171,132.293,0.0,0.648
135,2022-05-09 15:00:00,471.583,0.51,13.3,0.0,21.0,4.9,1000000.0,0.432,3.208,251.375,471.583,665.3,377.267,94.317,0.0,0.658
136,2022-05-09 16:00:00,247.513,0.29,12.2,0.0,23.0,3.6,1000000.0,0.43,3.269,248.34,247.513,665.3,198.011,49.503,0.0,0.661
137,2022-05-09 17:00:00,31.865,0.059,10.9,0.0,27.0,0.7,1000000.0,0.428,3.521,246.608,31.865,665.3,25.492,6.373,0.0,0.668
138,2022-05-09 18:00:00,0.0,0.0,8.0,0.0,34.0,3.0,1000000.0,0.427,3.648,238.238,0.0,665.3,0.0,0.0,0.0,0.672
139,2022-05-09 19:00:00,0.0,0.0,5.7,0.0,39.0,3.2,1000000.0,0.425,3.573,230.121,0.0,665.3,0.0,0.0,0.0,0.671
140,2022-05-09 20:00:00,0.0,0.0,4.1,0.0,43.0,3.5,1000000.0,0.424,3.523,224.618,0.0,665.3,0.0,0.0,0.0,0.67
141,2022-05-09 21:00:00,0.0,0.0,3.7,0.0,45.0,4.1,1000000.0,0.422,3.584,223.924,0.0,665.3,0.0,0.0,0.0,0.672
142,2022-05-09 22:00:00,0.0,0.0,3.6,0.0,45.0,3.7,1000000.0,0.421,3.559,223.387,0.0,665.3,0.0,0.0,0.0,0.672
143,2022-05-09 23:00:00,0.0,0.0,3.0,0.0,45.0,3.4,1000000.0,0.419,3.411,220.186,0.0,665.3,0.0,0.0,0.0,0.668
144,2022-05-10 00:00:00,0.0,0.0,3.3,0.0,40.0,3.6,1000000.0,0.418,3.097,218.081,0.0,665.3,0.0,0.0,0.0,0.659
145,2022-05-10 01:00:00,0.0,0.0,3.6,0.0,37.0,3.1,1000000.0,0.416,2.927,217.226,0.0,665.3,0.0,0.0,0.0,0.653
146,2022-05-10 02:00:00,0.0,0.0,4.1,0.0,28.0,4.1,1000000.0,0.415,2.294,211.265,0.0,665.3,0.0,0.0,0.0,0.631
147,2022-05-10 03:00:00,0.0,0.0,4.7,0.0,26.0,3.5,1000000.0,0.413,2.222,212.061,0.0,665.3,0.0,0.0,0.0,0.628
148,2022-05-10 04:00:00,0.0,0.0,3.6,0.0,27.0,3.5,1000000.0,0.412,2.136,207.666,0.0,665.3,0.0,0.0,0.0,0.624
149,2022-05-10 05:00:00,0.0,0.0,3.1,0.0,27.0,3.7,1000000.0,0.41,2.061,205.183,0.0,665.3,0.0,0.0,0.0,0.621
150,2022-05-10 06:00:00,0.352,0.0,2.4,0.0,28.0,4.0,1000000.0,0.409,2.034,202.798,0.352,665.3,0.282,0.07,0.0,0.62
151,2022-05-10 07:00:00,189.122,0.233,4.0,0.0,28.0,2.4,1000000.0,0.408,2.278,210.76,189.122,665.3,151.297,37.824,0.0,0.63
152,2022-05-10 08:00:00,416.186,0.455,11.6,0.0,21.0,1.2,1000000.0,0.406,2.869,241.78,416.186,665.3,332.949,83.237,0.0,0.649
153,2022-05-10 09:00:00,616.369,0.66,13.0,0.0,19.0,2.4,1000000.0,0.405,2.846,246.117,616.369,665.3,493.096,123.274,0.0,0.647
154,2022-05-10 10:00:00,765.428,0.831,13.3,0.0,21.0,3.8,1000000.0,0.403,3.208,251.375,765.428,665.3,612.343,153.086,0.0,0.658
155,2022-05-10 11:00:00,848.447,0.939,14.0,0.0,22.0,4.8,1000000.0,0.402,3.518,257.113,848.447,665.3,678.758,169.689,0.0,0.667
156,2022-05-10 12:00:00,857.665,0.952,14.5,0.0,22.0,4.4,1000000.0,0.401,3.634,260.045,857.665,665.3,686.132,171.533,0.0,0.67
157,2022-05-10 13:00:00,792.242,0.864,14.6,0.0,24.0,4.5,1000000.0,0.399,3.99,263.894,792.242,665.3,633.794,158.448,0.0,0.679
158,2022-05-10 14:00:00,658.251,0.706,14.7,0.0,23.0,5.7,1000000.0,0.398,3.848,262.889,658.251,665.3,526.601,131.65,0.0,0.675
159,2022-05-10 15:00:00,468.798,0.507,13.6,0.0,24.0,3.7,1000000.0,0.397,3.739,257.973,468.798,665.3,375.038,93.76,0.0,0.673
160,2022-05-10 16:00:00,245.314,0.288,13.1,0.0,26.0,4.3,1000000.0,0.396,3.921,257.984,245.314,665.3,196.251,49.063,0.0,0.678
161,2022-05-10 17:00:00,30.658,0.057,10.7,0.0,29.0,1.7,1000000.0,0.394,3.732,247.991,30.658,665.3,24.526,6.132,0.0,0.674
162,2022-05-10 18:00:00,0.0,0.0,8.6,0.0,33.0,2.2,1000000.0,0.393,3.688,240.579,0.0,665.3,0.0,0.0,0.0,0.673
163,2022-05-10 19:00:00,0.0,0.0,6.5,0.0,39.0,2.9,1000000.0,0.392,3.776,234.524,0.0,665.3,0.0,0.0,0.0,0.676
164,2022-05-10 20:00:00,0.0,0.0,6.2,0.0,41.0,3.0,1000000.0,0.39,3.888,234.535,0.0,665.3,0.0,0.0,0.0,0.679
165,2022-05-10 21:00:00,0.0,0.0,5.9,0.0,41.0,3.3,1000000.0,0.389,3.809,232.873,0.0,665.3,0.0,0.0,0.0,0.677
166,2022-05-10 22:00:00,0.0,0.0,5.0,0.0,43.0,3.5,1000000.0,0.388,3.752,229.5,0.0,665.3,0.0,0.0,0.0,0.676
167,2022-05-10 23:00:00,0.0,0.0,4.6,0.0,45.0,3.9,1000000.0,0.387,3.818,228.801,0.0,665.3,0.0,0.0,0.0,0.678
168,2022-05-11 00:00:00,0.0,0.0,4.9,0.0,45.0,3.4,1000000.0,0.386,3.899,230.445,0.0,665.3,0.0,0.0,0.0,0.68
169,2022-05-11 01:00:00,0.0,0.0,4.7,0.0,46.0,3.7,1000000.0,0.384,3.931,230.069,0.0,665.3,0.0,0.0,0.0,0.681
170,2022-05-11 02:00:00,0.0,0.0,4.3,0.0,46.0,3.5,1000000.0,0.383,3.822,227.881,0.0,665.3,0.0,0.0,0.0,0.678
