 

stn;time;pva200s0;tre200s0;rre150z0;ure200s0;tde200s0;fkl010z0;dkl010z0;gre000z0
MMGTT;202003280300;5.5;0.5;0.0;87.0;-1.4;1.0;140;-
MMGTT;202003280310;5.5;0.5;0.0;87.0;-1.4;2.1;140;-
MMGTT;202003280320;5.5;0.5;0.0;87.0;-1.4;1.5;140;-
MMGTT;202003280330;5.5;0.5;0.0;87.0;-1.4;2.1;140;-
MMGTT;202003280340;5.5;0.5;0.0;87.0;-1.4;1.5;140;-
MMGTT;202003280350;5.5;0.5;0.0;87.0;-1.4;2.1;140;-
MMGTT;202003280400;5.5;0.6;0.0;86.4;-1.4;1.5;140;-
MMGTT;202003280410;5.5;0.6;0.0;86.4;-1.4;2.1;140;-
MMGTT;202003280420;5.5;0.6;0.0;86.4;-1.4;2.1;140;-
MMGTT;202003280430;5.6;0.6;0.0;87.1;-1.3;2.1;140;-
MMGTT;202003280440;5.6;0.6;0.0;87.1;-1.3;1.5;140;-
MMGTT;202003280450;5.6;0.6;0.0;87.1;-1.3;2.1;140;-
MMGTT;202003280500;5.6;0.7;0.0;87.1;-1.2;2.1;140;-
MMGTT;202003280510;5.6;0.7;0.0;87.1;-1.2;2.1;140;-
MMGTT;202003280520;5.5;0.7;0.0;85.8;-1.4;1.0;160;-
MMGTT;202003280530;5.6;0.7;0.0;87.1;-1.2;2.1;140;-
MMGTT;202003280540;5.5;0.7;0.0;85.8;-1.4;1.0;140;-
MMGTT;202003280550;5.5;0.7;0.0;85.8;-1.4;0.5;140;-
MMGTT;202003280600;5.5;0.6;0.0;85.8;-1.5;1.5;140;-
MMGTT;202003280610;5.5;0.6;0.0;86.4;-1.4;0.5;140;-
MMGTT;202003280620;5.5;0.6;0.0;86.4;-1.4;1.0;140;-
MMGTT;202003280630;5.6;0.7;0.0;87.7;-1.1;1.5;140;-
MMGTT;202003280640;5.8;0.9;0.0;88.4;-0.8;1.5;140;-
MMGTT;202003280650;5.8;1.2;0.0;87.8;-0.6;1.0;140;-
MMGTT;202003280700;6.0;1.5;0.0;87.8;-0.3;1.0;140;-
MMGTT;202003280710;6.1;1.9;0.0;87.8;0.1;0.5;140;-
MMGTT;202003280720;6.2;2.2;0.0;87.2;0.3;0.0;140;-
MMGTT;202003280730;6.4;2.7;0.0;86.6;0.7;0.0;140;-
MMGTT;202003280740;6.5;3.1;0.0;84.8;0.8;0.0;140;-
MMGTT;202003280750;6.6;3.6;0.0;83.1;1.0;0.0;140;-
MMGTT;202003280800;6.6;4.2;0.0;80.2;1.1;0.0;140;-
MMGTT;202003280810;6.7;4.8;0.0;78.0;1.3;0.5;20;-
MMGTT;202003280820;6.7;5.3;0.0;75.3;1.3;0.5;20;-
MMGTT;202003280830;6.7;5.8;0.0;72.8;1.3;1.0;320;-
MMGTT;202003280840;6.7;6.1;0.0;70.8;1.2;1.5;320;-
MMGTT;202003280850;6.7;6.2;0.0;70.3;1.2;2.1;290;-
MMGTT;202003280900;6.7;6.3;0.0;70.3;1.3;2.1;320;-
MMGTT;202003280910;6.7;6.4;0.0;69.3;1.2;2.1;290;-
MMGTT;202003280920;6.6;6.4;0.0;68.8;1.1;2.1;290;-
MMGTT;202003280930;6.6;6.3;0.0;69.3;1.1;1.5;290;-
MMGTT;202003280940;6.6;6.5;0.0;67.9;1.0;1.0;250;-
MMGTT;202003280950;6.6;6.9;0.0;66.0;1.0;1.0;250;-
MMGTT;202003281000;6.7;7.4;0.0;64.7;1.2;1.5;320;-
MMGTT;202003281010;6.8;7.9;0.0;63.9;1.5;1.5;290;-
MMGTT;202003281020;7.0;8.4;0.0;63.1;1.8;1.5;270;-
MMGTT;202003281030;7.0;8.8;0.0;61.9;1.9;3.1;290;-
MMGTT;202003281040;7.1;9.1;0.0;61.1;2.0;2.1;290;-
MMGTT;202003281050;7.0;9.3;0.0;60.2;2.0;2.1;290;-
MMGTT;202003281100;7.2;9.6;0.0;59.9;2.2;2.6;290;-
MMGTT;202003281110;6.9;9.9;0.0;57.0;1.8;2.1;290;-
MMGTT;202003281120;7.3;10.3;0.0;58.0;2.4;2.1;290;-
MMGTT;202003281130;7.3;10.6;0.0;56.8;2.4;2.6;320;-
MMGTT;202003281140;7.3;10.8;0.0;56.1;2.4;3.1;320;-
MMGTT;202003281150;7.4;11.0;0.0;56.1;2.6;2.6;320;-
MMGTT;202003281200;7.5;11.2;0.0;56.2;2.8;2.1;320;-
MMGTT;202003281210;7.4;11.3;0.0;55.0;2.6;3.6;290;-
MMGTT;202003281220;7.6;11.4;0.0;56.2;3.0;3.1;290;-
MMGTT;202003281230;7.6;11.6;0.0;55.9;3.1;3.1;320;-
MMGTT;202003281240;7.4;11.4;0.0;55.0;2.7;3.6;320;-
MMGTT;202003281250;7.9;11.6;0.0;57.9;3.6;2.1;340;-
MMGTT;202003281300;7.6;11.8;0.0;54.8;3.0;3.1;320;-
MMGTT;202003281310;7.6;11.7;0.0;55.1;3.0;3.6;320;-
MMGTT;202003281320;7.6;11.8;0.0;54.8;3.0;2.6;320;-
MMGTT;202003281330;7.6;11.8;0.0;55.1;3.1;2.1;290;-
MMGTT;202003281340;7.4;11.6;0.0;53.9;2.6;2.1;320;-
MMGTT;202003281350;7.6;11.2;0.0;57.0;3.0;2.6;320;-
MMGTT;202003281400;7.6;11.2;0.0;57.0;3.0;2.6;290;-
MMGTT;202003281410;7.5;11.1;0.0;57.0;2.9;2.1;320;-
MMGTT;202003281420;7.6;11.1;0.0;57.8;3.1;2.6;290;-
MMGTT;202003281430;7.5;10.9;0.0;57.7;2.9;3.1;290;-
MMGTT;202003281440;7.6;10.8;0.0;58.9;3.1;2.1;270;-
MMGTT;202003281450;7.6;10.7;0.0;58.9;3.0;2.6;270;-
MMGTT;202003281500;7.7;10.7;0.0;59.7;3.2;2.1;270;-
MMGTT;202003281510;7.8;10.6;0.0;61.0;3.4;1.5;250;-
MMGTT;202003281520;7.6;10.6;0.0;59.7;3.1;2.1;270;-
MMGTT;202003281530;7.7;10.6;0.0;60.6;3.3;2.1;270;-
MMGTT;202003281540;7.7;10.5;0.0;61.0;3.3;2.1;270;-
MMGTT;202003281550;7.7;10.4;0.0;61.0;3.2;2.1;270;-
MMGTT;202003281600;7.8;10.4;0.0;61.8;3.4;2.6;270;-
MMGTT;202003281610;7.7;10.3;0.0;61.8;3.3;3.1;290;-
MMGTT;202003281620;7.8;10.2;0.0;62.7;3.4;3.1;290;-
MMGTT;202003281630;7.8;10.1;0.0;63.5;3.5;2.6;270;-
MMGTT;202003281640;7.8;9.9;0.0;63.9;3.4;2.6;290;-
MMGTT;202003281650;7.9;9.8;0.0;65.3;3.6;2.1;250;-
MMGTT;202003281700;7.8;9.7;0.0;65.2;3.5;2.1;270;-
MMGTT;202003281710;7.8;9.6;0.0;65.7;3.5;2.6;250;-
MMGTT;202003281720;7.8;9.4;0.0;66.1;3.4;2.6;270;-
MMGTT;202003281730;7.8;9.3;0.0;67.0;3.5;2.6;270;-
MMGTT;202003281740;7.7;9.1;0.0;67.0;3.3;2.1;270;-
MMGTT;202003281750;7.8;9.0;0.0;67.9;3.4;1.0;270;-
MMGTT;202003281800;7.7;8.9;0.0;67.9;3.3;1.5;270;-
MMGTT;202003281810;7.7;8.8;0.0;67.9;3.2;1.0;270;-
MMGTT;202003281820;7.6;8.7;0.0;67.8;3.1;0.5;290;-
MMGTT;202003281830;7.6;8.5;0.0;68.8;3.1;0.5;290;-
MMGTT;202003281840;7.8;8.4;0.0;70.7;3.4;0.5;290;-
MMGTT;202003281850;7.7;8.2;0.0;71.2;3.3;0.5;290;-
MMGTT;202003281900;7.7;7.9;0.0;72.1;3.2;0.5;290;-
MMGTT;202003281910;7.7;7.7;0.0;73.1;3.2;0.5;290;-
MMGTT;202003281920;7.6;7.4;0.0;74.1;3.1;1.0;290;-
MMGTT;202003281930;7.5;7.2;0.0;74.1;2.9;0.0;290;-
MMGTT;202003281940;7.5;7.1;0.0;74.6;2.9;0.0;290;-
MMGTT;202003281950;7.5;6.8;0.0;76.2;2.9;0.5;290;-
MMGTT;202003282000;7.5;6.7;0.0;76.1;2.8;0.5;290;-
MMGTT;202003282010;7.5;6.6;0.0;76.7;2.8;1.0;290;-
MMGTT;202003282020;7.4;6.4;0.0;77.2;2.7;1.0;160;-
MMGTT;202003282030;7.4;6.2;0.0;78.2;2.7;1.0;140;-
MMGTT;202003282040;7.3;6.0;0.0;78.2;2.5;1.0;140;-
MMGTT;202003282050;7.3;5.8;0.0;79.3;2.5;1.5;140;-
MMGTT;202003282100;7.3;5.7;0.0;79.9;2.5;1.5;140;-
MMGTT;202003282110;7.3;5.6;0.0;79.8;2.4;1.0;140;-
MMGTT;202003282120;7.3;5.6;0.0;80.4;2.5;1.5;140;-
MMGTT;202003282130;7.2;5.5;0.0;79.8;2.3;1.0;140;-
MMGTT;202003282140;7.2;5.4;0.0;80.4;2.3;1.5;140;-
MMGTT;202003282150;7.3;5.4;0.0;81.0;2.4;1.0;140;-
MMGTT;202003282200;7.2;5.3;0.0;80.9;2.3;2.1;140;-
MMGTT;202003282210;7.2;5.2;0.0;80.9;2.2;1.5;140;-
MMGTT;202003282220;7.1;5.1;0.0;80.9;2.1;1.5;140;-
MMGTT;202003282230;7.1;5.0;0.0;80.9;2.0;1.5;140;-
MMGTT;202003282240;7.0;4.9;0.0;80.9;1.9;1.5;140;-
MMGTT;202003282250;6.9;4.7;0.0;80.9;1.7;1.5;140;-
MMGTT;202003282300;6.9;4.6;0.0;81.4;1.7;2.1;140;-
MMGTT;202003282310;6.9;4.4;0.0;82.0;1.6;2.1;140;-
MMGTT;202003282320;6.8;4.3;0.0;82.0;1.5;1.5;140;-
MMGTT;202003282330;6.8;4.2;0.0;82.6;1.5;2.1;140;-
MMGTT;202003282340;6.8;4.1;0.0;82.5;1.4;2.1;140;-
MMGTT;202003282350;6.7;3.9;0.0;83.1;1.3;1.5;140;-
MMGTT;202003290000;6.7;3.9;0.0;83.1;1.3;1.5;140;-
MMGTT;202003290010;6.7;3.8;0.0;83.1;1.2;1.5;140;-
MMGTT;202003290020;6.6;3.7;0.0;83.1;1.1;2.1;140;-
MMGTT;202003290030;6.7;3.6;0.0;84.3;1.2;2.1;140;-
MMGTT;202003290040;6.6;3.6;0.0;83.7;1.1;1.5;140;-
MMGTT;202003290050;6.6;3.6;0.0;83.7;1.1;2.1;140;-
MMGTT;202003290100;6.6;3.6;0.0;83.7;1.1;1.5;140;-
MMGTT;202003290110;6.7;3.6;0.0;84.3;1.2;1.5;140;-
MMGTT;202003290120;6.6;3.6;0.0;83.7;1.1;2.1;140;-
MMGTT;202003290130;6.6;3.6;0.0;83.7;1.1;2.1;140;-
MMGTT;202003290140;6.6;3.6;0.0;83.7;1.1;2.1;140;-
MMGTT;202003290150;6.6;3.6;0.0;83.7;1.1;1.5;140;-
MMGTT;202003290200;6.7;3.6;0.0;84.3;1.2;2.1;140;-
MMGTT;202003290210;6.7;3.7;0.0;83.7;1.2;2.1;140;-
MMGTT;202003290220;6.7;3.8;0.0;83.1;1.2;2.1;140;-
MMGTT;202003290230;6.7;3.9;0.0;83.1;1.3;1.5;140;-
MMGTT;202003290240;6.7;4.0;0.0;81.9;1.2;1.5;160;-
MMGTT;202003290250;6.7;4.1;0.0;81.9;1.3;1.5;140;-
MMGTT;202003290300;6.7;4.1;0.0;81.9;1.3;1.0;140;-
MMGTT;202003290310;6.7;4.1;0.0;81.9;1.3;2.1;140;-
MMGTT;202003290320;6.6;4.1;0.0;80.8;1.1;1.5;140;-
MMGTT;202003290330;6.8;4.2;0.0;82.0;1.4;2.1;140;-
MMGTT;202003290340;6.7;4.2;0.0;80.8;1.2;1.5;140;-
MMGTT;202003290350;6.7;4.2;0.0;81.4;1.3;1.5;160;-
MMGTT;202003290400;6.8;4.3;0.0;82.0;1.5;1.0;140;-
MMGTT;202003290410;6.8;4.3;0.0;82.0;1.5;1.0;140;-
MMGTT;202003290420;6.8;4.3;0.0;82.0;1.5;1.0;140;-
MMGTT;202003290430;6.7;4.3;0.0;80.8;1.3;1.5;140;-
MMGTT;202003290440;6.8;4.3;0.0;82.0;1.5;1.0;140;-
MMGTT;202003290450;6.6;4.3;0.0;79.6;1.1;1.0;110;-
MMGTT;202003290500;6.7;4.3;0.0;80.8;1.3;1.0;140;-
MMGTT;202003290510;6.7;4.3;0.0;80.2;1.2;2.1;140;-
MMGTT;202003290520;6.8;4.4;0.0;80.8;1.4;0.5;160;-
MMGTT;202003290530;6.8;4.3;0.0;81.4;1.4;1.0;160;-
MMGTT;202003290540;6.8;4.3;0.0;82.0;1.5;0.5;160;-
MMGTT;202003290550;6.8;4.3;0.0;82.0;1.5;1.5;290;-
MMGTT;202003290600;6.9;4.4;0.0;82.0;1.6;1.5;290;-
MMGTT;202003290610;6.9;4.5;0.0;82.0;1.7;0.0;320;-
MMGTT;202003290620;7.0;4.6;0.0;82.0;1.8;0.0;270;-
MMGTT;202003290630;7.0;4.7;0.0;82.0;1.9;0.5;270;-
MMGTT;202003290640;7.0;4.8;0.0;80.9;1.8;1.5;290;-
MMGTT;202003290650;7.1;4.9;0.0;81.5;2.0;1.0;290;-
MMGTT;202003290700;7.1;5.1;0.0;80.9;2.1;1.5;270;-
MMGTT;202003290710;7.2;5.2;0.0;80.9;2.2;1.0;270;-
MMGTT;202003290720;7.1;5.3;0.0;79.8;2.1;1.5;290;-
MMGTT;202003290730;7.1;5.3;0.0;79.2;2.0;1.5;290;-
MMGTT;202003290740;7.1;5.3;0.0;79.2;2.0;1.5;290;-
MMGTT;202003290750;7.0;5.3;0.0;78.7;1.9;1.0;270;-
MMGTT;202003290800;7.2;5.4;0.0;79.8;2.2;0.0;270;-
MMGTT;202003290810;7.3;5.7;0.0;79.9;2.5;0.5;270;-
MMGTT;202003290820;7.2;5.8;0.0;78.2;2.3;0.5;270;-
MMGTT;202003290830;7.3;6.1;0.0;77.7;2.5;0.5;320;-
MMGTT;202003290840;7.3;6.3;0.0;76.1;2.4;0.5;320;-
MMGTT;202003290850;7.5;6.8;0.0;75.6;2.8;0.5;320;-
MMGTT;202003290900;7.4;7.1;0.0;73.5;2.7;2.1;290;-
MMGTT;202003290910;7.6;7.1;0.0;75.1;3.0;3.6;290;-
MMGTT;202003290920;7.6;7.2;0.0;74.6;3.0;4.1;290;-
MMGTT;202003290930;7.6;7.3;0.0;74.1;3.0;4.1;320;-
MMGTT;202003290940;7.3;7.1;0.0;72.5;2.5;3.6;290;-
MMGTT;202003290950;7.2;6.5;0.0;74.0;2.2;4.6;290;-
MMGTT;202003291000;7.3;6.4;0.0;76.1;2.5;3.1;290;-
MMGTT;202003291010;7.4;6.7;0.0;75.1;2.6;2.6;320;-
MMGTT;202003291020;7.5;7.1;0.0;74.6;2.9;3.6;290;-
MMGTT;202003291030;7.6;7.4;0.0;74.1;3.1;3.1;290;-
MMGTT;202003291040;7.5;7.4;0.0;73.1;2.9;4.1;290;-
MMGTT;202003291050;7.4;7.2;0.0;72.5;2.6;5.1;290;-
MMGTT;202003291100;7.4;6.9;0.0;74.0;2.6;4.1;290;-
MMGTT;202003291110;7.3;6.8;0.0;74.0;2.5;4.1;290;-
MMGTT;202003291120;7.4;6.7;0.0;75.1;2.6;3.1;320;-
MMGTT;202003291130;7.3;6.6;0.0;75.0;2.5;4.1;290;-
MMGTT;202003291140;7.3;6.6;0.0;74.5;2.4;3.1;320;-
MMGTT;202003291150;7.2;6.4;0.0;75.0;2.3;3.6;290;-
MMGTT;202003291200;7.3;6.3;0.0;76.1;2.4;3.1;290;-
MMGTT;202003291210;7.2;6.0;0.0;77.1;2.3;3.1;290;-
MMGTT;202003291220;7.1;5.7;0.0;77.6;2.1;3.6;290;-
MMGTT;202003291230;7.1;5.4;0.0;78.7;2.0;3.6;290;-
MMGTT;202003291240;7.1;5.1;0.0;80.9;2.1;3.1;290;-
MMGTT;202003291250;7.0;4.9;0.0;80.9;1.9;3.6;290;-
MMGTT;202003291300;7.1;4.8;0.0;82.0;2.0;2.1;290;-
MMGTT;202003291310;7.1;4.7;0.0;82.6;2.0;2.1;290;-
MMGTT;202003291320;7.1;4.5;0.0;83.8;2.0;2.6;290;-
MMGTT;202003291330;7.1;4.3;0.0;85.0;2.0;2.1;290;-
MMGTT;202003291340;7.1;4.2;0.0;86.2;2.1;2.1;290;-
MMGTT;202003291350;7.0;4.0;0.0;86.2;1.9;2.1;290;-
MMGTT;202003291400;7.0;3.8;0.2;87.4;1.9;2.1;290;-
MMGTT;202003291410;7.0;3.6;0.0;88.0;1.8;2.1;290;-
MMGTT;202003291420;6.9;3.4;0.2;88.6;1.7;3.1;290;-
MMGTT;202003291430;6.8;3.1;0.0;89.2;1.5;3.1;290;-
MMGTT;202003291440;6.8;2.8;0.2;90.5;1.4;3.1;320;-
MMGTT;202003291450;6.6;2.6;0.2;89.8;1.1;2.1;320;-
MMGTT;202003291500;6.6;2.4;0.0;91.1;1.1;2.6;320;-
MMGTT;202003291510;6.5;2.2;0.2;91.1;0.9;2.1;320;-
MMGTT;202003291520;6.5;2.1;0.0;91.7;0.9;2.6;290;-
MMGTT;202003291530;6.5;1.9;0.2;92.4;0.8;2.1;290;-
MMGTT;202003291540;6.5;1.8;0.2;93.1;0.8;2.6;290;-
MMGTT;202003291550;6.3;1.5;0.2;93.0;0.5;2.6;290;-
MMGTT;202003291600;6.2;1.2;0.0;93.0;0.2;2.6;290;-
MMGTT;202003291610;6.2;1.1;0.2;93.0;0.1;2.1;320;-
MMGTT;202003291620;6.1;0.9;0.2;93.0;-0.1;1.5;320;-
MMGTT;202003291630;6.0;0.8;0.2;93.0;-0.2;1.5;320;-
MMGTT;202003291640;6.0;0.7;0.2;93.7;-0.2;2.1;290;-
MMGTT;202003291650;6.0;0.6;0.0;94.4;-0.2;1.5;290;-
MMGTT;202003291700;6.0;0.6;0.0;93.7;-0.3;2.1;320;-
MMGTT;202003291710;6.0;0.6;0.2;93.7;-0.3;1.5;320;-
MMGTT;202003291720;5.9;0.4;0.2;94.3;-0.4;2.1;290;-
MMGTT;202003291730;5.9;0.3;0.0;95.0;-0.4;2.1;290;-
MMGTT;202003291740;5.9;0.3;0.2;95.0;-0.4;2.1;320;-
MMGTT;202003291750;5.9;0.2;0.2;95.0;-0.5;2.1;320;-
MMGTT;202003291800;5.9;0.2;0.0;95.0;-0.5;1.5;320;-
MMGTT;202003291810;5.8;0.1;0.2;95.0;-0.6;1.5;290;-
MMGTT;202003291820;5.8;0.1;0.0;94.3;-0.7;1.0;320;-
MMGTT;202003291830;5.8;0.1;0.2;94.3;-0.7;1.5;290;-
MMGTT;202003291840;5.8;0.0;0.0;95.0;-0.7;2.1;290;-
MMGTT;202003291850;5.8;-0.1;0.0;95.0;-0.8;2.6;290;-
MMGTT;202003291900;5.7;-0.2;0.2;95.0;-0.9;2.6;290;-
MMGTT;202003291910;5.7;-0.3;0.0;95.0;-1.0;3.1;290;-
MMGTT;202003291920;5.6;-0.5;0.0;95.0;-1.2;2.1;320;-
MMGTT;202003291930;5.5;-0.7;0.2;95.0;-1.4;3.1;290;-
MMGTT;202003291940;5.5;-0.8;0.0;95.0;-1.5;2.1;320;-
MMGTT;202003291950;5.4;-0.9;0.0;95.0;-1.6;2.1;290;-
MMGTT;202003292000;5.4;-1.0;0.0;95.7;-1.6;2.1;290;-
MMGTT;202003292010;5.4;-1.0;0.0;95.0;-1.7;1.5;270;-
MMGTT;202003292020;5.4;-1.1;0.0;95.0;-1.8;2.1;290;-
MMGTT;202003292030;5.3;-1.2;0.2;95.0;-1.9;1.5;340;-
MMGTT;202003292040;5.3;-1.2;0.0;95.0;-1.9;2.1;290;-
MMGTT;202003292050;5.3;-1.3;0.0;95.0;-2.0;1.5;320;-
MMGTT;202003292100;5.3;-1.3;0.0;95.0;-2.0;2.1;290;-
MMGTT;202003292110;5.2;-1.5;0.2;95.7;-2.1;1.5;320;-
MMGTT;202003292120;5.2;-1.5;0.0;95.7;-2.1;1.5;290;-
MMGTT;202003292130;5.2;-1.6;0.0;95.0;-2.3;1.5;290;-
MMGTT;202003292140;5.2;-1.6;0.0;95.0;-2.3;1.5;290;-
MMGTT;202003292150;5.2;-1.6;0.0;95.0;-2.3;1.5;290;-
MMGTT;202003292200;5.2;-1.6;0.0;96.4;-2.1;1.0;320;-
MMGTT;202003292210;5.2;-1.6;0.0;96.4;-2.1;1.5;270;-
MMGTT;202003292220;5.2;-1.6;0.0;95.7;-2.2;1.5;290;-
MMGTT;202003292230;5.2;-1.6;0.0;95.7;-2.2;1.0;290;-
MMGTT;202003292240;5.2;-1.6;0.0;95.7;-2.2;1.0;320;-
MMGTT;202003292250;5.2;-1.7;0.0;96.4;-2.2;1.0;320;-
MMGTT;202003292300;5.2;-1.6;0.2;95.7;-2.2;1.0;270;-
MMGTT;202003292310;5.2;-1.6;0.0;95.7;-2.2;1.5;270;-
MMGTT;202003292320;5.2;-1.7;0.0;96.4;-2.2;2.1;290;-
MMGTT;202003292330;5.2;-1.7;0.0;96.4;-2.2;2.1;290;-
MMGTT;202003292340;5.2;-1.7;0.0;95.7;-2.3;1.0;320;-
MMGTT;202003292350;5.2;-1.7;0.0;95.7;-2.3;0.5;320;-
MMGTT;202003300000;5.2;-1.8;0.2;96.4;-2.3;1.5;290;-
MMGTT;202003300010;5.2;-1.8;0.0;96.4;-2.3;1.5;320;-
MMGTT;202003300020;5.1;-1.8;0.0;95.7;-2.4;1.5;320;-
MMGTT;202003300030;5.1;-1.8;0.0;95.7;-2.4;2.1;320;-
MMGTT;202003300040;5.1;-1.8;0.0;95.7;-2.4;2.1;290;-
MMGTT;202003300050;5.1;-1.9;0.0;96.4;-2.4;1.5;290;-
MMGTT;202003300100;5.1;-1.9;0.0;96.4;-2.4;2.1;290;-
MMGTT;202003300110;5.1;-2.0;0.0;96.4;-2.5;2.1;290;-
MMGTT;202003300120;5.1;-2.0;0.0;96.4;-2.5;2.1;290;-
MMGTT;202003300130;5.1;-2.0;0.0;96.4;-2.5;1.0;290;-
MMGTT;202003300140;5.1;-2.0;0.0;96.4;-2.5;1.0;290;-
MMGTT;202003300150;5.1;-1.9;0.2;96.4;-2.4;1.0;270;-
MMGTT;202003300200;5.1;-1.9;0.0;96.4;-2.4;1.5;270;-
MMGTT;202003300210;5.1;-1.9;0.0;96.4;-2.4;1.5;320;-
MMGTT;202003300220;5.1;-1.9;0.0;96.4;-2.4;1.5;290;-
MMGTT;202003300230;5.1;-1.9;0.0;96.4;-2.4;1.5;270;-
MMGTT;202003300240;5.1;-1.9;0.2;96.4;-2.4;0.5;290;-
MMGTT;202003300250;5.1;-2.0;0.0;96.4;-2.5;0.5;290;-
MMGTT;202003300300;5.1;-2.0;0.0;96.4;-2.5;0.5;290;-
MMGTT;202003300310;5.1;-2.0;0.0;96.4;-2.5;1.0;290;-
MMGTT;202003300320;5.1;-2.0;0.2;96.4;-2.5;1.0;290;-
MMGTT;202003300330;5.1;-1.9;0.0;96.4;-2.4;0.5;290;-
MMGTT;202003300340;5.1;-1.9;0.0;96.4;-2.4;0.5;290;-
MMGTT;202003300350;5.1;-1.8;0.2;95.7;-2.4;0.0;290;-
MMGTT;202003300400;5.1;-1.9;0.0;96.4;-2.4;0.5;290;-
MMGTT;202003300410;5.1;-1.9;0.0;96.4;-2.4;0.5;290;-
MMGTT;202003300420;5.1;-1.9;0.2;96.4;-2.4;1.5;290;-
MMGTT;202003300430;5.1;-1.8;0.0;95.7;-2.4;1.5;290;-
MMGTT;202003300440;5.1;-1.9;0.0;96.4;-2.4;1.5;290;-
MMGTT;202003300450;5.1;-1.9;0.0;96.4;-2.4;1.0;290;-
MMGTT;202003300500;5.1;-2.0;0.2;96.4;-2.5;1.0;290;-
MMGTT;202003300510;5.1;-2.0;0.0;96.4;-2.5;1.0;290;-
MMGTT;202003300520;5.1;-2.0;0.0;96.4;-2.5;1.0;290;-
MMGTT;202003300530;5.1;-2.0;0.0;96.4;-2.5;2.1;290;-
MMGTT;202003300540;5.0;-2.0;0.0;95.7;-2.6;1.5;290;-
MMGTT;202003300550;5.0;-2.1;0.0;96.4;-2.6;2.1;320;-
MMGTT;202003300600;5.0;-2.1;0.0;95.6;-2.7;2.1;290;-
MMGTT;202003300610;5.0;-2.2;0.0;96.4;-2.7;2.1;290;-
MMGTT;202003300620;5.0;-2.2;0.0;96.4;-2.7;2.1;290;-
MMGTT;202003300630;5.0;-2.2;0.2;96.4;-2.7;1.5;270;-
MMGTT;202003300640;5.0;-2.0;0.0;95.7;-2.6;1.5;290;-
MMGTT;202003300650;5.1;-1.9;0.0;96.4;-2.4;1.5;270;-
MMGTT;202003300700;5.2;-1.7;0.0;95.7;-2.3;1.5;270;-
MMGTT;202003300710;5.2;-1.7;0.0;95.7;-2.3;1.5;290;-
MMGTT;202003300720;5.2;-1.7;0.0;96.4;-2.2;1.5;270;-
MMGTT;202003300730;5.2;-1.7;0.0;95.7;-2.3;2.1;290;-
MMGTT;202003300740;5.2;-1.7;0.0;96.4;-2.2;2.1;290;-
MMGTT;202003300750;5.2;-1.5;0.0;95.7;-2.1;1.5;290;-
MMGTT;202003300800;5.3;-1.3;0.0;95.7;-1.9;2.1;290;-
MMGTT;202003300810;5.3;-1.3;0.0;95.7;-1.9;2.6;290;-
MMGTT;202003300820;5.2;-1.5;0.0;95.7;-2.1;2.6;290;-
MMGTT;202003300830;5.2;-1.5;0.0;95.0;-2.2;3.1;290;-
MMGTT;202003300840;5.2;-1.5;0.0;95.0;-2.2;2.6;290;-
MMGTT;202003300850;5.2;-1.5;0.0;95.0;-2.2;2.1;290;-
MMGTT;202003300900;5.2;-1.5;0.0;94.3;-2.3;2.1;290;-
MMGTT;202003300910;5.1;-1.6;0.0;94.3;-2.4;2.1;320;-
MMGTT;202003300920;5.1;-1.7;0.0;94.3;-2.5;2.1;290;-
MMGTT;202003300930;5.0;-1.7;0.0;93.6;-2.6;2.6;290;-
MMGTT;202003300940;5.0;-1.8;0.0;94.2;-2.6;3.1;290;-
MMGTT;202003300950;5.0;-1.9;0.0;94.2;-2.7;3.1;290;-
MMGTT;202003301000;5.0;-2.0;0.0;94.2;-2.8;2.6;290;-
MMGTT;202003301010;5.0;-2.0;0.0;94.2;-2.8;2.1;290;-
MMGTT;202003301020;5.0;-2.0;0.2;94.2;-2.8;2.1;290;-
MMGTT;202003301030;5.0;-1.9;0.0;94.2;-2.7;2.1;290;-
MMGTT;202003301040;5.0;-1.7;0.0;93.6;-2.6;2.1;320;-
MMGTT;202003301050;5.2;-1.5;0.2;94.3;-2.3;2.1;290;-
MMGTT;202003301100;5.2;-1.3;0.0;93.6;-2.2;2.6;290;-
MMGTT;202003301110;5.2;-1.3;0.0;92.9;-2.3;2.6;290;-
MMGTT;202003301120;5.2;-1.3;0.0;92.9;-2.3;2.6;290;-
MMGTT;202003301130;5.2;-1.3;0.0;92.9;-2.3;2.1;290;-
MMGTT;202003301140;5.2;-1.3;0.0;92.9;-2.3;2.1;290;-
MMGTT;202003301150;5.2;-1.3;0.0;92.9;-2.3;2.6;290;-
MMGTT;202003301200;5.1;-1.5;0.2;92.9;-2.5;2.6;320;-
MMGTT;202003301210;5.1;-1.6;0.0;93.6;-2.5;2.6;290;-
MMGTT;202003301220;5.1;-1.5;0.0;92.9;-2.5;2.1;290;-
MMGTT;202003301230;5.1;-1.4;0.0;92.9;-2.4;3.1;290;-
MMGTT;202003301240;5.2;-1.2;0.0;92.9;-2.2;2.6;290;-
MMGTT;202003301250;5.2;-1.0;0.0;92.2;-2.1;2.6;290;-
MMGTT;202003301300;5.3;-0.9;0.0;92.2;-2.0;3.1;290;-
MMGTT;202003301310;5.2;-0.8;0.0;90.9;-2.1;2.1;290;-
