 

stn;time;pva200s0;tre200s0;rre150z0;ure200s0;tde200s0;fkl010z0;dkl010z0;gre000z0
MMGTT;202003251730;4.3;-0.6;0.0;74.3;-4.6;1.5;290;-
MMGTT;202003251740;4.3;-0.7;0.0;74.3;-4.7;1.0;290;-
MMGTT;202003251750;4.3;-0.7;0.0;74.3;-4.7;0.5;290;-
MMGTT;202003251800;4.3;-0.7;0.0;73.7;-4.8;0.5;290;-
MMGTT;202003251810;4.3;-0.8;0.0;74.8;-4.7;1.0;290;-
MMGTT;202003251820;4.3;-1.0;0.0;75.3;-4.8;0.0;290;-
MMGTT;202003251830;4.3;-1.1;0.0;77.1;-4.6;0.0;-;-
MMGTT;202003251840;4.3;-1.2;0.0;77.0;-4.7;0.0;-;-
MMGTT;202003251850;4.3;-1.4;0.0;78.2;-4.7;1.0;290;-
MMGTT;202003251900;4.3;-1.6;0.0;78.7;-4.8;0.5;270;-
MMGTT;202003251910;4.2;-1.7;0.0;78.7;-4.9;0.5;270;-
MMGTT;202003251920;4.2;-1.8;0.0;78.7;-5.0;0.0;270;-
MMGTT;202003251930;4.2;-2.0;0.0;80.5;-4.9;0.0;-;-
MMGTT;202003251940;4.2;-2.1;0.0;80.5;-5.0;0.0;-;-
MMGTT;202003251950;4.2;-2.2;0.0;81.1;-5.0;0.5;160;-
MMGTT;202003252000;4.2;-2.4;0.0;81.1;-5.2;1.5;160;-
MMGTT;202003252010;4.2;-2.5;0.0;82.3;-5.1;1.0;360;-
MMGTT;202003252020;4.2;-2.4;0.0;82.3;-5.0;1.5;290;-
MMGTT;202003252030;4.2;-2.3;0.0;81.1;-5.1;1.0;160;-
MMGTT;202003252040;4.2;-2.2;0.0;81.1;-5.0;1.0;50;-
MMGTT;202003252050;4.1;-2.3;0.0;79.8;-5.3;0.5;70;-
MMGTT;202003252100;3.8;-1.7;0.0;69.7;-6.5;2.1;70;-
MMGTT;202003252110;3.4;-0.8;0.0;59.0;-7.8;2.6;90;-
MMGTT;202003252120;3.3;0.2;0.0;52.7;-8.3;4.1;110;-
MMGTT;202003252130;3.2;0.4;0.0;51.2;-8.5;5.1;140;-
MMGTT;202003252140;3.2;0.6;0.0;49.7;-8.7;5.1;140;-
MMGTT;202003252150;3.2;0.7;0.0;50.1;-8.5;5.7;140;-
MMGTT;202003252200;3.2;0.8;0.0;49.7;-8.5;6.2;140;-
MMGTT;202003252210;3.2;0.8;0.0;49.7;-8.5;5.1;140;-
MMGTT;202003252220;3.1;0.7;0.0;48.9;-8.8;6.2;140;-
MMGTT;202003252230;3.2;0.8;0.0;48.9;-8.7;5.1;140;-
MMGTT;202003252240;3.1;0.7;0.0;48.9;-8.8;5.7;140;-
MMGTT;202003252250;3.2;0.7;0.0;49.7;-8.6;5.1;140;-
MMGTT;202003252300;3.2;0.6;0.0;49.7;-8.7;6.7;140;-
MMGTT;202003252310;3.1;0.6;0.0;48.9;-8.9;6.7;140;-
MMGTT;202003252320;3.1;0.6;0.0;48.9;-8.9;6.7;140;-
MMGTT;202003252330;3.1;0.5;0.0;48.9;-9.0;5.7;140;-
MMGTT;202003252340;3.1;0.4;0.0;49.2;-9.0;5.1;140;-
MMGTT;202003252350;3.1;0.4;0.0;50.0;-8.8;7.7;140;-
MMGTT;202003260000;3.2;0.3;0.0;51.1;-8.6;8.2;140;-
MMGTT;202003260010;3.2;0.3;0.0;50.7;-8.7;8.2;140;-
MMGTT;202003260020;3.1;0.2;0.0;49.9;-9.0;7.7;140;-
MMGTT;202003260030;2.9;0.2;0.0;47.6;-9.6;6.7;140;-
MMGTT;202003260040;2.9;0.2;0.0;47.6;-9.6;6.2;140;-
MMGTT;202003260050;2.9;0.1;0.0;47.6;-9.7;6.7;140;-
MMGTT;202003260100;2.9;0.0;0.0;47.9;-9.7;6.2;140;-
MMGTT;202003260110;2.9;-0.1;0.0;47.9;-9.8;5.7;140;-
MMGTT;202003260120;2.9;-0.1;0.0;47.9;-9.8;5.7;140;-
MMGTT;202003260130;2.8;-0.2;0.0;47.2;-10.1;5.7;140;-
MMGTT;202003260140;2.8;-0.2;0.0;46.8;-10.2;5.7;140;-
MMGTT;202003260150;2.8;-0.2;0.0;46.8;-10.2;5.1;140;-
MMGTT;202003260200;2.8;-0.2;0.0;46.1;-10.4;5.1;140;-
MMGTT;202003260210;2.7;-0.3;0.0;46.0;-10.5;3.6;160;-
MMGTT;202003260220;2.7;-0.3;0.0;46.0;-10.5;5.1;160;-
MMGTT;202003260230;2.7;-0.3;0.0;46.0;-10.5;5.7;160;-
MMGTT;202003260240;2.7;-0.3;0.0;46.0;-10.5;5.1;160;-
MMGTT;202003260250;2.7;-0.3;0.0;46.0;-10.5;4.1;160;-
MMGTT;202003260300;2.8;-0.5;0.0;47.1;-10.4;4.1;140;-
MMGTT;202003260310;2.7;-0.6;0.0;47.0;-10.5;4.1;140;-
MMGTT;202003260320;2.7;-0.7;0.0;47.0;-10.6;4.6;140;-
MMGTT;202003260330;2.7;-0.7;0.0;47.0;-10.6;4.6;110;-
MMGTT;202003260340;2.7;-0.7;0.0;47.0;-10.6;3.6;140;-
MMGTT;202003260350;2.6;-0.8;0.0;45.9;-11.0;3.6;140;-
MMGTT;202003260400;2.6;-0.8;0.0;45.9;-11.0;2.6;140;-
MMGTT;202003260410;2.5;-0.8;0.0;43.7;-11.6;3.1;110;-
MMGTT;202003260420;2.6;-0.8;0.0;45.9;-11.0;2.1;160;-
MMGTT;202003260430;3.4;-1.4;0.0;62.1;-7.7;1.5;320;-
MMGTT;202003260440;3.6;-2.2;0.0;69.1;-7.1;2.1;250;-
MMGTT;202003260450;3.6;-2.8;0.0;72.2;-7.1;1.5;250;-
MMGTT;202003260500;3.6;-3.2;0.0;73.8;-7.2;1.0;270;-
MMGTT;202003260510;3.5;-3.5;0.0;73.2;-7.6;1.0;250;-
MMGTT;202003260520;3.2;-3.6;0.0;69.3;-8.4;2.1;90;-
MMGTT;202003260530;3.2;-3.2;0.0;65.7;-8.7;1.5;140;-
MMGTT;202003260540;3.4;-3.2;0.0;71.0;-7.7;1.0;200;-
MMGTT;202003260550;3.6;-3.5;0.0;76.1;-7.1;1.5;230;-
MMGTT;202003260600;3.6;-3.7;0.0;78.4;-6.9;2.1;290;-
MMGTT;202003260610;3.6;-3.8;0.0;79.0;-6.9;1.5;320;-
MMGTT;202003260620;3.7;-4.0;0.0;80.8;-6.8;2.1;270;-
MMGTT;202003260630;3.6;-4.1;0.0;80.8;-6.9;2.1;270;-
MMGTT;202003260640;3.7;-4.2;0.0;82.0;-6.8;1.5;290;-
MMGTT;202003260650;3.6;-4.3;0.0;82.0;-6.9;1.5;290;-
MMGTT;202003260700;3.7;-4.3;0.0;83.3;-6.7;2.1;290;-
MMGTT;202003260710;3.7;-4.3;0.0;83.9;-6.6;1.5;250;-
MMGTT;202003260720;3.7;-4.3;0.0;83.9;-6.6;1.0;290;-
MMGTT;202003260730;3.7;-4.3;0.0;83.9;-6.6;1.5;270;-
MMGTT;202003260740;3.8;-4.2;0.0;84.0;-6.5;1.0;290;-
MMGTT;202003260750;3.8;-4.0;0.0;84.0;-6.3;1.5;290;-
MMGTT;202003260800;3.9;-3.7;0.0;84.0;-6.0;1.0;320;-
MMGTT;202003260810;4.1;-3.0;0.0;84.1;-5.3;3.1;270;-
MMGTT;202003260820;4.1;-2.7;0.0;81.0;-5.5;4.6;290;-
MMGTT;202003260830;4.2;-2.2;0.0;81.1;-5.0;4.1;290;-
MMGTT;202003260840;4.1;-2.0;0.0;78.1;-5.3;4.1;290;-
MMGTT;202003260850;4.1;-1.5;0.0;75.3;-5.3;3.1;290;-
MMGTT;202003260900;4.2;-1.0;0.0;73.1;-5.2;2.6;290;-
MMGTT;202003260910;4.0;-0.6;0.0;68.9;-5.6;3.6;290;-
MMGTT;202003260920;4.1;-0.3;0.0;67.9;-5.5;4.1;290;-
MMGTT;202003260930;4.1;-0.2;0.0;68.9;-5.2;4.6;290;-
MMGTT;202003260940;4.2;0.1;0.0;68.5;-5.0;4.1;290;-
MMGTT;202003260950;4.2;0.3;0.0;68.0;-4.9;3.6;290;-
MMGTT;202003261000;4.2;0.4;0.0;67.0;-5.0;4.6;320;-
MMGTT;202003261010;4.2;0.4;0.0;67.0;-5.0;4.1;290;-
MMGTT;202003261020;4.2;0.5;0.0;67.0;-4.9;4.1;290;-
MMGTT;202003261030;4.1;0.6;0.0;65.0;-5.2;3.6;290;-
MMGTT;202003261040;4.1;0.7;0.0;63.6;-5.4;3.6;320;-
MMGTT;202003261050;4.2;0.9;0.0;65.1;-4.9;3.6;320;-
MMGTT;202003261100;4.2;1.2;0.0;62.8;-5.1;3.1;290;-
MMGTT;202003261110;4.1;1.4;0.0;60.9;-5.3;3.1;290;-
MMGTT;202003261120;4.2;1.8;0.0;59.7;-5.2;4.1;290;-
MMGTT;202003261130;4.1;2.0;0.0;58.8;-5.2;5.1;290;-
MMGTT;202003261140;4.1;1.9;0.0;59.2;-5.2;4.1;290;-
MMGTT;202003261150;4.2;2.1;0.0;58.8;-5.1;4.1;290;-
MMGTT;202003261200;4.0;1.9;0.0;57.0;-5.7;4.1;290;-
MMGTT;202003261210;4.1;2.0;0.0;58.8;-5.2;3.1;290;-
MMGTT;202003261220;4.2;2.1;0.0;58.8;-5.1;3.6;290;-
MMGTT;202003261230;4.3;2.2;0.0;59.8;-4.8;3.1;320;-
MMGTT;202003261240;4.4;2.4;0.0;60.3;-4.5;2.1;320;-
MMGTT;202003261250;4.2;2.3;0.0;58.9;-4.9;2.1;320;-
MMGTT;202003261300;4.2;2.3;0.0;58.0;-5.1;2.6;320;-
MMGTT;202003261310;4.2;2.3;0.0;58.0;-5.1;2.1;320;-
MMGTT;202003261320;4.2;2.3;0.0;58.0;-5.1;2.1;320;-
MMGTT;202003261330;4.3;2.4;0.0;58.9;-4.8;2.1;290;-
MMGTT;202003261340;4.3;2.6;0.0;58.1;-4.8;2.1;290;-
MMGTT;202003261350;4.3;2.8;0.0;58.1;-4.6;2.1;320;-
MMGTT;202003261400;4.4;2.9;0.0;58.2;-4.5;1.5;320;-
MMGTT;202003261410;4.4;2.9;0.0;58.2;-4.5;2.1;320;-
MMGTT;202003261420;4.3;2.9;0.0;57.3;-4.7;1.0;320;-
MMGTT;202003261430;4.1;2.9;0.0;54.7;-5.3;0.5;320;-
MMGTT;202003261440;4.3;3.0;0.0;56.9;-4.7;0.5;50;-
MMGTT;202003261450;4.3;3.1;0.0;56.1;-4.8;0.5;50;-
MMGTT;202003261500;4.3;3.2;0.0;55.7;-4.8;1.0;290;-
MMGTT;202003261510;4.4;3.3;0.0;57.0;-4.4;1.0;290;-
MMGTT;202003261520;4.5;3.6;0.0;57.0;-4.1;1.5;290;-
MMGTT;202003261530;4.6;3.4;0.0;59.2;-3.8;2.6;290;-
MMGTT;202003261540;4.7;3.2;0.0;60.9;-3.6;2.1;270;-
MMGTT;202003261550;4.7;3.0;0.0;61.8;-3.6;2.1;270;-
MMGTT;202003261600;4.7;2.8;0.0;63.2;-3.5;2.6;290;-
MMGTT;202003261610;4.8;2.7;0.0;65.0;-3.2;2.1;290;-
MMGTT;202003261620;4.8;2.6;0.0;65.0;-3.3;2.1;290;-
MMGTT;202003261630;4.8;2.5;0.0;65.0;-3.4;2.1;290;-
MMGTT;202003261640;4.8;2.4;0.0;66.0;-3.3;2.1;290;-
MMGTT;202003261650;4.9;2.4;0.0;67.0;-3.1;2.1;290;-
MMGTT;202003261700;4.8;2.3;0.0;66.9;-3.2;2.1;290;-
MMGTT;202003261710;4.9;2.3;0.0;67.9;-3.0;2.1;290;-
MMGTT;202003261720;4.9;2.2;0.0;68.9;-2.9;2.1;290;-
MMGTT;202003261730;4.9;2.0;0.0;68.9;-3.1;2.6;290;-
MMGTT;202003261740;4.8;1.7;0.0;69.9;-3.2;2.1;290;-
MMGTT;202003261750;4.8;1.6;0.0;69.8;-3.3;1.5;290;-
MMGTT;202003261800;4.8;1.3;0.0;70.8;-3.4;1.5;290;-
MMGTT;202003261810;4.7;1.2;0.0;70.8;-3.5;0.5;290;-
MMGTT;202003261820;4.7;0.9;0.0;72.4;-3.5;0.5;290;-
MMGTT;202003261830;4.7;0.7;0.0;72.9;-3.6;1.0;290;-
MMGTT;202003261840;4.7;0.5;0.0;73.9;-3.6;1.0;250;-
MMGTT;202003261850;4.6;0.3;0.0;73.9;-3.8;0.5;250;-
MMGTT;202003261900;4.6;0.2;0.0;75.0;-3.7;0.5;250;-
MMGTT;202003261910;4.6;0.1;0.0;75.5;-3.7;0.5;250;-
MMGTT;202003261920;4.8;-0.1;0.0;78.4;-3.4;0.0;250;-
MMGTT;202003261930;4.7;-0.2;0.0;78.4;-3.5;0.0;250;-
MMGTT;202003261940;4.7;-0.3;0.0;78.4;-3.6;0.0;250;-
MMGTT;202003261950;4.7;-0.3;0.0;78.9;-3.5;0.0;250;-
MMGTT;202003262000;4.7;-0.5;0.0;79.5;-3.6;0.5;250;-
MMGTT;202003262010;4.7;-0.5;0.0;80.1;-3.5;0.0;250;-
MMGTT;202003262020;4.7;-0.5;0.0;80.1;-3.5;0.5;250;-
MMGTT;202003262030;4.7;-0.6;0.0;80.1;-3.6;0.5;230;-
MMGTT;202003262040;4.6;-0.7;0.0;80.1;-3.7;1.0;180;-
MMGTT;202003262050;4.7;-0.9;0.0;81.3;-3.7;0.5;110;-
MMGTT;202003262100;4.6;-1.0;0.0;81.2;-3.8;0.0;110;-
MMGTT;202003262110;4.6;-1.1;0.0;81.2;-3.9;0.5;110;-
MMGTT;202003262120;4.6;-1.2;0.0;81.8;-3.9;1.0;110;-
MMGTT;202003262130;4.6;-1.2;0.0;83.1;-3.7;0.5;110;-
MMGTT;202003262140;4.6;-1.2;0.0;83.1;-3.7;0.5;110;-
MMGTT;202003262150;4.6;-1.2;0.0;83.1;-3.7;0.5;110;-
MMGTT;202003262200;4.6;-1.2;0.0;83.1;-3.7;0.5;110;-
MMGTT;202003262210;4.6;-1.2;0.0;83.1;-3.7;0.0;110;-
MMGTT;202003262220;4.7;-1.2;0.0;84.3;-3.5;0.5;110;-
MMGTT;202003262230;4.7;-1.2;0.0;84.3;-3.5;0.5;110;-
MMGTT;202003262240;4.7;-1.2;0.0;83.7;-3.6;0.0;20;-
MMGTT;202003262250;4.6;-1.3;0.0;83.7;-3.7;0.0;90;-
MMGTT;202003262300;4.6;-1.4;0.0;84.3;-3.7;0.5;90;-
MMGTT;202003262310;4.6;-1.5;0.0;84.3;-3.8;0.0;90;-
MMGTT;202003262320;4.6;-1.5;0.0;84.3;-3.8;0.5;90;-
MMGTT;202003262330;4.6;-1.6;0.0;84.3;-3.9;2.1;250;-
MMGTT;202003262340;4.6;-1.6;0.0;84.3;-3.9;1.0;270;-
MMGTT;202003262350;4.5;-1.7;0.0;84.3;-4.0;0.5;270;-
MMGTT;202003270000;4.5;-1.7;0.0;83.6;-4.1;0.0;270;-
MMGTT;202003270010;4.5;-1.8;0.0;84.3;-4.1;0.0;270;-
MMGTT;202003270020;4.5;-1.8;0.0;83.6;-4.2;0.0;270;-
MMGTT;202003270030;4.4;-2.0;0.0;84.2;-4.3;0.0;270;-
MMGTT;202003270040;4.5;-2.0;0.0;84.9;-4.2;0.0;270;-
MMGTT;202003270050;4.4;-2.1;0.0;84.9;-4.3;0.5;180;-
MMGTT;202003270100;4.5;-2.2;0.0;86.1;-4.2;0.0;180;-
MMGTT;202003270110;4.5;-2.2;0.0;86.1;-4.2;0.5;180;-
MMGTT;202003270120;4.5;-2.2;0.0;86.1;-4.2;0.5;180;-
MMGTT;202003270130;4.4;-2.3;0.0;86.1;-4.3;0.5;180;-
MMGTT;202003270140;4.4;-2.3;0.0;86.1;-4.3;0.5;180;-
MMGTT;202003270150;4.4;-2.3;0.0;86.1;-4.3;0.5;180;-
MMGTT;202003270200;4.5;-2.3;0.0;87.4;-4.1;0.5;180;-
MMGTT;202003270210;4.5;-2.3;0.0;86.8;-4.2;0.0;180;-
MMGTT;202003270220;4.5;-2.3;0.0;86.8;-4.2;0.0;180;-
MMGTT;202003270230;4.4;-2.4;0.0;86.8;-4.3;0.0;180;-
MMGTT;202003270240;4.4;-2.5;0.0;87.4;-4.3;0.0;180;-
MMGTT;202003270250;4.4;-2.5;0.0;87.4;-4.3;0.0;180;-
MMGTT;202003270300;4.5;-2.4;0.0;88.1;-4.1;0.0;180;-
MMGTT;202003270310;4.5;-2.3;0.0;88.1;-4.0;0.5;180;-
MMGTT;202003270320;4.6;-2.2;0.0;88.1;-3.9;0.0;-;-
MMGTT;202003270330;4.6;-2.2;0.0;88.1;-3.9;0.0;-;-
MMGTT;202003270340;4.6;-2.1;0.0;88.1;-3.8;0.0;-;-
MMGTT;202003270350;4.6;-2.0;0.0;87.5;-3.8;0.0;-;-
MMGTT;202003270400;4.6;-1.8;0.0;86.8;-3.7;0.0;180;-
MMGTT;202003270410;4.6;-1.8;0.0;86.8;-3.7;0.0;230;-
MMGTT;202003270420;4.6;-1.8;0.0;86.8;-3.7;0.0;230;-
MMGTT;202003270430;4.7;-1.7;0.0;86.8;-3.6;0.5;230;-
MMGTT;202003270440;4.6;-1.7;0.0;85.5;-3.8;0.0;230;-
MMGTT;202003270450;4.6;-1.7;0.0;85.5;-3.8;0.0;230;-
MMGTT;202003270500;4.6;-1.7;0.0;85.5;-3.8;0.5;230;-
MMGTT;202003270510;4.6;-1.7;0.0;85.5;-3.8;0.0;230;-
MMGTT;202003270520;4.6;-1.8;0.0;86.2;-3.8;0.0;-;-
MMGTT;202003270530;4.6;-1.8;0.0;85.5;-3.9;0.0;-;-
MMGTT;202003270540;4.6;-1.9;0.0;86.8;-3.8;0.0;-;-
MMGTT;202003270550;4.6;-2.0;0.0;87.5;-3.8;0.0;-;-
MMGTT;202003270600;4.6;-1.9;0.0;86.8;-3.8;0.0;230;-
MMGTT;202003270610;4.6;-1.9;0.0;86.8;-3.8;0.0;230;-
MMGTT;202003270620;4.7;-1.8;0.0;88.1;-3.5;0.5;230;-
MMGTT;202003270630;4.7;-1.8;0.0;88.1;-3.5;0.5;230;-
MMGTT;202003270640;4.6;-1.8;0.0;86.8;-3.7;1.0;290;-
MMGTT;202003270650;4.6;-1.8;0.0;86.2;-3.8;1.0;250;-
MMGTT;202003270700;4.6;-1.8;0.0;86.2;-3.8;0.5;250;-
MMGTT;202003270710;4.6;-1.8;0.0;86.2;-3.8;0.0;250;-
MMGTT;202003270720;4.6;-1.7;0.0;85.5;-3.8;0.0;250;-
MMGTT;202003270730;4.7;-1.6;0.0;86.2;-3.6;0.0;250;-
MMGTT;202003270740;4.7;-1.5;0.0;86.2;-3.5;0.5;200;-
MMGTT;202003270750;4.8;-1.3;0.0;85.6;-3.4;0.5;200;-
MMGTT;202003270800;4.9;-1.1;0.0;86.2;-3.1;0.0;200;-
MMGTT;202003270810;5.0;-0.5;0.0;85.0;-2.7;0.0;200;-
MMGTT;202003270820;5.1;0.0;0.0;83.2;-2.5;0.5;180;-
MMGTT;202003270830;5.0;0.2;0.0;80.8;-2.7;0.5;90;-
MMGTT;202003270840;5.1;0.4;0.0;81.4;-2.4;0.5;90;-
MMGTT;202003270850;5.2;0.9;0.0;79.1;-2.3;1.0;140;-
MMGTT;202003270900;5.2;1.3;0.0;78.0;-2.1;1.0;230;-
MMGTT;202003270910;5.3;1.9;0.0;75.9;-1.9;1.0;360;-
MMGTT;202003270920;5.4;2.4;0.0;74.3;-1.7;1.5;270;-
MMGTT;202003270930;5.6;2.9;0.0;73.8;-1.3;1.0;270;-
MMGTT;202003270940;5.5;3.3;0.0;70.7;-1.5;2.1;320;-
MMGTT;202003270950;5.5;3.6;0.0;69.7;-1.4;1.0;290;-
MMGTT;202003271000;5.6;4.1;0.0;68.8;-1.1;1.0;200;-
MMGTT;202003271010;5.6;4.4;0.0;66.9;-1.2;1.0;340;-
MMGTT;202003271020;5.4;4.8;0.0;63.2;-1.6;1.0;290;-
MMGTT;202003271030;5.6;5.4;0.0;62.9;-1.1;0.5;320;-
MMGTT;202003271040;5.8;5.9;0.0;62.1;-0.8;0.5;320;-
MMGTT;202003271050;5.9;6.4;0.0;61.3;-0.5;1.0;290;-
MMGTT;202003271100;6.0;6.9;0.0;60.1;-0.3;2.1;320;-
MMGTT;202003271110;5.8;7.1;0.0;58.0;-0.6;2.1;290;-
MMGTT;202003271120;5.8;7.2;0.0;57.6;-0.6;3.1;290;-
MMGTT;202003271130;5.9;7.3;0.0;58.0;-0.4;3.1;290;-
MMGTT;202003271140;6.2;7.7;0.0;59.0;0.2;2.1;290;-
MMGTT;202003271150;5.8;8.0;0.0;54.1;-0.7;2.1;290;-
MMGTT;202003271200;6.3;8.2;0.0;57.8;0.4;3.1;320;-
MMGTT;202003271210;6.1;8.4;0.0;55.0;-0.1;2.6;290;-
MMGTT;202003271220;6.1;8.4;0.0;55.8;0.1;3.6;290;-
MMGTT;202003271230;6.2;8.3;0.0;57.0;0.3;3.1;290;-
MMGTT;202003271240;6.3;8.5;0.0;57.1;0.5;3.6;290;-
MMGTT;202003271250;6.3;8.4;0.0;57.1;0.4;3.1;290;-
MMGTT;202003271300;6.3;8.6;0.0;56.7;0.5;2.1;290;-
MMGTT;202003271310;6.2;8.8;0.0;54.7;0.2;2.6;290;-
MMGTT;202003271320;6.3;8.8;0.0;55.9;0.5;2.6;270;-
MMGTT;202003271330;6.3;8.7;0.0;55.9;0.4;2.6;290;-
MMGTT;202003271340;6.3;8.6;0.0;56.7;0.5;3.1;290;-
MMGTT;202003271350;6.3;8.4;0.0;57.1;0.4;3.6;290;-
MMGTT;202003271400;6.2;8.2;0.0;57.0;0.2;3.6;290;-
MMGTT;202003271410;6.2;8.3;0.0;57.0;0.3;3.6;290;-
MMGTT;202003271420;6.3;8.2;0.0;57.8;0.4;3.6;290;-
MMGTT;202003271430;6.3;8.2;0.0;57.8;0.4;3.1;290;-
MMGTT;202003271440;6.2;8.1;0.0;57.8;0.3;2.6;320;-
MMGTT;202003271450;6.2;8.2;0.0;56.6;0.1;2.1;290;-
MMGTT;202003271500;6.3;8.2;0.0;57.8;0.4;2.1;290;-
MMGTT;202003271510;6.3;8.2;0.0;57.8;0.4;2.1;290;-
MMGTT;202003271520;6.3;8.2;0.0;57.8;0.4;2.1;290;-
MMGTT;202003271530;6.3;8.0;0.0;59.1;0.5;2.1;270;-
MMGTT;202003271540;6.2;7.8;0.0;59.0;0.3;2.1;290;-
MMGTT;202003271550;6.2;7.6;0.0;59.8;0.3;2.1;290;-
MMGTT;202003271600;6.3;7.4;0.0;61.1;0.4;2.1;290;-
MMGTT;202003271610;6.3;7.3;0.0;62.0;0.5;2.1;270;-
MMGTT;202003271620;6.2;7.1;0.0;61.9;0.3;2.1;270;-
MMGTT;202003271630;6.4;6.9;0.0;64.1;0.6;0.5;250;-
MMGTT;202003271640;6.4;6.8;0.0;65.0;0.7;0.5;250;-
MMGTT;202003271650;6.5;6.7;0.0;66.0;0.8;1.0;180;-
MMGTT;202003271700;6.5;6.5;0.0;66.9;0.8;1.0;160;-
MMGTT;202003271710;6.5;6.3;0.0;67.8;0.8;1.5;140;-
MMGTT;202003271720;6.4;6.1;0.0;67.8;0.6;1.0;140;-
MMGTT;202003271730;6.3;5.7;0.0;69.2;0.5;1.0;140;-
MMGTT;202003271740;6.4;5.4;0.0;71.1;0.6;0.5;140;-
MMGTT;202003271750;6.2;5.2;0.0;70.6;0.3;0.5;140;-
MMGTT;202003271800;6.2;4.8;0.0;72.1;0.2;1.5;140;-
MMGTT;202003271810;6.2;4.6;0.0;73.6;0.3;1.5;140;-
MMGTT;202003271820;6.2;4.4;0.0;74.1;0.2;1.0;140;-
MMGTT;202003271830;6.2;4.2;0.0;75.2;0.2;1.5;140;-
MMGTT;202003271840;6.1;4.1;0.0;74.6;0.0;1.5;140;-
MMGTT;202003271850;6.1;3.9;0.0;75.6;0.0;1.5;140;-
MMGTT;202003271900;6.1;3.8;0.0;76.7;0.1;1.0;140;-
MMGTT;202003271910;6.1;3.6;0.0;76.7;-0.1;0.5;140;-
MMGTT;202003271920;6.0;3.3;0.0;77.8;-0.2;1.0;140;-
MMGTT;202003271930;6.0;3.1;0.0;78.9;-0.2;1.5;140;-
MMGTT;202003271940;6.0;2.9;0.0;79.4;-0.3;1.0;140;-
MMGTT;202003271950;5.8;2.7;0.0;78.8;-0.6;1.5;140;-
MMGTT;202003272000;5.9;2.6;0.0;80.0;-0.5;1.0;140;-
MMGTT;202003272010;5.9;2.4;0.0;81.1;-0.5;1.0;160;-
MMGTT;202003272020;5.8;2.3;0.0;81.1;-0.6;1.5;140;-
MMGTT;202003272030;5.9;2.2;0.0;82.3;-0.5;1.5;140;-
MMGTT;202003272040;5.8;2.2;0.0;81.7;-0.6;1.5;140;-
MMGTT;202003272050;5.8;2.1;0.0;81.7;-0.7;0.5;140;-
MMGTT;202003272100;5.8;2.0;0.0;82.3;-0.7;1.0;140;-
MMGTT;202003272110;5.8;1.9;0.0;83.5;-0.6;1.5;140;-
MMGTT;202003272120;5.8;1.8;0.0;83.4;-0.7;1.5;140;-
MMGTT;202003272130;5.8;1.8;0.0;82.8;-0.8;2.1;140;-
MMGTT;202003272140;5.8;1.8;0.0;84.1;-0.6;2.1;140;-
MMGTT;202003272150;5.8;1.7;0.0;84.0;-0.7;1.5;140;-
MMGTT;202003272200;5.8;1.7;0.0;84.0;-0.7;1.5;140;-
MMGTT;202003272210;5.8;1.7;0.0;84.0;-0.7;1.5;140;-
MMGTT;202003272220;5.8;1.7;0.0;84.0;-0.7;1.5;140;-
MMGTT;202003272230;5.8;1.6;0.0;84.0;-0.8;1.5;140;-
MMGTT;202003272240;5.7;1.6;0.0;83.4;-0.9;2.1;140;-
MMGTT;202003272250;5.7;1.6;0.0;83.4;-0.9;1.5;140;-
MMGTT;202003272300;5.8;1.5;0.0;85.3;-0.7;2.1;140;-
MMGTT;202003272310;5.8;1.4;0.0;85.2;-0.8;1.5;140;-
MMGTT;202003272320;5.8;1.4;0.0;85.2;-0.8;2.1;140;-
MMGTT;202003272330;5.7;1.4;0.0;84.6;-0.9;1.5;140;-
MMGTT;202003272340;5.7;1.3;0.0;85.2;-0.9;1.5;140;-
MMGTT;202003272350;5.7;1.3;0.0;85.2;-0.9;1.5;140;-
MMGTT;202003280000;5.7;1.3;0.0;84.6;-1.0;1.0;140;-
MMGTT;202003280010;5.7;1.2;0.0;85.9;-0.9;2.1;140;-
MMGTT;202003280020;5.6;1.1;0.0;85.2;-1.1;1.5;140;-
MMGTT;202003280030;5.7;1.1;0.0;85.8;-1.0;1.5;140;-
MMGTT;202003280040;5.6;1.0;0.0;85.8;-1.1;1.5;140;-
MMGTT;202003280050;5.6;0.9;0.0;86.5;-1.1;1.5;140;-
MMGTT;202003280100;5.6;0.9;0.0;85.8;-1.2;1.5;140;-
MMGTT;202003280110;5.6;0.9;0.0;85.8;-1.2;2.1;140;-
MMGTT;202003280120;5.6;0.8;0.0;86.4;-1.2;2.1;140;-
MMGTT;202003280130;5.6;0.8;0.0;86.4;-1.2;1.5;140;-
MMGTT;202003280140;5.6;0.8;0.0;86.4;-1.2;1.5;140;-
MMGTT;202003280150;5.6;0.8;0.0;85.8;-1.3;1.5;140;-
MMGTT;202003280200;5.5;0.7;0.0;85.8;-1.4;1.0;140;-
MMGTT;202003280210;5.5;0.7;0.0;85.8;-1.4;1.5;140;-
MMGTT;202003280220;5.5;0.6;0.0;85.8;-1.5;1.5;140;-
MMGTT;202003280230;5.5;0.6;0.0;86.4;-1.4;2.1;140;-
MMGTT;202003280240;5.5;0.5;0.0;87.0;-1.4;1.5;140;-
MMGTT;202003280250;5.5;0.5;0.0;87.0;-1.4;1.5;140;-
