,When,h_ice,h_f,r_ice,ice,T_a,Discharge
12693,2019-03-15 22:40:00,0.23534987482052175,1.35,0.9332191287377456,196.82451487905973,2.8,0.0
12694,2019-03-15 22:45:00,0.23535009958312775,1.35,0.9332200199757948,196.82507879055325,2.8,0.0
12695,2019-03-15 22:50:00,0.2353504906099189,1.35,0.933221570491518,196.8260598482242,2.8,0.0
12696,2019-03-15 22:55:00,0.23534533737650945,1.35,0.9332011366757099,196.8131310234392,3.1,0.0
12697,2019-03-15 23:00:00,0.23532851707239916,1.35,0.9331344401050876,196.7709349023032,3.4,0.0
12698,2019-03-15 23:05:00,0.23531619888001284,1.35,0.9330855954954393,196.74003679371526,3.3,0.0
12699,2019-03-15 23:10:00,0.23530744467657616,1.35,0.9330508829632563,196.71808031674058,3.3,0.0
12700,2019-03-15 23:15:00,0.2352972538586624,1.35,0.9330104739074969,196.69252271503177,3.3,0.0
12701,2019-03-15 23:20:00,0.23528378945816705,1.35,0.9329570843057016,196.65875867426786,3.3,0.0
12702,2019-03-15 23:25:00,0.23527080753163598,1.35,0.9329056078297702,196.62620816960185,3.4,0.0
12703,2019-03-15 23:30:00,0.23526063514795684,1.35,0.9328652718702057,196.6007047409468,3.3,0.0
12704,2019-03-15 23:35:00,0.23525217639367516,1.35,0.9328317308653211,196.57949927331833,3.2,0.0
12705,2019-03-15 23:40:00,0.2352487992701643,1.35,0.9328183397544788,196.5710335018787,3.0,0.0
12706,2019-03-15 23:45:00,0.23524475716153517,1.35,0.9328023118169411,196.5609010656547,3.0,0.0
12707,2019-03-15 23:50:00,0.23524272769754728,1.35,0.9327942645017852,196.55581389814213,2.8,0.0
12708,2019-03-15 23:55:00,0.23524302111928685,1.35,0.9327954279898915,196.55654939999596,2.7,0.0
12709,2019-03-16 00:00:00,0.23524353467553105,1.35,0.9327974643645066,196.55783670360864,2.8,0.0
12710,2019-03-16 00:05:00,0.23524114217066147,1.35,0.9327879775045217,196.55183958917948,2.9,0.0
12711,2019-03-16 00:10:00,0.23523594463403863,1.35,0.9327673680157661,196.53881173014258,3.2,0.0
12712,2019-03-16 00:15:00,0.23523174486180964,1.35,0.9327507149039536,196.52828523290714,3.0,0.0
12713,2019-03-16 00:20:00,0.23522612521350125,1.35,0.9327284316403565,196.5142004826268,3.1,0.0
12714,2019-03-16 00:25:00,0.23521709829650217,1.35,0.9326926377329942,196.49157736666285,3.4,0.0
12715,2019-03-16 00:30:00,0.23520561645701868,1.35,0.9326471094647201,196.4628042718336,3.5,0.0
12716,2019-03-16 00:35:00,0.23519454512737184,1.35,0.932603208967153,196.4350625607328,3.3,0.0
12717,2019-03-16 00:40:00,0.23518182009209332,1.35,0.9325527511271187,196.40318034347288,3.2,0.0
12718,2019-03-16 00:45:00,0.23517184012367004,1.35,0.9325131781405432,196.378178227729,3.3,0.0
12719,2019-03-16 00:50:00,0.2351546377846056,1.35,0.9324449667090046,196.3350873937433,3.4,0.0
12720,2019-03-16 00:55:00,0.23513749841273232,1.35,0.9323770049575955,196.29216055826083,3.4,0.0
12721,2019-03-16 01:00:00,0.2351237494135952,1.35,0.9323224868534089,196.2577296874529,3.2,0.0
12722,2019-03-16 01:05:00,0.23511037990588504,1.35,0.9322694735244389,196.224253017713,3.3,0.0
12723,2019-03-16 01:10:00,0.23509945680736105,1.35,0.9322261607990956,196.19690487675715,3.0,0.0
12724,2019-03-16 01:15:00,0.23508901682184166,1.35,0.9321847637335655,196.17076867996863,3.1,0.0
12725,2019-03-16 01:20:00,0.2350720904559939,1.35,0.932117646602523,196.12839895324691,3.1,0.0
12726,2019-03-16 01:25:00,0.2350603585185193,1.35,0.9320711266352752,196.0990353915233,3.0,0.0
12727,2019-03-16 01:30:00,0.23505008969041907,1.35,0.9320304082502743,196.07333621372433,3.0,0.0
