TIMESTAMP,T_HMP,RH,PRECIP,WS_AVG,WDIR,WS_MAX,SW_IN_AVG,SW_OUT_AVG,LW_IN_AVG,LW_OUT_AVG,PRESS,SR50
26/04/2019 15:00,6.517,98.5,0,0.367,143,1.61,-0.05,0,342.492,360.007,648.55,1.818
26/04/2019 16:00,6.44,97,0,0.143,132.8,1.055,-0.483,0,320.39,354.15,648.551,1.818
26/04/2019 17:00,5.902,90,0,0.548,39.22,1.777,-1.15,0,279.443,340.857,648.584,1.819
26/04/2019 18:00,5.363,85.7,0,0.466,18.84,1.499,-1.267,0,291.093,337.611,648.299,1.818
26/04/2019 19:00,5.117,80.4,0,0.836,7.239,1.888,-0.267,0,314.716,341.606,647.605,1.819
26/04/2019 20:00,4.833,82.2,0,0.987,35.14,2.277,-0.6,0,301.957,336.384,647.11,1.819
26/04/2019 21:00,5.133,78.53,0,1.628,57.6,2.999,-0.15,0,309.958,338.034,646.643,1.819
26/04/2019 22:00,4.988,76.17,0,1.614,58.87,3.165,-0.883,0,290.547,333.038,646.518,1.819
26/04/2019 23:00,4.528,76.93,0,0.179,34.71,1.055,-0.233,0,310.687,334.622,646.79,1.819
27/04/2019 00:00,5.09,70.4,0,0.392,69.13,1.61,1.283,0,315.901,336.673,647.035,1.819
27/04/2019 01:00,4.886,64.77,0,1.551,59.53,4.942,65.8,11.517,265.162,331.993,647.332,1.819
27/04/2019 02:00,6.2,68.94,0,0.788,37.1,2.166,383.717,70.433,251.448,362.146,647.671,1.819
27/04/2019 03:00,8.14,66.35,0,1.337,128.3,3.499,641.567,126.083,265.078,412.164,647.951,1.819
27/04/2019 04:00,9.21,68.09,0,2.786,137.3,5.276,763.067,154.233,298.601,449.51,648.153,1.817
27/04/2019 05:00,9.6,67.97,0,3.061,136.1,6.275,600.483,120.717,317.265,442.546,647.903,1.818
27/04/2019 06:00,10.93,61.57,0,3.454,141.3,6.608,1060.7,219.183,298.305,501.093,647.407,1.818
27/04/2019 07:00,11.7,63.6,0,3.469,122.8,6.442,1160.15,241.683,295.92,532.5,647.18,1.816
27/04/2019 08:00,11.2,68.83,0,3.56,139.4,6.775,878.283,184.683,304.692,503.82,646.538,1.817
27/04/2019 09:00,10.21,71.26,0,3.183,132.7,5.498,587.067,124.167,301.484,456.361,645.954,1.818
27/04/2019 10:00,9.8,71.71,0,2.988,139.7,6.053,535.2,116.9,290.395,439.358,645.841,1.817
27/04/2019 11:00,8.74,83.6,0,2.697,134.7,4.554,195.4,38.833,289.1,396.352,645.796,1.818
27/04/2019 12:00,7.299,93.6,0,1.967,135.5,3.61,67.883,13.067,332.522,378.332,645.977,1.818
27/04/2019 13:00,6.771,96.8,0,0.972,126.1,2.388,7.917,1.483,336.8,367.298,646.47,1.819
27/04/2019 14:00,6.636,95.2,0,0.177,123.5,1.166,-0.883,0,327.474,360.861,646.824,1.818
27/04/2019 15:00,6.36,99,0,0.361,123.8,2.221,-0.75,0,322.718,355.356,647.289,1.818
27/04/2019 16:00,6.18,98.3,0,0.548,132.7,1.333,0,0,341.347,357.301,647.462,1.817
27/04/2019 17:00,6.228,99.3,0,0.496,140,1.888,0,0,341.76,355.615,647.449,1.818
27/04/2019 18:00,5.964,99.6,0,0.388,135.6,1.666,0,0,343.702,353.897,646.932,1.818
27/04/2019 19:00,5.844,99.5,0,0.287,109.4,1.944,-0.017,0,341.19,352.182,646.232,1.818
27/04/2019 20:00,5.636,99.8,0,0.633,135.9,1.888,-0.117,0,340.323,349.999,645.967,1.818
27/04/2019 21:00,5.436,99.8,0.07,0.701,140.5,1.666,0,0,341.613,348.517,645.594,1.819
27/04/2019 22:00,5.127,99.9,0.05,0.45,136.5,1.722,0,0,340.163,346.985,645.621,1.819
27/04/2019 23:00,4.9,100,0,0.641,132.6,1.666,0,0,338.943,345.506,645.723,1.819
28/04/2019 00:00,4.819,100,0,0.369,54.16,1.722,0.333,0,337.257,345.106,646.307,1.818
28/04/2019 01:00,4.933,82,0,1.526,44.15,2.999,70.733,12.15,319.222,344.233,646.399,1.818
28/04/2019 02:00,6.43,67.39,0,0.965,59.54,2.332,362.467,62.95,262.691,360.862,646.549,1.818
28/04/2019 03:00,8.16,78.63,0,1.578,129.2,2.943,599.15,111.25,261.706,405.644,647.349,1.816
28/04/2019 04:00,9.47,69.03,0,2.133,134.7,3.499,824.433,159.433,273.618,458.769,647.565,1.817
28/04/2019 05:00,11.09,63.64,0,2.902,140.2,6.22,1022.333,201.367,285.934,504.49,647.522,1.816
28/04/2019 06:00,12.04,61.94,0,3.38,141.3,5.664,1138.517,227.15,292.886,531.916,647.174,1.817
28/04/2019 07:00,12.45,62.26,0,3.747,132,7.386,1160.433,233.733,296.271,547.567,646.879,1.817
28/04/2019 08:00,12.64,61.11,0,3.592,133.7,6.72,1125.933,231.333,301.049,550.721,646.693,1.815
28/04/2019 09:00,11.67,68.51,0,3.38,137.2,6.997,686.5,141.717,303.289,487.079,646.221,1.817
28/04/2019 10:00,10.46,80.4,0,2.903,138,5.664,345.417,69.717,307.585,432.134,646.112,1.818
28/04/2019 11:00,8.95,84.8,0,3.079,137.5,5.609,133.45,25.483,311.091,389.621,646.028,1.817
28/04/2019 12:00,8.27,89.6,0,1.99,126.2,3.776,64.633,12.067,300.438,374.586,646.402,1.818
28/04/2019 13:00,7.525,96.7,0,0.562,120.4,1.888,7.05,1.15,305.825,363.474,647.01,1.818
28/04/2019 14:00,7.229,96.5,0,0.333,124.2,1.61,-0.567,0,336.736,363.433,647.732,1.818
28/04/2019 15:00,7.084,94.6,0,0.016,32.4,0.833,-1.467,0,285.168,350.677,648.053,1.818
28/04/2019 16:00,6.275,82.8,0,0.743,40.51,2.055,-1.8,0,254.931,336.302,647.863,1.819
28/04/2019 17:00,5.73,89.8,0,0.551,23.78,1.388,-1.55,0,277.356,335.339,648.124,1.817
28/04/2019 18:00,6.131,79.88,0,0.26,65.18,1.499,-0.267,0,334.322,349.251,647.804,1.818
28/04/2019 19:00,6.778,75.01,0,0.369,78.97,2.221,-0.15,0,325.283,349.114,647.177,1.819
28/04/2019 20:00,5.335,79.2,0,1.572,45.11,3.054,-1.867,0,245.727,328.31,646.473,1.82
28/04/2019 21:00,4.2,77.99,0,1.015,24.25,1.999,-1.6,0,240.863,320.119,646.296,1.821
28/04/2019 22:00,4.023,74.22,0,1.15,15.86,1.778,-1.233,0,238.713,316.623,646.088,1.821
28/04/2019 23:00,3.847,68.4,0,1.098,33.29,1.944,-1.15,0,235.466,312.996,646.361,1.821
29/04/2019 00:00,3.212,62.7,0,1.109,40.79,1.944,1.717,0.317,233.677,310.774,646.885,1.821
29/04/2019 01:00,3.663,61.92,0,1.187,22.49,1.999,56.067,9.167,230.716,313.577,647.183,1.82
29/04/2019 02:00,6.774,63.85,0,0.989,73.17,1.999,395.533,70.833,235.808,353.811,647.591,1.818
29/04/2019 03:00,8.36,61.47,0,1.647,129.9,3.276,626.717,120.867,250.979,405.337,648.054,1.817
29/04/2019 04:00,10.49,57.78,0,1.821,130,3.165,831.933,166.017,261.688,459.857,648.105,1.82
29/04/2019 05:00,11.83,52.1,0,2.894,137.1,7.053,984.483,200.083,270.26,496.57,647.772,1.817
29/04/2019 06:00,12.55,57.82,0,3.5,136.5,6.109,1083.45,221.8,279.956,522.97,647.617,1.815
29/04/2019 07:00,12.86,63.3,0,3.452,136.7,6.275,1113.017,229.217,290.292,541.741,647.148,1.817
29/04/2019 08:00,11.93,77.62,0,3.46,121.2,6.831,743.533,153.767,312.959,499.091,646.862,1.818
29/04/2019 09:00,10.87,77.7,0,3.239,132.1,6.497,607.85,126.833,323.207,465.993,646.57,1.818
29/04/2019 10:00,9.82,65.88,0,3.065,142.7,5.72,358.917,74.817,301.063,420.233,645.86,1.817
29/04/2019 11:00,9.48,78.31,0,2.794,138.4,5.553,192.167,38.967,279.635,394.254,645.72,1.818
29/04/2019 12:00,7.976,85.2,0,2.356,135.3,4.72,59.333,11.117,320.126,374.319,646.087,1.819
29/04/2019 13:00,7.055,90.7,0,2.78,136.4,6.164,8.217,1.4,335.881,363.674,646.76,1.818
29/04/2019 14:00,6.571,83.3,0,2.107,134.4,4.332,0,0,337.018,358.413,647.258,1.818
29/04/2019 15:00,6.165,91.4,0,0.64,118.8,1.499,-0.733,0,312.785,351.446,647.744,1.818
29/04/2019 16:00,5.745,88,0,0.309,61.07,1.777,-0.817,0,307.768,348.562,647.697,1.819
29/04/2019 17:00,6.028,80.3,0,0.749,33.78,1.333,-1.133,0,257.634,333.469,647.34,1.819
29/04/2019 18:00,5.617,87.6,0,0.712,72.87,2.11,-1.383,0,254.151,328.152,647.233,1.82
29/04/2019 19:00,4.813,76.38,0,1.241,26.96,2.332,-1.017,0,251.601,324.737,646.435,1.819
29/04/2019 20:00,4.621,80.6,0,0.74,31.5,1.444,-1,0,250.571,321.42,646.112,1.82
29/04/2019 21:00,4.418,73.37,0,1.098,30.78,2.666,-1,0,252.558,319.935,645.721,1.819
29/04/2019 22:00,4.356,81.1,0,1.014,44.39,1.888,-1.017,0,247.986,317.636,645.815,1.82
29/04/2019 23:00,3.412,81,0,0.967,45.67,1.722,-1,0,243.69,314.111,646.139,1.82
30/04/2019 00:00,3.279,69.04,0,1.259,22.21,2.332,2.067,0.3,242.393,313.194,646.425,1.819
30/04/2019 01:00,4.463,64.51,0,1.115,28.54,2.221,55.883,8.833,243.148,317.678,646.759,1.819
30/04/2019 02:00,6.613,62.04,0,0.691,104.9,1.722,376.283,68.067,248.166,355.666,647.24,1.818
30/04/2019 03:00,7.502,71.05,0,1.685,133.2,3.499,619.167,120.767,253.601,402.755,647.538,1.82
30/04/2019 04:00,8.7,61.05,0,2.726,133,5.165,834.65,169.167,260.04,446.222,647.55,1.818
30/04/2019 05:00,10.17,56.64,0,3.344,131.8,5.165,1016.7,209.533,274.663,487.069,647.646,1.817
30/04/2019 06:00,10.7,58.03,0,3.243,135.2,7.219,1051.2,217.217,287.887,516.317,647.371,1.819
30/04/2019 07:00,11.02,64.14,0,3.402,135.3,6.497,1106.417,230.25,293.363,529.599,646.806,1.816
30/04/2019 08:00,10.31,73.73,0,3.641,134.8,7.386,737.8,153.683,312.178,488.537,646.617,1.817
30/04/2019 09:00,9.42,70.96,0,3.684,138.1,7.108,351.6,70.9,314.918,423.533,645.92,1.819
30/04/2019 10:00,9.23,72.96,0,3.9,134,6.275,440.25,94.083,289.614,419.171,645.839,1.818
30/04/2019 11:00,7.93,68.19,0,2.848,91.4,8.66,214.633,43.45,311.634,392.082,645.746,1.818
30/04/2019 12:00,8.47,77.75,0,1.016,136.1,2.777,95.667,19.2,283.134,376.796,645.792,1.819
30/04/2019 13:00,6.46,90.6,0,0.395,110.3,1.944,8.95,1.75,250.305,345.656,646.316,1.818
30/04/2019 14:00,5.335,83,0,0.628,41.5,1.61,-1.833,0,246.672,332.958,646.54,1.819
30/04/2019 15:00,5.2,90.6,0,0.853,90.4,2.277,-0.917,0,279.47,335.574,647.587,1.817
30/04/2019 16:00,5.856,79.52,0,1.787,89,4.443,-1.117,0,288.583,339.9,648.22,1.819
30/04/2019 17:00,6.28,57.37,0,1.513,53.1,3.721,-2,0,244.689,327.269,647.948,1.82
30/04/2019 18:00,5.97,41.53,0,1.735,36.09,3.887,-1.95,0,234.26,319.639,647.212,1.82
30/04/2019 19:00,5.558,36.71,0,1.279,35.27,2.332,-2,0,225.264,313.02,646.924,1.82
30/04/2019 20:00,5.722,18.22,0,1.862,34.45,3.388,-2,0,217.013,309.667,646.232,1.821
30/04/2019 21:00,5.563,33.78,0,1.561,56.92,3.887,-2.1,0,213.021,307.519,646.185,1.822
30/04/2019 22:00,3.804,20.35,0,1.249,34.79,2.666,-2.033,0,211.19,300.974,645.81,1.822
30/04/2019 23:00,4.317,21.74,0,1.422,36.06,2.832,-2,0,210.71,299.92,646.111,1.823
01/05/2019 00:00,4.987,16.53,0,1.759,45.1,3.998,1.567,0.283,210.319,301.765,646.442,1.821
01/05/2019 01:00,6.102,15.05,0,2.667,53.46,4.665,55.15,9.05,211.323,310.963,646.937,1.821
01/05/2019 02:00,8.85,32.09,0,1.486,60.06,3.499,419.05,77.9,219.272,355.132,646.899,1.821
01/05/2019 03:00,8.72,28.11,0,2.107,130.9,4.276,656.783,131.383,232.184,404.208,647.381,1.821
01/05/2019 04:00,10.19,27.18,0,2.771,134.9,4.665,856.65,177.533,244.88,453.019,647.62,1.819
01/05/2019 05:00,11.4,32.12,0,3.211,136.7,5.831,1002.75,210.4,253.736,494.25,647.57,1.819
01/05/2019 06:00,12.25,40.62,0,3.633,137.6,6.331,1079.833,227.85,262.952,519.414,647.116,1.82
01/05/2019 07:00,11.75,50.94,0,3.654,137.3,7.386,1090.883,230.383,271.939,529.111,646.996,1.817
01/05/2019 08:00,11.76,59.39,0,3.729,136.5,5.775,1023.617,218.483,281.532,525.167,646.511,1.819
01/05/2019 09:00,11.11,56.78,0,3.571,140.2,7.497,847.95,183.567,289.062,494.511,646.368,1.816
01/05/2019 10:00,10.39,57.72,0,3.778,132.7,7.719,563.95,124.217,284.721,448.742,645.859,1.817
01/05/2019 11:00,9.56,66.63,0,3.376,141.6,5.942,276.533,60.817,277.611,406.551,645.729,1.819
01/05/2019 12:00,8.55,82.3,0,2.408,140.5,4.443,60.033,11.383,271.961,367.328,645.735,1.819
01/05/2019 13:00,7.536,89.2,0,2.498,137,4.942,9.2,1.583,316.719,361.355,646.803,1.819
01/05/2019 14:00,7.118,89.5,0,1.745,123.1,4.498,-0.883,0,301.367,352.507,647.49,1.818
01/05/2019 15:00,6.666,92.9,0,1.137,133.5,3.554,-0.567,0,315.659,351.311,648.153,1.818
01/05/2019 16:00,6.285,90.1,0,1.771,137.7,4.998,-0.467,0,316.556,349.53,648.193,1.819
01/05/2019 17:00,5.823,88.6,0,1.015,98.9,2.777,-1.283,0,277.124,338.793,647.954,1.819
01/05/2019 18:00,5.222,96.8,0,1.27,130.2,3.054,-0.267,0,320.448,342.511,647.677,1.818
01/05/2019 19:00,4.984,93.1,0,0.402,95.1,1.888,-1.067,0,286.253,336.384,647.044,1.819
01/05/2019 20:00,4.274,90.1,0,0.678,49.07,1.61,-1.367,0,253.01,324.771,646.498,1.819
01/05/2019 21:00,3.832,91.5,0,0.701,105.3,2.943,-0.367,0,303.013,330.905,646.593,1.818
01/05/2019 22:00,4.108,96.4,0,0.651,108.1,2.277,-0.517,0,315.666,336.608,646.947,1.818
01/05/2019 23:00,3.894,79.84,0,0.965,44.89,2.332,-1.367,0,260.111,324.787,646.565,1.819
02/05/2019 00:00,3.985,69.49,0,1.266,51.88,2.888,1.983,0.45,239.155,315.533,647.005,1.821
02/05/2019 01:00,3.1,69.29,0,0.676,41.89,1.666,54.883,9.183,238.177,315.921,647.59,1.819
02/05/2019 02:00,5.504,56.97,0,0.617,27.13,1.888,369.3,69.067,245.393,355.464,647.549,1.821
02/05/2019 03:00,8.53,51.84,0,1.126,128.3,2.943,608.317,121.45,256.495,408.562,647.738,1.821
02/05/2019 04:00,9.53,41.46,0,2.757,131.3,5.498,820.3,169.483,261.097,449.568,648.279,1.818
02/05/2019 05:00,11.07,42.59,0,3.195,131.7,5.831,974.533,204.45,266.192,490.928,648.099,1.821
02/05/2019 06:00,11.94,48.93,0,3.201,135.4,5.609,1059.267,223.983,271.903,519.571,647.83,1.818
02/05/2019 07:00,11.84,51.11,0,3.587,137.3,6.942,1087.183,230.05,280.093,531.701,647.281,1.817
02/05/2019 08:00,12.16,59.47,0,3.965,137.1,6.997,1035.033,221.9,292.066,524.725,647.138,1.818
02/05/2019 09:00,10.88,64.92,0,3.96,131.1,7.83,801.65,174.017,299.01,494.405,646.711,1.82
02/05/2019 10:00,9.68,69.16,0,3.274,133.3,5.887,437.033,95.033,295.858,432.376,646.486,1.819
02/05/2019 11:00,8.55,73.66,0,2.605,135.5,6.942,148.733,29.55,293.135,389.461,646.621,1.819
02/05/2019 12:00,8.1,78.9,0,1.995,135.5,3.332,58.883,11.383,293.123,369.356,646.64,1.819
02/05/2019 13:00,7.367,89.2,0,1.636,129.9,3.832,9.35,1.583,301.94,358.287,647.597,1.819
02/05/2019 14:00,6.441,93.7,0,0.229,124.8,1.499,-1.517,0,278.103,346.979,648.019,1.818
02/05/2019 15:00,5.695,85.4,0,0.64,15.21,1.499,-1.55,0,255.151,334.664,648.492,1.819
02/05/2019 16:00,5.292,82.7,0,0.553,28.08,1.61,-2,0,252.614,328.93,648.673,1.819
02/05/2019 17:00,4.906,83.4,0,0.784,26.94,1.555,-2,0,250.439,325.011,648.651,1.82
02/05/2019 18:00,4.696,80.2,0,0.727,34.17,1.389,-1.233,0,272.428,327.254,648.331,1.819
02/05/2019 19:00,4.779,77.64,0,0.747,32.54,1.944,-0.433,0,309.761,335.907,647.556,1.819
02/05/2019 20:00,4.88,83.8,0,0.683,63.74,1.444,-1,0,278.903,329.685,647.184,1.819
02/05/2019 21:00,4.123,79.64,0,1.041,18.98,1.666,-1.017,0,256.1,321.423,646.694,1.82
02/05/2019 22:00,4.039,77.42,0,1.31,20.74,2.332,-1,0,254.636,319.399,646.476,1.82
02/05/2019 23:00,3.086,87.6,0,0.495,59.94,1.722,-1.2,0,262.911,316.515,646.881,1.819
03/05/2019 00:00,3.538,81.5,0,0.632,18.61,1.388,1.65,0.083,320.279,331.269,647.113,1.819
03/05/2019 01:00,4.245,77.89,0,0.454,78.1,1.499,21.833,3.65,326.489,338.452,647.67,1.819
03/05/2019 02:00,5.443,76.65,0,0.308,119.2,1.722,182.967,36.733,300.958,356.467,648.231,1.818
03/05/2019 03:00,7.171,64.84,0,1.438,125.8,3.61,529.683,107.6,278.086,401.597,648.806,1.818
03/05/2019 04:00,10.23,38.78,0,1.353,127.6,2.944,861.833,178.5,291.119,479.338,648.746,1.818
03/05/2019 05:00,10.38,53.93,0,2.685,137.1,4.887,819.633,169.4,301.875,480.039,648.485,1.818
03/05/2019 06:00,9.61,60.04,0,3.694,138.4,6.831,735.567,151.867,311.682,467.598,648.459,1.819
03/05/2019 07:00,10.9,60.22,0,3.269,129.1,6.775,1134.333,239.233,298.74,536.847,647.761,1.815
03/05/2019 08:00,11.07,70.22,0,3.288,137.6,5.942,866.217,182.867,305.026,512.234,647.362,1.817
03/05/2019 09:00,8.37,89,0,2.97,134.4,4.665,326.65,62.283,329.117,425.393,647.002,1.819
03/05/2019 10:00,6.351,98,0.35,2.647,129.8,4.998,169.95,21.2,338.083,373.903,646.79,1.818
03/05/2019 11:00,5.853,92.5,0.45,1.266,122.1,3.499,93.05,10.617,337.293,367.119,646.691,1.818
03/05/2019 12:00,5.847,98.7,0,0.832,128.1,1.666,34.517,4.3,336.71,360.767,646.867,1.818
03/05/2019 13:00,5.176,97.3,0,0.652,116.5,2.277,3.75,0.117,334.355,352.762,647.156,1.817
03/05/2019 14:00,5.527,94.7,0,0.402,53.83,1.444,-0.817,0,319.198,346.915,646.992,1.818
03/05/2019 15:00,5.199,97.3,0,0.706,124.8,1.555,-0.233,0,324.278,345.018,647.695,1.818
03/05/2019 16:00,4.99,90.5,0,1.972,125.8,4.554,-0.017,0,333.644,343.755,647.901,1.819
03/05/2019 17:00,4.758,98,0,0.757,119.5,2.443,0,0,332.326,343.494,647.774,1.818
03/05/2019 18:00,4.56,96.7,0,0.473,80.4,1.277,0,0,332.658,343.843,647.186,1.818
03/05/2019 19:00,4.725,95.1,0,0.553,88.7,1.666,0,0,328.087,342.141,646.562,1.818
03/05/2019 20:00,4.713,92.4,0.2,0.635,38.59,2.443,0,0,325.333,341.07,646.032,1.818
03/05/2019 21:00,5.151,88.9,0.53,0.756,29.57,1.888,0,0,329.357,341.526,645.576,1.818
03/05/2019 22:00,5.06,94,1.8,0.956,26.3,1.999,0,0,330.038,341.324,645.297,1.818
03/05/2019 23:00,4.629,96.9,1.69,0.516,4.587,1.166,0,0,328.924,340.597,645.712,1.819
04/05/2019 00:00,4.616,92.6,0.14,0.98,28.66,2.388,1.6,0.083,328.69,340.271,645.667,1.818
04/05/2019 01:00,5.335,90,0.52,0.857,38.28,2.166,38.117,3.617,330.219,343.768,645.956,1.818
04/05/2019 02:00,5.982,87.4,0.05,0.761,30.12,1.722,87.417,8.5,334.574,352.724,646.231,1.818
04/05/2019 03:00,6.652,94.1,0.39,0.577,115.4,1.499,115.1,10.8,336.362,358.631,646.649,1.819
04/05/2019 04:00,7.404,80.5,0.26,0.157,0,1.055,301.95,28.567,343.851,381.465,646.699,1.818
04/05/2019 05:00,7.635,95.6,1.11,0.642,126.7,2.11,196.6,16.5,342.331,376.827,646.816,1.818
04/05/2019 06:00,7.502,93.5,0.57,0.687,125.6,2.332,266.95,22.767,343.909,383.688,646.461,1.818
04/05/2019 07:00,8.69,96.1,0.1,0.966,123,2.277,455.167,45.533,347.334,400.126,645.966,1.819
04/05/2019 08:00,7.923,98.8,0,1.949,135.8,2.888,319.267,36.433,354.075,390.014,645.606,1.819
04/05/2019 09:00,7.752,98.1,0,2.254,136.4,3.554,381.617,43.367,348.134,390.277,645.218,1.82
04/05/2019 10:00,7.082,99.3,0,1.77,136.2,3.165,149.85,16.55,348.767,374.567,645.05,1.819
04/05/2019 11:00,6.493,99.5,0,1.334,126.4,2.832,64.817,7.2,346.612,365.023,644.955,1.82
04/05/2019 12:00,6.203,99.7,0,0.706,120.2,1.666,29.617,2.917,346.25,360.751,644.849,1.819
04/05/2019 13:00,6.046,99.8,0.06,1.073,117.6,3.332,3.517,0.133,344.822,355.719,645.457,1.819
04/05/2019 14:00,5.944,99.9,0.18,1.349,137.6,3.832,0,0,343.903,351.516,646.119,1.82
04/05/2019 15:00,5.98,100,0.21,0.666,116.9,1.777,0,0,344.238,351.195,646.498,1.821
04/05/2019 16:00,6.023,100,0.13,0.949,135.4,1.944,0,0,344.49,350.332,646.843,1.821
04/05/2019 17:00,5.951,100,0.14,0.722,139.1,1.499,0,0,344.306,349.727,646.726,1.821
04/05/2019 18:00,5.906,100,0,0.432,135.8,1.111,0,0,344.083,349.295,646.593,1.821
04/05/2019 19:00,5.389,100,0,0.021,42.23,0.666,-0.883,0,332.244,341.036,646.231,1.822
04/05/2019 20:00,4.7,99.7,0,0.623,16.23,1.833,0,0,337.432,342.737,645.851,1.82
04/05/2019 21:00,4.218,97.8,0,0.86,22.2,1.777,0,0,335.506,342.225,645.714,1.82
04/05/2019 22:00,4.262,96.1,0,0.441,40.01,1.722,-0.2,0,331.922,340.618,645.555,1.818
04/05/2019 23:00,3.917,91.4,0,0.927,41.78,2.332,-0.95,0,323.717,335.445,645.622,1.82
