,When,ghics,difcs,zen,sea,Unnamed: 0,T_a,RH,v_a,p_a,SW_direct,SW_diffuse,a,vp_a,LW_in,cld,e_a,Discharge,Prec,ghi,dif
554,2021-02-05 18:30:00,0.0,0.0,159.986,0.0,5162,-6.919,31.89,5.06,617.486,-2.848,-0.95,0.35,1.159,162.472,0,0.57,60,0,-3.798,-0.95
555,2021-02-05 18:45:00,0.0,0.0,160.998,0.0,5163,-7.175,32.44,4.751,617.609,-2.942,-0.98,0.35,1.156,161.808,0,0.57,60,0,-3.922,-0.98
556,2021-02-05 19:00:00,0.0,0.0,161.443,0.0,5164,-7.418,31.54,4.505,617.731,-3.003,-1.001,0.35,1.103,160.161,0,0.566,60,0,-4.004,-1.001
557,2021-02-05 19:15:00,0.0,0.0,161.281,0.0,5165,-7.337,30.78,4.362,617.868,-2.812,-0.938,0.35,1.083,159.935,0,0.565,60,0,-3.75,-0.938
558,2021-02-05 19:30:00,0.0,0.0,160.526,0.0,5166,-7.318,30.73,4.077,618.004,-2.959,-0.986,0.35,1.083,159.975,0,0.565,60,0,-3.945,-0.986
559,2021-02-05 19:45:00,0.0,0.0,159.243,0.0,5167,-7.571,31.02,3.76,618.14,-2.78,-0.927,0.35,1.072,159.156,0,0.564,60,0,-3.707,-0.927
560,2021-02-05 20:00:00,0.0,0.0,157.524,0.0,5168,-7.793,30.02,3.103,618.276,-2.764,-0.922,0.35,1.02,157.514,0,0.56,60,0,-3.686,-0.922
561,2021-02-05 20:15:00,0.0,0.0,155.462,0.0,5169,-7.863,30.43,3.501,618.429,-2.656,-0.886,0.35,1.028,157.536,0,0.561,60,0,-3.542,-0.886
562,2021-02-05 20:30:00,0.0,0.0,153.136,0.0,5170,-8.1,30.27,4.028,618.581,-2.776,-0.925,0.35,1.004,156.462,0,0.559,60,0,-3.701,-0.925
563,2021-02-05 20:45:00,0.0,0.0,150.611,0.0,5171,-8.23,30.61,4.128,618.733,-2.708,-0.902,0.35,1.005,156.189,0,0.559,60,0,-3.61,-0.902
564,2021-02-05 21:00:00,0.0,0.0,147.935,0.0,5172,-8.35,30.52,4.2,618.886,-2.818,-0.94,0.35,0.993,155.642,0,0.558,60,0,-3.758,-0.94
565,2021-02-05 21:15:00,0.0,0.0,145.146,0.0,5173,-8.35,30.59,3.827,618.959,-2.8,-0.934,0.35,0.995,155.693,0,0.558,60,0,-3.734,-0.934
566,2021-02-05 21:30:00,0.0,0.0,142.271,0.0,5174,-8.46,33.04,2.566,619.033,-2.751,-0.917,0.35,1.066,156.971,0,0.564,60,0,-3.668,-0.917
567,2021-02-05 21:45:00,0.0,0.0,139.33,0.0,5175,-8.52,32.73,2.731,619.106,-3.042,-1.014,0.35,1.051,156.518,0,0.563,60,0,-4.056,-1.014
568,2021-02-05 22:00:00,0.0,0.0,136.339,0.0,5176,-8.69,32.81,2.843,619.18,-2.712,-0.904,0.35,1.039,155.888,0,0.562,60,0,-3.616,-0.904
569,2021-02-05 22:15:00,0.0,0.0,133.31,0.0,5177,-8.64,31.7,2.694,619.289,-2.716,-0.906,0.35,1.008,155.324,0,0.56,60,0,-3.622,-0.906
570,2021-02-05 22:30:00,0.0,0.0,130.253,0.0,5178,-8.59,32.18,2.729,619.399,-2.662,-0.888,0.35,1.027,155.858,0,0.561,60,0,-3.55,-0.888
571,2021-02-05 22:45:00,0.0,0.0,127.177,0.0,5179,-8.71,33.38,2.737,619.509,-2.816,-0.938,0.35,1.056,156.192,0,0.563,60,0,-3.754,-0.938
572,2021-02-05 23:00:00,0.0,0.0,124.086,0.0,5180,-8.81,32.34,2.724,619.619,-2.815,-0.938,0.35,1.015,155.086,0,0.56,60,0,-3.753,-0.938
573,2021-02-05 23:15:00,0.0,0.0,120.987,0.0,5181,-8.89,30.42,2.458,619.655,-2.569,-0.856,0.35,0.949,153.419,0,0.555,60,0,-3.425,-0.856
574,2021-02-05 23:30:00,0.0,0.0,117.885,0.0,5182,-9.25,31.81,2.52,619.691,-2.228,-0.742,0.35,0.964,152.972,0,0.556,60,0,-2.97,-0.742
575,2021-02-05 23:45:00,0.0,0.0,114.784,0.0,5183,-9.36,33.28,2.365,619.727,-2.476,-0.825,0.35,1.0,153.524,0,0.559,60,0,-3.301,-0.825
576,2021-02-06 00:00:00,0.0,0.0,111.688,0.0,5184,-9.28,30.74,2.039,619.763,-2.42,-0.807,0.35,0.93,152.108,0,0.553,60,0,-3.227,-0.807
577,2021-02-06 00:15:00,0.0,0.0,108.6,0.0,5185,-9.3,31.44,2.593,619.825,-2.376,-0.792,0.35,0.949,152.519,0,0.555,60,0,-3.168,-0.792
578,2021-02-06 00:30:00,0.0,0.0,105.525,0.0,5186,-9.39,31.31,2.547,619.888,-2.29,-0.764,0.35,0.939,152.074,0,0.554,60,0,-3.054,-0.764
579,2021-02-06 00:45:00,0.0,0.0,102.465,0.0,5187,-9.6,34.47,2.269,619.95,-2.495,-0.832,0.35,1.016,153.34,0,0.561,60,0,-3.327,-0.832
580,2021-02-06 01:00:00,0.0,0.0,99.425,0.0,5188,-10.07,36.02,1.905,620.012,-2.197,-0.732,0.35,1.023,152.435,0,0.561,60,0,-2.929,-0.732
581,2021-02-06 01:15:00,0.0,0.0,96.409,0.0,5189,-9.92,33.52,2.546,620.002,-2.47,-0.824,0.35,0.964,151.466,0,0.556,60,0,-3.294,-0.824
582,2021-02-06 01:30:00,0.0,0.0,93.42,0.0,5190,-10.09,33.13,2.326,619.992,-2.274,-0.758,0.35,0.94,150.547,0,0.554,60,0,-3.032,-0.758
583,2021-02-06 01:45:00,0.169,0.011,90.462,0.0,5191,-10.21,32.62,2.728,619.982,-2.348,-0.782,0.35,0.916,149.745,0,0.552,60,0,-3.13,-0.782
584,2021-02-06 02:00:00,19.864,1.284,87.541,0.043,5192,-9.87,32.45,4.46,619.972,-2.83,-0.943,0.35,0.937,150.962,0,0.554,60,0,-3.773,-0.943
585,2021-02-06 02:15:00,62.32,4.028,84.661,0.093,5193,-9.89,34.05,3.081,620.043,-2.744,-0.914,0.35,0.981,151.924,0,0.558,60,0,-3.658,-0.914
586,2021-02-06 02:30:00,113.419,7.33,81.828,0.143,5194,-10.36,38.28,1.084,620.113,-2.665,-0.888,0.35,1.063,152.61,0,0.564,60,0,-3.553,-0.888
587,2021-02-06 02:45:00,166.967,10.791,79.048,0.191,5195,-10.5,35.99,1.296,620.184,-2.624,-0.875,0.35,0.988,150.721,0,0.559,60,0,-3.499,-0.875
588,2021-02-06 03:00:00,220.589,14.256,76.328,0.239,5196,-10.78,36.02,1.852,620.255,-2.624,-0.874,0.35,0.967,149.641,0,0.557,60,0,-3.498,-0.874
589,2021-02-06 03:15:00,273.174,17.654,73.674,0.285,5197,-10.65,35.3,2.588,620.269,-2.581,-0.86,0.35,0.958,149.718,0,0.556,60,0,-3.441,-0.86
590,2021-02-06 03:30:00,324.082,20.944,71.096,0.33,5198,-10.75,35.23,2.151,620.284,-2.552,-0.851,0.35,0.948,149.285,0,0.555,60,0,-3.403,-0.851
591,2021-02-06 03:45:00,372.878,24.098,68.603,0.373,5199,-11.07,38.19,1.702,620.298,-2.553,-0.851,0.35,1.002,149.758,0,0.56,60,0,-3.404,-0.851
592,2021-02-06 04:00:00,419.227,27.093,66.205,0.415,5200,-11.27,38.87,1.458,620.313,-2.556,-0.852,0.35,1.003,149.352,0,0.56,60,0,-3.408,-0.852
593,2021-02-06 04:15:00,462.856,29.913,63.913,0.455,5201,-11.12,37.01,2.613,620.413,-2.465,-0.822,0.35,0.967,148.893,0,0.557,60,0,-3.287,-0.822
594,2021-02-06 04:30:00,503.528,32.541,61.74,0.493,5202,-11.35,37.07,3.287,620.512,-2.536,-0.845,0.35,0.951,148.033,0,0.556,60,0,-3.381,-0.845
595,2021-02-06 04:45:00,541.037,34.965,59.699,0.529,5203,-11.46,36.23,2.852,620.612,-2.456,-0.818,0.35,0.921,147.125,0,0.553,60,0,-3.274,-0.818
596,2021-02-06 05:00:00,575.198,37.173,57.805,0.562,5204,-11.62,36.86,3.027,620.712,-2.512,-0.838,0.35,0.925,146.87,0,0.554,60,0,-3.35,-0.838
597,2021-02-06 05:15:00,605.851,39.154,56.072,0.592,5205,-11.65,36.81,2.349,620.862,-2.411,-0.804,0.35,0.922,146.726,0,0.553,60,0,-3.215,-0.804
598,2021-02-06 05:30:00,632.851,40.899,54.518,0.619,5206,-11.69,36.56,2.775,621.012,-2.267,-0.756,0.35,0.912,146.429,0,0.553,60,0,-3.023,-0.756
599,2021-02-06 05:45:00,656.074,42.4,53.157,0.643,5207,-11.6,35.07,2.485,621.161,-2.342,-0.781,0.35,0.882,145.906,0,0.55,60,0,-3.123,-0.781
600,2021-02-06 06:00:00,675.414,43.65,52.006,0.663,5208,-11.74,36.35,3.413,621.311,-2.302,-0.768,0.35,0.904,146.117,0,0.552,60,0,-3.07,-0.768
601,2021-02-06 06:15:00,690.784,44.643,51.078,0.679,5209,-12.04,37.89,3.174,621.536,-2.19,-0.73,0.35,0.919,145.831,0,0.553,60,0,-2.92,-0.73
602,2021-02-06 06:30:00,702.115,45.375,50.386,0.691,5210,-12.17,37.59,3.271,621.762,-2.098,-0.699,0.35,0.903,145.168,0,0.552,60,0,-2.797,-0.699
603,2021-02-06 06:45:00,709.356,45.843,49.94,0.699,5211,-11.81,36.24,3.215,621.987,-2.304,-0.768,0.35,0.896,145.785,0,0.551,60,0,-3.072,-0.768
604,2021-02-06 07:00:00,712.474,46.045,49.747,0.703,5212,-11.95,36.6,2.975,622.212,-2.158,-0.719,0.35,0.895,145.455,0,0.551,60,0,-2.877,-0.719
605,2021-02-06 07:15:00,711.456,45.979,49.81,0.701,5213,-12.14,37.61,3.062,622.412,-0.702,-0.234,0.35,0.905,145.294,0,0.552,60,0,-0.936,-0.234
606,2021-02-06 07:30:00,706.306,45.646,50.128,0.696,5214,-12.08,38.32,1.951,622.612,4.616,1.539,0.35,0.927,145.913,0,0.554,60,0,6.155,1.539
607,2021-02-06 07:45:00,697.047,45.048,50.696,0.686,5215,-12.02,36.09,2.165,622.812,14.452,4.818,0.35,0.877,144.897,0,0.55,60,0,19.27,4.818
608,2021-02-06 08:00:00,683.72,44.187,51.505,0.672,5216,-12.14,36.95,2.84,623.012,67.8,22.6,0.35,0.889,144.927,0,0.551,60,0,90.4,22.6
609,2021-02-06 08:15:00,666.387,43.066,52.544,0.654,5217,-12.14,37.94,2.368,623.157,102.525,34.175,0.35,0.913,145.475,0,0.553,0,0,136.7,34.175
610,2021-02-06 08:30:00,645.124,41.692,53.801,0.632,5218,-11.93,39.37,2.693,623.302,137.55,45.85,0.35,0.964,147.056,0,0.557,0,0,183.4,45.85
611,2021-02-06 08:45:00,620.028,40.07,55.259,0.606,5219,-11.33,38.43,1.013,623.446,173.925,57.975,0.35,0.987,148.875,0,0.559,0,0,231.9,57.975
612,2021-02-06 09:00:00,591.216,38.208,56.902,0.578,5220,-10.9,37.54,0.234,623.591,211.65,70.55,0.35,0.998,150.057,0,0.559,0,0,282.2,70.55
613,2021-02-06 09:15:00,558.819,36.115,58.716,0.546,5221,-10.02,37.28,0.932,623.706,249.225,83.075,0.35,1.063,153.385,0,0.564,0,0,332.3,83.075
614,2021-02-06 09:30:00,522.991,33.799,60.684,0.512,5222,-9.97,37.02,1.899,623.821,287.4,95.8,0.35,1.06,153.431,0,0.564,0,0,383.2,95.8
615,2021-02-06 09:45:00,483.904,31.273,62.792,0.475,5223,-9.93,39.63,1.749,623.936,322.8,107.6,0.35,1.138,155.093,0,0.57,0,0,430.4,107.6
616,2021-02-06 10:00:00,441.754,28.549,65.025,0.436,5224,-9.75,40.3,1.902,624.05,358.35,119.45,0.35,1.174,156.193,0,0.572,0,0,477.8,119.45
617,2021-02-06 10:15:00,396.759,25.641,67.37,0.395,5225,-9.47,39.6,1.963,624.171,393.45,131.15,0.35,1.18,156.938,0,0.573,0,0,524.6,131.15
618,2021-02-06 10:30:00,349.174,22.566,69.816,0.352,5226,-9.34,38.63,2.477,624.292,425.4,141.8,0.35,1.163,156.91,0,0.571,0,0,567.2,141.8
619,2021-02-06 10:45:00,299.299,19.343,72.352,0.308,5227,-9.03,38.73,1.988,624.412,454.35,151.45,0.35,1.195,158.232,0,0.573,0,0,605.8,151.45
620,2021-02-06 11:00:00,247.509,15.996,74.968,0.262,5228,-8.64,36.84,2.98,624.533,480.675,160.225,0.35,1.172,158.694,0,0.572,0,0,640.9,160.225
621,2021-02-06 11:15:00,194.322,12.558,77.654,0.215,5229,-8.62,37.4,2.715,624.411,503.175,167.725,0.35,1.191,159.118,0,0.573,0,0,670.9,167.725
622,2021-02-06 11:30:00,140.558,9.084,80.405,0.167,5230,-8.0,35.83,2.04,624.289,524.025,174.675,0.35,1.198,160.69,0,0.573,0,0,698.7,174.675
623,2021-02-06 11:45:00,87.785,5.673,83.211,0.118,5231,-7.954,35.48,2.053,624.167,539.325,179.775,0.35,1.19,160.654,0,0.573,0,0,719.1,179.775
624,2021-02-06 12:00:00,39.728,2.568,86.067,0.069,5232,-7.283,33.43,2.196,624.046,551.1,183.7,0.35,1.182,162.056,0,0.572,0,0,734.8,183.7
625,2021-02-06 12:15:00,6.403,0.414,88.967,0.018,5233,-7.362,34.02,2.302,623.924,561.975,187.325,0.35,1.195,162.134,0,0.573,0,0,749.3,187.325
626,2021-02-06 12:30:00,0.0,0.0,91.906,0.0,5234,-7.072,33.86,2.849,623.802,568.8,189.6,0.35,1.217,163.23,0,0.574,0,0,758.4,189.6
627,2021-02-06 12:45:00,0.0,0.0,94.878,0.0,5235,-7.046,31.81,3.196,623.68,572.775,190.925,0.35,1.145,161.888,0,0.569,0,0,763.7,190.925
628,2021-02-06 13:00:00,0.0,0.0,97.88,0.0,5236,-6.993,31.67,2.623,623.558,567.525,189.175,0.35,1.145,162.005,0,0.569,0,0,756.7,189.175
629,2021-02-06 13:15:00,0.0,0.0,100.907,0.0,5237,-6.302,29.94,2.763,623.379,568.8,189.6,0.35,1.141,163.565,0,0.569,0,0,758.4,189.6
630,2021-02-06 13:30:00,0.0,0.0,103.956,0.0,5238,-6.298,29.65,2.43,623.2,558.225,186.075,0.35,1.131,163.354,0,0.568,0,0,744.3,186.075
631,2021-02-06 13:45:00,0.0,0.0,107.022,0.0,5239,-5.955,27.15,2.609,623.021,544.2,181.4,0.35,1.063,162.723,0,0.563,0,0,725.6,181.4
632,2021-02-06 14:00:00,0.0,0.0,110.101,0.0,5240,-5.514,24.94,3.212,622.842,528.975,176.325,0.35,1.01,162.568,0,0.559,0,0,705.3,176.325
633,2021-02-06 14:15:00,0.0,0.0,113.191,0.0,5241,-4.949,24.87,2.102,622.77,509.4,169.8,0.35,1.051,164.839,0,0.562,0,0,679.2,169.8
634,2021-02-06 14:30:00,0.0,0.0,116.288,0.0,5242,-4.784,24.43,3.19,622.699,487.95,162.65,0.35,1.046,165.104,0,0.561,0,0,650.6,162.65
635,2021-02-06 14:45:00,0.0,0.0,119.387,0.0,5243,-4.87,24.14,3.174,622.627,463.95,154.65,0.35,1.027,164.466,0,0.56,0,0,618.6,154.65
636,2021-02-06 15:00:00,0.0,0.0,122.484,0.0,5244,-4.771,23.08,2.986,622.556,436.725,145.575,0.35,0.989,163.823,0,0.557,0,0,582.3,145.575
637,2021-02-06 15:15:00,0.0,0.0,125.575,0.0,5245,-4.544,23.15,2.939,622.57,406.95,135.65,0.35,1.009,164.833,0,0.558,0,0,542.6,135.65
638,2021-02-06 15:30:00,0.0,0.0,128.654,0.0,5246,-4.591,22.74,2.496,622.585,373.725,124.575,0.35,0.988,164.219,0,0.557,0,0,498.3,124.575
639,2021-02-06 15:45:00,0.0,0.0,131.716,0.0,5247,-4.391,21.33,2.16,622.599,338.775,112.925,0.35,0.941,163.545,0,0.553,0,0,451.7,112.925
640,2021-02-06 16:00:00,0.0,0.0,134.753,0.0,5248,-4.274,22.05,2.738,622.614,300.675,100.225,0.35,0.981,164.806,0,0.556,0,0,400.9,100.225
641,2021-02-06 16:15:00,0.0,0.0,137.757,0.0,5249,-4.514,21.23,1.848,622.676,263.4,87.8,0.35,0.928,162.93,0,0.552,0,0,351.2,87.8
642,2021-02-06 16:30:00,0.0,0.0,140.715,0.0,5250,-4.258,20.85,1.616,622.738,227.925,75.975,0.35,0.929,163.56,0,0.552,0,0,303.9,75.975
643,2021-02-06 16:45:00,0.0,0.0,143.615,0.0,5251,-4.144,19.98,1.527,622.801,191.325,63.775,0.35,0.898,163.033,0,0.549,0,0,255.1,63.775
644,2021-02-06 17:00:00,0.0,0.0,146.437,0.0,5252,-4.265,20.41,1.23,622.864,145.05,48.35,0.35,0.909,163.033,0,0.55,0,0,193.4,48.35
645,2021-02-06 17:15:00,0.0,0.0,149.157,0.0,5253,-4.752,21.55,1.571,622.999,49.358,16.452,0.35,0.925,162.303,0,0.552,60,0,65.81,16.452
646,2021-02-06 17:30:00,0.0,0.0,151.744,0.0,5254,-5.093,22.1,1.31,623.135,10.77,3.59,0.35,0.924,161.494,0,0.552,60,0,14.36,3.59
647,2021-02-06 17:45:00,0.0,0.0,154.155,0.0,5255,-5.107,22.62,1.712,623.271,6.248,2.082,0.35,0.945,161.974,0,0.553,60,0,8.33,2.082
648,2021-02-06 18:00:00,0.0,0.0,156.333,0.0,5256,-5.303,22.91,1.397,623.407,0.746,0.249,0.35,0.943,161.467,0,0.553,60,0,0.995,0.249
649,2021-02-06 18:15:00,0.0,0.0,158.207,0.0,5257,-5.442,22.98,2.065,623.573,-2.258,-0.753,0.35,0.936,160.971,0,0.553,60,0,-3.011,-0.753
650,2021-02-06 18:30:00,0.0,0.0,159.691,0.0,5258,-5.582,23.47,1.22,623.738,-2.731,-0.91,0.35,0.946,160.886,0,0.554,60,0,-3.641,-0.91
651,2021-02-06 18:45:00,0.0,0.0,160.692,0.0,5259,-5.852,24.22,2.091,623.904,-3.271,-1.09,0.35,0.956,160.508,0,0.555,60,0,-4.361,-1.09
652,2021-02-06 19:00:00,0.0,0.0,161.133,0.0,5260,-6.254,25.43,3.751,624.07,-3.601,-1.2,0.35,0.973,159.989,0,0.556,60,0,-4.801,-1.2
653,2021-02-06 19:15:00,0.0,0.0,160.976,0.0,5261,-6.495,25.61,4.672,624.232,-3.343,-1.114,0.35,0.962,159.171,0,0.555,60,0,-4.457,-1.114
654,2021-02-06 19:30:00,0.0,0.0,160.233,0.0,5262,-6.731,25.76,4.926,624.394,-3.355,-1.118,0.35,0.95,158.349,0,0.554,60,0,-4.473,-1.118
655,2021-02-06 19:45:00,0.0,0.0,158.968,0.0,5263,-6.918,26.32,4.808,624.555,-2.854,-0.952,0.35,0.957,158.081,0,0.555,60,0,-3.806,-0.952
656,2021-02-06 20:00:00,0.0,0.0,157.269,0.0,5264,-6.976,26.38,4.36,624.717,-3.142,-1.047,0.35,0.955,157.899,0,0.555,60,0,-4.189,-1.047
657,2021-02-06 20:15:00,0.0,0.0,155.225,0.0,5265,-7.106,26.13,3.787,624.869,-2.843,-0.948,0.35,0.936,157.161,0,0.553,60,0,-3.791,-0.948
658,2021-02-06 20:30:00,0.0,0.0,152.916,0.0,5266,-7.211,26.34,4.611,625.021,-2.869,-0.956,0.35,0.936,156.919,0,0.553,60,0,-3.825,-0.956
659,2021-02-06 20:45:00,0.0,0.0,150.406,0.0,5267,-7.269,26.56,3.808,625.173,-3.099,-1.033,0.35,0.94,156.873,0,0.554,60,0,-4.132,-1.033
660,2021-02-06 21:00:00,0.0,0.0,147.744,0.0,5268,-7.194,26.24,3.553,625.325,-3.003,-1.001,0.35,0.934,156.902,0,0.553,60,0,-4.004,-1.001
661,2021-02-06 21:15:00,0.0,0.0,144.965,0.0,5269,-7.259,26.29,3.639,625.399,-3.047,-1.016,0.35,0.931,156.685,0,0.553,60,0,-4.063,-1.016
662,2021-02-06 21:30:00,0.0,0.0,142.099,0.0,5270,-7.013,25.63,1.989,625.473,-3.174,-1.058,0.35,0.925,157.101,0,0.552,60,0,-4.232,-1.058
663,2021-02-06 21:45:00,0.0,0.0,139.165,0.0,5271,-6.966,25.03,2.936,625.547,-2.894,-0.964,0.35,0.907,156.758,0,0.551,60,0,-3.858,-0.964
664,2021-02-06 22:00:00,0.0,0.0,136.179,0.0,5272,-6.977,26.22,3.536,625.622,-2.754,-0.918,0.35,0.949,157.757,0,0.554,60,0,-3.672,-0.918
665,2021-02-06 22:15:00,0.0,0.0,133.155,0.0,5273,-7.23,25.56,3.413,625.749,-2.726,-0.908,0.35,0.907,156.171,0,0.551,60,0,-3.634,-0.908
666,2021-02-06 22:30:00,0.0,0.0,130.102,0.0,5274,-7.443,25.93,3.047,625.876,-2.571,-0.857,0.35,0.905,155.642,0,0.551,60,0,-3.428,-0.857
667,2021-02-06 22:45:00,0.0,0.0,127.027,0.0,5275,-7.696,26.14,2.868,626.003,-2.693,-0.898,0.35,0.895,154.815,0,0.55,60,0,-3.591,-0.898
668,2021-02-06 23:00:00,0.0,0.0,123.938,0.0,5276,-7.848,26.06,3.49,626.13,-2.474,-0.825,0.35,0.882,154.145,0,0.549,60,0,-3.299,-0.825
669,2021-02-06 23:15:00,0.0,0.0,120.84,0.0,5277,-7.956,26.5,3.209,626.174,-2.369,-0.79,0.35,0.889,154.086,0,0.549,60,0,-3.159,-0.79
670,2021-02-06 23:30:00,0.0,0.0,117.738,0.0,5278,-7.929,26.11,3.151,626.218,-2.458,-0.819,0.35,0.878,153.867,0,0.548,60,0,-3.277,-0.819
671,2021-02-06 23:45:00,0.0,0.0,114.637,0.0,5279,-7.958,26.81,2.975,626.263,-2.496,-0.832,0.35,0.899,154.335,0,0.55,60,0,-3.328,-0.832
672,2021-02-07 00:00:00,0.0,0.0,111.539,0.0,5280,-8.03,26.91,3.191,626.307,-2.42,-0.806,0.35,0.898,154.131,0,0.55,60,0,-3.226,-0.806
673,2021-02-07 00:15:00,0.0,0.0,108.45,0.0,5281,-8.1,26.91,3.132,626.299,-2.572,-0.857,0.35,0.893,153.854,0,0.55,60,0,-3.429,-0.857
674,2021-02-07 00:30:00,0.0,0.0,105.373,0.0,5282,-8.2,27.59,2.111,626.292,-2.272,-0.757,0.35,0.908,154.008,0,0.551,60,0,-3.029,-0.757
675,2021-02-07 00:45:00,0.0,0.0,102.311,0.0,5283,-8.22,27.09,4.005,626.284,-2.319,-0.773,0.35,0.89,153.527,0,0.55,60,0,-3.092,-0.773
676,2021-02-07 01:00:00,0.0,0.0,99.268,0.0,5284,-8.22,27.21,2.72,626.276,-2.527,-0.842,0.35,0.894,153.624,0,0.55,60,0,-3.369,-0.842
677,2021-02-07 01:15:00,0.0,0.0,96.248,0.0,5285,-7.992,26.78,2.154,626.31,-2.632,-0.877,0.35,0.896,154.175,0,0.55,60,0,-3.509,-0.877
678,2021-02-07 01:30:00,0.0,0.0,93.255,0.0,5286,-8.03,27.4,1.865,626.344,-2.27,-0.756,0.35,0.914,154.529,0,0.552,60,0,-3.026,-0.756
679,2021-02-07 01:45:00,0.5,0.032,90.293,0.0,5287,-8.35,27.88,2.422,626.378,-2.111,-0.704,0.35,0.907,153.644,0,0.551,60,0,-2.815,-0.704
680,2021-02-07 02:00:00,21.93,1.417,87.368,0.046,5288,-8.22,26.28,2.343,626.412,-2.094,-0.698,0.35,0.864,152.862,0,0.547,60,0,-2.792,-0.698
681,2021-02-07 02:15:00,65.34,4.223,84.483,0.096,5289,-8.19,26.77,2.659,626.45,-2.228,-0.743,0.35,0.882,153.385,0,0.549,60,0,-2.971,-0.743
682,2021-02-07 02:30:00,116.861,7.552,81.644,0.146,5290,-8.32,26.66,2.973,626.487,-2.224,-0.741,0.35,0.869,152.783,0,0.548,60,0,-2.965,-0.741
683,2021-02-07 02:45:00,170.638,11.028,78.858,0.194,5291,-8.3,26.17,2.472,626.525,-2.03,-0.677,0.35,0.855,152.457,0,0.546,60,0,-2.707,-0.677
684,2021-02-07 03:00:00,224.414,14.503,76.131,0.242,5292,-8.43,25.89,3.095,626.562,-2.178,-0.726,0.35,0.837,151.714,0,0.545,60,0,-2.904,-0.726
685,2021-02-07 03:15:00,277.118,17.909,73.47,0.288,5293,-8.48,27.3,2.537,626.564,-2.045,-0.682,0.35,0.879,152.671,0,0.549,60,0,-2.727,-0.682
686,2021-02-07 03:30:00,328.126,21.206,70.885,0.334,5294,-8.67,27.24,2.757,626.567,-2.114,-0.704,0.35,0.864,151.878,0,0.547,60,0,-2.818,-0.704
687,2021-02-07 03:45:00,377.01,24.365,68.384,0.377,5295,-8.55,26.27,2.899,626.569,-2.08,-0.693,0.35,0.841,151.561,0,0.545,60,0,-2.773,-0.693
688,2021-02-07 04:00:00,423.439,27.365,65.978,0.419,5296,-8.49,27.39,2.294,626.571,-2.277,-0.759,0.35,0.881,152.704,0,0.549,60,0,-3.036,-0.759
689,2021-02-07 04:15:00,467.141,30.19,63.677,0.459,5297,-8.69,28.42,1.684,626.615,-2.337,-0.779,0.35,0.9,152.722,0,0.551,60,0,-3.116,-0.779
690,2021-02-07 04:30:00,507.881,32.823,61.496,0.497,5298,-9.02,28.48,2.5,626.66,-2.269,-0.756,0.35,0.879,151.472,0,0.549,60,0,-3.025,-0.756
691,2021-02-07 04:45:00,545.453,35.251,59.446,0.533,5299,-8.84,27.36,2.431,626.704,-2.056,-0.686,0.35,0.857,151.308,0,0.547,60,0,-2.742,-0.686
692,2021-02-07 05:00:00,579.673,37.462,57.543,0.566,5300,-9.28,28.61,2.327,626.748,-1.988,-0.663,0.35,0.865,150.555,0,0.548,60,0,-2.651,-0.663
693,2021-02-07 05:15:00,610.379,39.447,55.802,0.597,5301,-8.96,26.55,2.204,626.835,-2.262,-0.754,0.35,0.823,150.194,0,0.544,60,0,-3.016,-0.754
694,2021-02-07 05:30:00,637.429,41.195,54.239,0.624,5302,-9.01,27.12,2.722,626.923,-2.325,-0.775,0.35,0.838,150.456,0,0.545,60,0,-3.1,-0.775
695,2021-02-07 05:45:00,660.696,42.699,52.87,0.648,5303,-9.34,30.78,2.273,627.01,-2.248,-0.749,0.35,0.926,151.9,0,0.553,60,0,-2.997,-0.749
696,2021-02-07 06:00:00,680.077,43.951,51.711,0.668,5304,-9.51,29.54,1.379,627.098,-2.018,-0.672,0.35,0.877,150.347,0,0.549,60,0,-2.69,-0.672
697,2021-02-07 06:15:00,695.482,44.947,50.777,0.685,5305,-9.53,30.22,1.569,627.206,-1.898,-0.633,0.35,0.896,150.758,0,0.55,60,0,-2.531,-0.633
698,2021-02-07 06:30:00,706.844,45.681,50.08,0.697,5306,-9.63,30.22,0.793,627.314,-1.994,-0.665,0.35,0.889,150.368,0,0.55,60,0,-2.659,-0.665
699,2021-02-07 06:45:00,714.11,46.15,49.631,0.705,5307,-9.92,29.88,1.209,627.422,-2.23,-0.743,0.35,0.859,148.999,0,0.547,60,0,-2.973,-0.743
700,2021-02-07 07:00:00,717.248,46.353,49.436,0.708,5308,-9.83,29.92,2.787,627.53,-2.062,-0.688,0.35,0.866,149.376,0,0.548,60,0,-2.75,-0.688
701,2021-02-07 07:15:00,716.245,46.288,49.498,0.707,5309,-9.51,30.84,1.892,627.738,-0.352,-0.118,0.35,0.916,151.275,0,0.552,60,0,-0.47,-0.118
702,2021-02-07 07:30:00,711.105,45.956,49.817,0.701,5310,-10.03,30.28,1.091,627.946,4.31,1.436,0.35,0.863,148.856,0,0.548,60,0,5.746,1.436
703,2021-02-07 07:45:00,701.85,45.358,50.387,0.691,5311,-9.8,30.41,0.961,628.153,15.712,5.238,0.35,0.883,149.84,0,0.549,60,0,20.95,5.238
704,2021-02-07 08:00:00,688.523,44.497,51.2,0.677,5312,-10.07,31.33,3.003,628.361,68.1,22.7,0.35,0.89,149.428,0,0.55,60,0,90.8,22.7
