,When,sea,T_a,RH,v_a,SW_direct,SW_diffuse,Prec,p_a,missing,LW_in,DroneV,h_s,a,vp_a,cld,Discharge
1055,2019-02-10 16:45:00,0.0,2.9,89.1,1.7,0.0,9.088,0.0,893.9,0,306.548,,,0.35,6.703,0,3.58
1056,2019-02-10 17:00:00,0.0,3.6,84.3,2.2,0.0,4.462,0.0,894.2,0,305.796,,,0.35,6.664,0,3.58
1057,2019-02-10 17:15:00,0.0,3.2,86.0,3.6,0.0,3.346,0.0,895.8,0,302.288,,,0.35,6.609,0,3.58
1058,2019-02-10 17:30:00,0.0,1.6,89.0,2.3,0.0,2.231,0.0,896.5,0,298.78,,,0.35,6.102,0,3.58
1059,2019-02-10 17:45:00,0.0,0.8,91.8,1.5,0.0,1.116,0.0,897.1,0,295.272,,,0.35,5.941,0,3.58
1060,2019-02-10 18:00:00,0.0,0.6,92.7,2.0,0.0,0.0,0.0,897.5,0,291.764,,,0.35,5.913,0,3.58
1061,2019-02-10 18:15:00,0.0,0.9,91.7,2.1,0.0,0.0,0.0,898.3,0,286.872,,,0.35,5.978,0,3.58
1062,2019-02-10 18:30:00,0.0,1.4,88.4,1.9,0.0,0.0,0.0,898.7,0,281.981,,,0.35,5.974,0,3.58
1063,2019-02-10 18:45:00,0.0,1.2,86.4,2.9,0.0,0.0,0.0,899.6,0,277.09,,,0.35,5.755,0,3.58
1064,2019-02-10 19:00:00,0.0,1.2,82.9,1.5,0.0,0.0,0.0,900.4,0,272.198,,,0.35,5.522,0,3.58
1065,2019-02-10 19:15:00,0.0,1.0,83.6,1.5,0.0,0.0,0.0,900.3,0,265.556,,,0.35,5.489,0,3.58
1066,2019-02-10 19:30:00,0.0,0.8,86.4,1.6,0.0,0.0,0.0,900.4,0,258.914,,,0.35,5.592,0,3.58
1067,2019-02-10 19:45:00,0.0,0.7,87.0,1.6,0.0,0.0,0.0,900.4,0,252.272,,,0.35,5.59,0,3.58
1068,2019-02-10 20:00:00,0.0,0.8,87.4,1.0,0.0,0.0,0.0,900.0,0,245.63,,,0.35,5.656,0,3.58
1069,2019-02-10 20:15:00,0.0,0.3,89.8,1.1,0.0,0.0,0.0,900.2,0,248.73,,,0.35,5.605,0,3.58
1070,2019-02-10 20:30:00,0.0,0.2,91.1,1.3,0.0,0.0,0.0,899.9,0,251.831,,,0.35,5.645,0,3.58
1071,2019-02-10 20:45:00,0.0,0.4,87.0,1.0,0.0,0.0,0.0,900.0,0,254.931,,,0.35,5.47,0,3.58
1072,2019-02-10 21:00:00,0.0,0.4,90.0,0.9,0.0,0.0,0.0,900.2,0,258.032,,,0.35,5.658,0,3.58
1073,2019-02-10 21:15:00,0.0,0.1,90.3,1.0,0.0,0.0,0.0,900.0,0,266.217,,,0.35,5.555,0,3.58
1074,2019-02-10 21:30:00,0.0,0.1,91.6,0.8,0.0,0.0,0.0,900.2,0,274.402,,,0.35,5.635,0,3.58
1075,2019-02-10 21:45:00,0.0,0.0,92.8,0.9,0.0,0.0,0.0,900.0,0,282.586,,,0.35,5.667,0,3.58
1076,2019-02-10 22:00:00,0.0,0.0,93.1,1.2,0.0,0.0,0.0,899.8,0,290.771,,,0.35,5.686,0,3.58
1077,2019-02-10 22:15:00,0.0,0.0,92.9,1.1,0.0,0.0,0.0,899.5,0,291.622,,,0.35,5.673,0,3.58
1078,2019-02-10 22:30:00,0.0,0.0,93.7,0.8,0.0,0.0,0.9,899.6,0,292.473,,,0.35,5.722,0,3.58
1079,2019-02-10 22:45:00,0.0,-0.2,94.2,0.4,0.0,0.0,0.9,899.6,0,293.324,,,0.35,5.67,0,3.58
1080,2019-02-10 23:00:00,0.0,-0.2,94.2,0.4,0.0,0.0,0.0,899.3,0,294.175,,,0.35,5.67,0,3.58
1081,2019-02-10 23:15:00,0.0,-0.2,94.1,0.898,0.0,0.0,0.0,899.5,1,292.805,,,0.35,5.664,0,3.58
1082,2019-02-10 23:30:00,0.0,-0.2,93.8,0.903,0.0,0.0,0.0,899.7,1,291.435,,,0.35,5.646,0,3.58
1083,2019-02-10 23:45:00,0.0,-0.3,93.7,0.907,0.0,0.0,0.0,900.3,1,290.065,,,0.35,5.599,0,3.58
1084,2019-02-11 00:00:00,0.0,-0.3,93.1,0.911,0.0,0.0,0.0,900.7,1,288.695,,,0.35,5.563,0,3.58
1085,2019-02-11 00:15:00,0.0,-0.3,89.9,0.887,0.0,0.0,0.0,900.7,1,286.924,,,0.35,5.371,0,3.58
1086,2019-02-11 00:30:00,0.0,-0.3,89.7,0.863,0.0,0.0,0.0,901.0,1,285.153,,,0.35,5.36,0,3.58
1087,2019-02-11 00:45:00,0.0,-0.4,86.6,0.839,0.0,0.0,0.0,901.4,1,283.382,,,0.35,5.137,0,3.58
1088,2019-02-11 01:00:00,0.0,-0.7,87.0,0.815,0.0,0.0,0.0,901.4,1,281.611,,,0.35,5.048,0,3.58
1089,2019-02-11 01:15:00,0.0,-0.7,91.4,0.798,0.0,0.0,0.0,901.2,1,282.675,,,0.35,5.304,0,3.58
1090,2019-02-11 01:30:00,0.0,-0.8,92.2,0.781,0.0,0.0,0.0,901.2,1,283.739,,,0.35,5.311,0,3.58
1091,2019-02-11 01:45:00,0.0,-0.8,91.4,0.763,0.0,0.0,0.0,901.1,1,284.803,,,0.35,5.265,0,3.58
1092,2019-02-11 02:00:00,0.0,-0.8,90.9,0.746,0.0,0.0,0.9,901.0,1,285.867,,,0.35,5.236,0,3.58
1093,2019-02-11 02:15:00,0.0,-0.9,89.8,0.759,0.0,0.0,0.0,901.2,1,286.055,,,0.35,5.135,0,3.58
1094,2019-02-11 02:30:00,0.0,-0.9,90.1,0.773,0.0,0.0,0.0,901.2,1,286.242,,,0.35,5.152,0,3.58
1095,2019-02-11 02:45:00,0.0,-0.9,88.7,0.786,0.0,0.0,0.0,901.0,1,286.43,,,0.35,5.072,0,3.58
1096,2019-02-11 03:00:00,0.0,-1.0,91.9,0.799,0.0,0.0,0.0,901.5,1,286.618,,,0.35,5.217,0,3.58
1097,2019-02-11 03:15:00,0.0,-1.3,92.4,0.776,0.0,0.0,0.0,901.8,1,285.666,,,0.35,5.131,0,3.58
1098,2019-02-11 03:30:00,0.0,-1.5,92.4,0.754,0.0,0.0,0.0,902.1,1,284.714,,,0.35,5.056,0,3.58
1099,2019-02-11 03:45:00,0.0,-1.5,90.0,0.731,0.0,0.0,0.0,902.3,1,283.761,,,0.35,4.924,0,3.58
1100,2019-02-11 04:00:00,0.0,-1.5,90.8,0.708,0.0,0.0,0.0,902.6,1,282.809,,,0.35,4.968,0,3.58
1101,2019-02-11 04:15:00,0.0,-1.7,90.1,0.701,0.0,0.0,0.0,902.2,1,280.164,,,0.35,4.858,0,3.58
1102,2019-02-11 04:30:00,0.0,-1.6,88.8,0.694,0.0,0.0,0.0,902.3,1,277.519,,,0.35,4.823,0,3.58
1103,2019-02-11 04:45:00,0.0,-1.6,89.4,0.687,0.0,0.0,0.0,902.2,1,274.874,,,0.35,4.856,0,3.58
1104,2019-02-11 05:00:00,0.0,-1.6,88.9,0.68,0.0,0.0,0.0,902.2,1,272.229,,,0.35,4.829,0,3.58
1105,2019-02-11 05:15:00,0.0,-1.7,90.2,0.67,0.0,0.0,0.0,902.6,1,268.454,,,0.35,4.863,0,3.58
1106,2019-02-11 05:30:00,0.0,-1.7,89.2,0.66,0.0,0.0,0.0,902.9,1,264.678,,,0.35,4.809,0,3.58
1107,2019-02-11 05:45:00,0.0,-1.8,90.5,0.65,0.0,0.0,0.0,903.5,1,260.903,,,0.35,4.843,0,3.58
1108,2019-02-11 06:00:00,0.0,-1.8,90.7,0.64,0.0,0.0,0.0,903.8,1,257.128,,,0.35,4.854,0,3.58
1109,2019-02-11 06:15:00,0.0,-1.8,91.4,0.603,0.004,0.216,0.0,903.7,1,261.862,,,0.35,4.892,0,3.58
1110,2019-02-11 06:30:00,0.0,-1.8,89.6,0.565,0.009,0.431,0.0,903.9,1,266.596,,,0.35,4.795,0,3.58
1111,2019-02-11 06:45:00,0.0,-1.8,89.6,0.528,0.013,0.646,0.0,904.3,1,271.33,,,0.35,4.795,0,3.58
1112,2019-02-11 07:00:00,0.037,-1.9,92.2,0.49,0.018,0.862,0.0,905.0,1,276.064,,,0.35,4.898,0,3.58
1113,2019-02-11 07:15:00,0.077,-2.0,92.4,0.461,4.377,6.889,0.0,905.1,1,273.547,,,0.35,4.872,0,3.58
1114,2019-02-11 07:30:00,0.117,-2.0,93.0,0.432,8.737,12.915,0.0,905.3,1,271.03,,,0.35,4.904,0,3.58
1115,2019-02-11 07:45:00,0.156,-2.0,92.7,0.402,13.096,18.942,0.0,905.5,1,268.514,,,0.35,4.888,0,3.58
1116,2019-02-11 08:00:00,0.194,-2.0,91.4,0.373,17.456,24.968,0.0,905.7,1,265.997,,,0.35,4.82,0,3.58
1117,2019-02-11 08:15:00,0.23,-1.9,88.3,0.369,22.514,39.747,0.0,906.1,1,266.867,,,0.35,4.691,0,3.58
1118,2019-02-11 08:30:00,0.265,-2.0,89.5,0.365,27.573,54.526,0.0,906.7,1,267.736,,,0.35,4.72,0,3.58
1119,2019-02-11 08:45:00,0.298,-2.0,89.5,0.361,32.632,69.305,0.0,906.9,1,268.606,,,0.35,4.72,0,3.58
1120,2019-02-11 09:00:00,0.329,-2.0,91.3,0.357,37.69,84.084,0.0,907.1,1,269.476,,,0.35,4.814,0,3.58
1121,2019-02-11 09:15:00,0.359,-2.0,91.2,0.375,52.979,84.232,0.0,907.2,1,271.294,,,0.35,4.809,0,3.58
1122,2019-02-11 09:30:00,0.386,-1.8,91.5,0.392,68.268,84.38,0.0,907.3,1,273.112,,,0.35,4.897,0,3.58
1123,2019-02-11 09:45:00,0.411,-1.6,90.0,0.41,83.556,84.528,0.0,907.3,1,274.929,,,0.35,4.888,0,3.58
1124,2019-02-11 10:00:00,0.433,-1.3,88.6,0.428,98.845,84.676,0.0,907.5,1,276.747,,,0.35,4.92,0,3.58
1125,2019-02-11 10:15:00,0.453,-1.1,88.9,0.419,88.229,92.806,0.0,907.8,1,279.526,,,0.35,5.01,0,3.58
1126,2019-02-11 10:30:00,0.471,-1.2,88.0,0.409,77.612,100.935,0.0,908.1,1,282.305,,,0.35,4.923,0,3.58
1127,2019-02-11 10:45:00,0.485,-1.2,89.1,0.4,66.996,109.065,0.0,908.3,1,285.084,,,0.35,4.984,0,3.58
1128,2019-02-11 11:00:00,0.496,-1.1,88.0,0.391,56.38,117.194,0.0,908.6,1,287.863,,,0.35,4.959,0,3.58
1129,2019-02-11 11:15:00,0.504,-0.9,87.8,0.391,76.74,119.474,0.0,908.9,1,283.693,,,0.35,5.021,0,3.58
1130,2019-02-11 11:30:00,0.509,-0.5,79.9,0.392,97.1,121.755,0.0,909.1,1,279.523,,,0.35,4.705,0,3.58
1131,2019-02-11 11:45:00,0.511,-0.5,84.5,0.392,117.46,124.036,0.0,909.4,1,275.353,,,0.35,4.976,0,3.58
1132,2019-02-11 12:00:00,0.509,-0.4,85.0,0.392,137.82,126.316,0.0,909.5,1,271.183,,,0.35,5.042,0,3.58
1133,2019-02-11 12:15:00,0.505,-0.5,79.8,0.41,153.734,131.515,0.0,909.6,1,265.684,,,0.35,4.699,0,3.58
1134,2019-02-11 12:30:00,0.497,-0.8,78.0,0.429,169.648,136.714,0.0,909.6,1,260.185,,,0.35,4.493,0,3.58
1135,2019-02-11 12:45:00,0.485,-0.6,82.7,0.447,185.563,141.913,0.0,909.7,1,254.686,,,0.35,4.834,0,3.58
1136,2019-02-11 13:00:00,0.471,-0.4,76.8,0.465,201.477,147.112,0.0,909.6,1,249.187,,,0.35,4.555,0,3.58
1137,2019-02-11 13:15:00,0.454,-0.5,77.8,0.472,185.759,140.263,0.0,909.7,1,252.427,,,0.35,4.581,0,3.58
1138,2019-02-11 13:30:00,0.434,-0.6,80.2,0.478,170.04,133.414,0.0,909.8,1,255.668,,,0.35,4.688,0,3.58
1139,2019-02-11 13:45:00,0.412,-0.2,78.6,0.485,154.322,126.564,0.0,909.6,1,258.908,,,0.35,4.731,0,3.58
1140,2019-02-11 14:00:00,0.387,0.0,81.3,0.492,138.604,119.715,0.0,909.6,1,262.148,,,0.35,4.965,0,3.58
1141,2019-02-11 14:15:00,0.36,0.0,80.2,0.479,123.824,112.232,0.0,909.8,1,263.621,,,0.35,4.898,0,3.58
1142,2019-02-11 14:30:00,0.33,0.1,74.2,0.466,109.044,104.748,0.0,909.9,1,265.094,,,0.35,4.564,0,3.58
1143,2019-02-11 14:45:00,0.299,0.1,74.1,0.454,94.265,97.265,0.0,910.1,1,266.567,,,0.35,4.558,0,3.58
1144,2019-02-11 15:00:00,0.266,0.1,79.9,0.441,79.485,89.782,0.0,910.5,1,268.04,,,0.35,4.915,0,3.58
1145,2019-02-11 15:15:00,0.231,-0.6,79.5,0.398,69.95,82.013,0.0,910.8,1,265.128,,,0.35,4.647,0,3.58
1146,2019-02-11 15:30:00,0.195,-0.7,86.8,0.355,60.415,74.244,0.0,910.9,1,262.215,,,0.35,5.037,0,3.58
1147,2019-02-11 15:45:00,0.158,-0.8,87.9,0.312,50.881,66.475,0.0,911.0,1,259.302,,,0.35,5.063,0,3.58
1148,2019-02-11 16:00:00,0.119,-0.8,86.4,0.269,41.346,58.706,0.0,911.2,1,256.39,,,0.35,4.977,0,3.58
1149,2019-02-11 16:15:00,0.079,-0.9,87.9,0.247,33.077,47.24,0.0,911.4,1,252.666,,,0.35,5.026,0,3.58
1150,2019-02-11 16:30:00,0.038,-1.1,89.1,0.224,24.808,35.774,0.0,911.7,1,248.942,,,0.35,5.021,0,3.58
1151,2019-02-11 16:45:00,0.0,-1.1,88.9,0.201,16.539,24.308,0.0,911.8,1,245.218,,,0.35,5.01,0,3.58
1152,2019-02-11 17:00:00,0.0,-1.1,86.8,0.178,8.27,12.842,0.0,911.9,1,241.494,,,0.35,4.891,0,3.58
1153,2019-02-11 17:15:00,0.0,-1.0,88.5,0.175,6.202,9.632,0.0,912.1,1,243.987,,,0.35,5.024,0,3.58
1154,2019-02-11 17:30:00,0.0,-1.2,89.3,0.171,4.135,6.421,0.0,912.2,1,246.48,,,0.35,4.995,0,3.58
1155,2019-02-11 17:45:00,0.0,-1.7,89.1,0.168,2.068,3.21,0.0,912.4,1,248.974,,,0.35,4.804,0,3.58
1156,2019-02-11 18:00:00,0.0,-3.1,87.0,0.164,0.0,0.0,0.0,912.5,1,251.467,,,0.35,4.227,0,3.58
1157,2019-02-11 18:15:00,0.0,-3.3,91.7,0.163,0.0,0.0,0.0,912.8,1,261.522,,,0.35,4.39,0,3.58
1158,2019-02-11 18:30:00,0.0,-3.2,92.8,0.161,0.0,0.0,0.0,913.0,1,271.576,,,0.35,4.476,0,3.58
1159,2019-02-11 18:45:00,0.0,-2.8,93.5,0.16,0.0,0.0,0.0,913.3,1,281.631,,,0.35,4.646,0,3.58
1160,2019-02-11 19:00:00,0.0,-2.4,93.5,0.158,0.0,0.0,0.0,913.6,1,291.686,,,0.35,4.786,0,3.58
1161,2019-02-11 19:15:00,0.0,-2.3,93.1,0.149,0.0,0.0,0.0,913.8,1,289.419,,,0.35,4.801,0,3.58
1162,2019-02-11 19:30:00,0.0,-2.2,92.8,0.139,0.0,0.0,0.0,914.0,1,287.152,,,0.35,4.822,0,3.58
1163,2019-02-11 19:45:00,0.0,-2.1,92.2,0.13,0.0,0.0,0.0,914.1,1,284.884,,,0.35,4.826,0,3.58
1164,2019-02-11 20:00:00,0.0,-2.1,92.4,0.12,0.0,0.0,0.0,914.3,1,282.617,,,0.35,4.837,0,3.58
1165,2019-02-11 20:15:00,0.0,-2.1,91.6,0.102,0.0,0.0,0.0,914.3,1,280.014,,,0.35,4.795,0,3.58
1166,2019-02-11 20:30:00,0.0,-2.1,92.5,0.085,0.0,0.0,0.0,914.6,1,277.41,,,0.35,4.842,0,3.58
1167,2019-02-11 20:45:00,0.0,-2.2,91.7,0.067,0.0,0.0,0.0,914.8,1,274.806,,,0.35,4.764,0,3.58
1168,2019-02-11 21:00:00,0.0,-2.4,92.0,0.049,0.0,0.0,0.0,915.1,1,272.203,,,0.35,4.71,0,3.58
1169,2019-02-11 21:15:00,0.0,-2.8,90.4,0.067,0.0,0.0,0.0,915.4,1,268.095,,,0.35,4.492,0,3.58
1170,2019-02-11 21:30:00,0.0,-3.5,91.2,0.085,0.0,0.0,0.0,915.6,1,263.986,,,0.35,4.301,0,3.58
1171,2019-02-11 21:45:00,0.0,-3.9,91.0,0.103,0.0,0.0,0.0,915.9,1,259.878,,,0.35,4.164,0,3.58
1172,2019-02-11 22:00:00,0.0,-3.8,93.4,0.121,0.0,0.0,0.0,916.0,1,255.77,,,0.35,4.306,0,3.58
1173,2019-02-11 22:15:00,0.0,-3.5,93.6,0.151,0.0,0.0,0.0,916.1,1,261.041,,,0.35,4.414,0,3.58
1174,2019-02-11 22:30:00,0.0,-3.2,93.8,0.18,0.0,0.0,0.0,916.3,1,266.312,,,0.35,4.524,0,3.58
1175,2019-02-11 22:45:00,0.0,-2.9,93.4,0.21,0.0,0.0,0.0,916.3,1,271.584,,,0.35,4.607,0,3.58
1176,2019-02-11 23:00:00,0.0,-2.9,93.3,0.24,0.0,0.0,0.0,916.2,1,276.855,,,0.35,4.602,0,3.58
1177,2019-02-11 23:15:00,0.0,-2.8,92.9,0.209,0.0,0.0,0.0,916.0,1,269.618,,,0.35,4.616,0,3.58
1178,2019-02-11 23:30:00,0.0,-3.2,89.5,0.178,0.0,0.0,0.0,915.8,1,262.381,,,0.35,4.316,0,3.58
1179,2019-02-11 23:45:00,0.0,-4.0,87.6,0.147,0.0,0.0,0.0,915.8,1,255.144,,,0.35,3.979,0,3.58
1180,2019-02-12 00:00:00,0.0,-4.9,88.7,0.117,0.0,0.0,0.0,915.8,1,247.907,,,0.35,3.764,0,3.58
1181,2019-02-12 00:15:00,0.0,-5.4,89.0,0.122,0.0,0.0,0.0,916.1,1,243.17,,,0.35,3.636,0,3.58
1182,2019-02-12 00:30:00,0.0,-5.9,90.4,0.128,0.0,0.0,0.0,916.4,1,238.432,,,0.35,3.554,0,3.58
1183,2019-02-12 00:45:00,0.0,-6.2,90.0,0.134,0.0,0.0,0.0,916.7,1,233.695,,,0.35,3.458,0,3.58
1184,2019-02-12 01:00:00,0.0,-6.4,91.2,0.14,0.0,0.0,0.0,917.0,1,228.958,,,0.35,3.451,0,3.58
1185,2019-02-12 01:15:00,0.0,-6.4,92.3,0.162,0.0,0.0,0.0,917.1,1,235.219,,,0.35,3.493,0,3.58
1186,2019-02-12 01:30:00,0.0,-6.1,92.8,0.184,0.0,0.0,0.0,917.2,1,241.48,,,0.35,3.593,0,3.58
1187,2019-02-12 01:45:00,0.0,-6.2,90.3,0.206,0.0,0.0,0.0,917.6,1,247.742,,,0.35,3.47,0,3.58
1188,2019-02-12 02:00:00,0.0,-5.7,92.5,0.228,0.0,0.0,0.0,917.7,1,254.003,,,0.35,3.693,0,3.58
1189,2019-02-12 02:15:00,0.0,-5.2,92.1,0.255,0.0,0.0,0.0,917.8,1,249.442,,,0.35,3.82,0,3.58
1190,2019-02-12 02:30:00,0.0,-4.9,92.1,0.282,0.0,0.0,0.0,918.0,1,244.882,,,0.35,3.908,0,3.58
1191,2019-02-12 02:45:00,0.0,-4.8,89.9,0.31,0.0,0.0,0.0,918.0,1,240.321,,,0.35,3.844,0,3.58
1192,2019-02-12 03:00:00,0.0,-5.4,86.9,0.337,0.0,0.0,0.0,917.9,1,235.76,,,0.35,3.55,0,3.58
1193,2019-02-12 03:15:00,0.0,-5.9,90.1,0.351,0.0,0.0,0.0,918.1,1,236.395,,,0.35,3.543,0,3.58
1194,2019-02-12 03:30:00,0.0,-6.2,90.7,0.366,0.0,0.0,0.0,918.3,1,237.03,,,0.35,3.485,0,3.58
1195,2019-02-12 03:45:00,0.0,-6.2,91.8,0.38,0.0,0.0,0.0,918.2,1,237.666,,,0.35,3.527,0,3.58
1196,2019-02-12 04:00:00,0.0,-6.5,89.5,0.394,0.0,0.0,0.0,918.2,1,238.301,,,0.35,3.361,0,3.58
1197,2019-02-12 04:15:00,0.0,-7.0,90.4,0.378,0.0,0.0,0.0,918.1,1,232.115,,,0.35,3.266,0,3.58
1198,2019-02-12 04:30:00,0.0,-7.4,89.6,0.362,0.0,0.0,0.0,918.0,1,225.928,,,0.35,3.139,0,3.58
1199,2019-02-12 04:45:00,0.0,-7.6,91.0,0.346,0.0,0.0,0.0,918.0,1,219.742,,,0.35,3.138,0,3.58
1200,2019-02-12 05:00:00,0.0,-7.7,91.2,0.331,0.0,0.0,0.0,917.9,1,213.556,,,0.35,3.121,0,3.58
1201,2019-02-12 05:15:00,0.0,-8.1,91.7,0.332,0.0,0.0,0.0,917.9,1,215.511,,,0.35,3.042,0,3.58
1202,2019-02-12 05:30:00,0.0,-8.2,90.8,0.333,0.0,0.0,0.0,918.0,1,217.466,,,0.35,2.989,0,3.58
1203,2019-02-12 05:45:00,0.0,-8.6,90.5,0.334,0.0,0.0,0.0,918.2,1,219.422,,,0.35,2.887,0,3.58
1204,2019-02-12 06:00:00,0.0,-9.0,91.2,0.335,0.0,0.0,0.0,918.3,1,221.377,,,0.35,2.819,0,3.58
1205,2019-02-12 06:15:00,0.0,-9.2,91.5,0.329,0.026,0.404,0.0,918.5,1,227.382,,,0.35,2.785,0,3.58
1206,2019-02-12 06:30:00,0.0,-9.5,91.8,0.323,0.051,0.808,0.0,918.6,1,233.388,,,0.35,2.728,0,3.58
1207,2019-02-12 06:45:00,0.0,-9.1,89.3,0.317,0.076,1.212,0.0,918.5,1,239.393,,,0.35,2.739,0,3.58
1208,2019-02-12 07:00:00,0.041,-9.4,89.9,0.311,0.102,1.616,0.0,918.7,1,245.398,,,0.35,2.693,0,3.58
1209,2019-02-12 07:15:00,0.082,-9.2,89.9,0.319,6.107,11.105,0.0,918.7,1,246.416,,,0.35,2.736,0,3.58
1210,2019-02-12 07:30:00,0.122,-9.5,90.2,0.328,12.112,20.594,0.0,918.8,1,247.434,,,0.35,2.681,0,3.58
1211,2019-02-12 07:45:00,0.161,-9.6,90.8,0.336,18.117,30.083,0.0,918.9,1,248.453,,,0.35,2.677,0,3.58
1212,2019-02-12 08:00:00,0.198,-9.5,89.5,0.344,24.122,39.572,0.0,918.9,1,249.471,,,0.35,2.66,0,3.58
1213,2019-02-12 08:15:00,0.235,-9.6,89.9,0.309,33.562,55.201,0.0,919.0,1,249.36,,,0.35,2.651,0,3.58
1214,2019-02-12 08:30:00,0.27,-9.5,91.1,0.274,43.002,70.83,0.0,919.1,1,249.248,,,0.35,2.708,0,3.58
1215,2019-02-12 08:45:00,0.303,-9.3,91.1,0.239,52.441,86.458,0.0,919.1,1,249.137,,,0.35,2.751,0,3.58
1216,2019-02-12 09:00:00,0.334,-9.6,88.2,0.204,61.881,102.087,0.0,919.2,1,249.026,,,0.35,2.601,0,3.58
1217,2019-02-12 09:15:00,0.364,-9.6,89.9,0.179,94.25,107.37,0.0,919.3,1,245.427,,,0.35,2.651,0,3.58
1218,2019-02-12 09:30:00,0.391,-9.3,89.9,0.154,126.62,112.654,0.0,919.3,1,241.828,,,0.35,2.714,0,3.58
1219,2019-02-12 09:45:00,0.416,-8.7,90.1,0.129,158.989,117.937,0.0,919.7,1,238.229,,,0.35,2.852,0,3.58
1220,2019-02-12 10:00:00,0.439,-8.0,89.2,0.103,191.358,123.22,0.0,919.6,1,234.63,,,0.35,2.982,0,3.58
1221,2019-02-12 10:15:00,0.459,-6.3,85.9,0.144,212.574,127.055,0.0,919.5,1,233.689,,,0.35,3.275,0,3.58
1222,2019-02-12 10:30:00,0.476,-5.0,85.7,0.184,233.79,130.89,0.0,919.7,1,232.748,,,0.35,3.609,0,3.58
1223,2019-02-12 10:45:00,0.491,-3.4,80.7,0.225,255.005,134.725,0.0,919.5,1,231.806,,,0.35,3.834,0,3.58
1224,2019-02-12 11:00:00,0.502,-3.5,79.0,0.265,276.221,138.56,0.0,919.6,1,230.865,,,0.35,3.725,0,3.58
1225,2019-02-12 11:15:00,0.51,-1.9,78.3,0.28,287.08,140.721,0.0,919.6,1,230.382,,,0.35,4.16,0,3.58
1226,2019-02-12 11:30:00,0.515,-1.5,78.8,0.294,297.94,142.882,0.0,919.6,1,229.899,,,0.35,4.312,0,3.58
1227,2019-02-12 11:45:00,0.517,-1.2,79.9,0.309,308.799,145.043,0.0,919.7,1,229.416,,,0.35,4.469,0,3.58
1228,2019-02-12 12:00:00,0.515,-1.2,80.2,0.324,319.658,147.204,0.0,919.7,1,228.933,,,0.35,4.486,0,3.58
1229,2019-02-12 12:15:00,0.51,-1.0,82.8,0.343,323.786,140.313,0.0,919.6,1,227.846,,,0.35,4.7,0,3.58
1230,2019-02-12 12:30:00,0.502,-0.8,82.8,0.362,327.913,133.422,0.0,919.5,1,226.758,,,0.35,4.77,0,3.58
1231,2019-02-12 12:45:00,0.491,-0.8,82.9,0.382,332.04,126.53,0.0,919.5,1,225.671,,,0.35,4.775,0,3.58
1232,2019-02-12 13:00:00,0.477,-0.8,87.3,0.401,336.168,119.639,0.0,919.7,1,224.584,,,0.35,5.029,0,3.58
1233,2019-02-12 13:15:00,0.46,0.5,72.4,0.422,328.98,113.569,0.0,919.7,1,221.544,,,0.35,4.585,0,3.58
1234,2019-02-12 13:30:00,0.44,0.6,73.5,0.443,321.792,107.5,0.0,919.7,1,218.505,,,0.35,4.688,0,3.58
1235,2019-02-12 13:45:00,0.417,1.0,74.1,0.464,314.603,101.43,0.0,919.7,1,215.466,,,0.35,4.865,0,3.58
1236,2019-02-12 14:00:00,0.392,1.1,73.1,0.485,307.415,95.36,0.0,919.5,1,212.426,,,0.35,4.834,0,3.58
1237,2019-02-12 14:15:00,0.365,1.1,74.1,0.487,285.855,90.286,0.0,919.5,1,212.71,,,0.35,4.901,0,3.58
1238,2019-02-12 14:30:00,0.336,1.1,77.6,0.49,264.295,85.213,0.0,919.3,1,212.993,,,0.35,5.132,0,3.58
1239,2019-02-12 14:45:00,0.304,0.9,78.9,0.492,242.735,80.14,0.0,919.4,1,213.276,,,0.35,5.143,0,3.58
1240,2019-02-12 15:00:00,0.271,1.1,76.7,0.495,221.175,75.066,0.0,919.5,1,213.56,,,0.35,5.073,0,3.58
1241,2019-02-12 15:15:00,0.236,0.9,79.2,0.478,193.278,69.633,0.0,919.6,1,213.179,,,0.35,5.163,0,3.58
1242,2019-02-12 15:30:00,0.2,0.2,77.2,0.461,165.38,64.2,0.0,919.7,1,212.798,,,0.35,4.784,0,3.58
1243,2019-02-12 15:45:00,0.162,-0.4,84.2,0.444,137.483,58.766,0.0,919.6,1,212.416,,,0.35,4.994,0,3.58
1244,2019-02-12 16:00:00,0.124,-0.6,83.7,0.427,109.585,53.333,0.0,919.5,1,212.035,,,0.35,4.893,0,3.58
1245,2019-02-12 16:15:00,0.084,-1.1,85.7,0.458,86.144,43.461,0.0,919.3,1,212.358,,,0.35,4.829,0,3.58
1246,2019-02-12 16:30:00,0.043,-1.7,84.2,0.49,62.704,33.588,0.0,919.2,1,212.682,,,0.35,4.54,0,3.58
1247,2019-02-12 16:45:00,0.001,-2.2,86.6,0.521,39.263,23.716,0.0,919.1,1,213.006,,,0.35,4.499,0,3.58
1248,2019-02-12 17:00:00,0.0,-2.7,87.1,0.553,15.822,13.844,0.0,919.0,1,213.329,,,0.35,4.36,0,3.58
1249,2019-02-12 17:15:00,0.0,-3.0,88.3,0.551,11.866,10.383,0.0,918.8,1,212.43,,,0.35,4.323,0,3.58
1250,2019-02-12 17:30:00,0.0,-3.5,88.0,0.55,7.911,6.922,0.0,918.9,1,211.531,,,0.35,4.15,0,3.58
