When,guttannen21,gangles21,guttannen20,schwarzsee19
2023-02-11,127.98023522126454,419.23403049099153,90.49329951317743,0.34400432035292267
2023-02-12,131.10192499285571,419.0779804631275,89.8572545659169,0.3743356795931833
2023-02-13,134.0871474985988,419.3891598615824,91.74374806482581,0.3712303616567471
2023-02-14,140.02013259351654,431.08110664762154,94.503354167898,0.4054190961687698
2023-02-15,144.1612520158336,445.16453233682364,96.22630523193617,0.44231998999985933
2023-02-16,143.35862611381827,461.84375129567707,94.54471622605429,0.44043365392488426
2023-02-17,142.49365110773616,475.8073281260453,91.41733255033664,0.4310537922173101
2023-02-18,142.71058308861004,476.43677656786787,89.77665629625919,0.42078954959607634
2023-02-19,140.65257914894698,476.6351774236623,90.591401725464,0.40786419294067255
2023-02-20,139.63634288324695,489.09879622630706,91.64782904224643,0.3924865385547222
2023-02-21,137.7384524695729,500.143183146568,92.07211475426847,0.37506886585459004
2023-02-22,132.26970818177446,500.96133484209014,93.01498840311375,0.3449678025642986
2023-02-23,128.91495008795874,511.0086149811386,92.73020720349405,0.31056095472861195
2023-02-24,126.42859309925997,524.0286954363258,88.02348068299007,0.2929735727456947
2023-02-25,122.66022391434588,538.0983105254005,87.3266934846978,0.2767599593146656
2023-02-26,121.6211050910069,551.7207553547911,87.34188804196613,0.2584678527118072
2023-02-27,120.25600968697067,562.2436146412006,89.06171205512022,0.2391207461738454
2023-02-28,118.93268252813282,574.2639197453304,87.4529653693229,0.21689440421823558
2023-03-01,118.08714116414296,591.2207594059274,85.01240303539544,0.19132555542874832
2023-03-02,116.88407395117605,607.9482963885549,83.42507990939627,0.1630224381166606
2023-03-03,116.00823797796544,626.0750055341788,83.03472251381415,0.13470223451866367
2023-03-04,114.45482500996525,640.5110028434349,83.30711379114355,0.11289007701422193
2023-03-05,113.70188478337457,652.6510157003942,82.0206147337869,0.09718799615943811
2023-03-06,113.90601034780614,661.8184183026932,80.3557713357467,0.08110502274919969
2023-03-07,113.71574187151693,671.47302691323,80.3887172258901,0.06334170848875635
2023-03-08,113.34575147133894,679.9139530934855,80.5160615729592,0.04931764068567679
2023-03-09,113.0100531595664,688.043009862649,81.0537092571546,0.037058780617309627
2023-03-10,112.90007536514021,696.2713135453108,82.04572383439994,0.02029012995064915
2023-03-11,111.33252300686735,696.7485418952451,81.69671722904087,0.014114562617723633
2023-03-12,108.59041401777665,696.5817869705552,80.6408599121114,0.01487527394852297
2023-03-13,107.59466577905117,696.3654011314185,77.9853303295974,0.015257690111187194
2023-03-14,107.31510380316335,696.1540436768696,76.70593841685366,0.015473010794255136
2023-03-15,109.61643492430021,695.8136901117218,75.18819296998889,0.01182755732774045
2023-03-16,111.3044597411997,695.4847413663606,72.30770933508316,0.007226619372258317
2023-03-17,112.31574704296578,695.2402395681571,71.10765524276924,0.005661599251666694
2023-03-18,112.52295911832816,694.8635951492614,69.6435105182966,0.005433014526880692
2023-03-19,112.44945790324986,694.3444222600993,67.73708088229027,0.005660284827518634
2023-03-20,112.47507225999168,693.9141226002989,64.86823539157254,0.005687191110322724
2023-03-21,112.3838824252688,693.5800033504073,61.90430591025427,0.005712829049487886
2023-03-22,111.90760958310874,693.3959745780297,59.36158059255815,0.005511490130264984
2023-03-23,111.32092261864199,693.0386587175752,57.982814947396186,0.004859959878704155
2023-03-24,110.88412952655536,692.6852038030248,57.35224999545817,0.00382838600528154
2023-03-25,110.10624106894608,692.3760158807264,56.79723019221805,0.002522672712426397
2023-03-26,108.1800182354498,691.9225079107188,55.10992385570836,0.0016043134002399857
2023-03-27,104.81285492915116,691.4550735062361,53.586036832411445,0.0009539040567369131
2023-03-28,103.38836702626014,691.1031331466793,51.10320380538275,
2023-03-29,102.26401896650692,690.9221095915505,48.489303482537935,
2023-03-30,100.72239165866739,690.7789655827787,47.10781730310347,
2023-03-31,98.94128629588641,690.461533840972,46.058636307604786,
2023-04-01,96.85057348053495,689.5479447739041,45.10069300478309,
2023-04-02,94.37505834217474,689.2074885218108,43.65203679961857,
2023-04-03,91.77146854725157,688.954296427236,41.7817742909299,
2023-04-04,90.23704068648466,688.4357489783459,40.05954685964158,
2023-04-05,88.35887070688443,688.2844687421638,38.123609387141435,
2023-04-06,87.39820917400822,688.273999696249,34.442778690279034,
2023-04-07,87.67413721925574,688.1418825446045,31.679790537420768,
2023-04-08,87.5845289703923,687.7606004345676,29.347127844852153,
2023-04-09,85.44410421811519,687.4380645531695,27.32427284546392,
2023-04-10,80.38151497247767,686.9722644314949,26.04678674605846,
2023-04-11,73.2085651476415,686.5558098398291,,
2023-04-12,69.83327435245783,686.228532409552,,
2023-04-13,69.87912775123382,684.6214829349314,,
2023-04-14,69.79204461114828,684.1213532305151,,
2023-04-15,69.64400797659351,683.4244927072145,,
2023-04-16,69.17841884395335,682.8092103691333,,
2023-04-17,68.39289348251258,682.5192071205255,,
2023-04-18,67.26805756272492,682.4602103605682,,
2023-04-19,65.81765896194439,682.0260407724319,,
2023-04-20,64.19902807570115,681.3424214291437,,
2023-04-21,62.14397722786324,681.2301547730809,,
2023-04-22,59.80323696360329,680.9599937077121,,
2023-04-23,57.79612864519271,680.6029785021626,,
2023-04-24,55.637127671740494,680.2569202041425,,
2023-04-25,53.1636886301502,679.3001275053442,,
2023-04-26,50.87556844525946,677.4931547126906,,
2023-04-27,48.11242097391142,674.3061412195135,,
2023-04-28,44.24028151480471,672.1509182666565,,
2023-04-29,40.285883314870986,670.001011005467,,
2023-04-30,37.70180135423829,667.841576764541,,
2023-05-01,35.31107680936126,665.5266377062036,,
2023-05-02,34.99124464215706,662.8316910264908,,
2023-05-03,34.83685276368208,660.0917633889895,,
2023-05-04,33.53866430117734,656.9580355348412,,
2023-05-05,31.667427189524314,654.3078537682802,,
2023-05-06,30.5259093948295,651.7562656750426,,
2023-05-07,29.182860986712097,649.6821288132386,,
2023-05-08,27.594445979260982,648.0079560201506,,
2023-05-09,23.137510506636286,645.3270199236525,,
2023-05-10,16.082819177176603,642.159517454595,,
2023-05-11,13.383970469366043,639.3211286187917,,
2023-05-12,,636.8802468873462,,
2023-05-13,,635.5872825965275,,
2023-05-14,,634.9279911190034,,
2023-05-15,,633.6926708375689,,
2023-05-16,,632.0921224469552,,
2023-05-17,,630.3710053661588,,
2023-05-18,,628.026244611452,,
2023-05-19,,625.3788159142923,,
2023-05-20,,622.5908365556744,,
2023-05-21,,620.377990170165,,
2023-05-22,,618.6794858079613,,
2023-05-23,,615.769595566845,,
2023-05-24,,613.9286149905691,,
2023-05-25,,611.3863783200742,,
2023-05-26,,608.4166448927937,,
2023-05-27,,605.3736492616546,,
2023-05-28,,601.9306818968743,,
2023-05-29,,598.0394552393667,,
2023-05-30,,593.8202598230868,,
2023-05-31,,588.8609585186535,,
2023-06-01,,586.1647858682362,,
2023-06-02,,583.4560347959583,,
2023-06-03,,578.9117477452796,,
2023-06-04,,575.8673160724823,,
2023-06-05,,573.9770589601883,,
2023-06-06,,570.4982678863017,,
2023-06-07,,566.5165723631635,,
2023-06-08,,561.3919110835667,,
2023-06-09,,554.8013506981134,,
2023-06-10,,548.4017329567553,,
2023-06-11,,545.2482261418124,,
