,level_0,index,When,T_a,RH,v_a,SW_direct,SW_diffuse,LW_in,cld,p_a
18,18,18,2019-01-30 18:30:00,-7.550025,92.614975,2.2511349999999997,0.0,0.0,189.23143,0.067,875.28875
19,19,19,2019-01-30 18:35:00,-7.604000833333333,92.66689583333334,2.2563325,0.0,0.0,189.37280833333332,0.0593,875.2792716666668
20,20,20,2019-01-30 18:40:00,-7.657976666666666,92.71881666666667,2.26153,0.0,0.0,189.51418666666666,0.0516,875.2697933333334
21,21,21,2019-01-30 18:45:00,-7.7119525,92.7707375,2.2667275,0.0,0.0,189.655565,0.043899999999999995,875.260315
22,22,22,2019-01-30 18:50:00,-7.765928333333333,92.82265833333334,2.271925,0.0,0.0,189.79694333333333,0.036199999999999996,875.2508366666667
23,23,23,2019-01-30 18:55:00,-7.819904166666666,92.87457916666668,2.2771225,0.0,0.0,189.93832166666667,0.028499999999999998,875.2413583333334
24,24,24,2019-01-30 19:00:00,-7.87388,92.9265,2.28232,0.0,0.0,190.0797,0.0208,875.23188
25,25,25,2019-01-30 19:05:00,-7.880044166666666,92.95502,2.2694525,0.0,0.0,189.37673333333333,0.023615833333333332,875.2005250000001
26,26,26,2019-01-30 19:10:00,-7.886208333333333,92.98354,2.256585,0.0,0.0,188.67376666666667,0.026431666666666666,875.16917
27,27,27,2019-01-30 19:15:00,-7.8923725,93.01206,2.2437175,0.0,0.0,187.9708,0.0292475,875.137815
28,28,28,2019-01-30 19:20:00,-7.898536666666667,93.04058,2.2308499999999998,0.0,0.0,187.26783333333333,0.03206333333333333,875.1064600000001
29,29,29,2019-01-30 19:25:00,-7.904700833333333,93.0691,2.2179824999999997,0.0,0.0,186.56486666666666,0.03487916666666667,875.075105
30,30,30,2019-01-30 19:30:00,-7.910864999999999,93.09762,2.205115,0.0,0.0,185.8619,0.037695,875.04375
31,31,31,2019-01-30 19:35:00,-7.917029166666667,93.12613999999999,2.1922475,0.0,0.0,185.15893333333335,0.04051083333333333,875.0123950000001
32,32,32,2019-01-30 19:40:00,-7.923193333333333,93.15465999999999,2.17938,0.0,0.0,184.45596666666668,0.043326666666666666,874.98104
33,33,33,2019-01-30 19:45:00,-7.9293575,93.18318,2.1665125,0.0,0.0,183.75300000000001,0.0461425,874.949685
34,34,34,2019-01-30 19:50:00,-7.935521666666666,93.2117,2.153645,0.0,0.0,183.05003333333335,0.04895833333333333,874.9183300000001
35,35,35,2019-01-30 19:55:00,-7.9416858333333336,93.24022,2.1407775,0.0,0.0,182.34706666666668,0.05177416666666666,874.886975
36,36,36,2019-01-30 20:00:00,-7.94785,93.26874,2.12791,0.0,0.0,181.6441,0.05459,874.85562
37,37,37,2019-01-30 20:05:00,-7.984898333333333,93.3817225,2.0820541666666665,0.0,0.0,182.72114666666667,0.12588749999999999,874.8614016666667
38,38,38,2019-01-30 20:10:00,-8.021946666666667,93.494705,2.036198333333333,0.0,0.0,183.79819333333333,0.197185,874.8671833333334
39,39,39,2019-01-30 20:15:00,-8.058995,93.6076875,1.9903425,0.0,0.0,184.87524000000002,0.26848249999999996,874.872965
40,40,40,2019-01-30 20:20:00,-8.096043333333332,93.72067,1.9444866666666667,0.0,0.0,185.95228666666668,0.33977999999999997,874.8787466666666
41,41,41,2019-01-30 20:25:00,-8.133091666666667,93.8336525,1.8986308333333333,0.0,0.0,187.02933333333334,0.4110775,874.8845283333334
42,42,42,2019-01-30 20:30:00,-8.17014,93.94663499999999,1.8527749999999998,0.0,0.0,188.10638,0.482375,874.89031
43,43,43,2019-01-30 20:35:00,-8.207188333333333,94.05961749999999,1.8069191666666666,0.0,0.0,189.18342666666666,0.5536725,874.8960916666666
44,44,44,2019-01-30 20:40:00,-8.244236666666666,94.17259999999999,1.7610633333333332,0.0,0.0,190.26047333333332,0.62497,874.9018733333334
45,45,45,2019-01-30 20:45:00,-8.281284999999999,94.28558249999999,1.7152075,0.0,0.0,191.33751999999998,0.6962675,874.907655
46,46,46,2019-01-30 20:50:00,-8.318333333333333,94.39856499999999,1.6693516666666666,0.0,0.0,192.41456666666667,0.767565,874.9134366666666
47,47,47,2019-01-30 20:55:00,-8.355381666666666,94.51154749999999,1.6234958333333331,0.0,0.0,193.49161333333333,0.8388625000000001,874.9192183333333
48,48,48,2019-01-30 21:00:00,-8.39243,94.62453,1.57764,0.0,0.0,194.56866,0.91016,874.925
49,49,49,2019-01-30 21:05:00,-8.422398333333332,94.59132249999999,1.6099441666666665,0.0,0.0,195.25718416666666,0.915605,874.8714066666666
50,50,50,2019-01-30 21:10:00,-8.452366666666666,94.55811499999999,1.6422483333333333,0.0,0.0,195.94570833333333,0.9210499999999999,874.8178133333333
51,51,51,2019-01-30 21:15:00,-8.482334999999999,94.5249075,1.6745524999999999,0.0,0.0,196.6342325,0.926495,874.76422
52,52,52,2019-01-30 21:20:00,-8.512303333333334,94.4917,1.7068566666666667,0.0,0.0,197.32275666666666,0.93194,874.7106266666666
53,53,53,2019-01-30 21:25:00,-8.542271666666666,94.45849249999999,1.7391608333333333,0.0,0.0,198.01128083333333,0.937385,874.6570333333333
54,54,54,2019-01-30 21:30:00,-8.57224,94.425285,1.771465,0.0,0.0,198.699805,0.9428300000000001,874.60344
55,55,55,2019-01-30 21:35:00,-8.602208333333333,94.3920775,1.8037691666666666,0.0,0.0,199.38832916666667,0.948275,874.5498466666667
56,56,56,2019-01-30 21:40:00,-8.632176666666666,94.35887,1.8360733333333332,0.0,0.0,200.07685333333333,0.95372,874.4962533333334
57,57,57,2019-01-30 21:45:00,-8.662145,94.32566249999999,1.8683775,0.0,0.0,200.7653775,0.959165,874.4426599999999
58,58,58,2019-01-30 21:50:00,-8.692113333333333,94.29245499999999,1.9006816666666666,0.0,0.0,201.45390166666667,0.96461,874.3890666666666
59,59,59,2019-01-30 21:55:00,-8.722081666666668,94.2592475,1.9329858333333334,0.0,0.0,202.14242583333333,0.970055,874.3354733333333
60,60,60,2019-01-30 22:00:00,-8.75205,94.22604,1.96529,0.0,0.0,202.83095,0.9755,874.28188
61,61,61,2019-01-30 22:05:00,-8.7684075,94.24998,1.9527349999999999,0.0,0.0,203.359595,0.9700791666666667,874.216255
62,62,62,2019-01-30 22:10:00,-8.784765,94.27392,1.94018,0.0,0.0,203.88824,0.9646583333333334,874.15063
63,63,63,2019-01-30 22:15:00,-8.8011225,94.29786,1.927625,0.0,0.0,204.416885,0.9592375,874.085005
64,64,64,2019-01-30 22:20:00,-8.81748,94.3218,1.91507,0.0,0.0,204.94553,0.9538166666666666,874.01938
65,65,65,2019-01-30 22:25:00,-8.8338375,94.34573999999999,1.902515,0.0,0.0,205.474175,0.9483958333333333,873.953755
66,66,66,2019-01-30 22:30:00,-8.850195,94.36967999999999,1.8899599999999999,0.0,0.0,206.00281999999999,0.942975,873.88813
67,67,67,2019-01-30 22:35:00,-8.866552500000001,94.39362,1.877405,0.0,0.0,206.531465,0.9375541666666667,873.822505
68,68,68,2019-01-30 22:40:00,-8.88291,94.41756,1.86485,0.0,0.0,207.06011,0.9321333333333334,873.75688
69,69,69,2019-01-30 22:45:00,-8.8992675,94.44149999999999,1.852295,0.0,0.0,207.588755,0.9267125,873.691255
70,70,70,2019-01-30 22:50:00,-8.915625,94.46544,1.83974,0.0,0.0,208.1174,0.9212916666666666,873.62563
71,71,71,2019-01-30 22:55:00,-8.9319825,94.48938,1.827185,0.0,0.0,208.646045,0.9158708333333333,873.5600049999999
72,72,72,2019-01-30 23:00:00,-8.94834,94.51332,1.81463,0.0,0.0,209.17469,0.91045,873.49438
73,73,73,2019-01-30 23:05:00,-8.918799166666666,94.51417,1.7782,0.0,0.0,215.30207000000001,0.9141966666666667,873.4654216666667
74,74,74,2019-01-30 23:10:00,-8.889258333333334,94.51501999999999,1.74177,0.0,0.0,221.42945,0.9179433333333333,873.4364633333333
75,75,75,2019-01-30 23:15:00,-8.8597175,94.51586999999999,1.70534,0.0,0.0,227.55683,0.92169,873.407505
76,76,76,2019-01-30 23:20:00,-8.830176666666667,94.51671999999999,1.66891,0.0,0.0,233.68421,0.9254366666666667,873.3785466666667
77,77,77,2019-01-30 23:25:00,-8.800635833333333,94.51756999999999,1.63248,0.0,0.0,239.81159000000002,0.9291833333333334,873.3495883333334
78,78,78,2019-01-30 23:30:00,-8.771094999999999,94.51841999999999,1.59605,0.0,0.0,245.93897,0.93293,873.3206299999999
79,79,79,2019-01-30 23:35:00,-8.741554166666667,94.51927,1.55962,0.0,0.0,252.06635,0.9366766666666666,873.2916716666666
80,80,80,2019-01-30 23:40:00,-8.712013333333333,94.52012,1.52319,0.0,0.0,258.19373,0.9404233333333333,873.2627133333333
81,81,81,2019-01-30 23:45:00,-8.6824725,94.52097,1.4867599999999999,0.0,0.0,264.32111000000003,0.94417,873.233755
82,82,82,2019-01-30 23:50:00,-8.652931666666667,94.52182,1.4503300000000001,0.0,0.0,270.44849,0.9479166666666666,873.2047966666667
83,83,83,2019-01-30 23:55:00,-8.623390833333334,94.52267,1.4139,0.0,0.0,276.57587,0.9516633333333333,873.1758383333333
84,84,84,2019-01-31 00:00:00,-8.59385,94.52352,1.37747,0.0,0.0,282.70325,0.95541,873.14688
85,85,85,2019-01-31 00:05:00,-8.562823333333332,94.51434083333334,1.4122508333333332,0.0,0.0,282.45161333333334,0.9572158333333333,873.1530250000001
86,86,86,2019-01-31 00:10:00,-8.531796666666667,94.50516166666667,1.4470316666666667,0.0,0.0,282.19997666666666,0.9590216666666667,873.15917
87,87,87,2019-01-31 00:15:00,-8.50077,94.4959825,1.4818125,0.0,0.0,281.94834000000003,0.9608275,873.165315
88,88,88,2019-01-31 00:20:00,-8.469743333333334,94.48680333333334,1.5165933333333332,0.0,0.0,281.69670333333335,0.9626333333333333,873.17146
89,89,89,2019-01-31 00:25:00,-8.438716666666666,94.47762416666667,1.5513741666666667,0.0,0.0,281.44506666666666,0.9644391666666666,873.1776050000001
90,90,90,2019-01-31 00:30:00,-8.407689999999999,94.468445,1.586155,0.0,0.0,281.19343000000003,0.966245,873.18375
91,91,91,2019-01-31 00:35:00,-8.376663333333333,94.45926583333333,1.6209358333333332,0.0,0.0,280.94179333333335,0.9680508333333333,873.189895
92,92,92,2019-01-31 00:40:00,-8.345636666666666,94.45008666666666,1.6557166666666667,0.0,0.0,280.69015666666667,0.9698566666666666,873.19604
93,93,93,2019-01-31 00:45:00,-8.31461,94.44090750000001,1.6904975,0.0,0.0,280.43852,0.9716625,873.2021850000001
94,94,94,2019-01-31 00:50:00,-8.283583333333333,94.43172833333334,1.7252783333333332,0.0,0.0,280.1868833333333,0.9734683333333333,873.20833
95,95,95,2019-01-31 00:55:00,-8.252556666666667,94.42254916666667,1.7600591666666667,0.0,0.0,279.93524666666667,0.9752741666666667,873.214475
96,96,96,2019-01-31 01:00:00,-8.22153,94.41337,1.79484,0.0,0.0,279.68361,0.97708,873.22062
97,97,97,2019-01-31 01:05:00,-8.240430833333333,94.49745583333333,1.8164841666666667,0.0,0.0,280.4216408333333,0.9742725,873.2240058333334
98,98,98,2019-01-31 01:10:00,-8.259331666666666,94.58154166666667,1.8381283333333334,0.0,0.0,281.15967166666667,0.9714649999999999,873.2273916666667
99,99,99,2019-01-31 01:15:00,-8.2782325,94.6656275,1.8597725,0.0,0.0,281.8977025,0.9686575,873.2307775
100,100,100,2019-01-31 01:20:00,-8.297133333333333,94.74971333333333,1.8814166666666667,0.0,0.0,282.63573333333335,0.96585,873.2341633333334
101,101,101,2019-01-31 01:25:00,-8.316034166666666,94.83379916666667,1.9030608333333334,0.0,0.0,283.37376416666666,0.9630424999999999,873.2375491666667
102,102,102,2019-01-31 01:30:00,-8.334935,94.917885,1.9247049999999999,0.0,0.0,284.11179500000003,0.960235,873.240935
103,103,103,2019-01-31 01:35:00,-8.353835833333333,95.00197083333333,1.9463491666666668,0.0,0.0,284.84982583333334,0.9574275,873.2443208333334
104,104,104,2019-01-31 01:40:00,-8.372736666666666,95.08605666666666,1.9679933333333333,0.0,0.0,285.58785666666665,0.9546199999999999,873.2477066666667
105,105,105,2019-01-31 01:45:00,-8.3916375,95.1701425,1.9896375,0.0,0.0,286.3258875,0.9518125,873.2510925
106,106,106,2019-01-31 01:50:00,-8.410538333333333,95.25422833333333,2.0112816666666666,0.0,0.0,287.06391833333333,0.949005,873.2544783333334
107,107,107,2019-01-31 01:55:00,-8.429439166666667,95.33831416666666,2.0329258333333335,0.0,0.0,287.8019491666667,0.9461974999999999,873.2578641666666
108,108,108,2019-01-31 02:00:00,-8.44834,95.4224,2.05457,0.0,0.0,288.53998,0.94339,873.26125
109,109,109,2019-01-31 02:05:00,-8.404231666666666,95.38778916666666,2.0529741666666665,0.0,0.0,288.4921708333334,0.9311516666666666,873.22625
110,110,110,2019-01-31 02:10:00,-8.360123333333334,95.35317833333333,2.051378333333333,0.0,0.0,288.4443616666667,0.9189133333333332,873.19125
111,111,111,2019-01-31 02:15:00,-8.316015,95.3185675,2.0497825,0.0,0.0,288.3965525,0.9066749999999999,873.15625
112,112,112,2019-01-31 02:20:00,-8.271906666666666,95.28395666666667,2.0481866666666666,0.0,0.0,288.34874333333335,0.8944366666666667,873.12125
113,113,113,2019-01-31 02:25:00,-8.227798333333332,95.24934583333334,2.046590833333333,0.0,0.0,288.3009341666667,0.8821983333333333,873.08625
114,114,114,2019-01-31 02:30:00,-8.18369,95.21473499999999,2.044995,0.0,0.0,288.253125,0.86996,873.05125
115,115,115,2019-01-31 02:35:00,-8.139581666666666,95.18012416666666,2.0433991666666667,0.0,0.0,288.2053158333333,0.8577216666666666,873.01625
116,116,116,2019-01-31 02:40:00,-8.095473333333333,95.14551333333333,2.041803333333333,0.0,0.0,288.1575066666667,0.8454833333333333,872.9812499999999
117,117,117,2019-01-31 02:45:00,-8.051365,95.1109025,2.0402074999999997,0.0,0.0,288.10969750000004,0.833245,872.94625
118,118,118,2019-01-31 02:50:00,-8.007256666666667,95.07629166666666,2.0386116666666663,0.0,0.0,288.06188833333334,0.8210066666666667,872.91125
119,119,119,2019-01-31 02:55:00,-7.963148333333333,95.04168083333333,2.0370158333333332,0.0,0.0,288.01407916666665,0.8087683333333333,872.8762499999999
120,120,120,2019-01-31 03:00:00,-7.91904,95.00707,2.03542,0.0,0.0,287.96627,0.79653,872.84125
121,121,121,2019-01-31 03:05:00,-7.931837499999999,95.05386666666666,2.033445833333333,0.0,0.0,287.9054566666667,0.7845308333333333,872.8278641666666
122,122,122,2019-01-31 03:10:00,-7.944635,95.10066333333333,2.0314716666666666,0.0,0.0,287.84464333333335,0.7725316666666666,872.8144783333332
123,123,123,2019-01-31 03:15:00,-7.9574324999999995,95.14746,2.0294974999999997,0.0,0.0,287.78383,0.7605325,872.8010925
124,124,124,2019-01-31 03:20:00,-7.97023,95.19425666666666,2.0275233333333333,0.0,0.0,287.7230166666667,0.7485333333333333,872.7877066666666
125,125,125,2019-01-31 03:25:00,-7.9830274999999995,95.24105333333333,2.0255491666666665,0.0,0.0,287.66220333333337,0.7365341666666666,872.7743208333333
126,126,126,2019-01-31 03:30:00,-7.995825,95.28784999999999,2.023575,0.0,0.0,287.60139000000004,0.7245349999999999,872.760935
127,127,127,2019-01-31 03:35:00,-8.0086225,95.33464666666667,2.0216008333333333,0.0,0.0,287.54057666666665,0.7125358333333334,872.7475491666667
128,128,128,2019-01-31 03:40:00,-8.021419999999999,95.38144333333334,2.0196266666666665,0.0,0.0,287.4797633333333,0.7005366666666667,872.7341633333333
129,129,129,2019-01-31 03:45:00,-8.034217499999999,95.42824,2.0176525,0.0,0.0,287.41895,0.6885375,872.7207774999999
130,130,130,2019-01-31 03:50:00,-8.047015,95.47503666666667,2.0156783333333332,0.0,0.0,287.35813666666667,0.6765383333333334,872.7073916666666
131,131,131,2019-01-31 03:55:00,-8.0598125,95.52183333333333,2.013704166666667,0.0,0.0,287.29732333333334,0.6645391666666667,872.6940058333333
132,132,132,2019-01-31 04:00:00,-8.07261,95.56863,2.01173,0.0,0.0,287.23651,0.65254,872.68062
133,133,133,2019-01-31 04:05:00,-8.0521225,95.58606416666666,2.006120833333333,0.0,0.0,287.3406575,0.6390175,872.663745
134,134,134,2019-01-31 04:10:00,-8.031635,95.60349833333333,2.0005116666666667,0.0,0.0,287.44480500000003,0.625495,872.64687
135,135,135,2019-01-31 04:15:00,-8.0111475,95.6209325,1.9949025,0.0,0.0,287.54895250000004,0.6119725,872.629995
136,136,136,2019-01-31 04:20:00,-7.990659999999999,95.63836666666667,1.9892933333333334,0.0,0.0,287.6531,0.59845,872.61312
137,137,137,2019-01-31 04:25:00,-7.970172499999999,95.65580083333333,1.9836841666666667,0.0,0.0,287.7572475,0.5849275,872.596245
138,138,138,2019-01-31 04:30:00,-7.949685,95.673235,1.978075,0.0,0.0,287.861395,0.5714049999999999,872.5793699999999
139,139,139,2019-01-31 04:35:00,-7.9291975,95.69066916666667,1.9724658333333334,0.0,0.0,287.9655425,0.5578825000000001,872.562495
140,140,140,2019-01-31 04:40:00,-7.90871,95.70810333333333,1.9668566666666667,0.0,0.0,288.06969000000004,0.54436,872.54562
141,141,141,2019-01-31 04:45:00,-7.8882224999999995,95.7255375,1.9612475,0.0,0.0,288.1738375,0.5308375,872.528745
142,142,142,2019-01-31 04:50:00,-7.867735,95.74297166666666,1.9556383333333334,0.0,0.0,288.277985,0.517315,872.51187
143,143,143,2019-01-31 04:55:00,-7.8472475,95.76040583333334,1.9500291666666667,0.0,0.0,288.3821325,0.5037925,872.494995
144,144,144,2019-01-31 05:00:00,-7.82676,95.77784,1.94442,0.0,0.0,288.48628,0.49027,872.47812
145,145,145,2019-01-31 05:05:00,-7.838173333333334,95.7947425,1.9337108333333333,0.0,0.0,288.69162500000004,0.523305,872.4709333333333
146,146,146,2019-01-31 05:10:00,-7.849586666666667,95.811645,1.9230016666666667,0.0,0.0,288.89697,0.55634,872.4637466666667
147,147,147,2019-01-31 05:15:00,-7.861000000000001,95.8285475,1.9122925,0.0,0.0,289.10231500000003,0.589375,872.45656
148,148,148,2019-01-31 05:20:00,-7.872413333333333,95.84545,1.9015833333333334,0.0,0.0,289.30766,0.62241,872.4493733333334
149,149,149,2019-01-31 05:25:00,-7.883826666666667,95.8623525,1.8908741666666666,0.0,0.0,289.513005,0.655445,872.4421866666667
150,150,150,2019-01-31 05:30:00,-7.89524,95.879255,1.8801649999999999,0.0,0.0,289.71835,0.68848,872.435
151,151,151,2019-01-31 05:35:00,-7.906653333333334,95.8961575,1.8694558333333333,0.0,0.0,289.923695,0.721515,872.4278133333333
152,152,152,2019-01-31 05:40:00,-7.918066666666667,95.91306,1.8587466666666665,0.0,0.0,290.12904000000003,0.75455,872.4206266666666
153,153,153,2019-01-31 05:45:00,-7.92948,95.9299625,1.8480375,0.0,0.0,290.334385,0.787585,872.41344
154,154,154,2019-01-31 05:50:00,-7.940893333333333,95.946865,1.8373283333333332,0.0,0.0,290.53973,0.82062,872.4062533333333
155,155,155,2019-01-31 05:55:00,-7.952306666666667,95.9637675,1.8266191666666667,0.0,0.0,290.745075,0.853655,872.3990666666667
156,156,156,2019-01-31 06:00:00,-7.96372,95.98067,1.81591,0.0,0.0,290.95042,0.88669,872.39188
157,157,157,2019-01-31 06:05:00,-7.992793333333333,95.98519666666667,1.8265691666666666,0.0,0.0,287.43978166666665,0.8918116666666667,872.425005
158,158,158,2019-01-31 06:10:00,-8.021866666666668,95.98972333333333,1.8372283333333332,0.0,0.0,283.92914333333334,0.8969333333333334,872.45813
159,159,159,2019-01-31 06:15:00,-8.05094,95.99425,1.8478875,0.0,0.0,280.418505,0.902055,872.491255
160,160,160,2019-01-31 06:20:00,-8.080013333333333,95.99877666666667,1.8585466666666666,0.0,0.0,276.9078666666667,0.9071766666666666,872.5243800000001
161,161,161,2019-01-31 06:25:00,-8.109086666666666,96.00330333333333,1.8692058333333332,0.0,0.0,273.3972283333333,0.9122983333333333,872.557505
162,162,162,2019-01-31 06:30:00,-8.13816,96.00783,1.8798650000000001,0.0,0.0,269.88659,0.91742,872.59063
163,163,163,2019-01-31 06:35:00,-8.167233333333334,96.01235666666666,1.8905241666666668,0.0,0.0,266.37595166666665,0.9225416666666667,872.6237550000001
164,164,164,2019-01-31 06:40:00,-8.196306666666667,96.01688333333333,1.9011833333333334,0.0,0.0,262.86531333333335,0.9276633333333334,872.65688
165,165,165,2019-01-31 06:45:00,-8.22538,96.02141,1.9118425000000001,0.0,0.0,259.354675,0.932785,872.690005
166,166,166,2019-01-31 06:50:00,-8.254453333333334,96.02593666666667,1.9225016666666668,0.0,0.0,255.84403666666665,0.9379066666666667,872.7231300000001
167,167,167,2019-01-31 06:55:00,-8.283526666666667,96.03046333333333,1.9331608333333334,0.0,0.0,252.33339833333332,0.9430283333333334,872.756255
168,168,168,2019-01-31 07:00:00,-8.3126,96.03499,1.94382,0.0,0.0,248.82276,0.94815,872.78938
169,169,169,2019-01-31 07:05:00,-8.28432,95.99874583333333,1.959675,0.9383041666666667,1.0581358333333333,249.10948583333334,0.9500041666666668,872.8360983333334
170,170,170,2019-01-31 07:10:00,-8.25604,95.96250166666667,1.97553,1.8766083333333334,2.1162716666666666,249.39621166666666,0.9518583333333334,872.8828166666667
171,171,171,2019-01-31 07:15:00,-8.22776,95.92625749999999,1.9913850000000002,2.8149125,3.1744075,249.68293749999998,0.9537125000000001,872.929535
172,172,172,2019-01-31 07:20:00,-8.19948,95.89001333333333,2.00724,3.753216666666667,4.232543333333333,249.96966333333333,0.9555666666666667,872.9762533333334
173,173,173,2019-01-31 07:25:00,-8.171199999999999,95.85376916666667,2.023095,4.691520833333334,5.290679166666666,250.25638916666668,0.9574208333333334,873.0229716666668
174,174,174,2019-01-31 07:30:00,-8.14292,95.81752499999999,2.03895,5.629825,6.348815,250.543115,0.9592750000000001,873.06969
175,175,175,2019-01-31 07:35:00,-8.11464,95.78128083333333,2.054805,6.568129166666667,7.406950833333333,250.82984083333332,0.9611291666666667,873.1164083333333
176,176,176,2019-01-31 07:40:00,-8.086359999999999,95.74503666666666,2.07066,7.506433333333334,8.465086666666666,251.11656666666667,0.9629833333333334,873.1631266666667
177,177,177,2019-01-31 07:45:00,-8.05808,95.7087925,2.086515,8.4447375,9.5232225,251.40329250000002,0.9648375,873.2098450000001
178,178,178,2019-01-31 07:50:00,-8.0298,95.67254833333334,2.10237,9.383041666666667,10.581358333333332,251.69001833333334,0.9666916666666667,873.2565633333334
179,179,179,2019-01-31 07:55:00,-8.00152,95.63630416666666,2.118225,10.321345833333334,11.639494166666665,251.97674416666666,0.9685458333333333,873.3032816666666
180,180,180,2019-01-31 08:00:00,-7.97324,95.60006,2.13408,11.25965,12.69763,252.26347,0.9704,873.35
181,181,181,2019-01-31 08:05:00,-7.857965,95.51586916666666,2.13643,12.456996666666667,16.4218325,252.34086166666668,0.9384516666666667,873.3574483333333
182,182,182,2019-01-31 08:10:00,-7.74269,95.43167833333334,2.13878,13.654343333333333,20.146035,252.41825333333335,0.9065033333333333,873.3648966666667
183,183,183,2019-01-31 08:15:00,-7.627415,95.3474875,2.14113,14.851690000000001,23.8702375,252.49564500000002,0.874555,873.372345
184,184,184,2019-01-31 08:20:00,-7.51214,95.26329666666666,2.14348,16.049036666666666,27.594440000000002,252.57303666666667,0.8426066666666667,873.3797933333334
185,185,185,2019-01-31 08:25:00,-7.396865,95.17910583333334,2.14583,17.246383333333334,31.318642500000003,252.65042833333334,0.8106583333333334,873.3872416666667
186,186,186,2019-01-31 08:30:00,-7.28159,95.094915,2.14818,18.443730000000002,35.042845,252.72782,0.77871,873.3946900000001
187,187,187,2019-01-31 08:35:00,-7.166315,95.01072416666666,2.15053,19.641076666666667,38.767047500000004,252.80521166666668,0.7467616666666667,873.4021383333334
188,188,188,2019-01-31 08:40:00,-7.05104,94.92653333333334,2.15288,20.83842333333333,42.49125000000001,252.88260333333335,0.7148133333333333,873.4095866666667
189,189,189,2019-01-31 08:45:00,-6.935765,94.8423425,2.15523,22.03577,46.21545250000001,252.959995,0.682865,873.417035
190,190,190,2019-01-31 08:50:00,-6.82049,94.75815166666666,2.15758,23.233116666666668,49.939655,253.03738666666666,0.6509166666666667,873.4244833333333
191,191,191,2019-01-31 08:55:00,-6.705215,94.67396083333334,2.15993,24.430463333333332,53.663857500000006,253.11477833333333,0.6189683333333333,873.4319316666667
192,192,192,2019-01-31 09:00:00,-6.58994,94.58977,2.16228,25.62781,57.38806,253.19217,0.58702,873.43938
193,193,193,2019-01-31 09:05:00,-6.411635833333333,94.56307583333333,2.1719591666666664,33.45678916666667,60.36426166666667,252.76371083333333,0.5957325,873.4383383333334
194,194,194,2019-01-31 09:10:00,-6.2333316666666665,94.53638166666667,2.1816383333333333,41.28576833333334,63.34046333333333,252.33525166666666,0.604445,873.4372966666667
195,195,195,2019-01-31 09:15:00,-6.0550275000000005,94.5096875,2.1913175000000003,49.1147475,66.316665,251.9067925,0.6131575,873.4362550000001
196,196,196,2019-01-31 09:20:00,-5.8767233333333335,94.48299333333334,2.2009966666666667,56.94372666666666,69.29286666666667,251.47833333333332,0.62187,873.4352133333333
