,time,ghi,sea,temp,RH,wind,SW_global,ppt,vp_a,press,LW_in,Discharge,alb,SW_direct,SW_diffuse,T_F
28,2020-01-04 20:00:00,0.0,0.0,2.283,95.8,1.9,0.0,0.0,6.917,806.008,282.829,11.0,0.718,0.0,0.0,1.5
29,2020-01-04 21:00:00,0.0,0.0,2.167,95.567,1.817,0.0,0.0,6.817,806.039,273.815,11.0,0.714,0.0,0.0,1.5
30,2020-01-04 22:00:00,0.0,0.0,1.667,95.8,1.017,0.0,0.0,6.617,806.734,284.053,11.0,0.71,0.0,0.0,1.5
31,2020-01-04 23:00:00,0.0,0.0,0.65,95.85,3.933,0.0,0.0,6.15,806.716,273.502,11.0,0.706,0.0,0.0,1.5
32,2020-01-05 00:00:00,0.0,0.0,-0.517,96.167,2.75,0.0,0.0,5.65,806.375,274.616,11.0,0.702,0.0,0.0,0.0
33,2020-01-05 01:00:00,0.0,0.0,-0.7,95.933,2.083,0.0,0.0,5.583,806.192,267.79,11.0,0.698,0.0,0.0,0.0
34,2020-01-05 02:00:00,0.0,0.0,-0.65,95.0,0.667,0.0,0.0,5.55,806.179,258.696,11.0,0.694,0.0,0.0,0.0
35,2020-01-05 03:00:00,0.0,0.0,-0.6,94.067,0.167,0.0,0.0,5.517,805.959,259.426,11.0,0.69,0.0,0.0,0.0
36,2020-01-05 04:00:00,0.0,0.0,-0.567,94.3,0.0,0.0,0.0,5.533,806.137,234.099,11.0,0.686,0.0,0.0,0.0
37,2020-01-05 05:00:00,0.0,0.0,-0.583,93.95,0.25,0.0,0.0,5.517,805.982,238.149,11.0,0.682,0.0,0.0,0.0
38,2020-01-05 06:00:00,0.0,0.0,-0.733,94.067,0.5,0.0,0.0,5.433,806.132,227.096,11.0,0.679,0.0,0.0,0.0
39,2020-01-05 07:00:00,0.0,0.0,-0.8,93.717,0.333,0.0,0.0,5.4,806.258,218.674,11.0,0.675,0.0,0.0,0.0
40,2020-01-05 08:00:00,0.0,0.0,-0.833,93.833,0.167,20.26,0.0,5.383,806.604,220.872,11.0,0.671,10.13,10.13,0.0
41,2020-01-05 09:00:00,65.83,0.101,-0.883,92.35,0.167,112.866,0.0,5.3,806.678,223.78,11.0,0.667,56.433,56.433,0.0
42,2020-01-05 10:00:00,180.381,0.221,-0.983,90.533,0.0,238.549,0.0,5.133,806.606,223.274,11.0,0.664,119.274,119.274,0.0
43,2020-01-05 11:00:00,271.202,0.308,-1.133,89.75,0.083,319.466,0.0,5.05,806.838,216.297,11.0,0.66,159.733,159.733,0.0
44,2020-01-05 12:00:00,320.992,0.355,-1.2,89.067,0.417,357.728,0.0,4.983,806.056,205.491,11.0,0.656,178.864,178.864,0.0
45,2020-01-05 13:00:00,322.716,0.356,-1.567,88.483,0.0,336.33,0.0,4.817,806.332,205.789,11.0,0.653,168.165,168.165,0.0
46,2020-01-05 14:00:00,276.148,0.313,-1.55,88.5,0.75,255.116,0.0,4.833,806.266,208.431,11.0,0.649,127.558,127.558,0.0
47,2020-01-05 15:00:00,187.803,0.228,-1.483,85.9,1.083,143.595,0.0,4.7,806.876,211.387,11.0,0.646,71.798,71.798,0.0
48,2020-01-05 16:00:00,73.928,0.111,-1.65,83.517,1.0,27.702,0.0,4.517,806.425,206.558,11.0,0.642,13.851,13.851,0.0
49,2020-01-05 17:00:00,0.0,0.0,-2.133,84.85,1.25,0.0,0.0,4.4,806.737,206.321,11.0,0.639,0.0,0.0,0.0
50,2020-01-05 18:00:00,0.0,0.0,-2.3,84.6,1.167,0.0,0.0,4.367,806.431,208.592,11.0,0.635,0.0,0.0,0.0
51,2020-01-05 19:00:00,0.0,0.0,-2.5,85.117,1.35,0.0,0.0,4.317,806.869,208.82,11.0,0.632,0.0,0.0,0.0
52,2020-01-05 20:00:00,0.0,0.0,-2.367,83.767,1.517,0.0,0.0,4.3,806.915,210.459,11.0,0.629,0.0,0.0,0.0
53,2020-01-05 21:00:00,0.0,0.0,-1.983,80.6,1.467,0.0,0.0,4.233,806.553,211.97,11.0,0.625,0.0,0.0,0.0
54,2020-01-05 22:00:00,0.0,0.0,-2.083,80.9,1.617,0.0,0.0,4.233,806.424,211.51,11.0,0.622,0.0,0.0,0.0
55,2020-01-05 23:00:00,0.0,0.0,-1.8,80.0,1.6,0.0,0.0,4.3,806.452,212.361,11.0,0.619,0.0,0.0,0.0
56,2020-01-06 00:00:00,0.0,0.0,-1.9,81.0,1.6,0.0,0.0,4.3,805.956,212.752,11.0,0.615,0.0,0.0,0.0
57,2020-01-06 01:00:00,0.0,0.0,-2.2,81.9,0.917,0.0,0.0,4.25,806.014,212.077,11.0,0.612,0.0,0.0,0.0
58,2020-01-06 02:00:00,0.0,0.0,-2.333,83.783,1.617,0.0,0.0,4.3,805.768,212.469,11.0,0.609,0.0,0.0,0.0
59,2020-01-06 03:00:00,0.0,0.0,-2.55,84.7,0.667,0.0,0.0,4.283,805.594,212.187,11.0,0.606,0.0,0.0,0.0
60,2020-01-06 04:00:00,0.0,0.0,-3.083,85.7,0.933,0.0,0.0,4.167,805.495,212.702,11.0,0.603,0.0,0.0,0.0
61,2020-01-06 05:00:00,0.0,0.0,-2.867,88.017,1.717,0.0,0.0,4.35,805.536,213.61,11.0,0.6,0.0,0.0,0.0
62,2020-01-06 06:00:00,0.0,0.0,-2.067,86.8,2.0,0.0,0.0,4.55,805.708,214.448,11.0,0.597,0.0,0.0,0.0
63,2020-01-06 07:00:00,0.0,0.0,-1.317,84.5,1.717,0.0,0.0,4.683,805.852,208.993,11.0,0.593,0.0,0.0,0.0
64,2020-01-06 08:00:00,0.0,0.0,-0.967,84.233,2.0,23.688,0.0,4.8,806.061,212.372,11.0,0.59,11.844,11.844,0.0
65,2020-01-06 09:00:00,66.397,0.102,-0.333,83.917,2.0,133.887,0.0,5.0,806.048,214.796,11.0,0.587,66.944,66.944,0.0
66,2020-01-06 10:00:00,181.406,0.222,0.783,79.35,0.5,247.775,0.0,5.117,805.865,218.72,11.0,0.584,123.888,123.888,1.5
67,2020-01-06 11:00:00,272.68,0.309,1.15,76.567,0.25,330.331,0.0,5.083,805.468,214.932,11.0,0.582,165.166,165.166,1.5
68,2020-01-06 12:00:00,322.903,0.357,1.017,77.017,0.417,356.594,0.0,5.05,804.934,219.248,11.0,0.579,178.297,178.297,1.5
69,2020-01-06 13:00:00,325.001,0.359,1.05,78.3,1.467,327.398,0.0,5.167,804.421,219.941,11.0,0.576,163.699,163.699,1.5
70,2020-01-06 14:00:00,278.7,0.315,1.8,76.983,1.9,261.445,0.0,5.367,804.316,210.762,11.0,0.573,130.722,130.722,1.5
71,2020-01-06 15:00:00,190.444,0.231,2.0,74.583,2.0,150.026,0.0,5.25,804.085,211.761,11.0,0.57,75.013,75.013,1.5
72,2020-01-06 16:00:00,76.285,0.113,1.85,74.183,2.1,31.45,0.0,5.2,804.089,207.287,11.0,0.567,15.725,15.725,1.5
73,2020-01-06 17:00:00,0.0,0.0,1.533,74.5,1.083,0.0,0.0,5.083,804.346,206.082,11.0,0.564,0.0,0.0,1.5
74,2020-01-06 18:00:00,0.0,0.0,0.617,77.917,0.917,0.0,0.0,4.967,804.338,205.149,11.0,0.562,0.0,0.0,1.5
75,2020-01-06 19:00:00,0.0,0.0,0.183,79.7,1.8,0.0,0.0,4.9,804.594,202.892,11.0,0.559,0.0,0.0,1.5
76,2020-01-06 20:00:00,0.0,0.0,0.167,79.717,2.0,0.0,0.0,4.917,804.776,202.694,11.0,0.556,0.0,0.0,1.5
77,2020-01-06 21:00:00,0.0,0.0,0.517,77.15,1.533,0.0,0.0,4.9,804.898,204.209,11.0,0.553,0.0,0.0,1.5
78,2020-01-06 22:00:00,0.0,0.0,0.517,76.1,1.017,0.0,0.0,4.833,804.551,206.033,11.0,0.551,0.0,0.0,1.5
79,2020-01-06 23:00:00,0.0,0.0,0.217,77.367,1.617,0.0,0.0,4.8,804.267,206.821,11.0,0.548,0.0,0.0,1.5
80,2020-01-07 00:00:00,0.0,0.0,0.133,76.883,1.433,0.0,0.0,4.75,804.064,207.973,11.0,0.545,0.0,0.0,1.5
81,2020-01-07 01:00:00,0.0,0.0,0.1,76.583,1.25,0.0,0.0,4.717,803.812,209.457,11.0,0.543,0.0,0.0,1.5
82,2020-01-07 02:00:00,0.0,0.0,0.133,75.367,1.433,0.0,0.0,4.633,803.912,208.525,11.0,0.54,0.0,0.0,1.5
83,2020-01-07 03:00:00,0.0,0.0,0.167,75.867,1.45,0.0,0.0,4.683,803.829,209.941,11.0,0.538,0.0,0.0,1.5
84,2020-01-07 04:00:00,0.0,0.0,-1.033,81.167,1.017,0.0,0.0,4.583,803.824,214.204,11.0,0.535,0.0,0.0,0.0
85,2020-01-07 05:00:00,0.0,0.0,-0.3,80.85,1.167,0.0,0.0,4.833,803.753,212.77,11.0,0.533,0.0,0.0,0.0
86,2020-01-07 06:00:00,0.0,0.0,-0.2,79.167,1.083,0.0,0.0,4.783,803.602,209.747,11.0,0.53,0.0,0.0,0.0
87,2020-01-07 07:00:00,0.0,0.0,-0.533,79.3,1.35,0.0,0.0,4.633,803.667,211.345,11.0,0.528,0.0,0.0,0.0
88,2020-01-07 08:00:00,0.0,0.0,-0.2,80.35,0.933,20.569,0.0,4.833,804.339,218.306,11.0,0.525,10.284,10.284,0.0
89,2020-01-07 09:00:00,67.07,0.103,0.917,79.333,0.25,123.608,0.0,5.167,804.8,229.517,11.0,0.523,61.804,61.804,1.5
90,2020-01-07 10:00:00,182.558,0.223,2.333,70.45,0.75,174.991,0.0,5.083,804.951,238.545,11.0,0.52,87.496,87.496,1.5
91,2020-01-07 11:00:00,274.292,0.311,2.017,71.083,0.583,262.195,0.0,5.0,805.324,235.416,11.0,0.518,131.098,131.098,1.5
92,2020-01-07 12:00:00,324.948,0.358,1.017,76.183,0.333,264.405,0.0,5.0,804.624,243.701,11.0,0.516,132.202,132.202,1.5
93,2020-01-07 13:00:00,327.415,0.361,0.7,78.8,0.833,262.329,0.0,5.05,804.069,238.457,11.0,0.513,131.164,131.164,1.5
94,2020-01-07 14:00:00,281.372,0.318,1.433,80.3,1.0,228.474,0.0,5.45,804.049,224.456,11.0,0.511,114.237,114.237,1.5
95,2020-01-07 15:00:00,193.195,0.233,2.5,78.8,0.75,117.616,0.0,5.767,804.266,235.818,11.0,0.509,58.808,58.808,1.5
96,2020-01-07 16:00:00,78.739,0.116,2.233,77.783,1.35,27.955,0.0,5.583,804.345,228.906,11.0,0.506,13.978,13.978,1.5
97,2020-01-07 17:00:00,0.0,0.0,1.65,80.333,0.333,0.0,0.0,5.55,804.584,225.842,11.0,0.504,0.0,0.0,1.5
98,2020-01-07 18:00:00,0.0,0.0,1.067,83.783,0.25,0.0,0.0,5.55,804.975,261.013,11.0,0.502,0.0,0.0,1.5
99,2020-01-07 19:00:00,0.0,0.0,0.75,85.1,0.75,0.0,0.0,5.5,805.278,222.521,11.0,0.5,0.0,0.0,1.5
100,2020-01-07 20:00:00,0.0,0.0,0.483,84.817,1.1,0.0,0.0,5.367,805.315,243.505,11.0,0.498,0.0,0.0,1.5
101,2020-01-07 21:00:00,0.0,0.0,-0.05,85.0,1.167,0.0,0.0,5.183,805.272,228.171,11.0,0.495,0.0,0.0,0.0
102,2020-01-07 22:00:00,0.0,0.0,-0.35,85.467,1.167,0.0,0.0,5.083,805.288,224.561,11.0,0.493,0.0,0.0,0.0
103,2020-01-07 23:00:00,0.0,0.0,-0.65,84.783,1.083,0.0,0.0,4.933,805.272,208.636,11.0,0.491,0.0,0.0,0.0
104,2020-01-08 00:00:00,0.0,0.0,-0.95,83.7,1.533,0.0,0.0,4.783,805.258,197.207,11.0,0.489,0.0,0.0,0.0
105,2020-01-08 01:00:00,0.0,0.0,-0.9,80.883,1.617,0.0,0.0,4.65,805.366,193.86,11.0,0.487,0.0,0.0,0.0
106,2020-01-08 02:00:00,0.0,0.0,-0.967,77.483,1.333,0.0,0.0,4.4,805.454,195.162,11.0,0.485,0.0,0.0,0.0
107,2020-01-08 03:00:00,0.0,0.0,-0.583,69.633,1.433,0.0,0.0,4.083,805.769,194.348,11.0,0.483,0.0,0.0,0.0
108,2020-01-08 04:00:00,0.0,0.0,-0.317,64.933,0.583,0.0,0.0,3.867,805.709,194.726,11.0,0.481,0.0,0.0,0.0
109,2020-01-08 05:00:00,0.0,0.0,-0.65,65.383,1.617,0.0,0.0,3.8,805.822,195.374,11.0,0.479,0.0,0.0,0.0
110,2020-01-08 06:00:00,0.0,0.0,-0.4,61.367,1.35,0.0,0.0,3.65,806.179,203.268,11.0,0.477,0.0,0.0,0.0
111,2020-01-08 07:00:00,0.0,0.0,-0.45,60.567,0.767,0.0,0.0,3.583,806.371,207.056,11.0,0.475,0.0,0.0,0.0
112,2020-01-08 08:00:00,0.0,0.0,-0.067,59.75,0.917,23.639,0.0,3.633,806.954,212.931,11.0,0.473,11.82,11.82,0.0
113,2020-01-08 09:00:00,67.85,0.104,0.017,62.9,1.35,131.653,0.0,3.833,807.213,215.762,11.0,0.471,65.826,65.826,1.5
114,2020-01-08 10:00:00,183.839,0.224,1.4,58.667,0.667,249.407,0.0,3.967,807.444,215.429,11.0,0.469,124.704,124.704,1.5
115,2020-01-08 11:00:00,276.039,0.313,1.8,56.567,0.75,324.143,0.0,3.933,807.544,220.307,11.0,0.467,162.072,162.072,1.5
116,2020-01-08 12:00:00,327.126,0.361,1.783,60.2,0.583,346.95,0.0,4.2,806.718,229.239,11.0,0.465,173.475,173.475,1.5
117,2020-01-08 13:00:00,329.957,0.363,2.35,60.417,0.917,323.586,0.0,4.35,806.5,231.015,11.0,0.463,161.793,161.793,1.5
118,2020-01-08 14:00:00,284.164,0.32,2.933,58.133,1.1,256.697,0.0,4.383,806.534,230.678,11.0,0.461,128.348,128.348,1.5
119,2020-01-08 15:00:00,196.053,0.236,2.483,61.567,1.25,142.291,0.0,4.483,806.642,242.454,11.0,0.459,71.146,71.146,1.5
120,2020-01-08 16:00:00,81.288,0.119,1.483,67.25,1.367,32.038,0.0,4.55,806.643,231.256,11.0,0.457,16.019,16.019,1.5
121,2020-01-08 17:00:00,0.0,0.0,1.133,66.7,1.0,0.0,0.0,4.4,807.032,229.218,11.0,0.456,0.0,0.0,1.5
122,2020-01-08 18:00:00,0.0,0.0,1.233,68.3,1.8,0.0,0.0,4.55,806.916,228.378,11.0,0.454,0.0,0.0,1.5
123,2020-01-08 19:00:00,0.0,0.0,1.317,71.2,1.9,0.0,0.0,4.783,806.808,236.31,11.0,0.452,0.0,0.0,1.5
124,2020-01-08 20:00:00,0.0,0.0,1.283,73.733,1.333,0.0,0.0,4.933,806.649,236.167,11.0,0.45,0.0,0.0,1.5
125,2020-01-08 21:00:00,0.0,0.0,0.8,75.083,1.9,0.0,0.0,4.867,806.658,238.861,11.0,0.448,0.0,0.0,1.5
126,2020-01-08 22:00:00,0.0,0.0,0.75,73.8,1.9,0.0,0.0,4.767,806.126,237.64,11.0,0.447,0.0,0.0,1.5
127,2020-01-08 23:00:00,0.0,0.0,0.767,72.25,1.617,0.0,0.0,4.633,806.223,238.461,11.0,0.445,0.0,0.0,1.5
128,2020-01-09 00:00:00,0.0,0.0,0.983,69.533,1.717,0.0,0.0,4.55,805.906,239.098,11.0,0.443,0.0,0.0,1.5
129,2020-01-09 01:00:00,0.0,0.0,1.017,69.283,1.983,0.0,0.0,4.533,805.432,251.064,11.0,0.441,0.0,0.0,1.5
130,2020-01-09 02:00:00,0.0,0.0,0.833,71.117,1.517,0.0,0.0,4.6,805.271,243.058,11.0,0.44,0.0,0.0,1.5
131,2020-01-09 03:00:00,0.0,0.0,0.9,68.783,1.517,0.0,0.0,4.467,804.846,243.721,11.0,0.438,0.0,0.0,1.5
132,2020-01-09 04:00:00,0.0,0.0,1.583,66.3,0.25,0.0,0.0,4.533,804.369,244.79,11.0,0.436,0.0,0.0,1.5
133,2020-01-09 05:00:00,0.0,0.0,0.917,72.4,0.667,0.0,0.0,4.75,804.306,242.914,11.0,0.435,0.0,0.0,1.5
134,2020-01-09 06:00:00,0.0,0.0,0.067,77.817,1.25,0.0,0.0,4.783,804.069,244.077,11.0,0.433,0.0,0.0,1.5
135,2020-01-09 07:00:00,0.0,0.0,0.117,80.8,1.6,0.0,0.0,4.983,803.813,245.637,11.0,0.432,0.0,0.0,1.5
136,2020-01-09 08:00:00,0.0,0.0,0.7,80.983,1.433,20.185,0.0,5.2,803.789,248.071,11.0,0.43,10.092,10.092,1.5
137,2020-01-09 09:00:00,68.736,0.105,1.35,79.6,0.917,113.909,0.0,5.35,803.548,245.674,11.0,0.428,56.954,56.954,1.5
138,2020-01-09 10:00:00,185.247,0.226,2.517,71.917,0.25,208.366,0.0,5.267,803.034,243.936,11.0,0.427,104.183,104.183,1.5
139,2020-01-09 11:00:00,277.919,0.314,2.817,68.917,0.5,294.558,0.0,5.167,802.334,240.637,11.0,0.425,147.279,147.279,1.5
140,2020-01-09 12:00:00,329.436,0.363,3.1,67.867,0.917,332.937,0.0,5.183,801.344,229.848,11.0,0.424,166.468,166.468,1.5
141,2020-01-09 13:00:00,332.625,0.366,3.417,68.617,0.5,316.288,0.0,5.367,801.09,234.256,11.0,0.422,158.144,158.144,1.5
142,2020-01-09 14:00:00,287.073,0.323,3.6,69.933,0.583,251.92,0.0,5.533,800.579,231.023,11.0,0.421,125.96,125.96,1.5
143,2020-01-09 15:00:00,199.017,0.239,3.033,72.083,1.433,144.761,0.0,5.5,800.331,227.603,11.0,0.419,72.38,72.38,1.5
144,2020-01-09 16:00:00,83.931,0.122,2.467,72.117,1.817,34.529,0.0,5.267,800.033,224.716,11.0,0.418,17.264,17.264,1.5
145,2020-01-09 17:00:00,0.0,0.0,1.533,74.417,1.083,0.0,0.0,5.067,799.991,222.388,11.0,0.416,0.0,0.0,1.5
146,2020-01-09 18:00:00,0.0,0.0,0.817,76.25,1.517,0.0,0.0,4.95,799.917,224.256,11.0,0.415,0.0,0.0,1.5
147,2020-01-09 19:00:00,0.0,0.0,1.0,75.317,1.533,0.0,0.0,4.933,799.628,211.576,11.0,0.413,0.0,0.0,1.5
148,2020-01-09 20:00:00,0.0,0.0,4.933,57.5,3.15,0.0,0.0,4.883,799.443,210.233,11.0,0.412,0.0,0.0,1.5
149,2020-01-09 21:00:00,0.0,0.0,9.467,38.917,5.217,0.0,0.0,4.6,799.038,207.439,11.0,0.41,0.0,0.0,1.5
150,2020-01-09 22:00:00,0.0,0.0,5.75,55.333,3.433,0.0,0.0,5.0,798.469,210.066,11.0,0.409,0.0,0.0,1.5
151,2020-01-09 23:00:00,0.0,0.0,1.583,71.55,0.917,0.0,0.0,4.9,798.445,205.204,11.0,0.408,0.0,0.0,1.5
152,2020-01-10 00:00:00,0.0,0.0,0.483,74.467,1.0,0.0,0.0,4.717,798.558,201.501,11.0,0.406,0.0,0.0,1.5
153,2020-01-10 01:00:00,0.0,0.0,0.033,76.383,1.183,0.0,0.0,4.65,798.264,209.29,11.0,0.405,0.0,0.0,1.5
154,2020-01-10 02:00:00,0.0,0.0,-0.167,77.8,1.35,0.0,0.0,4.7,798.374,201.358,11.0,0.403,0.0,0.0,0.0
155,2020-01-10 03:00:00,0.0,0.0,-0.217,78.1,1.35,0.0,0.0,4.7,798.333,208.141,11.0,0.402,0.0,0.0,0.0
156,2020-01-10 04:00:00,0.0,0.0,-0.017,78.7,1.0,0.0,0.0,4.817,798.002,221.662,11.0,0.401,0.0,0.0,0.0
157,2020-01-10 05:00:00,0.0,0.0,0.617,76.583,1.433,0.0,0.0,4.883,798.184,233.642,11.0,0.399,0.0,0.0,1.5
158,2020-01-10 06:00:00,0.0,0.0,1.133,74.7,1.083,0.0,0.0,4.95,798.284,242.483,11.0,0.398,0.0,0.0,1.5
159,2020-01-10 07:00:00,0.0,0.0,0.417,76.267,1.0,0.0,0.0,4.817,798.583,264.227,11.0,0.397,0.0,0.0,1.5
160,2020-01-10 08:00:00,0.0,0.0,0.683,76.4,1.0,14.25,0.0,4.9,798.871,266.536,11.0,0.396,7.125,7.125,1.5
161,2020-01-10 09:00:00,69.73,0.106,3.367,62.783,3.25,100.373,0.0,4.8,799.224,259.124,11.0,0.394,50.186,50.186,1.5
162,2020-01-10 10:00:00,186.783,0.227,4.9,57.417,3.283,229.193,0.0,4.933,799.647,231.038,11.0,0.393,114.596,114.596,1.5
163,2020-01-10 11:00:00,279.931,0.316,2.667,66.8,0.833,308.445,0.0,4.95,799.689,231.467,11.0,0.392,154.222,154.222,1.5
164,2020-01-10 12:00:00,331.878,0.365,1.633,71.283,0.5,292.831,0.0,4.917,799.732,225.737,11.0,0.39,146.416,146.416,1.5
165,2020-01-10 13:00:00,335.419,0.368,2.0,74.117,0.5,258.154,0.0,5.217,799.745,246.548,11.0,0.389,129.077,129.077,1.5
166,2020-01-10 14:00:00,290.098,0.326,3.233,72.267,0.25,194.26,0.0,5.55,800.208,251.942,11.0,0.388,97.13,97.13,1.5
167,2020-01-10 15:00:00,202.085,0.242,3.317,74.467,0.167,110.031,0.0,5.783,800.78,256.544,11.0,0.387,55.016,55.016,1.5
168,2020-01-10 16:00:00,86.668,0.125,2.867,76.567,0.417,19.456,0.0,5.767,801.432,265.687,11.0,0.386,9.728,9.728,1.5
169,2020-01-10 17:00:00,0.0,0.0,3.033,75.517,0.75,0.0,0.0,5.717,802.004,260.572,11.0,0.384,0.0,0.0,1.5
170,2020-01-10 18:00:00,0.0,0.0,2.6,85.933,0.583,0.0,0.2,6.317,802.512,275.799,11.0,0.383,0.0,0.0,1.5
171,2020-01-10 19:00:00,0.0,0.0,1.767,90.2,0.583,0.0,0.0,6.25,802.974,265.278,11.0,0.382,0.0,0.0,1.5
172,2020-01-10 20:00:00,0.0,0.0,1.333,92.6,0.417,0.0,0.0,6.2,803.365,265.437,11.0,0.381,0.0,0.0,1.5
173,2020-01-10 21:00:00,0.0,0.0,1.25,93.0,0.333,0.0,0.0,6.2,803.818,254.861,11.0,0.38,0.0,0.0,1.5
174,2020-01-10 22:00:00,0.0,0.0,1.183,93.0,0.583,0.0,0.0,6.2,804.028,277.71,11.0,0.379,0.0,0.0,1.5
175,2020-01-10 23:00:00,0.0,0.0,0.767,92.417,0.417,0.0,0.0,5.967,804.332,270.969,11.0,0.377,0.0,0.0,1.5
176,2020-01-11 00:00:00,0.0,0.0,0.2,92.883,0.833,0.0,0.0,5.767,804.218,267.612,11.0,0.376,0.0,0.0,1.5
177,2020-01-11 01:00:00,0.0,0.0,0.117,93.233,0.417,0.0,0.0,5.733,804.719,256.316,11.0,0.375,0.0,0.0,1.5
178,2020-01-11 02:00:00,0.0,0.0,0.433,93.9,0.333,0.0,0.0,5.917,804.822,265.772,11.0,0.374,0.0,0.0,1.5
179,2020-01-11 03:00:00,0.0,0.0,0.6,93.7,0.333,0.0,0.0,6.0,804.96,264.685,11.0,0.373,0.0,0.0,1.5
180,2020-01-11 04:00:00,0.0,0.0,0.6,94.283,0.667,0.0,0.0,6.0,805.386,248.142,11.0,0.372,0.0,0.0,1.5
181,2020-01-11 05:00:00,0.0,0.0,0.117,92.767,0.75,0.0,0.0,5.717,805.161,245.236,11.0,0.371,0.0,0.0,1.5
182,2020-01-11 06:00:00,0.0,0.0,-0.983,91.417,0.583,0.0,0.0,5.2,805.059,255.481,11.0,0.37,0.0,0.0,0.0
183,2020-01-11 07:00:00,0.0,0.0,-1.7,90.917,1.267,0.0,0.0,4.9,805.767,223.419,11.0,0.369,0.0,0.0,0.0
