,When,sea,T_a,RH,v_a,p_a,SW_direct,SW_diffuse,a,vp_a,LW_in,cld,e_a,Discharge,Prec
5215,2021-02-06 07:45:00,0.686,-12.02,36.09,2.165,622.812,14.452,4.818,0.35,0.877,144.897,0,0.55,60,0
5216,2021-02-06 08:00:00,0.672,-12.14,36.95,2.84,623.012,67.8,22.6,0.35,0.889,144.927,0,0.551,60,0
5217,2021-02-06 08:15:00,0.654,-12.14,37.94,2.368,623.157,102.525,34.175,0.35,0.913,145.475,0,0.553,0,0
5218,2021-02-06 08:30:00,0.632,-11.93,39.37,2.693,623.302,137.55,45.85,0.35,0.964,147.056,0,0.557,0,0
5219,2021-02-06 08:45:00,0.606,-11.33,38.43,1.013,623.446,173.925,57.975,0.35,0.987,148.875,0,0.559,0,0
5220,2021-02-06 09:00:00,0.578,-10.9,37.54,0.234,623.591,211.65,70.55,0.35,0.998,150.057,0,0.559,0,0
5221,2021-02-06 09:15:00,0.546,-10.02,37.28,0.932,623.706,249.225,83.075,0.35,1.063,153.385,0,0.564,0,0
5222,2021-02-06 09:30:00,0.512,-9.97,37.02,1.899,623.821,287.4,95.8,0.35,1.06,153.431,0,0.564,0,0
5223,2021-02-06 09:45:00,0.475,-9.93,39.63,1.749,623.936,322.8,107.6,0.35,1.138,155.093,0,0.57,0,0
5224,2021-02-06 10:00:00,0.436,-9.75,40.3,1.902,624.05,358.35,119.45,0.35,1.174,156.193,0,0.572,0,0
5225,2021-02-06 10:15:00,0.395,-9.47,39.6,1.963,624.171,393.45,131.15,0.35,1.18,156.938,0,0.573,0,0
5226,2021-02-06 10:30:00,0.352,-9.34,38.63,2.477,624.292,425.4,141.8,0.35,1.163,156.91,0,0.571,0,0
5227,2021-02-06 10:45:00,0.308,-9.03,38.73,1.988,624.412,454.35,151.45,0.35,1.195,158.232,0,0.573,0,0
5228,2021-02-06 11:00:00,0.262,-8.64,36.84,2.98,624.533,480.675,160.225,0.35,1.172,158.694,0,0.572,0,0
5229,2021-02-06 11:15:00,0.215,-8.62,37.4,2.715,624.411,503.175,167.725,0.35,1.191,159.118,0,0.573,0,0
5230,2021-02-06 11:30:00,0.167,-8.0,35.83,2.04,624.289,524.025,174.675,0.35,1.198,160.69,0,0.573,0,0
5231,2021-02-06 11:45:00,0.118,-7.954,35.48,2.053,624.167,539.325,179.775,0.35,1.19,160.654,0,0.573,0,0
5232,2021-02-06 12:00:00,0.069,-7.283,33.43,2.196,624.046,551.1,183.7,0.35,1.182,162.056,0,0.572,0,0
5233,2021-02-06 12:15:00,0.018,-7.362,34.02,2.302,623.924,561.975,187.325,0.35,1.195,162.134,0,0.573,0,0
5234,2021-02-06 12:30:00,0.0,-7.072,33.86,2.849,623.802,568.8,189.6,0.35,1.217,163.23,0,0.574,0,0
5235,2021-02-06 12:45:00,0.0,-7.046,31.81,3.196,623.68,572.775,190.925,0.35,1.145,161.888,0,0.569,0,0
5236,2021-02-06 13:00:00,0.0,-6.993,31.67,2.623,623.558,567.525,189.175,0.35,1.145,162.005,0,0.569,0,0
5237,2021-02-06 13:15:00,0.0,-6.302,29.94,2.763,623.379,568.8,189.6,0.35,1.141,163.565,0,0.569,0,0
5238,2021-02-06 13:30:00,0.0,-6.298,29.65,2.43,623.2,558.225,186.075,0.35,1.131,163.354,0,0.568,0,0
5239,2021-02-06 13:45:00,0.0,-5.955,27.15,2.609,623.021,544.2,181.4,0.35,1.063,162.723,0,0.563,0,0
5240,2021-02-06 14:00:00,0.0,-5.514,24.94,3.212,622.842,528.975,176.325,0.35,1.01,162.568,0,0.559,0,0
5241,2021-02-06 14:15:00,0.0,-4.949,24.87,2.102,622.77,509.4,169.8,0.35,1.051,164.839,0,0.562,0,0
5242,2021-02-06 14:30:00,0.0,-4.784,24.43,3.19,622.699,487.95,162.65,0.35,1.046,165.104,0,0.561,0,0
5243,2021-02-06 14:45:00,0.0,-4.87,24.14,3.174,622.627,463.95,154.65,0.35,1.027,164.466,0,0.56,0,0
5244,2021-02-06 15:00:00,0.0,-4.771,23.08,2.986,622.556,436.725,145.575,0.35,0.989,163.823,0,0.557,0,0
5245,2021-02-06 15:15:00,0.0,-4.544,23.15,2.939,622.57,406.95,135.65,0.35,1.009,164.833,0,0.558,0,0
5246,2021-02-06 15:30:00,0.0,-4.591,22.74,2.496,622.585,373.725,124.575,0.35,0.988,164.219,0,0.557,0,0
5247,2021-02-06 15:45:00,0.0,-4.391,21.33,2.16,622.599,338.775,112.925,0.35,0.941,163.545,0,0.553,0,0
5248,2021-02-06 16:00:00,0.0,-4.274,22.05,2.738,622.614,300.675,100.225,0.35,0.981,164.806,0,0.556,0,0
5249,2021-02-06 16:15:00,0.0,-4.514,21.23,1.848,622.676,263.4,87.8,0.35,0.928,162.93,0,0.552,0,0
5250,2021-02-06 16:30:00,0.0,-4.258,20.85,1.616,622.738,227.925,75.975,0.35,0.929,163.56,0,0.552,0,0
5251,2021-02-06 16:45:00,0.0,-4.144,19.98,1.527,622.801,191.325,63.775,0.35,0.898,163.033,0,0.549,0,0
5252,2021-02-06 17:00:00,0.0,-4.265,20.41,1.23,622.864,145.05,48.35,0.35,0.909,163.033,0,0.55,0,0
5253,2021-02-06 17:15:00,0.0,-4.752,21.55,1.571,622.999,49.358,16.452,0.35,0.925,162.303,0,0.552,60,0
5254,2021-02-06 17:30:00,0.0,-5.093,22.1,1.31,623.135,10.77,3.59,0.35,0.924,161.494,0,0.552,60,0
5255,2021-02-06 17:45:00,0.0,-5.107,22.62,1.712,623.271,6.248,2.082,0.35,0.945,161.974,0,0.553,60,0
5256,2021-02-06 18:00:00,0.0,-5.303,22.91,1.397,623.407,0.746,0.249,0.35,0.943,161.467,0,0.553,60,0
5257,2021-02-06 18:15:00,0.0,-5.442,22.98,2.065,623.573,-2.258,-0.753,0.35,0.936,160.971,0,0.553,60,0
5258,2021-02-06 18:30:00,0.0,-5.582,23.47,1.22,623.738,-2.731,-0.91,0.35,0.946,160.886,0,0.554,60,0
5259,2021-02-06 18:45:00,0.0,-5.852,24.22,2.091,623.904,-3.271,-1.09,0.35,0.956,160.508,0,0.555,60,0
5260,2021-02-06 19:00:00,0.0,-6.254,25.43,3.751,624.07,-3.601,-1.2,0.35,0.973,159.989,0,0.556,60,0
5261,2021-02-06 19:15:00,0.0,-6.495,25.61,4.672,624.232,-3.343,-1.114,0.35,0.962,159.171,0,0.555,60,0
5262,2021-02-06 19:30:00,0.0,-6.731,25.76,4.926,624.394,-3.355,-1.118,0.35,0.95,158.349,0,0.554,60,0
5263,2021-02-06 19:45:00,0.0,-6.918,26.32,4.808,624.555,-2.854,-0.952,0.35,0.957,158.081,0,0.555,60,0
5264,2021-02-06 20:00:00,0.0,-6.976,26.38,4.36,624.717,-3.142,-1.047,0.35,0.955,157.899,0,0.555,60,0
5265,2021-02-06 20:15:00,0.0,-7.106,26.13,3.787,624.869,-2.843,-0.948,0.35,0.936,157.161,0,0.553,60,0
5266,2021-02-06 20:30:00,0.0,-7.211,26.34,4.611,625.021,-2.869,-0.956,0.35,0.936,156.919,0,0.553,60,0
5267,2021-02-06 20:45:00,0.0,-7.269,26.56,3.808,625.173,-3.099,-1.033,0.35,0.94,156.873,0,0.554,60,0
5268,2021-02-06 21:00:00,0.0,-7.194,26.24,3.553,625.325,-3.003,-1.001,0.35,0.934,156.902,0,0.553,60,0
5269,2021-02-06 21:15:00,0.0,-7.259,26.29,3.639,625.399,-3.047,-1.016,0.35,0.931,156.685,0,0.553,60,0
5270,2021-02-06 21:30:00,0.0,-7.013,25.63,1.989,625.473,-3.174,-1.058,0.35,0.925,157.101,0,0.552,60,0
5271,2021-02-06 21:45:00,0.0,-6.966,25.03,2.936,625.547,-2.894,-0.964,0.35,0.907,156.758,0,0.551,60,0
5272,2021-02-06 22:00:00,0.0,-6.977,26.22,3.536,625.622,-2.754,-0.918,0.35,0.949,157.757,0,0.554,60,0
5273,2021-02-06 22:15:00,0.0,-7.23,25.56,3.413,625.749,-2.726,-0.908,0.35,0.907,156.171,0,0.551,60,0
5274,2021-02-06 22:30:00,0.0,-7.443,25.93,3.047,625.876,-2.571,-0.857,0.35,0.905,155.642,0,0.551,60,0
5275,2021-02-06 22:45:00,0.0,-7.696,26.14,2.868,626.003,-2.693,-0.898,0.35,0.895,154.815,0,0.55,60,0
5276,2021-02-06 23:00:00,0.0,-7.848,26.06,3.49,626.13,-2.474,-0.825,0.35,0.882,154.145,0,0.549,60,0
5277,2021-02-06 23:15:00,0.0,-7.956,26.5,3.209,626.174,-2.369,-0.79,0.35,0.889,154.086,0,0.549,60,0
5278,2021-02-06 23:30:00,0.0,-7.929,26.11,3.151,626.218,-2.458,-0.819,0.35,0.878,153.867,0,0.548,60,0
5279,2021-02-06 23:45:00,0.0,-7.958,26.81,2.975,626.263,-2.496,-0.832,0.35,0.899,154.335,0,0.55,60,0
5280,2021-02-07 00:00:00,0.0,-8.03,26.91,3.191,626.307,-2.42,-0.806,0.35,0.898,154.131,0,0.55,60,0
5281,2021-02-07 00:15:00,0.0,-8.1,26.91,3.132,626.299,-2.572,-0.857,0.35,0.893,153.854,0,0.55,60,0
5282,2021-02-07 00:30:00,0.0,-8.2,27.59,2.111,626.292,-2.272,-0.757,0.35,0.908,154.008,0,0.551,60,0
5283,2021-02-07 00:45:00,0.0,-8.22,27.09,4.005,626.284,-2.319,-0.773,0.35,0.89,153.527,0,0.55,60,0
5284,2021-02-07 01:00:00,0.0,-8.22,27.21,2.72,626.276,-2.527,-0.842,0.35,0.894,153.624,0,0.55,60,0
5285,2021-02-07 01:15:00,0.0,-7.992,26.78,2.154,626.31,-2.632,-0.877,0.35,0.896,154.175,0,0.55,60,0
5286,2021-02-07 01:30:00,0.0,-8.03,27.4,1.865,626.344,-2.27,-0.756,0.35,0.914,154.529,0,0.552,60,0
5287,2021-02-07 01:45:00,0.0,-8.35,27.88,2.422,626.378,-2.111,-0.704,0.35,0.907,153.644,0,0.551,60,0
5288,2021-02-07 02:00:00,0.046,-8.22,26.28,2.343,626.412,-2.094,-0.698,0.35,0.864,152.862,0,0.547,60,0
5289,2021-02-07 02:15:00,0.096,-8.19,26.77,2.659,626.45,-2.228,-0.743,0.35,0.882,153.385,0,0.549,60,0
5290,2021-02-07 02:30:00,0.146,-8.32,26.66,2.973,626.487,-2.224,-0.741,0.35,0.869,152.783,0,0.548,60,0
5291,2021-02-07 02:45:00,0.194,-8.3,26.17,2.472,626.525,-2.03,-0.677,0.35,0.855,152.457,0,0.546,60,0
5292,2021-02-07 03:00:00,0.242,-8.43,25.89,3.095,626.562,-2.178,-0.726,0.35,0.837,151.714,0,0.545,60,0
5293,2021-02-07 03:15:00,0.288,-8.48,27.3,2.537,626.564,-2.045,-0.682,0.35,0.879,152.671,0,0.549,60,0
5294,2021-02-07 03:30:00,0.334,-8.67,27.24,2.757,626.567,-2.114,-0.704,0.35,0.864,151.878,0,0.547,60,0
5295,2021-02-07 03:45:00,0.377,-8.55,26.27,2.899,626.569,-2.08,-0.693,0.35,0.841,151.561,0,0.545,60,0
5296,2021-02-07 04:00:00,0.419,-8.49,27.39,2.294,626.571,-2.277,-0.759,0.35,0.881,152.704,0,0.549,60,0
5297,2021-02-07 04:15:00,0.459,-8.69,28.42,1.684,626.615,-2.337,-0.779,0.35,0.9,152.722,0,0.551,60,0
5298,2021-02-07 04:30:00,0.497,-9.02,28.48,2.5,626.66,-2.269,-0.756,0.35,0.879,151.472,0,0.549,60,0
5299,2021-02-07 04:45:00,0.533,-8.84,27.36,2.431,626.704,-2.056,-0.686,0.35,0.857,151.308,0,0.547,60,0
5300,2021-02-07 05:00:00,0.566,-9.28,28.61,2.327,626.748,-1.988,-0.663,0.35,0.865,150.555,0,0.548,60,0
5301,2021-02-07 05:15:00,0.597,-8.96,26.55,2.204,626.835,-2.262,-0.754,0.35,0.823,150.194,0,0.544,60,0
5302,2021-02-07 05:30:00,0.624,-9.01,27.12,2.722,626.923,-2.325,-0.775,0.35,0.838,150.456,0,0.545,60,0
5303,2021-02-07 05:45:00,0.648,-9.34,30.78,2.273,627.01,-2.248,-0.749,0.35,0.926,151.9,0,0.553,60,0
5304,2021-02-07 06:00:00,0.668,-9.51,29.54,1.379,627.098,-2.018,-0.672,0.35,0.877,150.347,0,0.549,60,0
5305,2021-02-07 06:15:00,0.685,-9.53,30.22,1.569,627.206,-1.898,-0.633,0.35,0.896,150.758,0,0.55,60,0
5306,2021-02-07 06:30:00,0.697,-9.63,30.22,0.793,627.314,-1.994,-0.665,0.35,0.889,150.368,0,0.55,60,0
5307,2021-02-07 06:45:00,0.705,-9.92,29.88,1.209,627.422,-2.23,-0.743,0.35,0.859,148.999,0,0.547,60,0
5308,2021-02-07 07:00:00,0.708,-9.83,29.92,2.787,627.53,-2.062,-0.688,0.35,0.866,149.376,0,0.548,60,0
5309,2021-02-07 07:15:00,0.707,-9.51,30.84,1.892,627.738,-0.352,-0.118,0.35,0.916,151.275,0,0.552,60,0
5310,2021-02-07 07:30:00,0.701,-10.03,30.28,1.091,627.946,4.31,1.436,0.35,0.863,148.856,0,0.548,60,0
5311,2021-02-07 07:45:00,0.691,-9.8,30.41,0.961,628.153,15.712,5.238,0.35,0.883,149.84,0,0.549,60,0
5312,2021-02-07 08:00:00,0.677,-10.07,31.33,3.003,628.361,68.1,22.7,0.35,0.89,149.428,0,0.55,60,0
5313,2021-02-07 08:15:00,0.659,-10.03,30.0,3.638,628.421,103.05,34.35,0.35,0.855,148.659,0,0.547,0,0
5314,2021-02-07 08:30:00,0.637,-9.3,29.41,1.85,628.482,137.925,45.975,0.35,0.888,151.071,0,0.55,0,0
5315,2021-02-07 08:45:00,0.611,-8.4,28.74,0.547,628.542,173.025,57.675,0.35,0.931,154.114,0,0.553,0,0
5316,2021-02-07 09:00:00,0.583,-8.53,27.88,0.154,628.602,209.7,69.9,0.35,0.894,152.933,0,0.55,0,0
5317,2021-02-07 09:15:00,0.551,-7.92,27.28,1.604,628.635,245.1,81.7,0.35,0.918,154.869,0,0.552,0,0
5318,2021-02-07 09:30:00,0.516,-7.389,27.05,1.722,628.669,282.375,94.125,0.35,0.948,156.801,0,0.554,0,0
5319,2021-02-07 09:45:00,0.479,-7.687,27.35,2.19,628.703,319.275,106.425,0.35,0.937,155.855,0,0.553,0,0
5320,2021-02-07 10:00:00,0.44,-7.33,25.88,1.272,628.736,357.45,119.15,0.35,0.911,156.049,0,0.551,0,0
5321,2021-02-07 10:15:00,0.399,-6.666,25.29,1.628,628.677,391.8,130.6,0.35,0.938,158.195,0,0.553,0,0
5322,2021-02-07 10:30:00,0.356,-6.562,24.99,1.437,628.618,422.55,140.85,0.35,0.934,158.345,0,0.553,0,0
5323,2021-02-07 10:45:00,0.312,-6.063,24.13,1.598,628.559,452.4,150.8,0.35,0.937,159.566,0,0.553,0,0
5324,2021-02-07 11:00:00,0.266,-5.737,23.12,1.358,628.5,479.7,159.9,0.35,0.92,159.912,0,0.551,0,0
5325,2021-02-07 11:15:00,0.219,-5.701,23.65,2.502,628.412,503.175,167.725,0.35,0.944,160.577,0,0.553,0,0
5326,2021-02-07 11:30:00,0.171,-5.738,23.25,2.221,628.324,522.0,174.0,0.35,0.926,160.036,0,0.552,0,0
5327,2021-02-07 11:45:00,0.122,-5.262,23.71,1.804,628.236,540.375,180.125,0.35,0.979,162.429,0,0.556,0,0
5328,2021-02-07 12:00:00,0.072,-4.919,21.68,1.811,628.148,553.275,184.425,0.35,0.919,161.76,0,0.551,0,0
5329,2021-02-07 12:15:00,0.021,-4.522,20.96,2.495,627.901,563.325,187.775,0.35,0.915,162.6,0,0.551,0,0
5330,2021-02-07 12:30:00,0.0,-4.027,20.03,1.66,627.653,569.775,189.925,0.35,0.908,163.571,0,0.55,0,0
5331,2021-02-07 12:45:00,0.0,-3.455,19.33,1.781,627.405,572.25,190.75,0.35,0.915,165.09,0,0.55,0,0
5332,2021-02-07 13:00:00,0.0,-3.743,19.93,2.27,627.158,570.225,190.075,0.35,0.923,164.622,0,0.551,0,0
5333,2021-02-07 13:15:00,0.0,-3.449,19.1,2.955,626.994,566.325,188.775,0.35,0.904,164.833,0,0.549,0,0
5334,2021-02-07 13:30:00,0.0,-2.766,18.8,2.53,626.831,557.4,185.8,0.35,0.937,167.288,0,0.552,0,0
5335,2021-02-07 13:45:00,0.0,-3.12,18.56,2.281,626.667,546.45,182.15,0.35,0.9,165.514,0,0.549,0,0
5336,2021-02-07 14:00:00,0.0,-2.338,17.77,2.209,626.504,530.925,176.975,0.35,0.914,167.723,0,0.55,0,0
5337,2021-02-07 14:15:00,0.0,-2.408,17.94,2.914,626.401,514.725,171.575,0.35,0.918,167.659,0,0.55,0,0
5338,2021-02-07 14:30:00,0.0,-2.033,17.51,2.375,626.297,493.5,164.5,0.35,0.921,168.642,0,0.55,0,0
5339,2021-02-07 14:45:00,0.0,-1.035,15.98,1.245,626.194,468.15,156.05,0.35,0.905,170.614,0,0.549,0,0
5340,2021-02-07 15:00:00,0.0,-1.744,16.26,2.625,626.091,442.275,147.425,0.35,0.874,168.067,0,0.546,0,0
5341,2021-02-07 15:15:00,0.0,-1.644,16.13,2.554,626.077,412.35,137.45,0.35,0.873,168.29,0,0.546,0,0
5342,2021-02-07 15:30:00,0.0,-1.204,14.83,2.036,626.062,378.825,126.275,0.35,0.829,168.101,0,0.542,0,0
5343,2021-02-07 15:45:00,0.0,-1.2,14.52,2.167,626.048,343.125,114.375,0.35,0.812,167.611,0,0.54,0,0
5344,2021-02-07 16:00:00,0.0,-1.109,14.57,2.455,626.034,306.075,102.025,0.35,0.82,168.07,0,0.541,0,0
5345,2021-02-07 16:15:00,0.0,-1.225,14.28,1.936,626.073,267.75,89.25,0.35,0.797,167.109,0,0.539,0,0
5346,2021-02-07 16:30:00,0.0,-1.219,13.6,1.846,626.112,229.35,76.45,0.35,0.76,165.973,0,0.535,0,0
5347,2021-02-07 16:45:00,0.0,-0.263,13.73,0.641,626.151,189.825,63.275,0.35,0.823,170.157,0,0.541,0,0
5348,2021-02-07 17:00:00,0.0,-1.448,14.73,1.562,626.19,150.3,50.1,0.35,0.809,166.929,0,0.54,0,0
5349,2021-02-07 17:15:00,0.0,-1.552,14.72,1.527,626.233,56.37,18.79,0.35,0.802,166.484,0,0.54,60,0
5350,2021-02-07 17:30:00,0.0,-1.654,14.86,0.885,626.277,11.01,3.67,0.35,0.804,166.289,0,0.54,60,0
5351,2021-02-07 17:45:00,0.0,-1.796,15.21,1.003,626.321,6.21,2.07,0.35,0.814,166.258,0,0.541,60,0
5352,2021-02-07 18:00:00,0.0,-2.02,15.12,0.829,626.365,1.101,0.367,0.35,0.796,165.197,0,0.539,60,0
5353,2021-02-07 18:15:00,0.0,-2.272,16.6,0.213,626.433,-2.215,-0.738,0.35,0.858,166.372,0,0.545,60,0
5354,2021-02-07 18:30:00,0.0,-2.438,18.52,1.302,626.502,-2.762,-0.921,0.35,0.945,168.298,0,0.553,60,0
5355,2021-02-07 18:45:00,0.0,-2.933,20.15,0.358,626.57,-2.929,-0.976,0.35,0.991,168.252,0,0.557,60,0
5356,2021-02-07 19:00:00,0.0,-3.147,18.67,0.461,626.639,-3.434,-1.144,0.35,0.904,165.542,0,0.549,60,0
5357,2021-02-07 19:15:00,0.0,-2.827,18.32,2.209,626.727,-3.482,-1.16,0.35,0.909,166.418,0,0.55,60,0
5358,2021-02-07 19:30:00,0.0,-2.967,19.81,2.607,626.815,-3.132,-1.044,0.35,0.972,167.701,0,0.555,60,0
5359,2021-02-07 19:45:00,0.0,-3.091,20.51,2.774,626.903,-3.164,-1.054,0.35,0.997,168.014,0,0.557,60,0
5360,2021-02-07 20:00:00,0.0,-3.116,20.24,3.151,626.992,-2.819,-0.94,0.35,0.982,167.592,0,0.556,60,0
5361,2021-02-07 20:15:00,0.0,-3.114,20.46,3.162,627.136,-2.252,-0.75,0.35,0.993,167.859,0,0.557,60,0
5362,2021-02-07 20:30:00,0.0,-3.197,20.28,2.923,627.281,-2.468,-0.822,0.35,0.978,167.301,0,0.556,60,0
5363,2021-02-07 20:45:00,0.0,-3.412,20.58,2.834,627.426,-2.755,-0.918,0.35,0.977,166.754,0,0.556,60,0
5364,2021-02-07 21:00:00,0.0,-3.434,20.24,3.185,627.571,-3.481,-1.16,0.35,0.959,166.266,0,0.554,60,0
5365,2021-02-07 21:15:00,0.0,-3.651,20.84,2.609,627.638,-3.606,-1.202,0.35,0.972,166.057,0,0.555,60,0
5366,2021-02-07 21:30:00,0.0,-3.788,20.86,2.697,627.704,-2.92,-0.974,0.35,0.963,165.511,0,0.554,60,0
5367,2021-02-07 21:45:00,0.0,-3.822,20.74,3.158,627.771,-3.121,-1.04,0.35,0.955,165.234,0,0.554,60,0
5368,2021-02-07 22:00:00,0.0,-3.952,20.77,3.292,627.838,-2.93,-0.976,0.35,0.947,164.73,0,0.553,60,0
5369,2021-02-07 22:15:00,0.0,-4.051,21.43,3.085,627.885,-2.987,-0.996,0.35,0.97,165.058,0,0.555,60,0
5370,2021-02-07 22:30:00,0.0,-4.268,21.83,3.265,627.932,-2.8,-0.933,0.35,0.972,164.595,0,0.555,60,0
5371,2021-02-07 22:45:00,0.0,-4.436,21.51,2.956,627.979,-2.877,-0.959,0.35,0.945,163.556,0,0.553,60,0
5372,2021-02-07 23:00:00,0.0,-4.272,21.14,2.843,628.027,-2.944,-0.982,0.35,0.941,163.825,0,0.553,60,0
5373,2021-02-07 23:15:00,0.0,-4.462,21.88,3.592,628.051,-2.83,-0.943,0.35,0.96,163.848,0,0.554,60,0
5374,2021-02-07 23:30:00,0.0,-4.627,23.23,3.885,628.075,-2.828,-0.943,0.35,1.006,164.57,0,0.558,60,0
5375,2021-02-07 23:45:00,0.0,-4.759,22.32,3.999,628.099,-2.7,-0.9,0.35,0.957,163.09,0,0.554,60,0
5376,2021-02-08 00:00:00,0.0,-4.677,22.11,3.51,628.123,-2.678,-0.893,0.35,0.954,163.207,0,0.554,60,0
5377,2021-02-08 00:15:00,0.0,-4.764,23.04,3.255,628.104,-2.782,-0.927,0.35,0.988,163.811,0,0.557,60,0
5378,2021-02-08 00:30:00,0.0,-5.081,23.26,3.804,628.085,-2.668,-0.889,0.35,0.974,162.727,0,0.556,60,0
5379,2021-02-08 00:45:00,0.0,-5.002,22.99,3.063,628.065,-2.719,-0.906,0.35,0.968,162.78,0,0.555,60,0
5380,2021-02-08 01:00:00,0.0,-4.89,23.0,1.508,628.046,-2.587,-0.862,0.35,0.977,163.251,0,0.556,60,0
5381,2021-02-08 01:15:00,0.0,-5.43,24.64,1.627,628.048,-2.582,-0.861,0.35,1.004,162.632,0,0.558,60,0
5382,2021-02-08 01:30:00,0.0,-5.661,24.87,3.402,628.05,-2.659,-0.886,0.35,0.996,161.899,0,0.558,60,0
5383,2021-02-08 01:45:00,0.0,-5.66,23.77,3.556,628.053,-2.578,-0.86,0.35,0.952,160.86,0,0.554,60,0
5384,2021-02-08 02:00:00,0.049,-5.537,24.16,2.87,628.055,-2.512,-0.837,0.35,0.977,161.737,0,0.556,60,0
5385,2021-02-08 02:15:00,0.1,-5.581,24.22,1.772,628.086,-2.518,-0.839,0.35,0.976,161.614,0,0.556,60,0
5386,2021-02-08 02:30:00,0.149,-5.951,24.79,0.875,628.118,-2.498,-0.833,0.35,0.971,160.639,0,0.556,60,0
5387,2021-02-08 02:45:00,0.198,-6.131,26.51,3.347,628.149,-2.636,-0.878,0.35,1.024,161.446,0,0.56,60,0
5388,2021-02-08 03:00:00,0.246,-6.678,26.9,3.107,628.18,-2.508,-0.836,0.35,0.996,159.547,0,0.558,60,0
5389,2021-02-08 03:15:00,0.292,-6.559,25.87,3.345,628.185,-2.519,-0.84,0.35,0.967,159.142,0,0.556,60,0
5390,2021-02-08 03:30:00,0.337,-6.342,25.81,2.669,628.189,-2.561,-0.854,0.35,0.981,159.97,0,0.557,60,0
5391,2021-02-08 03:45:00,0.381,-6.396,26.22,2.469,628.194,-2.558,-0.853,0.35,0.992,160.11,0,0.558,60,0
5392,2021-02-08 04:00:00,0.423,-6.554,26.65,1.889,628.198,-2.354,-0.785,0.35,0.997,159.839,0,0.558,60,0
5393,2021-02-08 04:15:00,0.464,-6.993,27.27,3.217,628.184,-2.39,-0.796,0.35,0.986,158.58,0,0.557,60,0
5394,2021-02-08 04:30:00,0.502,-6.997,27.39,2.319,628.169,-2.319,-0.773,0.35,0.99,158.663,0,0.558,60,0
5395,2021-02-08 04:45:00,0.538,-7.191,27.61,0.598,628.155,-2.373,-0.791,0.35,0.983,158.059,0,0.557,60,0
5396,2021-02-08 05:00:00,0.571,-7.255,27.85,2.151,628.14,-2.228,-0.743,0.35,0.987,157.996,0,0.557,60,0
5397,2021-02-08 05:15:00,0.602,-7.547,28.39,3.41,628.192,-2.183,-0.728,0.35,0.983,157.251,0,0.557,60,0
5398,2021-02-08 05:30:00,0.629,-7.411,27.98,2.672,628.244,-2.091,-0.697,0.35,0.979,157.472,0,0.557,60,0
5399,2021-02-08 05:45:00,0.653,-7.662,28.77,0.566,628.295,-1.817,-0.606,0.35,0.987,157.086,0,0.558,60,0
5400,2021-02-08 06:00:00,0.673,-7.634,28.44,1.08,628.347,-1.927,-0.642,0.35,0.978,156.94,0,0.557,60,0
5401,2021-02-08 06:15:00,0.69,-7.916,30.72,0.679,628.434,-2.248,-0.749,0.35,1.034,157.535,0,0.561,60,0
5402,2021-02-08 06:30:00,0.702,-8.0,29.32,1.507,628.521,-2.2,-0.733,0.35,0.98,156.152,0,0.557,60,0
5403,2021-02-08 06:45:00,0.71,-7.787,29.61,2.377,628.608,-2.222,-0.74,0.35,1.006,157.229,0,0.559,60,0
5404,2021-02-08 07:00:00,0.713,-7.717,29.42,1.292,628.695,-1.962,-0.654,0.35,1.005,157.366,0,0.559,60,0
5405,2021-02-08 07:15:00,0.712,-8.05,29.86,0.715,628.815,0.986,0.329,0.35,0.994,156.359,0,0.558,60,0
5406,2021-02-08 07:30:00,0.707,-8.27,30.53,0.276,628.935,9.908,3.302,0.35,0.999,155.97,0,0.559,60,0
5407,2021-02-08 07:45:00,0.697,-8.29,30.67,0.856,629.054,23.295,7.765,0.35,1.002,155.992,0,0.559,60,0
5408,2021-02-08 08:00:00,0.683,-8.45,33.44,0.844,629.174,80.325,26.775,0.35,1.079,157.282,0,0.565,60,0
5409,2021-02-08 08:15:00,0.664,-9.0,32.94,0.07,629.272,120.675,40.225,0.35,1.018,154.733,0,0.56,0,0
5410,2021-02-08 08:30:00,0.642,-8.04,28.29,0.026,629.369,149.25,49.75,0.35,0.943,155.197,0,0.554,0,0
5411,2021-02-08 08:45:00,0.616,-6.709,28.05,0.192,629.467,187.425,62.475,0.35,1.036,160.378,0,0.561,0,0
5412,2021-02-08 09:00:00,0.587,-6.223,27.17,0.74,629.565,223.5,74.5,0.35,1.042,161.636,0,0.562,0,0
5413,2021-02-08 09:15:00,0.556,-6.384,28.62,1.813,629.631,258.75,86.25,0.35,1.084,162.176,0,0.565,0,0
5414,2021-02-08 09:30:00,0.521,-6.268,27.63,1.863,629.697,285.0,95.0,0.35,1.056,161.839,0,0.563,0,0
5415,2021-02-08 09:45:00,0.484,-6.327,27.83,2.405,629.762,330.45,110.15,0.35,1.059,161.763,0,0.563,0,0
5416,2021-02-08 10:00:00,0.445,-6.13,27.11,1.694,629.828,366.75,122.25,0.35,1.047,161.967,0,0.562,0,0
5417,2021-02-08 10:15:00,0.403,-5.298,25.83,1.137,629.807,397.5,132.5,0.35,1.063,164.279,0,0.563,0,0
5418,2021-02-08 10:30:00,0.36,-5.28,25.94,2.226,629.786,420.825,140.275,0.35,1.069,164.454,0,0.563,0,0
