Time	 Day_RTM	 Hour_Minute_RTM	date_time	 WndScMae	 WndVtMean	 WndDir	 WndDirStd	 VWmax_act	 Tair_act_AVG	 Rhum_act_AVG	 SWdown_AVG	 SWup_AVG	 LWdown_AVG	 LWup_AVG	 Baro_act_AVG	 HS_act	 Tilt1_AVG	 Tilt2_AVG	 Tilt3_AVG	 TCG1_AVG	 TLog_act_AVG	 VBatt_act_AVG		LWdown_cor	LWup_cor	comment	SWdown_cor	SWup_cor
100	147	600	27/5/21 5:59	1.94	1.935	133.5	4.075	2.484	0.449	89.2	22.95	81	323.4	234.6	790	27.81	4.1	4.8	-36.96	0.342	0.079	13.11		323.40	234.60		21.97	76.98
100	147	610	27/5/21 6:09	1.915	1.91	145.3	4.141	2.21	0.785	86.9	24.16	86.9	323.9	235.1	790	27.84	4.11	4.8	-36.94	0.626	0.145	13.18		323.90	235.10		23.09	82.40
100	147	620	27/5/21 6:19	1.192	1.182	132.2	7.23	1.721	1.179	86.6	25.38	96.5	325.3	235.2	790	27.95	4.11	4.8	-36.88	0.974	0.224	13.26		325.30	235.20		24.21	91.21
100	147	630	27/5/21 6:29	0.94	0.888	114.7	18.94	1.486	1.351	85	22.1	76.4	325.3	229.6	790	28.08	12.69	13.32	-36.73	1.096	0.325	13.33		325.30	229.60		21.19	72.76
100	147	640	27/5/21 6:39	1.12	1.015	110.7	24.85	1.74	1.727	83.9	19.91	70.2	324.3	228	790	28.18	4.11	4.8	-37.1	1.248	0.454	13.38		324.30	228.00		19.18	67.06
100	147	650	27/5/21 6:49	0.932	0.88	74.2	19.17	1.506	2.389	82.6	76.3	256.5	336.9	229.6	791	28.74	12.77	13.32	-36.97	2.651	0.601	13.66		336.90	229.60		70.96	238.14
100	147	700	27/5/21 6:59	0.952	0.885	61.21	21.62	1.525	4.001	74.7	84.3	301.5	350.7	232.9	791	28.05	21.36	21.87	-37.18	5.278	0.855	14.52		350.70	232.90		78.31	279.46
100	147	710	27/5/21 7:09	0.833	0.822	32.06	9.47	1.212	4.521	71.2	89.4	349.9	360.6	240	791	27.56	4.2	4.82	-37.73	7.31	1.378	14.76		360.60	240.00		82.99	323.90
100	147	720	27/5/21 7:19	0.301	0.29	32.83	11.81	1.134	5.337	67.41	77.3	315.6	362.9	230.2	791	27.42	4.2	4.81	-37.69	8.76	2.18	14.73		362.90	230.20		71.88	292.41
100	147	730	27/5/21 7:29	0.375	0.356	351.3	14.07	1.388	5.952	63.27	85.3	358.3	370.3	230.4	791	27.19	4.2	4.83	-37.86	10.26	3.165	14.72		370.30	230.40		79.23	331.62
100	147	740	27/5/21 7:39	1.063	0.883	0.393	33.36	2.503	6.23	64.62	93.9	409.1	375.8	232.5	791	27.48	4.19	4.8	-38.07	11.21	4.266	14.68		375.80	232.50		87.13	378.27
100	147	750	27/5/21 7:49	2.024	1.958	322.5	14.68	3.012	6.038	63.79	100.3	443.9	379	234.8	791	27.24	4.2	4.81	-38.04	10.98	5.411	14.65		379.00	234.80		93.00	410.22
100	147	800	27/5/21 7:59	2.434	2.364	326	13.71	3.168	6.237	63.29	107.8	480.1	381.8	236.8	791	28.39	4.19	4.83	-37.94	10.57	6.512	14.63		381.80	236.80		99.89	443.46
100	147	810	27/5/21 8:09	1.912	1.851	329.3	14.47	3.188	6.54	60.07	113.2	512	389.8	238.9	791	27	4.2	4.83	-38.1	10.89	7.47	14.61		389.80	238.90		104.85	472.76
100	147	820	27/5/21 8:19	1.194	1.114	353.9	20.58	2.816	6.858	56.17	118.1	546.3	398.3	240.5	791	27.68	4.18	4.82	-37.99	11.83	8.31	14.58		398.30	240.50		109.35	504.25
100	147	830	27/5/21 8:29	1.389	1.276	329.5	22.67	3.285	7.39	54.79	117.9	555.6	402	241.3	791	27.45	4.19	4.8	-38.36	12.92	9.08	14.57		402.00	241.30		109.16	512.79
100	147	840	27/5/21 8:39	1.16	0.82	312.3	43.15	2.757	7.56	53.04	125	593.5	409.4	241.1	791	27.54	4.2	4.81	-38.33	13.29	9.83	14.54		409.40	241.10		115.68	547.60
100	147	850	27/5/21 8:49	0.706	0.191	198.6	66.23	1.623	8.14	50.18	130.9	629.7	418.1	241.7	791	27.93	4.2	4.81	-38.38	14.76	10.54	14.52		418.10	241.70		121.10	580.84
100	147	900	27/5/21 8:59	0.987	0.882	192.1	25.1	2.249	8.35	50.4	134.6	662.9	421.8	243.2	791	27.49	4.2	4.81	-38.68	15.53	11.24	14.49		421.80	243.20		124.50	611.32
100	147	910	27/5/21 9:09	1.785	1.734	186.2	13.69	2.523	7.82	52.4	132.6	659.2	420.9	243.8	791	27.51	4.19	4.8	-38.42	14.94	11.96	14.47		420.90	243.80		122.66	607.93
100	147	920	27/5/21 9:19	1.828	1.595	164.2	28.9	3.422	7.88	53.06	147.4	726	430.5	252	791	28.83	4.2	4.8	-38.31	14.5	12.65	14.45		430.50	252.00		136.25	669.27
100	147	930	27/5/21 9:29	2.328	2.226	130.6	17.03	3.931	8.8	50.4	161.2	786	439.2	261.8	790	26.96	4.2	4.8	-38.37	14.5	13.25	14.44		439.20	261.80		148.93	724.36
100	147	940	27/5/21 9:39	2.073	1.668	154.2	35.79	3.461	8.8	49.45	163	809	445.9	265.7	791	28	4.2	4.8	-38.42	14.73	13.75	14.42		445.90	265.70		150.58	745.48
100	147	950	27/5/21 9:49	1.886	1.77	126.8	19.39	4.674	9.35	47.85	180.6	896	458.7	277.5	791	27.37	4.2	4.8	-38.38	15.9	14.16	14.4		458.70	277.50		166.74	825.37
100	147	1000	27/5/21 9:59	2.645	2.333	131.7	27.78	4.517	9.12	48.68	162.6	830	457.2	300.2	790	27.38	-5.22	-4.68	-38.69	15.46	14.55	14.38		457.20	300.20		150.21	764.77
100	147	1010	27/5/21 10:09	2.702	2.614	138	14.63	4.576	8.94	48.05	159.5	814	445.6	298.3	790	27.58	4.17	4.8	-38.18	13.86	14.91	14.37		445.60	298.30		147.36	750.07
100	147	1020	27/5/21 10:19	2.832	2.738	144	14.78	4.596	9.49	46.38	200	1019	474.1	307.3	790	27.45	4.2	4.8	-38.21	14.89	15.16	14.37		474.10	307.30		184.55	938.32
100	147	1030	27/5/21 10:29	3.18	3.09	138.7	13.63	4.654	9.81	45.72	214	1089	481.8	302	791	27.45	4.19	4.8	-38.45	15.25	15.35	14.36		481.80	302.00		197.41	1002.60
100	147	1040	27/5/21 10:39	2.877	2.774	147.2	15.33	4.498	9.88	44.36	205.5	1060	485.8	305.2	791	28.07	4.2	4.8	-38.37	15.69	15.59	14.34		485.80	305.20		189.61	975.97
100	147	1050	27/5/21 10:49	3.637	3.555	148.4	12.1	5.241	9.68	45.7	180.1	948	469.8	298.6	790	27.7	4.19	4.8	-38.13	15.05	15.86	14.32		469.80	298.60		166.28	873.12
100	147	1100	27/5/21 10:59	3.513	3.422	139.4	13.02	5.397	9.8	45.35	168.3	896	461.9	310.3	790	27.88	4.17	4.8	-38.04	14.15	16.13	14.32		461.90	310.30		155.45	825.37
100	147	1110	27/5/21 11:09	4.212	4.155	143.2	9.4	5.73	9.52	46.66	117.3	647.8	437.8	320.8	790	27.37	4.2	4.8	-38.45	13.43	16.31	14.32		437.80	320.80		108.61	597.46
100	147	1120	27/5/21 11:19	3.767	3.698	138.8	10.96	5.104	9.09	49.34	91.9	502.2	421.4	321.9	789	28.37	4.18	4.8	-38.13	11.88	16.35	14.34		421.40	321.90		85.29	463.76
100	147	1130	27/5/21 11:29	2.97	2.841	162.7	16.92	4.869	8.91	44.99	74.9	417.7	414	323.8	790	28.41	4.17	4.8	-37.85	11.66	16.19	14.37		414.00	323.80		69.68	386.16
100	147	1140	27/5/21 11:39	3.339	2.996	341.5	25.94	5.417	9.03	44.14	63.95	361.1	403.5	328	790	28.03	4.13	4.8	-37.97	11.48	15.89	14.39		403.50	328.00		59.62	334.19
100	147	1150	27/5/21 11:49	4.485	4.402	317.2	11.04	6.532	9.25	42.16	85.7	484.4	408.3	329.1	790	28.97	4.1	4.8	-37.64	11.41	15.53	14.42		408.30	329.10		79.60	447.41
100	147	1200	27/5/21 11:59	4.436	4.329	317.2	12.61	6.708	9.11	42.8	75.8	429.4	404	326	790	28.18	4.1	4.8	-37.94	11.29	15.14	14.43		404.00	326.00		70.51	396.91
100	147	1210	27/5/21 12:09	3.06	2.982	318.7	12.92	6.61	9.04	42.26	86.4	484.7	414	324.3	790	28.84	4.13	4.8	-37.78	11.52	14.76	14.44		414.00	324.30		80.24	447.69
100	147	1220	27/5/21 12:19	2.947	2.811	320.5	17.42	4.752	9.24	42.26	113.2	624.3	427.7	315.7	790	27.31	4.12	4.8	-37.72	12.18	14.43	14.45		427.70	315.70		104.85	575.88
100	147	1230	27/5/21 12:29	3.507	3.304	339.6	19.44	5.573	9.53	41.04	103.3	569.5	424.1	317.2	790	28.04	4.15	4.8	-38.15	12.79	14.21	14.44		424.10	317.20		95.76	525.56
100	147	1240	27/5/21 12:39	3.819	3.729	319.8	12.41	7.14	9.4	42.31	93.2	513.4	414.6	320.9	790	28.25	4.12	4.8	-37.93	12.19	14.13	14.43		414.60	320.90		86.48	474.04
100	147	1250	27/5/21 12:49	5.201	4.908	322.3	19.25	9.76	9.41	44.44	86.8	489.3	409.1	327.7	790	28.18	4.1	4.82	-37.98	11.92	14.12	14.43		409.10	327.70		80.61	451.91
100	147	1300	27/5/21 12:59	7.47	7.23	321.4	14.42	11.03	7.78	59.14	42.14	243.1	376.8	333.3	789	27.82	4.13	4.81	-37.54	9.04	14.09	14.43		376.80	333.30		39.60	225.83
100	147	1310	27/5/21 13:09	5.48	5.144	348.4	20.05	8.06	5.262	75.1	53.54	315.5	366.9	336.4	789	27.98	4.13	4.82	-36.67	5.084	13.88	14.47		366.90	336.40		50.06	292.32
100	147	1320	27/5/21 13:19	2.929	2.582	340.2	27.88	4.967	5.671	71.8	81.7	479.9	381.9	330.2	790	27.97	12.75	13.32	-37.15	5.978	13.32	14.52		381.90	330.20		75.92	443.28
100	147	1330	27/5/21 13:29	2.883	2.707	300.9	19.99	4.733	6.663	68.2	112.4	628.2	396.9	330.7	791	27.65	4.16	4.8	-37.34	8.25	12.58	14.53		396.90	330.70		104.11	579.46
100	147	1340	27/5/21 13:39	3.435	3.337	303.8	13.72	5.339	7.47	62.3	125.5	687.5	405.3	314	791	26.78	4.13	4.8	-37.65	9.67	11.97	14.53		405.30	314.00		116.14	633.91
100	147	1350	27/5/21 13:49	5.669	5.547	319.1	11.86	9.25	7.81	56.87	193.9	1045	413.7	286.6	791	28.1	4.1	4.8	-37.59	9.86	11.65	14.51		413.70	286.60		178.95	962.20
100	147	1400	27/5/21 13:59	5.084	4.867	326.3	16.73	7.2	8.23	54.41	169.9	910	422.9	288.6	791	27.47	4.12	4.8	-38	10.7	11.58	14.49		422.90	288.60		156.91	838.23
100	147	1410	27/5/21 14:09	5.632	5.475	324.7	13.51	9.37	8.35	52.55	198.2	1049	434.4	284.9	791	29.07	4.11	4.81	-37.51	10.94	11.69	14.47		434.40	284.90		182.90	965.87
100	147	1420	27/5/21 14:19	6.142	6.015	325.1	11.65	8.53	8.13	51.48	86.3	468.1	402.1	288.4	791	27.41	4.12	4.8	-38.13	10.39	11.91	14.45		402.10	288.40		80.15	432.44
100	147	1430	27/5/21 14:29	5.71	5.64	320.5	8.98	9.05	8	50.65	85.3	456.3	395.4	297.3	791	27.17	4.11	4.8	-37.94	9.7	12.14	14.46		395.40	297.30		79.23	421.61
100	147	1440	27/5/21 14:39	5.839	5.701	324.1	12.44	8.53	7.79	49.79	104.9	553.3	396.6	293.2	790	28.15	4.1	4.81	-37.97	9.16	12.24	14.47		396.60	293.20		97.23	510.68
100	147	1450	27/5/21 14:49	6.132	6.014	330.5	11.26	8.76	8.53	45.49	114.4	604.1	407	291.5	791	26.77	4.1	4.8	-37.68	10.2	12.21	14.48		407.00	291.50		105.95	557.33
100	147	1500	27/5/21 14:59	6.027	5.929	326.5	10.34	9.27	8.62	44.83	137.5	733	414.1	309.4	791	26.23	4.11	4.81	-36.91	10.49	12.17	14.48		414.10	309.40		127.16	675.69
100	147	1510	27/5/21 15:09	6.048	5.941	319.6	10.77	9.03	8.75	43.09	109	577.3	408.9	297.4	791	27.42	4.11	4.8	-37.22	10.92	12.19	14.47		408.90	297.40		100.99	532.72
100	147	1520	27/5/21 15:19	6.17	5.987	323.1	13.94	9.05	8.37	42.88	92.6	496.2	397.6	303.5	791	26.9	4.11	4.8	-37.17	10.05	12.27	14.47		397.60	303.50		85.93	458.25
100	147	1530	27/5/21 15:29	6.976	6.884	318	9.34	9.74	8.07	43.02	58.76	311.4	379.9	282.7	791	27.26	4.11	4.8	-37.59	9.41	12.32	14.47		379.90	282.70		54.86	288.55
100	147	1540	27/5/21 15:39	5.297	5.131	330.3	14.33	8.29	8.05	44.22	103	540.9	394.2	265.6	791	26.93	4.11	4.8	-37.65	9.32	12.25	14.48		394.20	265.60		95.48	499.29
100	147	1550	27/5/21 15:49	6.16	6.048	315.7	10.92	9	8.42	44.54	141	738	407.8	284.3	791	27.81	4.11	4.8	-37.85	9.93	12.12	14.49		407.80	284.30		130.38	680.29
100	147	1600	27/5/21 15:59	6.246	6.084	312.2	13.03	8.82	8.81	41.8	163.4	858	419.5	265.8	791	26.8	4.11	4.79	-37.89	11.09	12.04	14.49		419.50	265.80		150.95	790.48
100	147	1610	27/5/21 16:09	5.353	5.205	305.1	13.46	9.39	8.67	39.79	154.2	810	417.5	252.4	791	27.1	4.09	4.8	-37.82	11.26	12.12	14.47		417.50	252.40		142.50	746.40
100	147	1620	27/5/21 16:19	5.798	5.678	321.7	11.67	8.9	8.61	40.35	137.8	722	412	251.4	791	27.26	4.09	4.8	-37.48	11.12	12.34	14.45		412.00	251.40		127.44	665.59
100	147	1630	27/5/21 16:29	5.084	4.827	334.9	18.23	7.9	8.53	40.78	137	718	411.9	263.5	791	27.42	4.11	4.8	-37.55	10.84	12.59	14.44		411.90	263.50		126.70	661.92
100	147	1640	27/5/21 16:39	5.879	5.755	320.6	11.78	9.62	8.65	41.15	149.5	750	411.9	259.3	792	27.12	4.1	4.8	-38.18	11.33	12.81	14.44		411.90	259.30		138.18	691.31
100	147	1650	27/5/21 16:49	5.667	5.481	313	14.67	8.76	8.23	41.87	131.1	671.4	402.3	244.1	791	28.41	4.11	4.8	-37.41	10.78	13.02	14.43		402.30	244.10		121.29	619.13
100	147	1700	27/5/21 16:59	6.053	5.932	320.9	11.45	9.02	8.07	43.14	127.5	650.9	399.5	245.5	791	28.2	4.1	4.8	-37.54	10.52	13.19	14.44		399.50	245.50		117.98	600.30
100	147	1710	27/5/21 17:09	6.036	5.931	319.8	10.73	9.03	7.88	44.05	117.4	596.6	394.7	240.8	791	28.25	4.1	4.82	-38.24	10.2	13.31	14.43		394.70	240.80		108.71	550.44
100	147	1720	27/5/21 17:19	5.818	5.714	319.4	10.82	8.88	7.73	43.9	112.7	565.9	391.5	239.1	791	26.88	4.1	4.8	-37.3	9.99	13.36	14.44		391.50	239.10		104.39	522.25
100	147	1730	27/5/21 17:29	5.729	5.554	323	14.14	7.45	7.49	45.41	106.6	529	387.8	238.4	791	27.46	4.1	4.8	-37.86	9.81	13.35	14.44		387.80	238.40		98.79	488.37
100	147	1740	27/5/21 17:39	5.62	5.504	317.1	11.65	7.94	7.49	45.92	101.1	495.2	384.7	236.4	791	28.29	4.1	4.81	-37.75	9.65	13.3	14.45		384.70	236.40		93.74	457.33
100	147	1750	27/5/21 17:49	6.296	6.144	323.2	12.59	9.13	7.32	45.91	95.6	462.2	379.3	235.5	791	27.05	4.12	4.8	-38.05	9.41	13.22	14.45		379.30	235.50		88.69	427.03
100	147	1800	27/5/21 17:59	5.577	5.416	330.3	13.79	7.84	7.19	46.94	90	429.3	377.5	235.9	791	27.75	4.09	4.8	-37.43	9.22	13.11	14.46		377.50	235.90		83.54	396.81
100	147	1810	27/5/21 18:09	4.831	4.743	319.2	10.91	7.47	7.03	47.66	85.3	401.3	377.1	239.9	792	27.19	4.1	4.8	-37.45	9.15	12.99	14.47		377.10	239.90		79.23	371.10
100	147	1820	27/5/21 18:19	5.125	5.029	320	11.09	8.47	6.786	48.36	81.7	376.5	372.7	240.9	792	27.92	4.11	4.8	-37.36	8.92	12.86	14.47		372.70	240.90		75.92	348.33
100	147	1830	27/5/21 18:29	4.865	4.756	313.8	12.16	7.04	6.504	49.56	73.7	328.6	367.7	234.1	792	28.91	4.11	4.8	-37.35	8.54	12.72	14.47		367.70	234.10		68.58	304.34
100	147	1840	27/5/21 18:39	4.627	4.541	308.4	11.04	6.16	5.994	51.64	41.47	180.3	356.7	229.6	792	27.24	4.11	4.8	-37.83	7.78	12.57	14.42		356.70	229.60		38.98	168.16
100	147	1850	27/5/21 18:49	3.573	3.509	297	10.81	4.928	5.448	53.87	48.81	196.5	354.2	228.3	792	27.08	4.11	4.8	-37.59	6.858	12.34	14.45		354.20	228.30		45.72	183.04
100	147	1900	27/5/21 18:59	3.991	3.931	302.4	9.92	5.789	4.905	54.68	14.43	51.18	342.4	222.9	791	27.09	4.11	4.8	-37.37	5.783	11.99	14.11		342.40	222.90		14.15	49.60
100	147	1910	27/5/21 19:09	3.809	3.758	310.8	9.36	5.104	4.642	55.8	22.31	69.37	340.9	222.8	792	27.19	12.69	13.32	-37.2	4.887	11.5	13.74		340.90	222.80		21.39	66.30
100	147	1920	27/5/21 19:19	4	3.934	303.8	10.39	5.554	4.727	53.8	25.04	76.3	339.8	221.3	792	27.28	21.31	21.84	-37.3	5.063	10.87	14.19		339.80	221.30		23.89	72.66
100	147	1930	27/5/21 19:29	3.699	3.642	310.7	10.02	5.593	4.298	55.42	10.13	22.92	334.7	221.1	792	27.27	47.05	47.4	-37.33	4.412	10.21	13.46		334.70	221.10		10.20	23.65
100	147	1940	27/5/21 19:39	3.504	3.393	313.8	14.38	4.909	3.971	56.15	10.13	17.89	332.2	219.5	792	26.95	12.69	13.32	-36.99	3.782	9.55	13.34		332.20	219.50		10.20	19.03
100	147	1950	27/5/21 19:49	3.015	2.93	314.5	13.59	4.987	3.657	56.93	9.83	12.86	329.9	218.9	792	27.06	21.29	21.84	-36.98	3.332	8.88	13.3		329.90	218.90		9.93	14.41
100	147	2000	27/5/21 19:59	2.412	2.332	328.2	14.73	4.068	3.378	58.55	9.22	8.67	327	218.3	792	27.51	12.69	13.32	-36.97	2.979	8.2	13.26		327.00	218.30		9.37	10.56
100	147	2010	27/5/21 20:09	2.627	2.562	319.5	12.68	4.439	3.034	59.88	9.04	5.944	325.6	218.3	792	27.05	12.69	13.32	-36.95	2.577	7.56	13.23		325.60	218.30		9.20	8.06
100	147	2020	27/5/21 20:19	2.863	2.819	312.7	10.08	4.439	2.795	60.97	9.04	4.61	324.4	217.3	792	26.95	4.11	4.8	-37	2.283	6.94	13.21		324.40	217.30		9.20	6.83
100	147	2030	27/5/21 20:29	2.662	2.618	336.6	10.41	3.442	2.577	62.13	8.8	3.883	323	216.7	792	27.91	21.28	21.84	-37.07	2.016	6.362	13.18		323.00	216.70		8.98	6.17
100	147	2040	27/5/21 20:39	3.368	3.346	345.2	6.585	4.263	2.681	61.62	8.98	4.065	324	216.9	793	27.02	4.1	4.8	-37.03	2.015	5.832	13.16		324.00	216.90		9.15	6.33
100	147	2050	27/5/21 20:49	3.1	3.065	343.4	8.57	4.146	2.601	62.23	8.55	3.64	322.6	216.4	793	27.08	12.69	13.32	-37.05	1.996	5.347	13.14		322.60	216.40		8.75	5.94
100	147	2100	27/5/21 20:59	2.816	2.795	349.4	7.13	3.97	2.405	62.83	8.62	3.337	321.5	216	793	27.29	4.1	4.8	-36.95	1.816	4.932	13.12		321.50	216.00		8.82	5.66
100	147	2110	27/5/21 21:09	3.156	3.071	350.1	13.3	4.263	2.489	61.8	9.1	3.701	322.2	216.1	793	27.34	4.1	4.8	-37.07	1.777	4.56	13.1		322.20	216.10		9.26	6.00
100	147	2120	27/5/21 21:19	3.421	3.391	352.6	7.53	4.869	2.546	61.45	8.68	3.762	322	215.7	793	27.1	4.11	4.8	-37.04	1.878	4.23	13.09		322.00	215.70		8.87	6.05
100	147	2130	27/5/21 21:29	3.506	3.477	351.2	7.35	4.948	2.648	60.26	8.86	3.823	322.2	215.2	793	27.09	12.7	13.32	-37.12	1.974	3.946	13.08		322.20	215.20		9.04	6.11
100	147	2140	27/5/21 21:39	3.385	3.356	353.8	7.49	4.772	2.642	59.75	8.8	3.702	321.6	215	793	27.13	4.12	4.8	-36.91	1.976	3.716	13.06		321.60	215.00		8.98	6.00
100	147	2150	27/5/21 21:49	3.127	3.113	344.2	5.364	4.322	2.342	61.5	8.5	3.398	320.2	214.9	793	27.17	12.7	13.32	-37.05	1.804	3.52	13.05		320.20	214.90		8.71	5.72
100	147	2200	27/5/21 21:59	1.965	1.818	334.3	22.12	3.364	1.883	63.97	8.07	2.852	315.8	214.2	793	26.87	4.12	4.8	-36.96	1.389	3.363	13.04		315.80	214.20		8.31	5.22
100	147	2210	27/5/21 22:09	1.044	1.006	301.1	15.58	1.877	0.831	68.52	7.83	2.245	311	214.3	793	26.7	4.13	4.8	-36.8	0.546	3.191	13.03		311.00	214.30		8.09	4.66
100	147	2220	27/5/21 22:19	0.134	0.128	304.8	12.25	0.508	0.508	70.2	8.44	2.185	310.1	214.1	793	26.95	4.16	4.8	-36.67	-0.226	2.977	13.02		310.10	214.10		8.65	4.61
100	147	2230	27/5/21 22:29	0.272	0.27	242.2	5.071	0.978	0.657	68.98	9.71	3.46	310.1	214.6	793	26.55	4.13	4.8	-36.57	-0.712	2.697	13.01		310.10	214.60		9.82	5.78
100	147	2240	27/5/21 22:39	0.061	0.061	204	2.032	0.508	0.59	68.86	10.32	3.338	309.9	214.7	793	26.61	4.16	4.8	-36.65	-1.181	2.385	13.01		309.90	214.70		10.38	5.67
100	147	2250	27/5/21 22:49	1.565	1.525	22.54	13.05	3.246	0.559	68.64	10.93	4.856	312.7	214.3	793	26.69	4.13	4.8	-36.55	-1.239	2.051	13		312.70	214.30		10.94	7.06
100	147	2300	27/5/21 22:59	1.698	1.564	3.254	22.7	3.579	0.761	67.59	10.62	4.916	313.2	213.5	793	26.67	4.14	4.8	-36.51	-0.612	1.724	13		313.20	213.50		10.65	7.11
100	147	2310	27/5/21 23:09	0.783	0.749	304.3	16.82	1.212	-0.058	72.8	8.86	3.035	307.8	212.7	793	26.39	4.14	4.8	-36.56	-0.991	1.449	12.99		307.80	212.70		9.04	5.39
100	147	2320	27/5/21 23:19	0.898	0.893	316.3	6.327	1.173	-0.522	76.1	9.47	3.642	307.3	212.2	793	26.31	4.17	4.8	-36.56	-1.431	1.206	12.98		307.30	212.20		9.60	5.94
100	147	2330	27/5/21 23:29	0.473	0.402	296.6	30.06	0.88	-0.713	76.9	9.77	3.703	307	212.5	793	26.39	4.16	4.8	-36.57	-1.802	0.958	12.98		307.00	212.50		9.87	6.00
100	147	2340	27/5/21 23:39	0.29	0.282	317.9	12.44	0.978	-0.674	77	10.38	4.431	306.9	212.4	793	27	12.75	13.32	-36.61	-2.071	0.701	12.97		306.90	212.40		10.43	6.67
100	147	2350	27/5/21 23:49	0.135	0.127	7.08	13.39	0.645	-0.758	77.9	10.68	3.643	306.8	211.6	793	26.78	4.15	4.8	-36.47	-2.383	0.433	12.97		306.80	211.60		10.71	5.95
100	147	2400	28/5/21 0:00	0	0	0	0	0	-0.881	78.3	11.05	4.493	307.3	211.6	793	27.26	4.15	4.8	-36.45	-2.683	0.164	12.96		307.30	211.60		11.05	6.73
100	148	10	28/5/21 0:09	0.14	0.099	101.8	31.42	0.802	-0.621	76.4	11.84	5.646	307.6	211.9	793	26.57	4.16	4.8	-36.53	-2.693	-0.096	12.95		307.60	211.90		11.77	7.78
100	148	20	28/5/21 0:19	0.145	0.135	61.07	11.67	0.978	-0.415	75.2	12.02	5.343	307.3	211.7	793	27.36	4.15	4.8	-36.46	-2.719	-0.341	12.95		307.30	211.70		11.94	7.51
100	148	30	28/5/21 0:29	0.163	0.143	75.9	22.16	0.821	-0.336	74.6	12.14	5.221	306.7	211.1	793	26.5	4.16	4.8	-36.49	-2.732	-0.554	12.94		306.70	211.10		12.05	7.39
100	148	40	28/5/21 0:39	0.327	0.153	323.9	49.76	1.388	-0.384	74.4	11.96	5.221	305.7	210.7	793	26.74	4.15	4.8	-36.42	-2.771	-0.741	12.94		305.70	210.70		11.88	7.39
100	148	50	28/5/21 0:49	0.779	0.708	298.2	24.61	1.252	-0.564	74.6	11.17	5.525	304.4	209.7	793	26.61	4.13	4.8	-36.52	-2.527	-0.909	12.93		304.40	209.70		11.16	7.67
100	148	100	28/5/21 0:59	1.381	1.317	336.7	17.45	2.503	-0.709	75.6	10.99	5.282	305.9	208.7	793	26.46	4.13	4.8	-36.52	-2.272	-1.046	12.93		305.90	208.70		10.99	7.45
100	148	110	28/5/21 1:09	1.264	1.247	325	9.44	2.347	-0.711	76.2	10.32	4.797	305.4	207.9	793	26.59	4.12	4.8	-36.55	-2.022	-1.17	12.93		305.40	207.90		10.38	7.00
100	148	120	28/5/21 1:19	0.985	0.949	336.1	15.31	1.819	-1.097	78.5	9.59	3.825	304.2	207.8	793	26.35	4.13	4.8	-36.59	-2.216	-1.276	12.92		304.20	207.80		9.71	6.11
100	148	130	28/5/21 1:29	1.581	1.516	355.3	16.42	2.718	-0.658	78.1	10.87	4.797	307.6	207.9	793	26.96	4.14	4.8	-36.54	-2.075	-1.366	12.92		307.60	207.90		10.88	7.00
100	148	140	28/5/21 1:39	0.331	0.313	273.4	14.93	0.958	-0.935	79	9.41	3.036	303.9	207.6	793	27.59	4.15	4.8	-36.47	-2.166	-1.459	12.91		303.90	207.60		9.54	5.39
100	148	150	28/5/21 1:49	0.54	0.495	257.1	20.78	1.291	-1.254	81.4	9.9	4.008	304.5	207.8	793	26.59	4.1	4.8	-36.58	-2.605	-1.533	12.91		304.50	207.80		9.99	6.28
100	148	200	28/5/21 1:59	0.574	0.47	314.9	33.74	1.154	-1.219	81.5	10.32	4.372	303.8	207.4	793	26.91	4.13	4.8	-36.53	-2.718	-1.614	12.9		303.80	207.40		10.38	6.61
100	148	210	28/5/21 2:09	0.226	0.203	49.16	17.66	0.958	-1.208	82.8	10.81	4.129	304.4	207.5	793	27.2	4.15	4.8	-36.56	-2.946	-1.698	12.9		304.40	207.50		10.83	6.39
100	148	220	28/5/21 2:19	0.186	0.181	92.4	11.44	0.704	-1.026	82	11.54	4.675	304.8	207.5	793	27.16	4.15	4.8	-36.54	-3.05	-1.802	12.89		304.80	207.50		11.50	6.89
100	148	230	28/5/21 2:29	0.206	0.106	309.4	40.19	1.76	-1.082	81.2	11.05	4.615	304.6	208.1	794	27	4.15	4.8	-36.51	-3.126	-1.909	12.89		304.60	208.10		11.05	6.84
100	148	240	28/5/21 2:39	0.659	0.544	209.2	33.24	1.604	-1.19	81.6	11.23	5.465	305.2	208.1	794	26.8	4.14	4.8	-36.5	-3.092	-2.006	12.89		305.20	208.10		11.21	7.62
100	148	250	28/5/21 2:49	1.432	1.352	237.1	19.11	2.151	-1.233	81.5	11.05	6.133	305.7	208.3	794	27.94	4.15	4.8	-36.45	-2.864	-2.097	12.88		305.70	208.30		11.05	8.23
100	148	300	28/5/21 2:59	1.103	0.634	178.3	52.61	1.76	-1.541	82.5	10.14	4.615	304	207.8	794	27.89	4.14	4.8	-36.56	-2.86	-2.165	12.88		304.00	207.80		10.21	6.84
100	148	310	28/5/21 3:09	0.849	0.55	194.9	47.68	1.545	-1.594	83.1	10.26	4.615	303.2	207.9	794	27.83	4.16	4.8	-36.54	-2.927	-2.221	12.87		303.20	207.90		10.32	6.84
