time,temp,RH,wind,SW_global,ppt,press,LW_in,snow_h
2021-12-28 16:00:00,3.215,94.2,1.275,4.515,1.8,88.81,327.26,31.85
2021-12-28 17:00:00,2.41,95.135,2.085,0.325,0.4,88.835,323.6,31.61
2021-12-28 18:00:00,2.24,92.88,1.435,-0.145,0.0,88.855,321.255,31.355
2021-12-28 19:00:00,2.04,94.99,1.035,-0.255,0.0,88.85,315.88,30.915
2021-12-28 20:00:00,2.095,95.035,0.945,-0.25,0.0,88.865,316.255,30.75
2021-12-28 21:00:00,2.59,93.97,1.085,-0.185,0.0,88.88,317.76,30.765
2021-12-28 22:00:00,2.415,94.365,0.855,-0.345,0.0,88.9,317.255,30.77
2021-12-28 23:00:00,2.36,95.08,0.955,-0.185,0.0,88.93,317.235,30.665
2021-12-29 00:00:00,2.595,93.7,0.695,-0.465,0.0,88.985,312.105,30.415
2021-12-29 01:00:00,2.55,93.66,0.83,-0.415,0.0,89.015,314.815,30.22
2021-12-29 02:00:00,2.48,93.14,0.845,0.12,0.0,89.08,320.695,30.12
2021-12-29 03:00:00,2.535,92.675,0.66,-0.27,0.0,89.155,318.945,30.005
2021-12-29 04:00:00,2.36,94.34,0.75,-0.58,0.0,89.195,312.06,29.945
2021-12-29 05:00:00,2.075,95.18,0.85,-0.695,0.0,89.235,310.025,29.87
2021-12-29 06:00:00,2.42,93.195,0.915,-0.555,0.0,89.29,313.345,29.835
2021-12-29 07:00:00,2.315,93.3,0.66,-0.37,1.4,89.33,314.45,29.795
2021-12-29 08:00:00,2.24,93.17,0.66,0.21,4.4,89.43,318.225,29.755
2021-12-29 09:00:00,1.695,93.705,0.52,1.925,4.2,89.57,319.195,29.71
2021-12-29 10:00:00,0.29,97.515,0.69,5.58,4.0,89.565,315.05,31.035
2021-12-29 11:00:00,0.305,98.11,25.18,8.635,3.4,89.53,315.155,32.25
2021-12-29 12:00:00,0.44,98.245,14.07,10.645,2.8,89.515,315.65,32.23
2021-12-29 13:00:00,0.96,97.86,2.96,12.365,2.2,89.485,315.65,32.1
2021-12-29 14:00:00,1.53,96.765,4.14,14.595,2.2,89.465,315.725,31.845
2021-12-29 15:00:00,1.585,97.755,1.62,9.06,1.6,89.475,315.8,31.66
2021-12-29 16:00:00,1.48,98.19,2.99,-1.665,3.4,89.53,315.855,31.455
2021-12-29 17:00:00,1.74,98.66,1.685,-5.99,3.6,89.54,315.725,31.275
2021-12-29 18:00:00,1.96,98.685,1.43,-4.74,2.4,89.615,318.73,31.1
2021-12-29 19:00:00,2.56,98.765,0.955,0.98,2.4,89.655,330.035,30.855
2021-12-29 20:00:00,2.825,98.87,0.775,1.3,2.4,89.705,332.54,30.13
2021-12-29 21:00:00,3.625,99.005,0.605,0.94,0.6,89.81,335.76,29.625
2021-12-29 22:00:00,3.23,99.16,0.695,1.035,0.0,89.895,334.62,29.065
2021-12-29 23:00:00,3.225,99.33,0.57,1.295,0.0,89.98,334.795,28.94
2021-12-30 00:00:00,3.425,99.45,0.55,1.13,0.0,90.055,333.975,28.935
2021-12-30 01:00:00,3.43,99.45,0.67,0.89,0.0,90.095,333.53,29.025
2021-12-30 02:00:00,3.235,99.42,0.585,0.985,0.0,90.135,332.925,28.765
2021-12-30 03:00:00,3.725,99.525,0.82,1.1,1.0,90.205,333.245,28.445
2021-12-30 04:00:00,3.51,98.985,0.77,0.615,0.4,90.225,333.005,28.34
2021-12-30 05:00:00,3.015,99.045,0.475,0.895,0.4,90.275,332.72,27.615
2021-12-30 06:00:00,2.76,99.255,0.52,0.89,0.0,90.335,332.745,27.87
2021-12-30 07:00:00,2.89,99.55,0.635,1.06,0.0,90.39,330.93,27.24
2021-12-30 08:00:00,2.94,99.48,0.56,2.555,0.0,90.435,329.125,27.65
2021-12-30 09:00:00,2.845,99.56,0.535,29.56,0.0,90.455,329.25,27.735
2021-12-30 10:00:00,3.735,99.645,0.62,63.185,0.0,90.47,334.24,27.665
2021-12-30 11:00:00,4.055,99.055,0.4,84.065,0.0,90.5,339.16,27.185
2021-12-30 12:00:00,4.225,98.28,0.44,107.275,0.0,90.5,337.175,26.27
2021-12-30 13:00:00,4.33,97.32,0.39,81.08,0.0,90.44,320.22,26.545
2021-12-30 14:00:00,4.46,97.35,0.315,58.94,0.0,90.435,316.665,26.465
2021-12-30 15:00:00,4.09,97.42,0.385,37.15,0.0,90.445,310.41,26.215
2021-12-30 16:00:00,4.045,97.605,0.515,18.27,0.0,90.46,309.37,26.045
2021-12-30 17:00:00,3.45,97.78,0.525,1.07,0.0,90.505,308.79,25.94
2021-12-30 18:00:00,2.915,98.125,0.53,-1.105,0.0,90.565,308.51,25.9
2021-12-30 19:00:00,2.75,97.855,0.55,-0.825,0.0,90.595,308.39,25.68
2021-12-30 20:00:00,2.61,96.765,0.625,-1.395,0.0,90.585,308.43,25.4
2021-12-30 21:00:00,2.425,96.085,0.725,-1.415,0.0,90.57,307.575,25.345
2021-12-30 22:00:00,2.085,96.145,0.5,-1.025,0.0,90.56,305.78,25.265
2021-12-30 23:00:00,1.83,95.55,0.445,-0.89,0.0,90.59,304.425,25.16
2021-12-31 00:00:00,1.61,94.8,0.38,-0.96,0.0,90.59,303.22,25.21
2021-12-31 01:00:00,1.29,93.92,0.455,-0.7,0.0,90.585,301.59,25.13
2021-12-31 02:00:00,1.275,92.205,0.48,-0.585,0.0,90.58,301.125,25.06
2021-12-31 03:00:00,1.535,90.795,0.51,-0.57,0.0,90.58,301.735,25.16
2021-12-31 04:00:00,2.665,84.375,0.755,-0.815,0.0,90.535,304.24,25.245
2021-12-31 05:00:00,4.14,74.17,0.6,-0.605,0.0,90.51,305.655,25.365
2021-12-31 06:00:00,5.28,63.75,0.41,-0.48,0.0,90.52,300.52,25.1
2021-12-31 07:00:00,4.835,66.405,0.645,-1.14,0.0,90.545,295.355,25.175
2021-12-31 08:00:00,3.08,74.63,0.64,1.48,0.0,90.57,289.595,25.035
2021-12-31 09:00:00,3.94,68.62,0.485,18.92,0.0,90.565,291.865,25.245
2021-12-31 10:00:00,7.085,52.545,0.785,75.195,0.0,90.575,299.035,25.15
2021-12-31 11:00:00,8.89,49.74,0.575,295.425,0.0,90.62,307.765,25.16
2021-12-31 12:00:00,6.625,57.13,0.585,49.615,0.0,90.585,291.615,25.45
2021-12-31 13:00:00,5.665,61.685,0.655,35.975,0.0,90.525,282.47,25.59
2021-12-31 14:00:00,6.09,58.375,0.605,33.88,0.0,90.48,279.955,25.56
2021-12-31 15:00:00,5.365,63.955,0.64,24.855,0.0,90.58,271.915,25.455
2021-12-31 16:00:00,3.57,73.7,0.635,13.875,0.0,90.685,263.2,25.71
2021-12-31 17:00:00,4.04,69.0,0.775,2.055,0.0,90.675,262.86,25.675
2021-12-31 18:00:00,5.135,62.565,0.825,-0.54,0.0,90.665,264.105,25.47
2021-12-31 19:00:00,4.07,67.56,0.49,-0.82,0.0,90.71,261.83,25.52
2021-12-31 20:00:00,3.43,69.605,0.57,-0.1,0.0,90.825,259.38,25.62
2021-12-31 21:00:00,3.88,67.165,0.595,-0.065,0.0,90.855,259.155,25.58
2021-12-31 22:00:00,3.075,70.565,0.425,-0.015,0.0,90.85,258.095,25.46
2021-12-31 23:00:00,2.87,70.36,0.51,-0.13,0.0,90.835,257.275,25.61
2022-01-01 00:00:00,2.965,69.815,0.415,0.56,0.0,90.835,257.415,25.49
2022-01-01 01:00:00,2.85,70.315,0.385,0.105,0.0,90.86,256.295,25.445
2022-01-01 02:00:00,2.72,70.055,0.375,0.99,0.0,90.86,256.325,25.55
2022-01-01 03:00:00,3.875,65.36,0.46,0.57,0.0,90.835,258.07,25.445
2022-01-01 04:00:00,3.72,66.12,0.485,-0.175,0.0,90.825,258.355,25.41
2022-01-01 05:00:00,3.165,68.485,0.435,0.42,0.0,90.81,257.595,25.335
2022-01-01 06:00:00,3.035,68.885,0.42,-0.065,0.0,90.795,257.005,25.175
2022-01-01 07:00:00,2.11,73.15,0.455,-0.025,0.0,90.82,255.625,25.29
2022-01-01 08:00:00,2.35,72.835,0.47,3.165,0.0,90.82,256.565,25.3
2022-01-01 09:00:00,2.935,69.88,0.42,15.71,0.0,90.83,258.14,25.205
2022-01-01 10:00:00,3.31,69.49,0.52,85.5,0.0,90.825,259.585,25.15
2022-01-01 11:00:00,6.45,61.815,0.64,308.835,0.0,90.84,268.625,24.92
2022-01-01 12:00:00,5.36,67.225,0.565,81.09,0.0,90.8,271.63,25.31
2022-01-01 13:00:00,5.325,66.09,0.49,73.02,0.0,90.745,273.715,25.18
2022-01-01 14:00:00,4.01,72.95,0.505,36.87,0.0,90.735,266.225,25.23
2022-01-01 15:00:00,3.63,73.02,0.46,27.87,0.0,90.71,264.65,25.095
2022-01-01 16:00:00,4.5,68.495,0.415,16.355,0.0,90.69,266.55,25.245
2022-01-01 17:00:00,5.59,62.56,0.44,2.82,0.0,90.67,268.605,25.265
2022-01-01 18:00:00,5.47,62.97,0.47,-0.03,0.0,90.66,267.84,25.09
2022-01-01 19:00:00,4.32,67.505,0.355,0.125,0.0,90.67,266.315,25.165
2022-01-01 20:00:00,5.305,62.92,0.565,0.59,0.0,90.66,267.32,25.08
2022-01-01 21:00:00,3.795,70.025,0.595,-0.19,0.0,90.67,263.57,25.32
2022-01-01 22:00:00,3.67,70.155,0.55,0.13,0.0,90.62,263.66,25.11
2022-01-01 23:00:00,2.98,73.2,0.775,-0.05,0.0,90.63,262.56,25.275
2022-01-02 00:00:00,3.635,70.485,0.62,-0.21,0.0,90.605,264.0,25.075
2022-01-02 01:00:00,3.05,72.27,0.51,0.6,0.0,90.575,265.0,25.0
2022-01-02 02:00:00,2.555,74.6,0.395,0.095,0.0,90.58,264.65,25.03
2022-01-02 03:00:00,3.065,71.36,0.445,0.89,0.0,90.54,259.8,25.12
2022-01-02 04:00:00,3.3,69.675,0.47,0.215,0.0,90.465,259.19,25.095
2022-01-02 05:00:00,2.695,71.365,0.44,0.445,0.0,90.42,257.9,25.02
2022-01-02 06:00:00,2.49,70.79,0.55,0.08,0.0,90.35,258.52,24.94
2022-01-02 07:00:00,3.985,64.45,0.62,1.965,0.0,90.315,263.295,24.995
2022-01-02 08:00:00,3.61,68.15,0.59,5.76,0.0,90.36,265.25,24.82
2022-01-02 09:00:00,3.685,65.915,0.65,20.83,0.0,90.35,261.545,24.88
2022-01-02 10:00:00,3.3,70.935,0.645,58.035,0.0,90.38,264.175,25.025
2022-01-02 11:00:00,5.565,66.035,0.58,308.06,0.0,90.43,278.165,24.735
2022-01-02 12:00:00,5.97,64.225,0.7,111.49,0.0,90.4,278.655,24.92
2022-01-02 13:00:00,6.21,63.775,0.545,161.54,0.0,90.355,310.6,24.83
2022-01-02 14:00:00,5.595,68.39,0.745,98.23,0.0,90.36,288.265,24.88
2022-01-02 15:00:00,6.055,67.775,0.56,87.3,0.0,90.32,311.455,25.0
2022-01-02 16:00:00,5.595,70.04,0.585,25.8,0.0,90.33,324.315,24.91
2022-01-02 17:00:00,5.575,67.58,0.755,1.83,0.0,90.315,302.25,24.945
2022-01-02 18:00:00,5.175,68.74,0.81,0.355,0.0,90.32,309.115,25.08
2022-01-02 19:00:00,4.615,72.19,0.595,-0.285,0.0,90.365,301.815,25.055
2022-01-02 20:00:00,4.45,73.255,0.46,0.74,0.0,90.365,311.83,25.155
2022-01-02 21:00:00,4.685,71.82,0.59,0.1,0.0,90.355,303.32,25.12
2022-01-02 22:00:00,4.655,71.28,0.635,-0.51,0.0,90.32,282.55,25.205
2022-01-02 23:00:00,4.0,74.775,0.575,-0.835,0.0,90.32,276.445,25.12
2022-01-03 00:00:00,3.935,74.745,0.635,-0.3,0.0,90.32,276.07,25.115
2022-01-03 01:00:00,3.975,74.345,0.515,-0.07,0.0,90.3,278.98,25.15
2022-01-03 02:00:00,4.32,72.98,0.84,0.675,0.0,90.285,292.31,25.1
2022-01-03 03:00:00,4.42,72.9,0.865,0.33,0.0,90.265,300.805,25.045
2022-01-03 04:00:00,4.46,74.025,0.785,-0.03,0.0,90.2,307.905,25.105
2022-01-03 05:00:00,4.095,76.66,0.595,0.275,0.0,90.2,311.605,25.015
2022-01-03 06:00:00,3.92,77.705,0.65,-0.58,0.0,90.2,297.365,25.04
2022-01-03 07:00:00,2.755,83.665,0.525,-0.21,0.0,90.24,293.33,24.985
2022-01-03 08:00:00,2.625,85.85,0.4,3.075,0.0,90.205,303.875,25.025
2022-01-03 09:00:00,2.85,85.91,0.505,27.68,0.0,90.215,308.24,25.01
2022-01-03 10:00:00,3.29,85.145,0.54,74.54,0.0,90.245,311.79,24.96
2022-01-03 11:00:00,3.81,83.77,0.41,126.755,0.0,90.24,303.175,24.86
2022-01-03 12:00:00,4.595,80.955,0.605,156.31,0.0,90.185,311.055,24.825
2022-01-03 13:00:00,4.835,80.485,0.385,173.99,0.0,90.1,308.725,24.63
2022-01-03 14:00:00,5.165,78.915,0.5,164.905,0.0,90.03,302.79,24.475
2022-01-03 15:00:00,5.27,78.08,0.505,108.84,0.0,89.92,312.515,24.53
2022-01-03 16:00:00,4.805,79.485,0.58,32.39,0.0,89.85,315.53,24.805
2022-01-03 17:00:00,4.43,80.085,0.77,1.96,0.0,89.82,315.085,24.615
2022-01-03 18:00:00,3.94,81.175,0.805,0.27,0.0,89.76,317.185,24.135
2022-01-03 19:00:00,4.075,78.285,0.74,0.375,0.0,89.67,317.76,24.26
2022-01-03 20:00:00,3.56,80.225,0.685,0.36,0.0,89.615,317.02,24.355
2022-01-03 21:00:00,3.68,78.555,0.64,0.69,0.0,89.55,320.915,24.36
2022-01-03 22:00:00,3.735,78.27,0.845,0.6,0.0,89.435,319.725,24.31
2022-01-03 23:00:00,3.695,79.2,0.61,0.62,0.2,89.43,321.4,24.095
2022-01-04 00:00:00,6.025,68.315,1.48,0.37,1.0,89.345,333.075,23.71
2022-01-04 01:00:00,7.645,68.515,5.01,-4.54,0.6,89.25,337.39,23.15
2022-01-04 02:00:00,7.945,69.75,4.01,-2.8,0.4,89.145,339.97,22.6
2022-01-04 03:00:00,7.44,76.04,2.485,-2.32,0.2,89.07,339.4,22.25
2022-01-04 04:00:00,4.075,93.735,0.81,0.12,0.8,89.0,331.61,22.07
2022-01-04 05:00:00,3.71,96.01,0.75,0.7,0.0,88.93,330.485,21.84
2022-01-04 06:00:00,5.32,91.53,1.015,1.02,0.0,88.805,333.57,21.545
2022-01-04 07:00:00,4.45,96.215,0.97,0.175,0.0,88.84,327.865,21.605
2022-01-04 08:00:00,4.485,94.36,0.815,1.765,0.0,88.805,328.3,21.39
2022-01-04 09:00:00,4.815,93.055,1.035,33.065,0.0,88.775,327.52,21.215
2022-01-04 10:00:00,5.385,90.295,0.975,101.76,0.0,88.725,329.095,21.015
2022-01-04 11:00:00,6.53,87.93,0.64,201.335,0.0,88.71,338.675,20.6
2022-01-04 12:00:00,7.21,83.91,0.695,174.69,0.0,88.6,320.1,20.21
2022-01-04 13:00:00,6.245,87.77,0.685,146.01,0.0,88.5,308.885,19.76
2022-01-04 14:00:00,6.245,87.49,0.705,101.02,0.0,88.415,300.275,19.645
2022-01-04 15:00:00,6.66,83.48,1.165,77.145,0.0,88.375,305.595,19.825
2022-01-04 16:00:00,6.71,79.745,0.89,28.875,0.0,88.34,301.065,19.87
2022-01-04 17:00:00,5.435,81.87,0.92,0.94,0.0,88.29,288.595,19.94
2022-01-04 18:00:00,10.31,54.915,2.13,1.5,0.0,88.22,288.98,19.69
2022-01-04 19:00:00,8.795,58.825,1.03,-3.215,0.0,88.23,277.0,19.41
2022-01-04 20:00:00,8.99,56.73,1.315,-0.395,0.0,88.255,288.65,19.66
2022-01-04 21:00:00,5.83,72.085,0.685,-0.73,0.0,88.275,319.385,19.675
2022-01-04 22:00:00,8.34,58.925,1.67,2.83,0.0,88.27,331.935,19.675
2022-01-04 23:00:00,10.325,50.265,2.345,0.38,0.0,88.21,333.635,18.85
2022-01-05 00:00:00,6.825,70.335,0.83,-1.295,1.4,88.26,329.23,18.185
2022-01-05 01:00:00,5.045,87.285,0.7,-0.08,2.6,88.32,330.89,18.565
2022-01-05 02:00:00,3.015,92.455,0.855,-1.23,2.4,88.445,324.86,18.65
2022-01-05 03:00:00,0.68,95.035,0.7,-0.97,2.4,88.62,315.88,18.69
2022-01-05 04:00:00,0.13,96.645,0.54,-0.02,2.4,88.645,315.7,20.685
2022-01-05 05:00:00,-0.1,97.325,0.65,0.06,2.0,88.65,315.745,24.445
2022-01-05 06:00:00,-0.09,97.63,0.5,0.06,0.4,88.63,315.72,25.95
2022-01-05 07:00:00,-0.285,97.745,4.325,0.155,0.8,88.645,315.705,28.125
2022-01-05 08:00:00,-0.26,97.975,6.155,0.35,0.6,88.68,315.685,27.71
2022-01-05 09:00:00,-0.16,97.84,1.54,4.175,1.0,88.71,315.635,29.11
2022-01-05 10:00:00,-0.445,97.475,1.165,13.785,0.4,88.795,315.58,30.155
2022-01-05 11:00:00,-1.155,97.56,1.785,19.095,0.8,88.93,315.745,31.79
2022-01-05 12:00:00,-1.385,97.15,1.78,27.215,0.0,88.965,315.8,31.86
2022-01-05 13:00:00,-2.04,96.495,1.82,21.625,0.0,89.015,315.61,33.14
2022-01-05 14:00:00,-2.86,91.935,1.27,17.455,0.2,89.135,311.42,32.885
2022-01-05 15:00:00,-2.975,90.585,1.155,20.2,0.0,89.145,309.88,33.105
2022-01-05 16:00:00,-3.205,89.205,0.99,9.035,0.0,89.165,304.9,32.805
2022-01-05 17:00:00,-3.625,88.66,1.255,1.085,0.0,89.205,298.035,32.755
2022-01-05 18:00:00,-4.195,92.26,0.98,0.66,0.0,89.235,293.17,32.635
2022-01-05 19:00:00,-4.635,94.375,0.945,-0.6,0.0,89.275,289.495,32.68
2022-01-05 20:00:00,-4.625,93.94,1.06,-0.405,0.0,89.31,290.315,32.585
2022-01-05 21:00:00,-4.75,93.96,1.355,-0.46,0.0,89.335,291.485,32.54
2022-01-05 22:00:00,-5.33,92.895,1.085,0.55,0.0,89.375,289.975,32.295
2022-01-05 23:00:00,-5.875,94.76,3.04,-0.29,0.0,89.395,286.24,32.245
2022-01-06 00:00:00,-5.34,92.62,0.97,-0.43,0.0,89.435,288.405,32.11
2022-01-06 01:00:00,-5.3,91.575,1.84,-0.31,0.0,89.435,288.94,31.96
2022-01-06 02:00:00,-6.11,91.33,1.04,0.805,0.0,89.44,286.23,31.725
2022-01-06 03:00:00,-8.185,92.31,2.15,1.18,0.0,89.475,277.735,31.38
2022-01-06 04:00:00,-7.885,94.665,1.365,-0.58,0.0,89.495,275.195,31.33
2022-01-06 05:00:00,-7.12,93.525,1.045,-0.57,0.0,89.54,278.65,31.135
2022-01-06 06:00:00,-6.6,93.615,0.53,-0.56,0.0,89.595,281.195,30.895
2022-01-06 07:00:00,-6.625,92.96,0.79,0.05,0.0,89.615,282.185,30.645
2022-01-06 08:00:00,-6.895,93.41,0.955,0.575,0.0,89.655,280.78,30.365
2022-01-06 09:00:00,-7.205,93.63,1.31,6.355,0.0,89.685,280.43,30.015
2022-01-06 10:00:00,-6.865,92.735,0.58,20.945,0.0,89.685,283.29,29.835
2022-01-06 11:00:00,-4.305,85.535,0.425,105.615,0.0,89.71,302.02,29.55
2022-01-06 12:00:00,-4.985,86.65,0.43,38.29,0.0,89.725,311.82,30.285
2022-01-06 13:00:00,-5.65,90.07,0.36,24.98,0.0,89.715,299.17,30.405
2022-01-06 14:00:00,-4.64,89.775,0.34,28.485,0.0,89.7,301.375,30.28
2022-01-06 15:00:00,-4.21,87.67,0.355,17.0,0.0,89.71,304.87,30.125
2022-01-06 16:00:00,-5.67,90.11,0.38,9.28,0.0,89.76,296.29,30.03
2022-01-06 17:00:00,-6.97,94.605,0.31,0.715,0.0,89.835,281.93,30.02
2022-01-06 18:00:00,-6.97,95.14,0.37,0.15,0.0,89.84,279.56,29.91
2022-01-06 19:00:00,-6.715,90.15,0.57,-0.645,0.0,89.83,276.385,29.835
2022-01-06 20:00:00,-7.98,89.565,0.415,0.85,0.0,89.84,275.375,29.575
2022-01-06 21:00:00,-9.08,93.95,0.375,0.09,0.0,89.845,268.58,29.59
2022-01-06 22:00:00,-9.195,93.325,0.385,-0.11,0.0,89.845,266.415,29.445
2022-01-06 23:00:00,-9.53,92.67,0.37,-0.395,0.0,89.87,265.105,29.315
2022-01-07 00:00:00,-7.565,92.005,0.51,-2.24,0.0,89.91,270.8,29.355
2022-01-07 01:00:00,-9.125,92.27,0.375,0.82,0.0,89.86,270.455,29.13
2022-01-07 02:00:00,-9.035,91.775,0.57,-0.22,0.0,89.805,268.245,28.975
2022-01-07 03:00:00,-10.61,93.06,0.425,0.9,0.0,89.8,264.575,28.96
2022-01-07 04:00:00,-10.815,93.73,0.465,-0.2,0.0,89.82,260.22,28.855
2022-01-07 05:00:00,-10.085,92.83,0.525,-0.825,0.0,89.785,262.05,28.865
2022-01-07 06:00:00,-10.96,92.82,0.44,0.145,0.0,89.825,261.135,28.735
2022-01-07 07:00:00,-9.82,93.575,0.415,-1.12,0.0,89.815,263.295,28.76
2022-01-07 08:00:00,-8.885,93.6,0.395,-0.54,0.2,89.81,268.0,28.885
2022-01-07 09:00:00,-8.375,92.855,0.39,7.25,0.0,89.845,273.645,28.61
2022-01-07 10:00:00,-9.02,92.99,0.46,21.44,0.0,89.865,275.09,28.415
2022-01-07 11:00:00,-5.96,88.74,0.5,116.29,0.0,89.805,293.68,27.89
2022-01-07 12:00:00,-4.75,83.595,0.545,60.05,0.0,89.745,308.765,28.3
2022-01-07 13:00:00,-3.63,82.25,0.67,43.615,0.0,89.735,311.605,28.35
2022-01-07 14:00:00,-3.535,80.31,0.615,36.465,0.0,89.675,313.605,28.26
2022-01-07 15:00:00,-3.44,82.445,0.44,18.53,0.0,89.695,309.965,28.16
2022-01-07 16:00:00,-3.23,83.99,0.75,3.44,0.0,89.68,301.8,28.14
2022-01-07 17:00:00,-3.215,86.125,0.5,0.365,0.2,89.69,299.395,28.12
2022-01-07 18:00:00,-3.365,89.685,0.455,-0.305,0.8,89.7,298.15,28.04
2022-01-07 19:00:00,-3.86,93.675,0.51,-0.045,0.2,89.785,298.0,28.735
2022-01-07 20:00:00,-4.14,94.265,0.43,0.14,0.0,89.78,296.86,30.08
2022-01-07 21:00:00,-3.94,93.735,0.595,-0.21,0.0,89.765,296.63,31.025
2022-01-07 22:00:00,-3.825,93.74,0.5,-0.1,0.0,89.71,296.93,31.105
2022-01-07 23:00:00,-3.49,93.36,0.395,-0.015,0.0,89.65,297.27,31.345
2022-01-08 00:00:00,-6.24,93.04,0.55,2.32,0.0,89.54,289.17,30.81
2022-01-08 01:00:00,-4.005,81.375,1.725,0.425,0.0,89.425,289.005,31.155
2022-01-08 02:00:00,-0.99,63.19,4.47,-3.4,0.0,89.325,299.285,31.325
2022-01-08 03:00:00,-0.415,60.37,2.87,-3.85,0.0,89.31,301.525,30.92
2022-01-08 04:00:00,-2.87,84.585,0.95,-0.275,0.4,89.3,300.71,30.81
2022-01-08 05:00:00,-2.815,86.65,0.72,-0.53,0.4,89.27,299.735,30.575
2022-01-08 06:00:00,-3.18,93.67,0.88,-0.19,0.2,89.35,300.425,31.78
2022-01-08 07:00:00,-3.17,94.15,0.61,-0.11,0.2,89.435,300.285,32.685
2022-01-08 08:00:00,-2.58,93.205,0.415,-0.01,0.0,89.52,300.975,32.94
2022-01-08 09:00:00,-2.05,92.125,0.58,6.17,0.0,89.57,304.11,32.72
2022-01-08 10:00:00,-1.355,89.0,0.585,22.735,0.0,89.64,312.76,31.755
2022-01-08 11:00:00,-1.22,87.77,0.58,29.11,0.0,89.67,314.955,32.73
2022-01-08 12:00:00,-0.485,80.995,0.495,37.935,0.0,89.645,315.955,32.52
2022-01-08 13:00:00,-0.42,77.265,0.375,33.235,0.0,89.595,316.065,32.465
2022-01-08 14:00:00,-0.81,80.68,0.485,25.3,0.0,89.555,316.0,32.465
2022-01-08 15:00:00,-0.795,80.31,0.465,24.62,0.0,89.48,315.39,33.135
2022-01-08 16:00:00,-1.57,81.6,0.615,13.945,0.0,89.335,312.01,33.25
2022-01-08 17:00:00,-2.115,80.08,0.95,1.38,0.0,89.165,303.37,32.435
2022-01-08 18:00:00,-2.465,82.93,0.76,-0.215,0.0,89.09,299.3,31.525
2022-01-08 19:00:00,-2.48,85.05,0.64,-0.275,0.0,89.01,298.645,31.525
2022-01-08 20:00:00,-2.395,86.72,0.605,-0.58,0.0,88.955,299.755,31.71
2022-01-08 21:00:00,1.305,63.51,4.335,-4.31,0.0,88.815,307.43,31.68
2022-01-08 22:00:00,2.2,60.84,6.155,-1.71,0.0,88.665,310.785,31.17
2022-01-08 23:00:00,2.365,61.835,5.545,0.805,0.0,88.495,310.765,29.8
2022-01-09 00:00:00,2.78,58.655,5.935,0.28,0.0,88.355,310.91,29.475
2022-01-09 01:00:00,1.74,69.075,5.38,-1.62,0.0,88.34,312.09,29.445
2022-01-09 02:00:00,1.665,66.11,4.455,-1.54,0.2,88.25,309.36,29.2
2022-01-09 03:00:00,0.825,71.245,5.4,-1.085,0.8,88.3,309.165,29.06
2022-01-09 04:00:00,-0.43,83.925,2.16,-0.38,1.4,88.355,306.845,29.35
2022-01-09 05:00:00,-1.105,94.495,0.655,-0.49,0.6,88.4,310.43,30.405
2022-01-09 06:00:00,-0.59,93.05,1.33,-0.5,1.2,88.455,311.91,32.585
2022-01-09 07:00:00,-0.78,92.57,0.83,-0.35,0.2,88.515,311.595,34.62
2022-01-09 08:00:00,-0.65,83.665,1.085,-0.63,0.6,88.61,310.465,37.975
2022-01-09 09:00:00,-1.715,93.06,1.145,5.65,0.2,88.73,308.6,37.705
2022-01-09 10:00:00,-1.335,89.975,0.525,23.375,0.2,88.73,313.005,38.415
2022-01-09 11:00:00,-1.24,90.04,0.68,22.455,0.0,88.7,315.695,37.975
2022-01-09 12:00:00,-1.135,89.305,0.66,26.28,0.0,88.675,315.725,37.63
2022-01-09 13:00:00,-0.85,87.575,0.73,31.13,0.0,88.665,315.77,37.86
2022-01-09 14:00:00,-0.525,86.15,0.605,29.24,0.0,88.635,315.9,37.4
2022-01-09 15:00:00,-0.695,83.835,0.79,19.73,0.0,88.635,315.92,37.045
2022-01-09 16:00:00,-1.675,92.61,0.76,11.255,0.2,88.655,313.95,37.445
2022-01-09 17:00:00,-1.94,94.36,0.43,1.955,0.4,88.68,309.455,37.495
2022-01-09 18:00:00,-2.135,95.715,0.385,-0.155,0.4,88.705,306.32,37.01
2022-01-09 19:00:00,-2.115,95.985,0.355,-0.09,0.2,88.735,305.275,39.275
2022-01-09 20:00:00,-2.24,95.635,0.45,-0.095,0.2,88.745,304.555,39.57
2022-01-09 21:00:00,-2.22,95.925,0.375,-0.09,0.6,88.765,304.595,41.025
2022-01-09 22:00:00,-2.38,96.235,0.37,-0.07,0.8,88.765,303.97,42.09
2022-01-09 23:00:00,-2.25,96.445,0.45,-0.1,0.2,88.78,304.48,42.265
2022-01-10 00:00:00,-2.215,96.52,0.305,-0.02,0.0,88.81,304.78,42.71
2022-01-10 01:00:00,-2.095,96.645,0.37,-0.145,0.4,88.86,304.825,43.815
2022-01-10 02:00:00,-1.995,96.67,0.595,-0.105,0.0,88.88,305.72,44.185
2022-01-10 03:00:00,-2.045,97.39,0.7,0.015,0.0,88.935,306.085,43.8
2022-01-10 04:00:00,-2.21,97.69,0.71,0.075,0.0,89.005,305.57,44.06
2022-01-10 05:00:00,-2.22,96.945,0.705,-0.01,0.0,89.04,305.135,44.52
2022-01-10 06:00:00,-2.4,96.855,0.63,-0.03,0.0,89.1,304.025,43.98
2022-01-10 07:00:00,-2.425,96.695,0.625,-0.02,0.0,89.175,303.915,43.885
2022-01-10 08:00:00,-2.37,96.295,0.67,0.305,0.0,89.25,304.035,43.495
