,When,T_a,RH,v_a,Discharge,SW_direct,SW_diffuse,Prec,p_a,missing,LW_in
16858,2019-03-30 05:45:00,-4.215401450761227,89.77014620360384,0.5433958270232775,0.0,8.034615,9.026114999999999,0.0,913.579297515466,1,228.6528775
16859,2019-03-30 05:50:00,-4.1770537487657675,89.708048323848,0.5452258508087275,0.0,8.92735,10.029016666666665,0.0,913.5655553832478,1,228.86047166666665
16860,2019-03-30 05:55:00,-4.138706046770307,89.64595044409216,0.5470558745941774,0.0,9.820085,11.031918333333332,0.0,913.5518132510296,1,229.06806583333332
16861,2019-03-30 06:00:00,-4.100358344774847,89.58385256433633,0.5488858983796274,0.0,10.71282,12.03482,0.0,913.5380711188113,1,229.27566
16862,2019-03-30 06:05:00,-3.793734792053651,89.23688270888594,0.5493361043357392,0.0,17.599434166666665,16.4316725,0.0,913.531357815334,1,230.40821749999998
16863,2019-03-30 06:10:00,-3.4871112393324553,88.88991285343556,0.5497863102918511,0.0,24.48604833333333,20.828525,0.0,913.5246445118566,1,231.540775
16864,2019-03-30 06:15:00,-3.1804876866112592,88.54294299798516,0.550236516247963,0.0,31.372662499999997,25.2253775,0.0,913.5179312083792,1,232.6733325
16865,2019-03-30 06:20:00,-2.873864133890064,88.19597314253477,0.5506867222040749,0.0,38.259276666666665,29.622230000000002,0.0,913.5112179049019,1,233.80589
16866,2019-03-30 06:25:00,-2.5672405811688686,87.84900328708439,0.5511369281601868,0.0,45.145890833333326,34.0190825,0.0,913.5045046014244,1,234.9384475
16867,2019-03-30 06:30:00,-2.2606170284476725,87.50203343163399,0.5515871341162986,0.0,52.03250499999999,38.415935000000005,0.0,913.4977912979471,1,236.071005
16868,2019-03-30 06:35:00,-1.9539934757264774,87.15506357618361,0.5520373400724106,0.0,58.919119166666654,42.8127875,0.0,913.4910779944696,1,237.2035625
16869,2019-03-30 06:40:00,-1.6473699230052814,86.80809372073321,0.5524875460285223,0.0,65.80573333333332,47.20964000000001,0.0,913.4843646909923,1,238.33612
16870,2019-03-30 06:45:00,-1.3407463702840858,86.46112386528281,0.5529377519846341,0.0,72.69234749999998,51.6064925,0.0,913.4776513875148,1,239.4686775
16871,2019-03-30 06:50:00,-1.0341228175628903,86.11415400983242,0.5533879579407461,0.0,79.57896166666666,56.00334500000001,0.0,913.4709380840375,1,240.601235
16872,2019-03-30 06:55:00,-0.7274992648416946,85.76718415438204,0.5538381638968579,0.0,86.4655758333333,60.400197500000004,0.0,913.4642247805601,1,241.73379250000002
16873,2019-03-30 07:00:00,-0.42087571212049857,85.42021429893165,0.5542883698529698,0.0,93.35219,64.79705,0.0,913.4575114770827,1,242.86635
