time,cam_temp,cam_temp_full,mean,std
2020-11-15 09:00:00,-1.169,3.062,0.301,2.445
2020-11-15 10:00:00,5.013,6.555,5.245,1.908
2020-11-15 11:00:00,9.911,7.679,9.016,2.16
2020-11-15 12:00:00,5.657,7.625,6.567,1.312
2020-11-15 13:00:00,3.223,5.808,4.05,1.698
2020-11-15 14:00:00,3.945,5.508,4.454,1.102
2020-11-15 15:00:00,0.453,4.079,1.804,2.051
2020-11-15 16:00:00,-0.504,3.983,1.248,2.429
2020-11-15 17:00:00,3.617,6.439,4.754,2.084
2020-11-15 18:00:00,5.697,8.155,6.708,1.927
2020-11-15 19:00:00,6.55,8.863,7.442,1.827
2020-11-15 20:00:00,6.011,8.205,6.856,1.718
2020-11-15 21:00:00,5.704,7.956,6.695,1.635
2020-11-15 22:00:00,6.767,7.986,7.085,1.34
2020-11-15 23:00:00,6.766,7.994,7.203,1.178
2020-11-16 00:00:00,5.775,7.542,6.658,1.214
2020-11-16 01:00:00,3.575,5.678,4.467,1.273
2020-11-16 02:00:00,3.038,3.69,3.27,0.662
2020-11-16 03:00:00,3.428,3.879,3.547,0.515
2020-11-16 04:00:00,2.498,3.236,2.819,0.724
2020-11-16 05:00:00,2.498,3.071,2.672,0.561
2020-11-16 06:00:00,3.004,3.209,3.068,0.407
2020-11-16 07:00:00,1.274,1.433,1.27,0.539
2020-11-16 08:00:00,1.827,1.884,1.756,0.477
2020-11-16 09:00:00,5.44,3.596,4.765,1.361
2020-11-16 10:00:00,2.957,2.345,2.671,0.567
2020-11-16 11:00:00,6.158,4.072,5.219,1.282
2020-11-16 12:00:00,5.519,4.457,5.197,1.059
2020-11-16 13:00:00,5.2,4.655,4.99,0.61
2020-11-16 14:00:00,3.853,4.059,4.019,0.607
2020-11-16 15:00:00,5.788,4.989,5.587,0.797
2020-11-16 16:00:00,3.866,4.042,4.031,0.507
2020-11-16 17:00:00,0.107,2.497,0.939,1.501
2020-11-16 18:00:00,-1.206,1.733,-0.181,1.79
2020-11-16 19:00:00,-1.731,1.095,-0.663,1.613
2020-11-16 20:00:00,-0.52,1.58,0.137,1.339
2020-11-16 21:00:00,1.116,1.782,1.25,0.576
2020-11-16 22:00:00,0.891,1.594,1.074,0.621
2020-11-16 23:00:00,0.54,2.028,1.039,0.976
2020-11-17 00:00:00,-1.057,1.283,-0.261,1.396
2020-11-17 01:00:00,-2.278,0.189,-1.265,1.458
2020-11-17 02:00:00,-4.053,-0.778,-2.848,1.98
2020-11-17 03:00:00,-3.506,-0.778,-2.642,1.738
2020-11-17 04:00:00,-3.601,-0.665,-2.421,1.696
2020-11-17 05:00:00,-4.119,-0.408,-2.849,2.317
2020-11-17 06:00:00,-4.695,-0.89,-3.314,2.313
2020-11-17 07:00:00,-4.237,-0.626,-3.117,2.41
2020-11-17 08:00:00,-4.798,-1.188,-3.57,2.252
2020-11-17 09:00:00,-2.827,-0.117,-1.969,1.746
2020-11-17 10:00:00,1.633,2.378,1.79,1.209
2020-11-17 11:00:00,7.773,4.549,6.235,2.406
2020-11-17 12:00:00,2.786,3.196,2.905,0.971
2020-11-17 13:00:00,1.047,2.629,1.51,1.183
2020-11-17 14:00:00,2.318,2.991,2.519,0.643
2020-11-17 15:00:00,0.761,2.614,1.328,1.301
2020-11-17 16:00:00,-1.782,1.276,-0.749,1.93
2020-11-17 17:00:00,-2.244,1.257,-0.905,2.006
2020-11-17 18:00:00,-2.076,1.196,-0.943,2.028
2020-11-17 19:00:00,-2.944,0.627,-1.843,2.317
2020-11-17 20:00:00,-4.126,0.342,-2.55,2.703
2020-11-17 21:00:00,-3.623,0.652,-2.269,2.708
2020-11-17 22:00:00,-4.362,0.48,-2.81,3.058
2020-11-17 23:00:00,-4.396,1.177,-2.44,3.265
2020-11-18 00:00:00,-3.935,1.88,-2.011,3.572
2020-11-18 01:00:00,-4.2,0.888,-2.641,3.169
2020-11-18 02:00:00,-4.673,1.095,-2.837,3.546
2020-11-18 03:00:00,-5.198,0.828,-3.254,3.725
2020-11-18 04:00:00,-3.073,2.69,-1.217,3.537
2020-11-18 05:00:00,-3.779,2.013,-1.818,3.417
2020-11-18 06:00:00,-3.762,1.661,-2.039,3.351
2020-11-18 07:00:00,-4.085,1.428,-2.26,3.317
2020-11-18 08:00:00,-3.356,2.178,-1.477,3.296
2020-11-18 09:00:00,-2.323,2.998,-0.494,3.124
2020-11-18 10:00:00,3.115,5.831,3.949,2.266
2020-11-18 11:00:00,9.775,8.594,9.381,2.696
2020-11-18 12:00:00,2.665,6.927,4.335,2.505
2020-11-18 13:00:00,-0.578,4.774,1.283,3.081
2020-11-18 14:00:00,-1.001,4.534,1.076,3.018
2020-11-18 15:00:00,-1.408,4.191,0.541,3.258
2020-11-18 16:00:00,-2.174,4.229,0.316,3.526
2020-11-18 17:00:00,-2.833,3.953,-0.224,3.798
2020-11-18 18:00:00,-2.308,3.86,-0.369,3.87
2020-11-18 19:00:00,-3.945,2.69,-1.832,4.125
2020-11-18 20:00:00,-4.432,2.853,-1.95,4.382
2020-11-18 21:00:00,-4.754,3.211,-2.075,4.709
2020-11-18 22:00:00,-2.957,3.931,-0.689,4.115
2020-11-18 23:00:00,-4.795,1.856,-2.705,4.041
2020-11-19 00:00:00,-5.513,1.785,-3.134,4.401
2020-11-19 01:00:00,-5.134,1.916,-2.902,4.362
2020-11-19 02:00:00,-5.347,1.448,-3.236,4.195
2020-11-19 03:00:00,-5.305,1.188,-3.351,4.045
2020-11-19 04:00:00,-4.242,2.07,-2.082,3.668
2020-11-19 05:00:00,-3.837,2.435,-1.71,3.704
2020-11-19 06:00:00,-2.915,3.187,-0.957,3.722
2020-11-19 07:00:00,-2.384,3.474,-0.585,3.552
2020-11-19 08:00:00,-0.878,3.666,0.863,2.484
2020-11-19 09:00:00,1.646,6.195,3.327,2.556
2020-11-19 10:00:00,1.346,5.201,2.87,2.197
2020-11-19 11:00:00,7.994,9.006,8.74,1.211
2020-11-19 12:00:00,6.602,7.478,7.299,0.889
2020-11-19 13:00:00,5.977,6.533,6.313,0.554
2020-11-19 14:00:00,3.336,3.242,3.277,0.586
2020-11-19 15:00:00,3.185,3.361,3.239,0.363
2020-11-19 16:00:00,2.748,2.963,2.769,0.345
2020-11-19 17:00:00,1.058,1.082,1.057,0.429
2020-11-19 18:00:00,-0.287,-0.511,-0.404,0.545
2020-11-19 19:00:00,-1.192,-1.063,-1.133,0.524
2020-11-19 20:00:00,-1.817,-1.588,-1.717,0.569
2020-11-19 21:00:00,-1.085,-0.812,-0.97,0.549
2020-11-19 22:00:00,-1.965,-1.583,-1.794,0.541
2020-11-19 23:00:00,-1.874,-1.613,-1.764,0.495
2020-11-20 00:00:00,-1.763,-1.634,-1.722,0.468
2020-11-20 01:00:00,-2.895,-2.658,-2.832,0.555
2020-11-20 02:00:00,-2.25,-2.104,-2.188,0.476
2020-11-20 03:00:00,-2.188,-2.231,-2.238,0.453
2020-11-20 04:00:00,-0.826,-0.561,-0.656,0.437
2020-11-20 05:00:00,-1.348,-0.958,-1.218,0.427
2020-11-20 06:00:00,-1.571,-1.084,-1.394,0.446
2020-11-20 07:00:00,-1.924,-1.566,-1.798,0.419
2020-11-20 08:00:00,-1.457,-1.066,-1.314,0.393
2020-11-20 09:00:00,-0.9,-0.433,-0.721,0.417
2020-11-20 10:00:00,-1.078,-0.62,-0.907,0.506
2020-11-20 11:00:00,-0.816,-0.279,-0.589,0.619
2020-11-20 12:00:00,-0.011,0.39,0.19,0.728
2020-11-20 13:00:00,0.728,0.424,0.651,0.833
2020-11-20 14:00:00,1.156,0.678,1.072,0.805
2020-11-20 15:00:00,0.691,0.438,0.677,0.68
2020-11-20 16:00:00,-0.739,-0.315,-0.445,0.62
2020-11-20 17:00:00,-1.275,-0.786,-1.003,0.618
2020-11-20 18:00:00,-1.394,-1.005,-1.299,0.638
2020-11-20 19:00:00,-1.602,-1.228,-1.366,0.555
2020-11-20 20:00:00,-1.815,-1.535,-1.732,0.579
2020-11-20 21:00:00,-1.815,-1.535,-1.732,0.579
2020-11-20 22:00:00,-1.942,-1.533,-1.885,0.632
2020-11-20 23:00:00,-2.409,-1.965,-2.372,0.669
2020-11-21 00:00:00,-5.282,-3.551,-4.895,1.581
2020-11-21 01:00:00,-5.251,-4.087,-5.424,1.6
2020-11-21 02:00:00,-2.495,-2.528,-2.717,0.599
2020-11-21 03:00:00,-2.74,-2.809,-2.936,0.599
2020-11-21 04:00:00,-7.742,-5.455,-7.241,2.051
2020-11-21 05:00:00,-8.017,-5.696,-7.709,2.222
2020-11-21 06:00:00,-7.207,-5.977,-7.408,1.763
2020-11-21 07:00:00,-9.423,-6.858,-8.813,2.118
2020-11-21 08:00:00,-8.387,-6.276,-8.009,1.931
2020-11-21 09:00:00,-5.151,-4.981,-5.729,1.118
2020-11-21 10:00:00,-2.416,-2.917,-2.896,0.747
2020-11-21 11:00:00,1.944,-0.196,1.294,1.956
2020-11-21 12:00:00,-2.683,-2.762,-2.724,0.823
2020-11-21 13:00:00,-2.867,-3.033,-3.047,0.813
2020-11-21 14:00:00,-5.027,-4.506,-5.202,1.147
2020-11-21 15:00:00,-4.579,-4.377,-5.117,1.248
2020-11-21 16:00:00,-5.078,-4.184,-5.254,1.388
2020-11-21 17:00:00,-7.235,-5.055,-7.163,2.383
2020-11-21 18:00:00,-8.167,-5.43,-7.993,2.748
2020-11-21 19:00:00,-8.214,-5.133,-7.791,2.733
2020-11-21 20:00:00,-8.409,-5.474,-8.093,2.673
2020-11-21 21:00:00,-6.329,-3.326,-5.991,2.647
2020-11-21 22:00:00,-5.565,-3.012,-5.577,2.601
2020-11-21 23:00:00,-6.273,-2.939,-5.764,2.827
2020-11-22 00:00:00,-6.639,-2.937,-5.901,2.921
2020-11-22 01:00:00,-6.221,-2.686,-5.828,3.08
2020-11-22 02:00:00,-5.757,-1.836,-5.238,3.304
2020-11-22 03:00:00,-5.796,-2.267,-5.232,2.882
2020-11-22 04:00:00,-5.655,-2.965,-5.395,2.351
2020-11-22 05:00:00,-6.458,-2.645,-5.807,2.988
2020-11-22 06:00:00,-6.347,-2.034,-5.552,3.335
2020-11-22 07:00:00,-5.289,-0.769,-4.374,3.41
2020-11-22 08:00:00,-4.023,-0.802,-3.537,2.656
2020-11-22 09:00:00,-4.218,-1.096,-3.797,2.594
2020-11-22 10:00:00,-0.203,1.743,0.442,1.585
2020-11-22 11:00:00,3.08,2.596,3.185,1.985
2020-11-22 12:00:00,-2.358,0.149,-1.315,1.563
2020-11-22 13:00:00,-2.024,1.443,-0.675,2.072
2020-11-22 14:00:00,-1.545,0.311,-0.749,1.272
2020-11-22 15:00:00,-2.309,0.061,-1.316,1.503
2020-11-22 16:00:00,-2.978,-0.335,-2.074,1.77
2020-11-22 17:00:00,-3.389,-0.589,-2.581,1.905
2020-11-22 18:00:00,-4.237,-1.327,-3.406,2.067
2020-11-22 19:00:00,-4.883,-1.346,-3.973,2.553
2020-11-22 20:00:00,-3.389,-0.589,-2.581,1.905
2020-11-22 21:00:00,-5.728,-2.022,-4.885,2.699
2020-11-22 22:00:00,-3.883,-0.63,-3.083,2.261
2020-11-22 23:00:00,-3.719,-0.576,-2.743,2.064
2020-11-23 00:00:00,-4.128,-1.826,-3.665,1.776
2020-11-23 01:00:00,-5.079,-3.5,-4.955,1.51
2020-11-23 02:00:00,-6.435,-3.737,-6.152,2.353
2020-11-23 03:00:00,-6.102,-3.658,-5.954,2.324
2020-11-23 04:00:00,-5.161,-1.932,-4.78,2.801
2020-11-23 05:00:00,-5.767,-1.796,-4.832,2.895
2020-11-23 06:00:00,-4.293,-0.05,-3.214,2.955
2020-11-23 07:00:00,-4.924,-1.324,-4.479,2.948
2020-11-23 08:00:00,-6.235,-2.836,-5.582,2.596
2020-11-23 09:00:00,-3.926,-1.534,-3.595,1.969
2020-11-23 10:00:00,-1.745,0.31,-1.088,1.404
2020-11-23 11:00:00,2.495,3.358,3.183,1.746
2020-11-23 12:00:00,0.339,1.581,1.26,1.293
2020-11-23 13:00:00,2.025,2.664,3.009,1.49
2020-11-23 14:00:00,-1.063,0.849,-0.208,1.367
2020-11-23 15:00:00,-2.011,0.477,-0.981,1.544
2020-11-23 16:00:00,-3.509,-0.655,-2.454,1.793
2020-11-23 17:00:00,-5.077,-1.823,-4.172,2.29
2020-11-23 18:00:00,-6.411,-2.888,-5.794,2.79
2020-11-23 19:00:00,-5.58,-2.691,-5.122,2.36
2020-11-23 20:00:00,-5.959,-2.544,-5.483,2.848
2020-11-23 21:00:00,-7.407,-3.35,-6.704,3.254
2020-11-23 22:00:00,-7.539,-3.047,-6.642,3.454
2020-11-23 23:00:00,-8.383,-3.949,-7.533,3.382
2020-11-24 00:00:00,-7.88,-3.764,-7.034,3.14
2020-11-24 01:00:00,-8.591,-4.066,-7.616,3.392
2020-11-24 02:00:00,-8.928,-4.307,-7.816,3.376
2020-11-24 03:00:00,-7.808,-3.81,-7.108,3.157
2020-11-24 04:00:00,-5.885,-1.837,-5.247,3.207
2020-11-24 05:00:00,-4.559,-0.999,-3.908,2.736
2020-11-24 06:00:00,-5.233,-2.477,-5.091,2.572
2020-11-24 07:00:00,-6.296,-3.433,-6.113,2.546
2020-11-24 08:00:00,-5.711,-3.243,-5.83,2.513
2020-11-24 09:00:00,-4.906,-2.128,-4.303,2.076
2020-11-24 10:00:00,-1.543,0.473,-0.914,1.637
2020-11-24 11:00:00,3.116,3.356,3.676,2.205
2020-11-24 12:00:00,-1.895,0.717,-0.8,1.677
2020-11-24 13:00:00,-3.101,-0.901,-2.352,1.536
2020-11-24 14:00:00,-4.663,-1.94,-4.077,2.077
2020-11-24 15:00:00,-4.509,-1.231,-3.863,2.502
2020-11-24 16:00:00,-5.472,-1.581,-4.715,2.997
2020-11-24 17:00:00,-6.255,-1.399,-5.185,3.614
2020-11-24 18:00:00,-6.757,-2.254,-5.762,3.272
2020-11-24 19:00:00,-7.315,-3.802,-6.617,2.694
2020-11-24 20:00:00,-7.519,-4.406,-7.26,2.812
2020-11-24 21:00:00,-8.142,-4.826,-7.938,3.001
2020-11-24 22:00:00,-6.221,-3.075,-6.212,3.043
2020-11-24 23:00:00,-7.373,-3.713,-7.091,3.201
2020-11-25 00:00:00,-7.057,-3.525,-6.497,2.834
2020-11-25 01:00:00,-6.849,-2.788,-6.379,3.427
2020-11-25 02:00:00,-7.893,-3.748,-7.512,3.547
2020-11-25 03:00:00,-8.626,-4.51,-8.221,3.474
2020-11-25 04:00:00,-5.574,-1.876,-5.161,3.104
2020-11-25 05:00:00,-5.543,-1.796,-5.219,3.179
2020-11-25 06:00:00,-5.542,-1.603,-5.048,3.237
2020-11-25 07:00:00,-4.913,-1.34,-4.479,2.914
2020-11-25 08:00:00,-4.817,-1.66,-4.406,2.573
2020-11-25 09:00:00,-3.775,-1.219,-3.583,2.319
2020-11-25 10:00:00,-0.447,1.678,0.18,1.729
2020-11-25 11:00:00,2.837,3.949,3.936,2.057
2020-11-25 12:00:00,-2.607,0.991,-1.257,2.306
2020-11-25 13:00:00,-2.893,-0.021,-1.894,1.864
2020-11-25 14:00:00,-3.636,-1.424,-3.192,1.741
2020-11-25 15:00:00,-5.15,-2.896,-4.938,2.014
2020-11-25 16:00:00,-5.219,-3.01,-5.02,1.996
2020-11-25 17:00:00,-6.573,-3.446,-6.324,2.745
2020-11-25 18:00:00,-7.369,-3.93,-7.043,2.948
2020-11-25 19:00:00,-6.254,-3.897,-6.506,2.564
2020-11-25 20:00:00,-6.964,-4.108,-6.855,2.61
2020-11-25 21:00:00,-6.335,-3.898,-6.084,2.175
2020-11-25 22:00:00,-6.983,-4.81,-7.179,2.362
2020-11-25 23:00:00,-7.775,-4.846,-7.826,2.844
2020-11-26 00:00:00,-6.574,-3.05,-6.252,2.984
2020-11-26 01:00:00,-6.185,-3.145,-5.995,2.731
2020-11-26 02:00:00,-5.923,-2.597,-5.759,2.958
2020-11-26 03:00:00,-5.956,-2.077,-5.402,3.108
2020-11-26 04:00:00,-6.568,-2.48,-6.02,3.293
2020-11-26 05:00:00,-6.266,-2.206,-5.789,3.311
2020-11-26 06:00:00,-6.266,-2.069,-5.511,3.223
2020-11-26 07:00:00,-6.706,-2.404,-6.021,3.398
2020-11-26 08:00:00,-5.77,-1.719,-5.077,3.129
2020-11-26 09:00:00,-6.024,-2.181,-5.221,2.846
2020-11-26 10:00:00,-0.873,1.336,-0.268,1.827
2020-11-26 11:00:00,2.728,3.183,3.427,2.059
2020-11-26 12:00:00,-2.44,0.581,-1.324,1.895
2020-11-26 13:00:00,-3.18,0.665,-1.947,2.392
2020-11-26 14:00:00,-6.066,-2.42,-5.457,2.85
2020-11-26 15:00:00,-4.894,-1.009,-3.988,2.817
2020-11-26 16:00:00,-6.066,-2.42,-5.457,2.85
2020-11-26 17:00:00,-7.676,-3.096,-6.86,3.569
2020-11-26 18:00:00,-7.5,-3.234,-6.852,3.476
2020-11-26 19:00:00,-8.276,-3.683,-7.398,3.53
2020-11-26 20:00:00,-7.115,-3.199,-6.87,3.461
2020-11-26 21:00:00,-7.272,-2.955,-6.853,3.652
2020-11-26 22:00:00,-8.286,-3.556,-7.493,3.697
2020-11-26 23:00:00,-8.386,-4.13,-8.052,3.735
2020-11-27 00:00:00,-8.451,-3.476,-7.513,3.795
2020-11-27 01:00:00,-8.297,-3.558,-7.628,3.843
2020-11-27 02:00:00,-7.791,-3.285,-7.342,3.829
2020-11-27 03:00:00,-7.342,-3.086,-6.951,3.635
2020-11-27 04:00:00,-5.796,-1.219,-5.21,3.669
2020-11-27 05:00:00,-5.354,-1.31,-4.984,3.413
2020-11-27 06:00:00,-6.108,-1.815,-5.559,3.47
2020-11-27 07:00:00,-5.39,-1.574,-4.784,2.953
2020-11-27 08:00:00,-5.005,-1.701,-4.733,2.815
2020-11-27 09:00:00,-5.01,-1.452,-4.509,2.844
2020-11-27 10:00:00,-1.184,1.525,-0.481,2.203
2020-11-27 11:00:00,2.457,3.219,3.23,2.171
2020-11-27 12:00:00,-2.003,1.126,-0.959,2.078
2020-11-27 13:00:00,-3.303,-0.102,-2.515,2.293
2020-11-27 14:00:00,-4.12,-1.417,-3.471,2.022
2020-11-27 15:00:00,-5.52,-2.59,-5.097,2.408
2020-11-27 16:00:00,-6.554,-2.891,-6.105,3.076
2020-11-27 17:00:00,-6.677,-2.661,-6.377,3.556
2020-11-27 18:00:00,-6.528,-3.215,-6.605,3.237
2020-11-27 19:00:00,-7.571,-4.461,-7.726,3.195
2020-11-27 20:00:00,-7.199,-4.379,-7.457,3.0
2020-11-27 21:00:00,-6.597,-3.903,-6.697,2.698
2020-11-27 22:00:00,-7.325,-4.047,-7.089,2.896
2020-11-27 23:00:00,-6.82,-3.763,-6.589,2.742
2020-11-28 00:00:00,-7.24,-4.017,-7.273,3.151
2020-11-28 01:00:00,-6.723,-3.357,-6.486,2.97
2020-11-28 02:00:00,-7.687,-4.278,-7.814,3.311
2020-11-28 03:00:00,-6.096,-2.552,-6.123,3.301
2020-11-28 04:00:00,-6.314,-2.899,-6.362,3.19
2020-11-28 05:00:00,-6.551,-2.903,-6.508,3.357
2020-11-28 06:00:00,-6.214,-3.377,-6.565,2.97
2020-11-28 07:00:00,-6.272,-3.582,-6.707,2.942
2020-11-28 08:00:00,-6.4,-3.217,-6.494,3.087
2020-11-28 09:00:00,-5.854,-2.674,-5.765,2.904
2020-11-28 10:00:00,-2.987,-0.464,-2.514,2.185
2020-11-28 11:00:00,3.303,3.477,3.617,2.206
2020-11-28 12:00:00,-2.498,0.493,-1.529,2.059
2020-11-28 13:00:00,-4.022,-1.368,-3.539,2.133
2020-11-28 14:00:00,-5.083,-2.503,-4.932,2.351
2020-11-28 15:00:00,-6.047,-2.975,-5.731,2.627
2020-11-28 16:00:00,-6.299,-3.341,-6.353,2.885
2020-11-28 17:00:00,-7.623,-4.321,-7.952,3.469
2020-11-28 18:00:00,-7.103,-3.871,-7.556,3.595
2020-11-28 19:00:00,-7.769,-5.558,-8.799,3.218
2020-11-28 20:00:00,-5.393,-3.152,-6.136,2.88
2020-11-28 21:00:00,-5.676,-3.316,-6.537,3.077
2020-11-28 22:00:00,-5.657,-4.539,-7.002,2.465
2020-11-28 23:00:00,-6.33,-4.756,-7.747,2.924
2020-11-29 00:00:00,-6.746,-5.212,-8.16,2.948
2020-11-29 01:00:00,-6.024,-6.85,-6.562,0.412
2020-11-29 02:00:00,-6.232,-5.783,-7.853,2.21
2020-11-29 03:00:00,-6.266,-7.943,-7.713,0.516
2020-11-29 04:00:00,-5.977,-7.354,-7.001,0.48
2020-11-29 05:00:00,-5.266,-6.391,-6.164,0.434
2020-11-29 06:00:00,-4.687,-5.752,-5.509,0.438
2020-11-29 07:00:00,-4.171,-5.824,-5.545,0.531
2020-11-29 08:00:00,-4.651,-6.861,-6.792,0.714
2020-11-29 09:00:00,-4.999,-7.056,-6.537,0.658
2020-11-29 10:00:00,-3.388,-5.18,-4.601,0.723
2020-11-29 11:00:00,-2.416,-3.994,-3.207,0.918
2020-11-29 12:00:00,-2.388,-4.799,-3.35,1.641
2020-11-29 13:00:00,-2.303,-3.763,-3.017,0.978
2020-11-29 14:00:00,-2.162,-3.475,-2.896,0.8
2020-11-29 15:00:00,-2.821,-4.147,-3.669,0.717
2020-11-29 16:00:00,-2.842,-4.208,-3.785,0.696
2020-11-29 17:00:00,-3.042,-4.381,-4.044,0.661
2020-11-29 18:00:00,-3.179,-4.475,-4.198,0.663
2020-11-29 19:00:00,-3.373,-4.703,-4.408,0.674
2020-11-29 20:00:00,-3.294,-4.608,-4.326,0.67
2020-11-29 21:00:00,-3.823,-5.329,-5.009,0.713
2020-11-29 22:00:00,-3.84,-5.388,-5.141,0.683
2020-11-29 23:00:00,-4.324,-5.779,-5.512,0.684
2020-11-30 00:00:00,-3.53,-5.247,-4.937,0.722
2020-11-30 01:00:00,-3.748,-5.527,-5.233,0.749
2020-11-30 02:00:00,-3.978,-5.863,-5.517,0.802
2020-11-30 03:00:00,-3.76,-5.664,-5.397,0.877
2020-11-30 04:00:00,-4.403,-6.564,-6.339,0.82
2020-11-30 05:00:00,-4.385,-6.704,-6.194,0.92
2020-11-30 06:00:00,-4.332,-6.434,-6.053,0.797
2020-11-30 07:00:00,-4.496,-6.888,-6.478,0.819
2020-11-30 08:00:00,-4.805,-7.268,-6.975,0.849
2020-11-30 09:00:00,-5.717,-7.965,-7.899,1.051
2020-11-30 10:00:00,-5.716,-7.912,-8.333,1.322
2020-11-30 11:00:00,0.111,-2.344,-1.191,1.591
2020-11-30 12:00:00,-4.322,-7.001,-5.725,1.48
2020-11-30 13:00:00,-3.403,-5.483,-4.63,1.126
2020-11-30 14:00:00,-3.672,-5.862,-5.021,1.079
2020-11-30 15:00:00,-3.962,-6.098,-5.452,0.902
2020-11-30 16:00:00,-3.543,-5.371,-4.914,0.791
2020-11-30 17:00:00,-2.812,-4.634,-4.232,0.804
2020-11-30 18:00:00,-4.761,-6.231,-6.395,0.938
2020-11-30 19:00:00,-6.353,-7.436,-8.342,1.518
2020-11-30 20:00:00,-7.614,-8.444,-10.294,2.242
2020-11-30 21:00:00,-7.692,-8.176,-10.415,2.525
2020-11-30 22:00:00,-7.257,-7.289,-9.852,2.713
2020-11-30 23:00:00,-6.339,-6.624,-8.454,2.01
2020-12-01 00:00:00,-6.732,-6.646,-9.115,2.706
2020-12-01 01:00:00,-6.243,-5.988,-8.2,2.356
2020-12-01 02:00:00,-4.796,-4.479,-6.443,2.081
2020-12-01 03:00:00,-4.229,-3.974,-5.291,1.434
2020-12-01 04:00:00,-4.177,-5.612,-5.602,0.735
2020-12-01 05:00:00,-3.478,-4.327,-4.625,0.656
2020-12-01 06:00:00,-4.062,-4.544,-5.078,0.797
2020-12-01 07:00:00,-2.958,-3.829,-4.05,0.604
2020-12-01 08:00:00,-2.684,-3.176,-3.472,0.573
2020-12-01 09:00:00,-2.35,-2.951,-2.992,0.461
2020-12-01 10:00:00,-2.66,-3.418,-3.241,0.451
2020-12-01 11:00:00,-2.97,-3.141,-3.185,0.324
2020-12-01 12:00:00,-2.758,-2.667,-2.857,0.408
2020-12-01 13:00:00,-2.599,-2.788,-2.923,0.428
2020-12-01 14:00:00,-3.322,-3.284,-3.518,0.463
2020-12-01 15:00:00,-3.235,-3.069,-3.333,0.525
2020-12-01 16:00:00,-2.271,-2.315,-2.572,0.505
2020-12-01 17:00:00,-2.633,-2.754,-2.886,0.403
2020-12-01 18:00:00,-2.067,-2.286,-2.443,0.412
2020-12-01 19:00:00,-2.406,-2.574,-2.728,0.402
2020-12-01 20:00:00,-2.808,-2.857,-2.971,0.294
2020-12-01 21:00:00,-2.876,-2.974,-3.07,0.302
2020-12-01 22:00:00,-2.361,-2.93,-3.031,0.383
2020-12-01 23:00:00,-3.354,-3.781,-3.986,0.597
2020-12-02 00:00:00,-3.86,-3.566,-4.35,0.954
2020-12-02 01:00:00,-2.931,-3.566,-3.669,0.496
2020-12-02 02:00:00,-3.214,-3.468,-3.804,0.61
2020-12-02 03:00:00,-3.965,-3.765,-4.314,0.708
2020-12-02 04:00:00,-4.386,-4.264,-4.627,0.574
